Samples	ID83A	ID83B
SP112310	7.73E-01	7.73E-01
SP99053	7.21E-01	7.21E-01
SP99057	1.56E-01	1.56E-01
SP99061	1.15E+00	1.15E+00
SP50109	6.45E-01	6.44E-01
SP99065	1.03E+00	1.03E+00
SP106993	1.15E+00	1.15E+00
SP50111	1.06E+00	1.06E+00
SP99069	5.54E-01	5.54E-01
SP99073	7.45E-01	7.45E-01
SP99077	4.29E-01	4.29E-01
SP99081	9.24E-01	9.24E-01
SP99085	8.44E-01	8.44E-01
SP99089	9.57E-01	9.57E-01
SP99093	7.90E-01	7.89E-01
SP99097	7.82E-01	7.82E-01
SP99101	1.42E+00	1.42E+00
SP106998	7.75E-01	7.75E-01
SP99105	6.35E-01	6.35E-01
SP99109	1.24E+00	1.24E+00
SP50113	1.15E+00	1.15E+00
SP50115	5.82E-01	5.82E-01
SP50117	9.69E-01	9.70E-01
SP107004	9.09E-01	9.09E-01
SP99117	1.21E+00	1.21E+00
SP99121	9.79E-01	9.79E-01
SP107007	7.03E-01	7.03E-01
SP99125	7.28E-01	7.28E-01
SP99129	9.59E-01	9.59E-01
SP99133	6.84E-01	6.83E-01
SP50119	1.11E+00	1.11E+00
SP99137	1.06E+00	1.06E+00
SP50121	3.66E-01	3.66E-01
SP50123	1.53E+00	1.53E+00
SP99141	1.38E+00	1.38E+00
SP50125	8.00E-01	8.00E-01
SP99145	1.63E+00	1.63E+00
SP99149	9.10E-01	9.10E-01
SP50129	9.00E-01	9.00E-01
SP99153	3.51E-01	3.51E-01
SP99157	8.63E-01	8.63E-01
SP99161	7.56E-01	7.56E-01
SP99165	8.26E-01	8.26E-01
SP50131	2.06E+00	2.06E+00
SP50133	5.90E-01	5.90E-01
SP99169	5.40E-01	5.40E-01
SP50135	7.56E-01	7.55E-01
SP50137	9.53E-01	9.51E-01
SP99173	6.71E-01	6.71E-01
SP99177	1.06E+00	1.06E+00
SP99181	4.44E-01	4.44E-01
SP50139	3.68E-01	3.68E-01
SP107010	9.17E-01	9.17E-01
SP99189	4.91E-01	4.91E-01
SP50141	0.00E+00	0.00E+00
SP99193	6.15E-01	6.15E-01
SP50145	6.57E-01	6.57E-01
SP50147	9.78E-01	9.78E-01
SP107012	0.00E+00	0.00E+00
SP50149	1.13E+00	1.13E+00
SP107017	7.45E-01	7.45E-01
SP107019	7.94E-01	7.95E-01
SP107023	6.40E-01	6.40E-01
SP50151	6.68E-01	6.68E-01
SP50153	9.99E-01	1.00E+00
SP99197	1.18E+00	1.18E+00
SP50155	1.12E+00	1.12E+00
SP99201	8.44E-01	8.44E-01
SP50157	6.44E-01	6.44E-01
SP99205	4.94E-01	4.94E-01
SP50159	9.91E-01	9.91E-01
SP50161	6.36E-01	6.36E-01
SP107025	6.13E-01	6.13E-01
SP107028	2.44E-01	2.44E-01
SP50163	8.24E-01	8.24E-01
SP99217	7.56E-01	7.56E-01
SP50165	8.81E-01	8.81E-01
SP107030	8.79E-01	8.81E-01
SP50167	7.21E-01	7.21E-01
SP99229	1.04E+00	1.04E+00
SP99233	7.15E-01	7.15E-01
SP107032	0.00E+00	0.00E+00
SP50169	7.77E-01	7.77E-01
SP50171	8.53E-01	8.53E-01
SP50173	5.47E-01	5.47E-01
SP50175	1.42E-01	1.42E-01
SP107034	4.52E-01	4.52E-01
SP50179	7.07E-01	7.07E-01
SP99237	9.28E-01	9.29E-01
SP107037	7.72E-01	7.72E-01
SP107041	8.57E-01	8.56E-01
SP50181	6.20E-01	6.20E-01
SP99249	9.80E-01	9.80E-01
SP99253	1.19E+00	1.19E+00
SP50183	8.24E-01	8.24E-01
SP99257	1.38E+00	1.38E+00
SP107044	4.51E-01	4.51E-01
SP50185	7.41E-01	7.41E-01
CPCT02020315T	1.49E+00	1.49E+00
CPCT02020321T	2.12E-01	2.11E-01
CPCT02020330T	1.26E+00	1.26E+00
CPCT02010372T	1.76E+00	1.76E+00
CPCT02020326T	1.13E+00	1.13E+00
CPCT02020403T	1.08E+00	1.08E+00
CPCT02040063T	1.87E+00	1.87E+00
CPCT02060054T	1.27E+00	1.27E+00
CPCT02060053T	1.23E+00	1.23E+00
CPCT02020886T	1.60E+00	1.61E+00
CPCT02130167T	1.29E+00	1.29E+00
CPCT02080186T	1.43E+00	1.43E+00
CPCT02130172T	9.08E-01	9.08E-01
CPCT02020413TII	4.98E-01	4.98E-01
CPCT02130180T	1.16E+00	1.16E+00
CPCT02130057T	1.07E+00	1.07E+00
CPCT02130186T	2.07E+00	2.07E+00
CPCT02130184T	1.16E+00	1.16E+00
CPCT02020690T	1.12E+00	1.12E+00
CPCT02080215T	1.18E+00	1.18E+00
CPCT02050360T	1.40E+00	1.40E+00
CPCT02130096T	1.37E+00	1.37E+00
CPCT02020759T	1.69E+00	1.69E+00
CPCT02130127T	1.02E+00	1.02E+00
CPCT02060242T	1.73E+00	1.73E+00
CPCT02050386T	1.15E+00	1.15E+00
CPCT02290055T	8.38E-01	8.38E-01
CPCT02130048T	1.00E+00	1.00E+00
CPCT02130155T	9.14E-01	9.15E-01
CPCT02130156T	1.18E+00	1.18E+00
CPCT02130157T	1.47E+00	1.47E+00
CPCT02130158T	9.20E-01	9.20E-01
CPCT02020852T	1.50E+00	1.50E+00
CPCT02020839T	3.83E-01	3.85E-01
CPCT02130159T	6.84E-01	6.84E-01
CPCT02020861T	1.09E+00	1.09E+00
CPCT02060276T	1.13E+00	1.13E+00
CPCT02350014T	1.27E+00	1.27E+00
CPCT02030315T	1.09E+00	1.09E+00
CPCT02090015T	1.54E+00	1.53E+00
CPCT02020533T	1.77E+00	1.77E+00
CPCT02020546T	5.65E-01	5.65E-01
CPCT02050224T	1.11E+00	1.11E+00
CPCT02180031T	1.16E+00	1.16E+00
CPCT02080057T	1.80E+00	1.80E+00
CPCT02020421T	1.34E+00	1.34E+00
CPCT02080054T	9.67E-01	9.68E-01
CPCT02020413T	6.51E-01	6.51E-01
CPCT02020448T	2.60E-01	2.60E-01
CPCT02190014T	9.54E-01	9.54E-01
CPCT02080101T	6.90E-01	6.90E-01
CPCT02030336T	1.43E+00	1.43E+00
CPCT02050295T	1.02E+00	1.02E+00
