Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
WIDE01010658T	14	49	516	98	85	97	21	13	34	27	33
WIDE01010504T	16	68	7	0	21	57	24	12	8	7	24
WIDE01010493T	4	188	13	9	27	15	37	0	17	6	22
WIDE01010304T	0	16	11	30	23	23	21	8	0	14	6
WIDE01010568T	21	31	21	26	136	0	20	32	79	17	10
WIDE01010464T	68	425	43	0	0	473	64	34	68	15	6
WIDE01010467T	5	12	29	20	23	16	14	3	0	9	4
WIDE01010486T	13	12	34	20	37	19	14	7	4	5	11
WIDE01010516T	271	551	31	28	107	17	31	25	0	20	17
WIDE01010510T	213	331	30	87	284	42	6	13	0	18	0
WIDE01010583T	15	64	6	0	92	72	18	6	55	19	7
WIDE01010566T	580	299	20	62	71	28	32	145	31	26	18
WIDE01010578T	20563	1203	0	1795	0	0	64	491	0	32	0
WIDE01010599T	120	495	47	0	15	66	44	20	48	11	39
WIDE01010604T	84	383	9	229	12	109	48	42	57	17	40
WIDE01010614T	439	617	19	50	0	39	35	33	10	195	50
WIDE01010662T	54	314	18	47	22	102	89	20	5	23	10
WIDE01010672T	153	147	5	52	0	12	37	28	36	9	23
WIDE01010686T	0	4	3	12	18	32	34	5	7	16	6
WIDE01010532T	250	317	45	0	112	79	20	23	69	13	51
WIDE01010703T	11	12	28	0	9	54	38	13	31	12	0
WIDE01010712T	48	19	13	0	135	45	23	5	0	23	0
WIDE01010721T	43	136	35	21	120	74	31	32	20	14	20
WIDE01010663T	47	109	7	36	62	30	29	8	42	16	18
