Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP24708	1.08E+00	1.44E+00	1.37E+00	1.49E+00	0.00E+00
SP24301	1.46E+00	1.89E+00	1.72E+00	1.64E+00	4.13E-01
SP27201	1.28E+00	1.78E+00	1.66E+00	1.46E+00	2.15E-01
SP28791	6.52E-01	9.17E-01	7.94E-01	7.05E-01	0.00E+00
SP23739	7.83E-01	8.93E-01	1.13E+00	1.16E+00	2.51E-01
SP24702	1.31E+00	1.32E+00	1.59E+00	1.33E+00	0.00E+00
SP25332	6.58E-01	7.98E-01	8.01E-01	7.89E-01	3.81E-01
SP28335	8.26E-01	1.13E+00	1.26E+00	1.20E+00	1.35E-01
SP26709	9.75E-01	9.17E-01	1.03E+00	9.36E-01	2.32E-01
SP25350	1.06E+00	1.36E+00	1.28E+00	1.33E+00	2.71E-01
SP25380	1.23E+00	1.86E+00	1.48E+00	1.47E+00	4.07E-01
SP24565	4.45E-01	8.15E-01	1.09E+00	1.23E+00	0.00E+00
SP25833	1.13E+00	1.15E+00	1.33E+00	1.40E+00	0.00E+00
SP25905	6.30E-01	7.92E-01	1.04E+00	9.55E-01	0.00E+00
SP26439	6.62E-01	7.58E-01	8.31E-01	6.63E-01	3.30E-01
SP24236	1.27E+00	1.73E+00	1.83E+00	1.57E+00	0.00E+00
SP23925	1.79E+00	4.05E+00	2.35E+00	4.63E+00	0.00E+00
SP24815	1.18E+00	1.91E+00	1.81E+00	1.57E+00	3.91E-01
SP27957	1.03E+00	1.21E+00	1.23E+00	1.17E+00	2.34E-01
SP27603	9.28E-01	1.35E+00	1.55E+00	1.51E+00	3.15E-02
SP27825	1.19E+00	1.66E+00	1.61E+00	1.44E+00	0.00E+00
SP24135	1.10E+00	1.90E+00	4.34E+00	2.17E+00	4.03E+00
SP26499	8.26E-01	1.06E+00	9.96E-01	7.82E-01	2.52E-01
SP25518	1.22E+00	1.76E+00	1.68E+00	1.40E+00	4.70E-01
SP28659	1.22E+00	2.07E+00	4.49E+00	2.28E+00	4.77E+00
SP23622	1.01E+00	1.32E+00	1.46E+00	1.54E+00	5.23E-01
SP27939	7.68E-01	1.06E+00	1.29E+00	1.07E+00	5.09E-02
SP23754	5.51E-01	8.07E-01	7.35E-01	6.31E-01	0.00E+00
SP29697	1.09E+00	1.21E+00	1.14E+00	1.02E+00	0.00E+00
SP27339	8.60E-01	1.19E+00	1.22E+00	1.11E+00	6.48E-01
SP29559	1.10E+00	1.36E+00	5.90E+00	1.57E+00	6.09E+00
SP29331	9.77E-01	1.33E+00	1.55E+00	1.42E+00	0.00E+00
SP26475	1.16E+00	1.28E+00	1.30E+00	1.16E+00	0.00E+00
SP23775	1.13E+00	1.95E+00	4.62E+00	2.13E+00	4.14E+00
SP28275	8.14E-01	9.28E-01	1.54E+00	1.38E+00	0.00E+00
SP28581	1.13E+00	1.38E+00	1.37E+00	1.40E+00	0.00E+00
SP23639	1.10E+00	1.50E+00	1.64E+00	1.71E+00	2.99E-01
SP24391	1.03E+00	1.38E+00	1.48E+00	1.44E+00	2.29E-01
SP28041	1.19E+00	1.69E+00	1.61E+00	1.68E+00	0.00E+00
SP25494	2.09E+00	2.99E+00	5.81E+00	3.32E+00	6.38E+00
SP26649	9.35E-01	1.38E+00	1.51E+00	1.55E+00	7.26E-02
SP78927	4.88E-01	3.47E-01	4.57E-01	2.44E-01	0.00E+00
SP78913	3.76E-01	3.27E-01	4.76E-01	2.68E-01	1.46E-01
SP107375	7.69E-01	6.61E-01	8.74E-01	5.95E-01	2.23E-02
SP107408	1.05E+00	1.08E+00	8.52E-01	7.68E-01	3.86E-01
SP107439	8.96E-01	6.36E-01	4.53E+00	4.63E-01	4.60E+00
SP78816	3.42E-01	1.99E-01	3.27E-01	3.00E-01	0.00E+00
SP78663	7.78E-01	4.00E-01	7.15E-01	6.96E-01	7.59E-02
SP78709	5.99E-01	4.16E-01	4.81E-01	3.56E-01	5.00E-02
SP107462	8.22E-01	5.39E-01	6.54E-01	3.44E-01	0.00E+00
