Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP24708	56	83	155	131	0
SP24301	125	116	196	204	0
SP27201	43	150	177	127	0
SP28791	17	33	89	28	0
SP23739	32	30	114	77	0
SP24702	117	86	157	123	0
SP25332	24	24	48	54	4
SP28335	19	46	164	83	0
SP26709	84	35	68	45	0
SP25350	33	69	139	202	0
SP25380	50	136	198	120	0
SP24565	5	16	108	108	0
SP25833	92	45	170	104	0
SP25905	6	27	134	41	0
SP26439	21	29	91	19	1
SP24236	43	158	255	147	0
SP23925	20	51	3	1683	0
SP24815	56	138	231	151	0
SP27957	38	87	157	93	0
SP27603	27	59	191	102	0
SP27825	49	126	192	151	0
SP24135	18	116	660	238	32
SP26499	36	47	113	53	0
SP25518	49	131	270	107	0
SP28659	64	142	693	264	28
SP23622	30	70	138	150	4
SP27939	42	42	151	81	0
SP23754	8	28	69	24	0
SP29697	63	64	98	88	0
SP27339	43	53	134	81	1
SP29559	48	21	665	36	44
SP29331	23	112	222	96	0
SP26475	83	85	158	81	0
SP23775	32	113	654	194	27
SP28275	44	22	105	117	0
SP28581	46	97	159	119	0
SP23639	51	88	184	150	0
SP24391	60	69	181	116	0
SP28041	67	148	170	152	0
SP25494	88	233	1281	316	38
SP26649	49	59	126	201	1
SP78927	42	6	13	2	0
SP78913	23	3	19	5	1
SP107375	66	18	96	15	0
SP107408	173	64	50	30	3
SP107439	35	15	217	3	17
SP78816	31	2	5	6	0
SP78663	136	6	49	18	2
SP78709	91	8	19	13	0
SP107462	177	12	32	2	0
SP78951	58	13	36	6	0
SP107435	94	27	48	30	0
SP78679	56	69	61	33	0
SP107360	149	55	30	52	12
SP78819	12	6	10	7	0
SP78821	62	12	57	10	0
SP107552	45	0	18	8	0
SP78865	31	3	26	5	0
SP107470	76	40	15	9	4
SP78673	2	6	26	13	0
SP78824	25	4	18	3	1
SP107550	33	14	14	1	0
SP78718	203	45	22	4	0
SP107451	57	10	13	9	1
SP107557	56	9	14	0	0
SP107358	24	7	36	24	2
SP78731	38	7	16	3	0
SP107455	33	7	16	2	0
SP107549	35	8	4	7	2
SP78814	44	6	54	7	2
SP107357	223	100	79	70	24
SP78919	70	4	25	10	3
SP107453	49	19	23	9	0
SP78719	3	5	0	6	0
SP78662	11	6	18	0	0
SP107457	132	4	32	14	3
SP107404	114	75	38	47	5
SP78714	40	19	21	4	0
SP107454	43	8	12	6	0
SP107359	160	77	78	40	1
SP78664	83	3	21	6	0
SP78931	78	15	8	2	0
SP78815	24	5	13	6	0
SP107466	81	42	49	30	0
SP78901	194	20	5	10	2
SP107384	165	69	421	51	34
SP107467	10	6	32	1	0
SP78680	30	2	13	0	0
SP78672	32	4	16	0	1
SP107365	57	20	33	34	0
SP78660	34	6	15	3	0
SP78659	14	17	12	10	0
SP107449	36	8	50	2	0
SP78813	45	8	19	12	0
SP78953	21	5	2	5	0
SP78804	68	2	44	18	0
SP107460	30	32	30	10	4
SP107548	97	0	30	6	0
SP78730	106	43	29	23	0
SP78727	68	12	22	8	0
SP78822	129	33	88	36	0
SP78818	70	11	18	2	0
SP78923	22	2	6	8	0
SP107405	166	55	69	68	1
SP107437	77	107	45	10	13
SP78675	75	11	31	9	0
SP107371	138	85	211	45	69
SP107556	125	22	34	9	0
SP78807	33	13	24	15	0
SP78945	66	2	16	6	0
SP107480	33	14	17	6	0
SP107448	52	3	21	10	3
SP107436	94	9	34	1	0
SP79150	3	3	6	4	4
SP107546	176	56	18	17	0
SP107459	40	24	15	32	0
SP78823	14	2	6	0	0
SP78666	49	9	15	8	0
SP78721	23	7	5	7	0
SP78665	142	8	23	10	0
SP78935	75	14	25	6	4
SP107458	230	19	44	42	2
SP79160	80	2	16	4	0
SP107479	103	9	19	7	0
SP107377	140	34	39	45	0
SP78937	141	32	122	6	0
SP107444	48	5	24	3	0
SP79144	101	11	63	18	0
SP107469	18	1	10	0	0
SP107373	139	16	57	47	29
SP107406	127	43	566	52	89
SP107369	178	93	66	55	3
SP107403	242	96	131	75	0
SP107363	155	67	32	55	82
SP78955	51	0	8	5	0
SP78711	0	0	2	0	0
SP78677	21	12	11	7	1
SP78805	102	0	36	2	1
SP107461	30	0	13	11	0
SP107472	11	9	14	4	0
SP107356	66	30	53	46	0
SP78825	28	20	37	1	0
SP107468	60	7	22	6	0
SP78851	379	34	91	44	6
SP78726	24	15	65	3	0
SP107379	235	131	88	85	8
SP107474	64	15	37	1	0
SP107438	35	5	45	3	0
SP107478	88	5	35	8	0
SP78716	157	83	58	23	0
SP78676	110	44	23	13	0
SP107443	11	0	6	0	0
SP107361	182	88	61	94	9
SP107464	140	52	56	47	2
SP78717	5	8	7	4	1
SP78671	51	4	20	21	0
SP78817	21	12	9	8	0
SP107381	123	68	52	33	0
SP107463	156	58	44	47	0
SP107477	96	9	24	14	0
SP78661	84	33	28	26	9
SP78939	39	9	15	5	0
SP78674	205	19	34	11	0
SP107553	6	2	5	8	0
SP107555	85	12	36	16	0
SP107446	32	12	19	8	0
SP78713	253	65	36	24	0
SP78720	43	9	31	7	0
SP78947	50	5	15	11	0
SP78875	23	4	11	9	0
SP107554	190	8	58	16	0
SP107407	196	123	84	79	4
SP78820	80	6	26	12	1
SP78668	5	9	9	4	0
SP107547	41	0	9	7	0
SP79148	235	59	17	24	0
SP107386	245	62	39	52	6
SP78921	125	14	23	20	1
SP107545	56	7	35	3	1
SP107440	54	15	14	14	0
SP79066	16	9	33	3	1
SP107473	66	6	26	8	0
SP107362	107	36	60	39	0
SP78722	12	3	7	0	4
SP78729	130	5	13	6	0
SP107441	111	11	43	3	0
SP78873	69	2	20	2	5
SP47708	76	16	76	70	1
SP47990	20	13	83	20	8
SP48414	24	12	83	29	2
SP48135	67	65	89	141	0
SP47652	26	14	45	32	0
SP48888	24	0	17	34	0
SP48426	3	0	13	7	0
SP48480	84	19	76	131	0
SP48263	11	1	43	25	2
SP47628	2	4	39	13	0
SP47808	44	31	67	67	0
SP48850	13	62	261	38	0
SP48189	39	36	39	359	0
SP48073	34	21	51	49	0
SP48008	11	4	33	538	0
SP48504	21	18	3	350	0
SP48534	71	19	70	78	0
SP48010	25	5	40	67	0
SP79365	3	6	1	1	0
SP79237	0	6	3	4	0
SP79462	2	0	11	0	0
SP79201	3	0	11	7	0
SP79371	5	0	1	0	5
SP79439	0	0	5	2	0
SP79175	0	0	2	2	0
SP79354	1	0	3	3	3
