MutationType	ID83A	ID83B	ID83C	ID83D
4:Ins:R:1	2.56E-05	8.90E-05	1.31E-04	2.66E-05
4:Ins:R:2	8.22E-06	2.74E-05	3.34E-05	1.75E-06
4:Ins:R:3	1.46E-05	1.09E-05	2.24E-05	1.26E-05
4:Ins:R:4	1.25E-05	2.88E-05	4.25E-05	1.12E-05
4:Ins:R:5	2.25E-05	5.34E-05	3.60E-05	1.79E-05
5:Ins:R:0	1.57E-04	1.79E-03	5.00E-03	4.19E-05
5:Ins:R:1	6.05E-05	1.55E-04	2.92E-04	5.88E-05
5:Ins:R:2	1.03E-05	3.27E-05	5.26E-05	1.77E-05
5:Ins:R:3	7.57E-06	2.87E-05	1.81E-05	2.89E-05
5:Ins:R:4	5.88E-06	1.76E-05	2.61E-05	4.23E-10
5:Ins:R:5	6.91E-06	1.46E-05	6.71E-06	1.22E-05
2:Del:M:1	1.18E-04	2.33E-03	5.05E-03	1.19E-04
3:Del:M:1	7.39E-06	2.46E-04	3.37E-04	3.89E-05
3:Del:M:2	7.92E-05	5.83E-04	1.34E-03	3.75E-05
4:Del:M:1	1.69E-05	2.00E-04	2.57E-04	3.30E-05
4:Del:M:2	1.88E-05	1.88E-04	4.17E-04	2.80E-05
4:Del:M:3	4.54E-05	5.04E-04	1.12E-03	2.39E-05
5:Del:M:1	6.22E-05	2.33E-03	3.53E-03	1.13E-04
5:Del:M:2	4.23E-05	1.77E-03	2.72E-03	1.15E-04
5:Del:M:3	3.33E-05	1.17E-03	1.80E-03	8.37E-05
5:Del:M:4	1.58E-05	4.73E-04	7.11E-04	5.51E-05
5:Del:M:5	2.58E-05	6.55E-04	1.04E-03	7.74E-05
