MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	7.26E-05	1.13E-03	1.43E-03	5.79E-04
1:Del:C:1	2.60E-05	4.98E-04	4.80E-04	8.08E-04
1:Del:C:2	2.77E-05	1.18E-04	1.66E-04	7.39E-04
1:Del:C:3	3.13E-05	1.48E-04	1.38E-04	2.90E-04
1:Del:C:4	4.56E-05	9.23E-05	1.36E-04	2.21E-04
1:Del:C:5	1.53E-04	1.48E-04	2.09E-04	1.60E-04
1:Del:T:0	6.24E-05	1.54E-03	2.11E-03	5.54E-04
1:Del:T:1	5.89E-05	1.19E-03	1.97E-03	1.01E-03
1:Del:T:2	6.17E-05	9.89E-04	1.72E-03	8.16E-04
1:Del:T:3	1.22E-04	1.08E-03	2.29E-03	1.31E-03
1:Del:T:4	1.56E-04	5.26E-04	9.26E-04	3.83E-04
1:Del:T:5	4.21E-03	1.04E-03	1.07E-03	8.11E-04
1:Ins:C:0	4.18E-05	3.47E-04	4.16E-04	1.95E-04
1:Ins:C:1	2.10E-05	1.18E-04	1.53E-04	7.46E-05
1:Ins:C:2	1.19E-05	9.65E-05	1.51E-04	6.40E-05
1:Ins:C:3	2.17E-05	5.67E-05	7.94E-05	9.46E-05
1:Ins:C:4	6.34E-05	9.08E-05	9.28E-05	8.64E-05
1:Ins:C:5	1.72E-04	3.95E-04	2.58E-04	1.25E-04
1:Ins:T:0	3.96E-05	1.63E-04	2.09E-04	1.96E-04
1:Ins:T:1	3.45E-05	8.32E-04	6.24E-04	7.63E-04
1:Ins:T:2	4.55E-05	3.55E-04	2.88E-04	3.77E-04
1:Ins:T:3	3.51E-05	1.97E-04	1.77E-04	2.55E-04
1:Ins:T:4	8.43E-05	1.94E-04	1.44E-04	1.37E-04
1:Ins:T:5	4.38E-03	9.53E-03	3.40E-03	1.05E-03
2:Del:R:0	4.37E-05	5.36E-04	1.06E-03	1.02E-04
2:Del:R:1	1.53E-04	2.30E-03	5.20E-03	1.28E-04
2:Del:R:2	6.47E-05	7.55E-04	1.71E-03	1.47E-04
2:Del:R:3	6.23E-05	2.39E-04	4.87E-04	6.96E-05
2:Del:R:4	4.23E-05	9.16E-05	1.74E-04	4.59E-05
2:Del:R:5	9.12E-05	1.34E-04	2.95E-04	4.76E-05
3:Del:R:0	1.95E-05	2.70E-04	4.11E-04	6.32E-05
3:Del:R:1	1.50E-04	1.27E-03	2.72E-03	4.91E-05
3:Del:R:2	4.35E-05	2.54E-04	5.45E-04	2.24E-05
3:Del:R:3	1.76E-05	9.55E-05	1.78E-04	1.78E-10
3:Del:R:4	3.19E-05	4.76E-05	8.36E-05	1.47E-05
3:Del:R:5	3.60E-05	4.77E-05	9.03E-05	5.61E-06
4:Del:R:0	1.25E-05	2.64E-04	3.59E-04	5.22E-05
4:Del:R:1	5.82E-05	7.03E-04	1.58E-03	3.40E-05
4:Del:R:2	3.99E-05	2.27E-04	5.11E-04	7.77E-07
4:Del:R:3	2.64E-05	1.12E-04	2.27E-04	1.29E-05
4:Del:R:4	1.87E-05	3.09E-05	5.95E-05	1.33E-05
4:Del:R:5	1.72E-05	1.24E-05	3.39E-05	2.72E-10
5:Del:R:0	7.31E-05	2.68E-03	3.89E-03	1.33E-04
5:Del:R:1	2.33E-05	1.08E-04	1.85E-04	4.10E-05
5:Del:R:2	1.11E-05	3.84E-05	5.55E-05	3.85E-06
5:Del:R:3	1.76E-05	2.64E-05	4.10E-05	1.05E-10
5:Del:R:4	1.42E-05	5.77E-06	1.75E-05	1.76E-10
5:Del:R:5	6.75E-06	5.69E-06	1.90E-05	1.59E-10
2:Ins:R:0	3.03E-05	2.90E-04	4.64E-04	9.89E-05
2:Ins:R:1	1.51E-05	1.13E-04	1.71E-04	5.93E-05
2:Ins:R:2	2.33E-05	7.67E-05	1.23E-04	6.11E-05
2:Ins:R:3	2.16E-05	5.64E-05	8.46E-05	4.09E-05
2:Ins:R:4	4.01E-05	8.10E-05	6.17E-05	3.77E-05
2:Ins:R:5	1.98E-04	4.54E-04	2.72E-04	9.16E-05
3:Ins:R:0	1.23E-05	1.36E-04	2.28E-04	3.87E-05
3:Ins:R:1	2.73E-05	8.86E-05	1.67E-04	3.80E-05
3:Ins:R:2	1.73E-05	4.42E-05	6.30E-05	1.58E-05
3:Ins:R:3	5.80E-06	1.43E-05	1.43E-05	9.71E-06
3:Ins:R:4	1.57E-05	1.95E-05	2.07E-05	4.91E-06
3:Ins:R:5	2.44E-05	4.78E-05	4.31E-05	4.64E-06
4:Ins:R:0	2.57E-05	1.41E-04	3.59E-04	3.25E-05
