Samples	ID83A	ID83B	ID83C
SP109953	67	327	0
SP107650	64	287	0
SP13206	207	119	32
SP13078	95	296	29
SP107607	60	218	37
SP109941	54	156	0
SP109801	191	183	21
SP13072	29	247	35
SP107595	163	549	0
SP107640	60	227	14
SP13084	71	346	0
SP107603	42	211	25
SP109957	70	406	70
SP114020	159	484	9
SP96540	62	155	11
SP114032	41	268	0
SP107624	25	131	9
SP107575	114	173	27
SP13242	60	200	10
SP114016	36	269	7
CPCT02070011T	169	2279	36
CPCT02020317T	15	215	77
CPCT02010352T	0	81	27
CPCT02010362T	14	77	51
CPCT02010366T	0	37	14
CPCT02010383T	0	101	46
CPCT02050049T	13	141	68
CPCT02020350T	5	213	64
CPCT02060023T	78	769	60
CPCT02080030T	70	591	2212
CPCT02060010T	335	327	373
CPCT02040037T	278	1888	0
CPCT02070018T	56	596	85
CPCT02080041T	0	553	358
CPCT02070029T	765	0	190
CPCT02060033T	157	481	112
CPCT02020399T	1038	746	289
CPCT02140024T	5970	0	130
CPCT02080050T	29	235	118
CPCT02030293T	63	290	66
CPCT02010441T	76919	0	0
CPCT02090030T	394	520	7
CPCT02010718T	100	617	0
CPCT02020653T	23	423	53
CPCT02340008TII	39	351	3
CPCT02020876T	26	150	83
CPCT02370016T	55	387	143
CPCT02070275T	65	585	0
CPCT02011028T	524	388	162
CPCT02230072T	35933	0	3333
CPCT02130028T	173	490	0
CPCT02060182T	13	110	53
CPCT02020657T	0	253	33
DRUP01090026T	21	221	72
CPCT02130029T	0	97	53
CPCT02340010TII	496	2280	0
DRUP01020022T	9	181	75
CPCT02120103T	56	566	0
CPCT02300030T	91	550	0
CPCT02150044T	24	209	43
CPCT02020920T	5	215	125
CPCT02080192T	28	490	14
CPCT02130170T	185	1065	297
CPCT02260014T	1153	1169	7
CPCT02020922T	0	179	64
CPCT02011072T	18	128	27
CPCT02010758T	0	352	90
WIDE01010006T	0	112	21
CPCT02040220T	22	426	2
CPCT02100157T	290	788	0
CPCT02230088T	285	56	8314
CPCT02130178T	15	211	99
WIDE01010017T	99	388	86
WIDE01010025T	16	139	62
WIDE01010028T	343	730	284
WIDE01010012T	87	956	69
WIDE01010031T	723	1464	56
CPCT02020956T	5	114	33
CPCT02010774T	3	211	65
CPCT02010756T	3	178	76
WIDE01010045T	16	330	60
CPCT02080204T	2	159	75
WIDE01010037T	786	1539	0
WIDE01010056T	239	778	0
CPCT02070298T	250	549	3
WIDE01010594T	24	277	42
WIDE01010078T	0	440	315
CPCT02130054T	58	430	49
CPCT02040228T	25	320	12
WIDE01010051T	24	300	114
CPCT02050319T	0	219	70
CPCT02020689T	0	481	20
WIDE01010043T	43	226	70
WIDE01010112T	346	667	113
WIDE01010092T	31	229	18
WIDE01010119T	161	422	55
CPCT02170022T	4	307	22
WIDE01010120T	4	154	48
WIDE01010127T	472	503	4721
CPCT02300036T	122	837	49
WIDE01010146T	10	179	109
CPCT02070309T	11	258	85
WIDE01010157T	167	432	2177
WIDE01010170T	100	215	36
CPCT02020696T	0	253	75
CPCT02030471T	0	455	7
CPCT02130032T	0	281	86
CPCT02070310T	700	1468	0
WIDE01010164T	112	491	193
WIDE01010190T	19	141	88
WIDE01010182T	469	906	200
DRUP01050040TII	797	811	231
WIDE01010225T	154	356	90
CPCT02050348T	55	192	181
WIDE01010275T	46	555	137
CPCT02010810T	25	225	29
CPCT02060206T	108	314	4166
WIDE01010284T	24	168	29
WIDE01010330T	19	171	40
WIDE01010312T	190	103	4095
WIDE01010317T	377	1187	185
WIDE01010337T	97	752	317
CPCT02220043T	659	1336	364
CPCT02130094T	122	1151	36
WIDE01010329T	419	801	2072
WIDE01010331T	22	217	16
CPCT02010828T	116	504	894
WIDE01010101T	175	795	1962
WIDE01010349T	2	171	106
WIDE01010342T	37	376	16
WIDE01010359T	7	124	50
WIDE01010370T	9	124	134
WIDE01010369T	40	478	0
CPCT02340084T	160	491	366
DRUP01030015T	109	668	256
CPCT02060236T	10	274	36
CPCT02120125T	86	229	1929
CPCT02230098T	2682	0	0
DRUP01090015T	0	141	60
WIDE01010401T	69	314	144
CPCT02230105T	4	144	84
CPCT02080223T	21	845	123
CPCT02020730T	1	494	300
CPCT02010831T	366	356	1714
WIDE01010428T	37	188	30
CPCT02290039T	1543	1270	39
CPCT02010843T	43	250	42
CPCT02130103T	79	792	30
CPCT02070337T	71	596	167
WIDE01010440T	8	220	62
WIDE01010404T	241	483	62
CPCT02080229T	47	296	337
CPCT02050363T	103	570	58
CPCT02040250T	48	344	7
CPCT02040251T	39	231	256
CPCT02260022T	462	693	0
CPCT02340090T	168	465	10
CPCT02450013T	40	320	22
CPCT02070347T	129	874	85
CPCT02060140T	6	205	87
CPCT02020720T	0	155	23
CPCT02230109T	477	1041	0
DRUP01090019T	414	637	157
CPCT02120144T	13	200	99
CPCT02080240T	88	593	202
CPCT02130125T	68	365	75
CPCT02070355T	7	149	44
CPCT02010872T	5	146	56
CPCT02010878T	42	420	121
CPCT02090054T	1026	2002	454
CPCT02330117T	391	638	52
CPCT02170031T	392	1168	0
CPCT02020765T	0	649	61
CPCT02010851T	0	193	58
CPCT02020756T	4	272	180
DRUP01170001T	108	790	86
WIDE01010617T	241	375	96
WIDE01010627T	11	186	54
CPCT02030502T	51	202	166
CPCT02030507T	321	236	32
WIDE01010595T	151	963	0
CPCT02040273T	19	382	39
CPCT02030520T	81	536	28
CPCT02110075T	936	1156	0
CPCT02290050T	196	431	83
CPCT02290053T	5	231	12
CPCT02080257T	51	225	40
CPCT02290054T	29	360	33
CPCT02080256T	54	455	0
CPCT02030497T	173	220	2071
DRUP01290001T	1554	1230	54
CPCT02070372T	5	200	54
CPCT02290051T	0	232	54
CPCT02020815T	199	0	7154
CPCT02040271T	0	306	96
CPCT02130154T	13	170	37
CPCT02120164T	393	1302	1277
CPCT02020797T	1	176	5
DRUP01010099T	218	741	0
CPCT02340104T	0	222	74
CPCT02380018T	249	1128	111
CPCT02340010TIII	496	2429	0
CPCT02060033TII	114	668	65
CPCT02020582T	7	285	42
DRUP01050040T	524	587	54
CPCT02180041T	158	493	59
CPCT02060137T	1	109	51
CPCT02070403T	0	85	28
CPCT02050264T	141	556	3
CPCT02060143T	706	834	1243
CPCT02010988T	18	247	38
CPCT02010993T	103	519	158
CPCT02450003T	66	506	36
CPCT02230049T	0	1238	446
CPCT02010995T	53	411	83
CPCT02010878TII	49	457	129
CPCT02010656T	0	142	3
CPCT02010645T	14	217	23
DRUP01330016T	688	1889	171
DRUP01080005T	17	428	3789
CPCT02020879T	96	288	58
DRUP01090004T	9	571	237
CPCT02020613T	38	453	130
DRUP01110006T	164	654	9
CPCT02010993TII	102	513	141
CPCT02060125T	101	703	24
CPCT02010647T	96	635	0
CPCT02170013T	1581	78	129
CPCT02170009T	11	307	72
CPCT02170012T	67	508	65
CPCT02020608T	0	258	7
CPCT02010653T	0	236	55
CPCT02230061T	409	775	10
CPCT02050282T	342	868	72
CPCT02010560T	16	91	32
CPCT02380007T	24	187	9
CPCT02380006T	161	226	1228
CPCT02080105T	335	607	2774
CPCT02340010T	554	2214	12
CPCT02010574T	31	233	39
CPCT02180026T	623	1203	148
CPCT02100074T	32	466	12
CPCT02120018T	38	352	47
CPCT02380008T	42	580	0
CPCT02170003T	4	321	37
CPCT02020523T	106	345	54
CPCT02060081T	176	362	29
CPCT02110035T	9	192	46
CPCT02080118T	23	269	36
CPCT02010589T	0	144	32
CPCT02030349T	55964	0	0
CPCT02110039T	93	426	0
CPCT02030353T	447	1691	230
CPCT02020540T	196	464	848
CPCT02010611T	0	79	23
CPCT02010608T	56	122	86
CPCT02330041T	954	1437	817
CPCT02380013T	20	123	18
CPCT02010613T	6	157	68
CPCT02010577T	0	277	36
CPCT02050202T	42	307	44
CPCT02020559T	169	834	111
CPCT02050213T	13	358	50
CPCT02020568T	25	275	41
CPCT02030364T	0	240	61
CPCT02050192T	0	304	27
CPCT02010596T	0	190	31
CPCT02030365T	1	186	23
DRUP01010036T	0	386	65
CPCT02230043T	191	512	42
CPCT02080135T	259	694	246
CPCT02050229T	4	216	0
CPCT02010632T	4	167	26
CPCT02020579T	41	208	54
CPCT02020587T	0	720	374
CPCT02070040T	712	953	0
CPCT02070050T	446	1062	0
CPCT02300004T	46	350	44
CPCT02020424T	5	114	70
CPCT02020433T	5	119	82
CPCT02010466T	22	142	48
CPCT02010454T	20	121	38
CPCT02140036T	272	593	41
CPCT02010350T	22	228	11
CPCT02100039T	770	1422	55
CPCT02050106T	307	822	110
CPCT02020415T	17	169	19
CPCT02180014T	85	486	36
CPCT02090006T	19	190	56
CPCT02020444T	0	520	318
CPCT02030314T	30	107	94
CPCT02190010T	88	244	32
DRUP01010013T	36	285	33
CPCT02080086T	65	67	3640
CPCT02010438T	0	105	74
CPCT02190012T	85	658	212
CPCT02010486T	7	212	18
CPCT02060077T	77	402	51
CPCT02020491T	478	1941	4583
CPCT02010538T	13	150	100
CPCT02170001T	45	470	21
CPCT02170002T	70	247	38
CPCT02050142T	23	357	10
CPCT02080071T	627	1347	181
CPCT02020499T	19	337	12
CPCT02340008T	90	485	0
CPCT02020505T	29	500	267
CPCT02080158T	24	356	133
CPCT02010571T	0	286	71
CPCT02380010T	444	896	0
CPCT02110047T	1255	1249	0
CPCT02030425T	179	677	212
CPCT02080168T	0	178	40
CPCT02020641T	1	283	54
CPCT02230065T	40	328	74
CPCT02330074T	642	1616	39
CPCT02010697T	24	200	29
CPCT02090028T	850	1881	172
CPCT02450008T	226	604	41
CPCT02010688T	1	156	31
CPCT02020646T	16	281	53
CPCT02010704T	2	237	56
CPCT02010705T	12	265	37
CPCT02250003T	0	3570	857
CPCT02010698T	17	333	15
WIDE01010622T	107	633	189
WIDE01010631T	255	688	0
WIDE01010635T	271	634	58
WIDE01010636T	165	632	481
WIDE01010658T	40	249	698
WIDE01010504T	27	182	35
WIDE01010493T	24	314	0
WIDE01010304T	6	108	38
WIDE01010568T	33	289	71
WIDE01010464T	131	836	229
WIDE01010467T	11	71	53
WIDE01010486T	22	81	73
WIDE01010516T	313	785	0
WIDE01010510T	293	665	66
WIDE01010583T	26	258	70
WIDE01010566T	831	446	35
WIDE01010578T	24148	0	0
WIDE01010599T	162	743	0
WIDE01010604T	171	833	26
WIDE01010614T	526	961	0
WIDE01010662T	94	593	17
WIDE01010672T	211	291	0
WIDE01010686T	0	97	40
WIDE01010532T	327	587	65
WIDE01010703T	14	111	83
WIDE01010712T	74	139	98
WIDE01010721T	71	390	85
WIDE01010663T	75	306	23
