Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP82614	157	24	10	112	5	35	5	0	51	8	57	38	15	5	9	12
SP82431	797	55	13	469	0	87	14	97	150	38	137	55	147	0	2	0
SP82459	134	5	37	35	1	68	0	31	39	6	40	10	7	6	0	25
SP113197	7	0	31	2	0	38	3	11	2	6	27	4	0	25	12	10
SP82532	369	7	79	134	0	154	5	67	43	12	0	15	69	23	20	9
SP82636	18	58	90	12	1	58	0	27	35	14	37	8	1	23	6	6
SP82796	124	17	50	13	9	76	0	18	0	4	28	3	23	17	6	28
SP83482	111	40	29	30	0	74	3	31	0	7	15	0	29	11	17	23
SP104530	151	84	444	139	0	184	14	42	51	16	32	27	35	42	18	5
SP82429	61	15	40	52	0	29	10	31	17	9	38	12	12	20	2	5
SP82644	504	15	62	135	0	58	10	51	118	12	29	125	0	3	20	0
SP82988	149	34	52	26	0	32	1	32	90	9	0	7	8	27	10	2
SP82461	172	5	64	184	4	54	6	34	32	17	26	71	19	19	19	16
SP82900	224	28	7	181	16	107	0	87	80	16	56	48	65	14	0	20
SP82399	188	10	74	165	0	78	12	46	35	12	96	28	43	0	2	16
SP82756	41	4	17	30	1	11	0	20	7	15	16	12	15	7	15	15
SP82836	64	14	107	33	1	50	1	23	39	10	59	0	3	19	3	0
SP82417	421	0	24	72	0	58	5	63	0	12	99	3	1	10	0	21
SP82471	13	5	212	20	0	32	8	27	40	15	44	1	0	25	15	8
SP82435	8	20	69	16	0	8	2	11	35	2	11	6	0	29	11	21
SP104056	930	35	43	474	24	200	0	123	177	55	79	165	137	16	3	3
SP83083	213	16	36	80	0	62	4	38	35	4	39	24	9	23	8	3
SP82433	77	28	56	27	4	26	0	25	18	7	58	12	14	15	7	25
SP82780	77	19	50	53	7	56	0	29	48	5	0	21	8	10	0	7
SP83019	259	17	35	67	10	37	0	43	32	12	41	12	11	8	5	30
SP83099	59	9	32	30	0	20	0	3	14	6	12	5	2	13	9	31
SP83146	598	15	30	381	12	126	3	94	147	26	26	125	73	0	13	31
SP103866	241	29	43	59	0	110	5	32	23	24	37	18	42	2	4	4
SP83844	172	23	23	125	0	36	7	16	36	11	18	50	1	7	0	8
SP83027	7	19	66	36	0	8	2	12	26	4	7	3	0	16	24	0
CPCT02060044T	158	75	41	50	155	90	54	40	38	15	85	24	64	6	8	3
CPCT02030247T	75	22	45	47	32	36	38	12	0	10	6	45	20	39	15	8
CPCT02050043T	27	19	94	22	14	2	28	1	36	1	17	7	5	21	0	8
CPCT02020342T	193	25	45	38	97	0	57	21	68	3	43	20	17	20	0	0
CPCT02010371T	122	18	32	99	49	39	80	23	59	12	8	25	3	28	14	9
CPCT02030256T	57	16	18	5	13	33	21	19	16	16	26	5	11	0	8	0
CPCT02050045T	180	36	82	24	150	11	76	43	0	7	62	24	50	59	19	8
CPCT02050047T	11	5	254	28	12	16	43	8	75	14	35	14	19	35	30	0
CPCT02010393T	301	69	68	6	211	104	79	34	136	10	0	9	51	136	20	11
CPCT02020358T	59	23	33	34	28	0	20	16	13	16	17	5	3	23	21	0
CPCT02090002T	202	0	20	50	21	60	120	28	26	6	0	203	41	21	17	4
CPCT02010403T	6	0	10	19	4	12	40	4	0	0	19	3	6	0	18	7
CPCT02030272T	100	40	55	75	66	28	86	22	1	16	28	7	28	24	26	14
CPCT02020373T	59	42	89	100	49	41	46	28	0	17	19	25	13	48	13	1
CPCT02050052T	72	49	15	47	56	34	37	13	23	81	0	13	5	56	125	11
CPCT02030270T	0	9	25	30	12	21	70	5	9	7	22	5	10	56	3	10
CPCT02050056T	165	31	38	76	62	0	90	24	9	2	66	25	22	8	18	0
CPCT02050055T	93	180	75	46	56	100	51	49	0	26	51	33	31	52	21	9
CPCT02030279T	23	28	53	15	3	27	34	13	28	14	28	16	5	29	7	7
CPCT02020320T	187	41	82	53	113	0	51	54	4	10	86	20	14	78	15	3
CPCT02060037T	6	5	12	11	21	19	13	6	7	1	6	5	4	1	4	7
CPCT02100033T	86	7	20	40	16	0	14	19	13	5	31	11	3	13	0	0
CPCT02010436T	168	22	25	92	102	29	56	0	47	15	15	19	22	14	19	6
CPCT02010439T	104	14	19	39	24	7	26	12	37	4	36	16	3	48	12	0
CPCT02060043T	24	55	194	33	77	4	4	9	13	26	40	21	7	22	49	12
CPCT02030284T	203	28	86	22	57	51	46	21	15	17	20	40	14	74	12	0
CPCT02020410T	217	16	33	66	11	1	37	42	34	4	45	22	8	20	3	0
CPCT02020408T	131	47	24	57	73	48	45	4	29	18	39	29	21	6	22	3
CPCT02030291T	527	24	34	84	236	19	92	65	76	20	0	29	34	58	2	8
CPCT02050079T	0	0	17	10	20	10	49	8	11	5	19	9	4	1	12	2
CPCT02050073T	29	4	43	18	17	29	31	8	66	14	26	19	12	54	8	1
CPCT02220001T	5	0	5	48	9	8	106	14	24	5	0	13	5	5	21	12
CPCT02010440T	50	24	55	51	18	16	47	17	11	8	28	18	14	17	19	1
CPCT02011020T	280	44	41	181	160	62	18	32	66	60	0	155	54	12	93	1
CPCT02340050T	6	391	324	84	34	33	64	9	20	25	96	9	22	56	20	10
CPCT02080280T	213	19	27	125	125	6	28	8	89	13	31	22	60	12	11	0
CPCT02080282T	72	60	63	3	53	38	19	34	32	28	28	27	20	45	38	9
CPCT02060163T	3	4	9	17	11	10	64	0	28	9	0	17	0	5	6	3
CPCT02011025T	92	77	62	32	93	10	34	11	95	15	53	38	27	34	14	0
CPCT02010754TII	80	23	51	42	94	36	30	6	0	0	17	11	224	31	8	12
CPCT02010716T	504	18	69	31	189	66	91	53	59	19	46	93	35	52	0	4
CPCT02170039T	58	8	42	41	5	0	18	6	35	11	25	52	0	4	7	1
CPCT02080284T	32	0	11	14	20	0	20	5	9	2	0	2	6	1	9	13
CPCT02030555T	202	12	54	68	63	11	6	55	0	24	79	15	31	52	4	1
CPCT02011037T	439	45	58	49	161	45	15	59	30	15	26	40	68	55	12	12
CPCT02120180T	72	17	34	17	47	55	15	42	0	9	6	0	10	66	2	1
CPCT02050304T	489	30	68	883	263	201	47	163	76	46	29	221	82	52	21	17
CPCT02020895T	9	23	103	67	54	10	14	9	8	2	7	34	11	49	12	8
CPCT02090032T	51	29	26	106	94	221	24	61	0	15	0	13	183	0	0	10
CPCT02020662T	89	7	3	20	49	24	57	5	66	7	23	15	20	1	11	3
DRUP01080025T	396	83	23	79	186	134	107	75	56	124	40	43	308	53	172	25
CPCT02020891T	195	30	21	9	41	29	28	33	14	23	34	26	22	19	21	24
CPCT02080266TII	0	13	35	0	53	0	41	20	76	17	93	11	115	60	30	12
CPCT02020901T	115	24	43	24	107	22	18	1	42	13	69	26	21	37	21	29
CPCT02080287T	111	26	39	29	55	14	27	20	51	4	13	9	22	50	7	5
CPCT02011045T	62	45	71	15	58	20	18	6	0	21	55	10	23	41	15	3
CPCT02020897T	61	29	21	31	31	32	7	0	43	0	4	9	21	0	21	18
CPCT02120101T	6	24	67	32	0	26	38	17	28	14	24	5	2	65	17	0
CPCT02020910T	237	24	41	28	78	23	20	23	55	15	15	31	23	49	19	12
CPCT02120095T	168	22	5	179	107	62	79	25	6	8	0	20	16	0	3	9
CPCT02080294T	0	26	57	2	50	33	37	15	52	9	18	7	22	65	6	12
CPCT02080292T	3	6	35	11	1	1	27	14	0	4	28	2	12	3	6	7
CPCT02120098T	154	9	2	85	40	26	42	14	22	6	38	22	18	15	10	9
CPCT02120105T	225	3580	33	26	93	15	128	0	79	6	99	69	3	0	2	252
CPCT02020914T	211	26	45	14	44	56	23	23	37	8	22	25	12	30	6	5
CPCT02160035T	291	13	61	50	36	11	134	27	75	11	15	14	21	17	7	0
CPCT02050310T	21	78	52	64	27	73	71	27	24	15	3	20	17	20	22	10
CPCT02290061T	287	29	47	93	109	87	71	37	132	23	53	22	13	15	14	12
CPCT02050308T	80	44	243	38	93	49	148	14	4	16	30	37	0	77	19	1
CPCT02090035T	144	13	86	13	61	22	39	12	5	7	20	9	15	80	6	14
CPCT02020933T	3	21	10	5	45	52	30	10	10	27	22	22	40	9	64	43
CPCT02020930T	137	14	43	174	63	39	16	18	22	7	38	25	25	14	9	9
CPCT02020934T	306	40	49	95	219	35	45	28	54	6	6	38	32	24	16	9
CPCT02020939T	37	8	50	32	44	15	18	1	44	8	24	16	5	39	6	1
CPCT02020670T	772	53	90	33	224	85	69	74	32	6	47	32	60	60	0	24
CPCT02020837TII	11	11	17	75	45	39	40	21	11	20	16	5	162	40	16	35
CPCT02030459T	0	38	185	5	30	35	54	10	5	99	38	16	8	99	172	17
CPCT02350019T	0	2	2	23	8	9	11	7	2	2	6	3	0	5	5	0
CPCT02050424T	2326	100	84	112	887	120	237	262	679	9	141	159	362	0	32	16
CPCT02340064T	69	35	47	40	40	17	53	20	3	0	17	10	15	23	10	10
CPCT02011045TII	66	49	83	20	60	24	18	0	5	16	45	10	15	40	11	3
CPCT02120189T	192	36	23	236	109	32	36	27	17	17	71	64	30	20	32	27
CPCT02010754T	72	22	70	59	53	40	65	9	42	7	16	22	4	6	9	8
CPCT02020868T	80	11	48	27	16	15	31	23	0	9	41	20	17	36	5	9
CPCT02060286T	305	31	30	72	193	55	18	83	10	10	131	27	64	82	1	19
CPCT02060288T	87	114	189	43	62	94	35	22	25	23	15	21	15	7	55	7
CPCT02120193T	62	16	69	52	45	9	29	33	3	11	33	13	38	44	15	14
CPCT02120187T	81	53	36	30	39	34	31	3	44	30	26	27	19	46	51	20
CPCT02120191T	94	23	96	30	75	59	24	36	0	7	52	29	9	125	1	16
CPCT02080304T	6	15	99	18	31	43	35	9	25	15	21	0	11	14	12	15
CPCT02080307T	125	31	30	92	58	53	29	0	69	9	64	37	44	53	2	2
CPCT02080303T	64	10	16	28	47	0	32	19	0	1	19	4	16	4	5	36
CPCT02340067T	5	205	267	47	58	164	70	10	88	6	7	41	11	82	35	0
CPCT02030461T	1702	69	187	376	434	222	149	165	74	34	21	742	188	12	28	22
CPCT02020919T	104	108	0	51	27	0	28	0	105	91	0	25	50	0	114	2
CPCT02050432T	24	14	67	21	47	20	25	36	23	2	25	12	1	54	7	0
CPCT02120110T	18	25	202	45	22	42	61	15	6	1	22	20	0	27	0	2
CPCT02080308T	11	22	44	23	27	1	26	3	8	9	25	9	6	28	5	4
CPCT02020951T	6	4	33	9	8	10	21	14	2	2	12	18	9	4	16	7
DRUP01060009T	29	142	351	110	60	0	265	0	20	25	12	18	23	92	49	0
CPCT02020949T	442	29	43	59	51	0	45	41	0	16	65	25	214	38	15	0
CPCT02020960T	147	38	79	77	74	85	20	25	19	25	54	46	26	60	19	13
WIDE01010033T	0	3	42	0	13	12	13	0	4	2	25	3	17	14	6	2
CPCT02340115T	245	74	59	53	92	7	33	41	56	15	15	19	102	26	28	11
CPCT02050322T	177	21	48	141	77	74	65	19	0	22	86	51	20	24	29	1
CPCT02050046T	109	25	84	60	90	5	55	31	55	12	31	18	10	40	13	0
CPCT02050331T	0	25	43	30	10	0	27	9	16	5	0	4	1	13	0	6
WIDE01010071T	107	23	22	19	46	24	12	0	91	617	21	9	6	20	0	36
CPCT02020895TII	10	23	108	67	59	11	10	3	10	6	11	35	26	44	12	7
CPCT02030468T	65	52	67	52	9	0	85	6	58	114	20	8	6	31	11	7
CPCT02020959T	35	62	58	31	37	29	33	0	47	5	30	9	21	11	35	7
CPCT02080313T	68	20	35	26	35	46	0	8	16	16	29	35	17	18	12	0
CPCT02080311T	50	10	28	33	68	6	35	18	74	18	37	15	47	35	0	13
CPCT02011108T	128	588	83	41	94	107	41	0	48	54	110	50	37	46	70	37
CPCT02080314T	177	21	16	25	141	0	50	31	52	41	6	33	123	5	56	11
CPCT02020694T	198	50	23	103	35	71	87	19	22	12	0	34	20	9	13	0
CPCT02020672T	7	5	19	7	16	38	133	1	1	4	0	11	1	39	4	22
WIDE01010123T	99	12	34	11	52	0	18	6	42	9	13	13	26	21	2	0
CPCT02020665T	90	21	23	46	46	57	68	31	33	32	6	15	26	25	24	14
CPCT02080207T	86	9	69	22	21	66	88	29	0	20	10	10	15	27	8	0
CPCT02060291T	557	10	6	115	125	93	53	13	161	14	0	26	69	10	8	0
CPCT02050441T	0	53	61	17	40	51	7	9	0	3	14	4	16	55	9	22
CPCT02050440T	147	133	44	80	77	72	30	0	34	22	39	51	27	43	48	9
CPCT02050438T	289	37	36	54	133	59	31	28	0	12	26	70	41	22	7	0
DRUP01230001T	642	22661	6032	565	907	0	566	1021	260	420	0	15	319	561	427	4887
CPCT02080205T	159	105	173	47	132	121	72	61	43	44	0	27	32	21	86	2
CPCT02020714T	42	19	28	37	13	20	156	1	46	17	12	21	9	10	5	12
WIDE01010172T	257	222	120	81	131	133	28	30	50	157	0	34	79	31	210	35
CPCT02340081T	2	5	19	13	12	18	209	0	0	5	15	4	7	8	7	2
CPCT02010801T	5	112	126	3	61	29	63	12	8	58	25	24	12	104	124	18
CPCT02010794T	388	71	127	233	101	254	77	160	68	466	26	24	24	22	11	47
CPCT02340083T	365	57	52	9	75	97	156	1	5	13	14	39	30	30	17	6
CPCT02050347T	23	2	6	58	2	0	123	12	0	6	20	6	9	3	0	0
CPCT02120198T	174	55	43	72	59	66	33	15	15	8	64	25	28	31	30	12
CPCT02120199T	44	57	72	38	36	7	42	27	0	68	31	65	31	36	93	41
WIDE01010255T	835	28	111	141	415	134	73	121	150	8	8	54	95	39	23	21
CPCT02040241T	197	31	52	45	68	51	75	40	26	11	22	25	24	71	1	11
WIDE01010305T	397	31	83	63	178	0	34	56	22	16	112	27	31	51	0	4
WIDE01010314T	108	2	106	148	40	0	41	18	55	17	37	57	59	55	8	40
CPCT02060228T	86	36	128	216	79	105	52	20	5	13	0	50	6	35	18	22
WIDE01010328T	44	12	51	34	51	52	27	26	19	5	11	87	33	58	1	0
CPCT02030479T	385	21	9	221	147	50	108	59	85	13	30	56	20	0	5	3
CPCT02040246T	178	33	17	103	36	9	45	23	0	19	48	40	45	29	3	12
WIDE01010376T	53	20	66	37	22	2	27	11	18	3	22	10	8	14	12	6
WIDE01010381T	288	1348	391	17	123	105	37	1	30	145	39	61	78	31	276	2
WIDE01010392T	111	33	42	36	42	45	34	33	4	10	37	78	38	31	28	21
CPCT02080221T	7	4	0	58	45	0	87	12	0	8	36	4	5	0	13	8
CPCT02020723T	3	29	21	22	41	0	39	9	0	20	30	10	1	6	0	13
CPCT02020736T	108	12	153	67	61	0	121	40	8	19	57	23	20	69	24	3
CPCT02020743T	49	10	34	12	36	19	84	18	38	1	52	19	4	32	12	0
CPCT02020739T	307	8	102	74	225	59	172	43	119	10	171	116	25	133	7	0
CPCT02050365T	293	41	54	91	87	2	117	23	49	19	63	21	17	77	5	0
CPCT02020670TII	782	56	98	21	249	85	89	70	56	9	44	33	49	63	1	22
CPCT02030490T	97	48	89	145	73	8	100	66	21	21	58	28	18	34	9	25
CPCT02300042T	233	54	104	85	162	89	98	4	69	11	25	26	34	44	41	30
CPCT02020700T	118	29	43	50	107	52	40	0	16	5	26	18	8	30	9	11
CPCT02220050T	48	91	65	219	46	221	73	110	20	46	21	23	16	55	59	24
CPCT02050370T	611	117	67	124	156	118	49	97	123	30	37	66	56	34	6	9
CPCT02050373T	2	0	16	16	18	17	60	10	0	2	0	10	6	48	15	3
CPCT02080234T	613	64	106	730	255	373	98	193	291	36	0	34	68	0	13	61
CPCT02030499T	111	43	14	49	18	23	65	26	38	9	8	37	20	24	28	5
CPCT02020770T	253	16	45	61	146	101	62	23	34	21	43	0	20	15	34	6
CPCT02050376T	12	1	105	0	55	8	66	2	13	15	19	0	13	148	15	0
CPCT02080239T	66	6	24	17	49	11	26	14	15	8	32	4	4	31	5	5
CPCT02050301T	100	9	21	58	46	32	75	4	26	12	34	21	18	7	12	1
CPCT02080242T	199	67	32	43	90	47	89	8	82	6	7	33	29	36	9	2
CPCT02020789T	296	74	31	45	94	49	52	58	6	1274	32	30	26	31	19	26
CPCT02020796T	52	41	152	0	73	114	117	55	187	8	45	14	71	124	13	5
CPCT02220057T	309	42	71	55	139	84	84	12	94	11	77	55	50	28	0	0
CPCT02340098T	139	48	35	42	43	61	123	19	58	0	2	22	22	12	19	3
CPCT02340097T	215	63	70	47	41	25	49	41	0	4	30	38	17	59	17	2
CPCT02170038T	107	37	62	31	27	0	98	11	36	8	26	17	28	46	7	0
CPCT02010920T	6	2	0	31	14	37	54	34	30	13	14	1	2	4	9	1
CPCT02050399T	1	11	67	46	0	57	120	9	13	14	12	11	5	56	13	1
CPCT02050404T	4	29	62	21	14	3	51	3	26	17	28	3	3	34	4	7
CPCT02050402T	37	37	29	64	42	2	155	17	0	5	23	16	14	5	24	0
CPCT02060256T	77	29	79	40	42	56	53	27	23	10	14	34	21	19	12	13
CPCT02080259T	106	39	44	92	49	36	51	33	25	30	0	5	21	2	56	18
CPCT02020813T	131	21	71	66	61	2	43	38	1	26	67	12	24	14	21	12
CPCT02020785T	1458	103	323	109	503	69	110	187	542	22	243	207	230	89	10	0
CPCT02020810T	63	12	3	59	52	19	47	27	55	6	16	11	42	7	7	0
CPCT02020821T	142	51	49	168	93	16	94	51	0	18	45	53	20	93	25	0
CPCT02340100T	843	534	166	208	273	167	66	117	80	104	113	104	53	21	168	0
CPCT02080266T	2	12	42	27	37	37	66	25	32	15	53	19	16	46	28	31
CPCT02010941T	446	38	11	242	27	139	140	15	44	22	38	42	50	24	10	0
CPCT02020822T	312	16	7	124	130	60	101	95	100	41	35	145	57	15	26	0
CPCT02020819T	129	3	66	0	130	13	25	0	55	9	37	27	15	46	5	32
CPCT02050405T	151	22	29	60	48	39	71	50	67	6	0	13	26	25	1	4
CPCT02020837T	5	8	26	31	10	33	79	10	16	7	9	7	19	21	5	12
CPCT02340102T	66	21	37	33	14	15	40	13	32	8	9	17	6	28	7	17
DRUP01060021T	328	121	303	162	139	51	137	136	110	47	133	56	53	68	52	9
DRUP01060019T	0	222	170	163	117	177	55	45	0	18	0	58	25	0	90	0
DRUP01060018T	0	173	145	145	92	171	54	30	0	19	0	56	29	1	84	0
CPCT02070394T	0	306	384	0	0	0	144	389	1090	14	0	0	0	59	8	0
CPCT02080269T	397	94	32	146	170	135	179	82	72	135	36	34	45	25	194	11
CPCT02030459TII	3	81	209	0	36	56	58	0	64	56	60	19	7	131	71	25
CPCT02050411T	261	44	50	113	95	9	44	47	35	12	100	33	47	21	18	28
CPCT02030547T	79	13	34	51	9	14	97	13	19	7	0	28	0	7	11	0
CPCT02020828T	34	11	15	40	17	8	51	5	10	4	17	5	5	26	5	2
CPCT02080270T	124	30	97	78	32	61	66	14	20	1	9	25	16	50	10	5
CPCT02060133T	2	7	1	29	9	0	30	12	0	1	30	5	0	2	8	9
CPCT02050276TII	71	34	25	38	35	44	34	9	44	11	9	18	2	23	8	5
CPCT02080271T	83	38	10	40	56	33	98	0	14	15	34	5	4	40	10	32
CPCT02050243T	22	14	62	22	13	37	86	35	21	1	6	3	8	113	10	0
CPCT02060126T	89	19	61	5	53	41	46	1	32	4	7	19	19	48	9	2
DRUP01010106T	136	113	43	16	36	26	49	2255	30	52	0	10	87	0	1	51
CPCT02050245T	100	37	271	67	59	2	83	40	31	1	63	15	32	78	12	5
CPCT02030548T	104	12	34	77	76	6	38	17	0	14	45	17	30	8	12	5
CPCT02050415T	155	21	13	84	51	27	60	9	62	12	71	31	20	22	34	6
CPCT02020853T	131	5	24	25	52	44	29	15	0	15	12	10	10	0	0	4
CPCT02020506TII	466	67	68	174	201	0	183	40	24	18	72	15	65	21	0	0
DRUP01080021T	161	130	188	38	208	158	34	56	37	46	0	44	37	52	101	3
CPCT02020854T	35	13	10	26	34	27	87	13	30	8	0	17	8	26	5	1
CPCT02010994T	146	19	47	49	49	0	26	0	19	9	53	24	5	29	0	9
DRUP01080022T	501	19	53	504	121	306	49	103	239	40	0	14	157	1	1	32
CPCT02020863T	311	63	31	126	185	69	64	44	79	17	39	71	38	32	20	13
CPCT02050276T	71	33	27	55	29	50	94	2	42	3	16	13	1	19	9	0
CPCT02030552T	167	18	24	27	60	46	61	6	0	15	2	32	20	26	8	2
CPCT02080275T	486	39	49	159	97	129	42	39	107	24	0	45	20	14	35	15
CPCT02030553T	694	13	75	120	235	29	136	70	156	5	62	188	126	29	14	0
CPCT02120062T	534	22	27	159	400	67	148	54	238	2	71	9	122	0	1	7
CPCT02020615T	68	119	37	83	63	40	149	57	33	53	47	74	5	92	59	16
CPCT02050421T	209	303	87	233	87	198	64	97	0	32	19	36	41	86	20	0
CPCT02120053T	171	40	20	78	71	11	91	40	93	16	48	27	16	63	0	0
CPCT02020626T	156	17	56	63	61	14	82	45	48	24	36	20	19	35	11	0
CPCT02120055T	51	82	60	57	42	14	187	15	0	10	12	11	5	24	7	16
CPCT02070422T	92	165	105	40	55	0	35	1560	0	37	101	61	73	39	32	38
CPCT02120058T	86	21	31	81	72	3	110	36	15	12	22	38	8	27	12	2
CPCT02170017T	100	100	90	68	54	40	62	31	27	43	69	14	1	47	73	5
CPCT02020609T	1124	121	123	268	230	86	172	202	148	24	60	179	62	57	39	13
CPCT02050249T	64	22	195	25	40	62	141	74	0	8	0	31	57	44	8	7
CPCT02060146T	5	117	131	92	51	106	107	34	0	12	0	22	24	0	56	0
CPCT02060049T	6	7	79	1	16	0	16	21	2	9	29	2	4	7	5	3
CPCT02050159T	459	58	101	75	122	31	27	67	57	10	77	20	70	84	14	2
CPCT02010550T	215	37	21	122	55	18	27	21	39	16	59	19	24	4	2	0
CPCT02010534T	4	0	5	39	5	0	11	13	10	2	11	6	8	1	10	3
CPCT02050079TII	0	1	15	0	24	24	59	8	10	5	11	7	6	3	18	10
CPCT02050170T	0	14633	2415	0	319	0	113	0	0	175	0	0	0	1230	296	582
CPCT02050168T	103	64	91	93	35	0	35	39	0	17	57	27	27	51	15	15
CPCT02020509T	20	0	33	24	17	0	35	9	14	7	9	3	6	17	17	0
