MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.20E-03	6.61E-04	9.40E-04	5.26E-04	2.88E-03	5.60E-04
1:Del:C:1	2.61E-04	2.40E-04	5.15E-04	3.74E-04	8.32E-04	3.04E-04
1:Del:C:2	1.54E-04	1.32E-04	3.01E-04	2.32E-04	4.04E-04	2.32E-04
1:Del:C:3	1.53E-04	1.95E-04	2.29E-04	9.39E-05	3.47E-04	1.35E-04
1:Del:C:4	3.76E-04	3.67E-04	1.62E-04	1.82E-04	9.41E-04	8.47E-05
1:Del:C:5	6.69E-04	7.36E-04	1.57E-04	2.91E-04	1.95E-03	1.60E-04
1:Del:T:0	3.47E-04	2.14E-04	5.02E-04	6.71E-04	1.47E-03	4.09E-04
1:Del:T:1	3.03E-04	2.09E-04	4.39E-04	5.05E-04	1.12E-03	3.17E-04
1:Del:T:2	2.88E-04	2.25E-04	3.97E-04	4.16E-04	7.99E-04	3.12E-04
1:Del:T:3	3.20E-04	2.12E-04	4.03E-04	4.30E-04	6.64E-04	3.38E-04
1:Del:T:4	2.38E-04	1.83E-04	3.08E-04	2.81E-04	1.17E-03	2.48E-04
1:Del:T:5	5.38E-03	2.06E-03	4.34E-04	7.51E-04	1.55E-02	8.81E-04
1:Ins:C:0	6.62E-04	6.58E-04	1.55E-04	6.61E-04	4.25E-03	6.21E-04
1:Ins:C:1	2.37E-05	7.95E-05	1.08E-04	2.96E-04	3.94E-04	9.42E-05
1:Ins:C:2	2.06E-05	6.69E-05	9.13E-05	1.57E-04	6.94E-05	1.15E-04
1:Ins:C:3	2.21E-05	5.95E-05	8.97E-05	1.79E-04	1.71E-04	5.93E-05
1:Ins:C:4	7.58E-05	1.12E-04	6.96E-05	1.65E-04	1.87E-04	5.88E-05
1:Ins:C:5	2.07E-04	2.46E-04	1.18E-04	3.79E-04	5.41E-04	1.10E-04
1:Ins:T:0	1.14E-04	1.92E-04	1.73E-04	4.72E-04	1.19E-03	2.19E-04
1:Ins:T:1	1.09E-05	1.93E-04	3.26E-04	3.86E-04	4.83E-04	1.91E-04
1:Ins:T:2	1.39E-04	2.04E-04	2.51E-04	3.29E-04	3.48E-04	1.13E-04
1:Ins:T:3	8.29E-05	1.48E-04	1.88E-04	1.87E-04	3.49E-04	1.68E-04
1:Ins:T:4	1.10E-04	1.67E-04	2.22E-04	2.51E-04	3.42E-04	9.70E-05
1:Ins:T:5	3.75E-03	3.87E-03	3.06E-03	7.61E-03	1.15E-02	1.48E-03
2:Del:R:0	1.04E-04	1.78E-04	2.01E-04	3.66E-04	5.62E-04	1.32E-04
2:Del:R:1	1.28E-04	3.51E-04	2.48E-04	4.45E-04	6.16E-04	2.78E-04
2:Del:R:2	5.36E-05	1.25E-04	1.38E-04	2.02E-04	2.12E-04	8.85E-05
2:Del:R:3	2.50E-04	2.84E-04	1.08E-04	1.52E-04	6.60E-04	7.04E-05
2:Del:R:4	1.45E-04	1.94E-04	6.45E-05	1.06E-04	3.73E-04	2.72E-05
2:Del:R:5	3.63E-04	4.10E-04	4.78E-05	1.98E-04	9.54E-04	3.44E-05
3:Del:R:0	2.85E-05	9.01E-05	1.16E-04	2.08E-04	7.15E-05	1.66E-04
3:Del:R:1	1.52E-04	4.32E-04	2.80E-04	3.61E-04	4.55E-04	1.17E-04
3:Del:R:2	3.49E-05	8.24E-05	1.06E-04	1.53E-04	1.58E-04	7.77E-05
3:Del:R:3	1.97E-05	2.59E-05	5.85E-05	7.71E-05	1.12E-04	3.10E-05
3:Del:R:4	1.25E-05	1.69E-05	8.20E-06	5.23E-05	6.68E-05	3.01E-05
3:Del:R:5	2.00E-05	2.99E-05	1.06E-05	4.15E-05	5.24E-05	2.01E-05
4:Del:R:0	1.07E-05	9.05E-05	1.36E-04	2.14E-04	1.19E-04	1.88E-04
4:Del:R:1	8.12E-05	3.08E-04	2.22E-04	3.24E-04	3.66E-04	1.98E-04
4:Del:R:2	4.21E-05	1.33E-04	9.49E-05	1.59E-04	1.59E-04	5.15E-05
4:Del:R:3	1.81E-05	7.18E-05	6.12E-05	1.54E-04	1.07E-04	2.45E-05
4:Del:R:4	8.60E-06	2.55E-05	6.62E-06	7.96E-05	5.67E-05	3.96E-05
4:Del:R:5	1.79E-05	3.84E-05	1.19E-05	5.44E-05	6.70E-05	1.55E-05
5:Del:R:0	0.00E+00	2.13E-04	5.11E-04	1.34E-03	1.38E-07	6.64E-04
5:Del:R:1	1.05E-04	1.65E-04	1.58E-04	2.49E-04	5.42E-04	1.92E-04
5:Del:R:2	1.77E-05	4.56E-05	1.07E-05	1.12E-04	1.32E-04	6.51E-05
