Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP135192	0	0	0	0	0	0	0	0	0	0	0	2	0
SP135335	8	0	0	0	9	0	0	1	0	0	0	12	26
SP135278	1	1	0	3	0	0	0	4	1	0	10	4	0
SP135287	47180	342	12845	0	3912	0	0	0	0	0	0	0	0
SP135345	55	0	1	0	0	0	7	8	0	69	0	110	33
SP85122	69001	2532	22554	2318	4035	0	0	0	0	0	0	0	0
SP84384	70956	0	29670	1012	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	1	0	0	0	6	0
SP135226	48	0	0	0	85	2	0	0	0	0	44	24	26
SP135436	430	62	73	0	430	0	22	50	0	0	112	70	57
SP135262	10	0	12	0	24	0	11	3	0	0	54	4	15
SP135431	518	5	78	0	742	8	99	23	0	0	112	29	18
SP135425	149	0	23	0	0	0	45	19	0	438	0	134	32
SP135222	93	26	3	0	177	0	8	12	41	20	63	1	28
SP135230	92	24	14	0	55	0	7	5	0	14	37	49	13
SP135205	27	7	20	0	11	0	0	2	0	0	24	8	0
SP135180	0	0	0	0	0	0	0	0	0	0	0	2	3
SP135213	87	5	13	0	45	2	4	83	0	0	72	19	22
SP135217	0	0	0	0	0	0	0	0	0	0	0	0	1
SP135405	67	7	0	0	193	0	10	73	237	0	160	61	0
SP135238	0	0	0	5	0	0	0	0	0	0	0	1	2
SP135270	152	5	2	0	55	11	9	196	0	308	78	0	49
SP135411	73	7	35	0	58	1	0	6	0	0	48	56	0
SP135188	27	0	16	0	23	4	30	8	0	8	1	53	30
SP135194	121	0	2	0	121	4	2	7	0	0	24	43	43
SP135186	82	0	16	0	107	1	11	26	0	0	101	86	3
SP135420	217	10	25	0	0	0	21	25	0	206	141	87	45
SP135258	16	5	2	0	29	0	0	7	0	0	5	6	0
SP135234	278	1	5	0	196	1	50	41	0	426	53	94	1
SP135293	0	0	0	0	0	2	0	3	0	0	0	0	0
SP135393	134	2	17	0	143	1	117	13	0	0	9	71	90
SP135299	116	0	26	0	247	0	101	25	0	0	153	133	16
SP135415	18	0	14	0	29	2	5	10	0	19	65	26	10
SP135310	0	0	0	0	0	0	0	0	0	0	1	0	0
