Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP135192	0.00E+00	0.00E+00	7.74E-02	2.00E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.97E-02	2.97E-02	5.86E-02	9.70E-02	4.04E-02
SP135335	4.52E-01	0.00E+00	4.74E-01	6.07E-01	6.87E-01	2.88E-01	0.00E+00	1.82E-01	6.73E-01	1.01E+00	4.69E-01	8.05E-01	1.01E+00
SP135278	2.18E-01	1.13E-01	2.79E-01	2.95E-01	2.08E-01	0.00E+00	0.00E+00	2.67E-01	4.33E-01	3.67E-01	4.79E-01	3.28E-01	1.46E-01
SP135287	1.30E+03	2.14E+01	4.91E+02	1.24E+03	1.68E+02	5.00E-02	6.48E-01	5.12E-01	9.38E+02	1.71E+02	1.32E+01	1.27E+00	1.23E+01
SP135345	2.56E+00	6.40E-01	3.18E+00	2.60E+00	1.88E+00	5.55E-01	4.11E-01	7.01E-01	4.35E+00	3.26E+00	2.59E+00	3.91E+00	1.95E+00
SP85122	1.94E+03	3.37E+01	7.94E+02	1.92E+03	2.64E+02	1.70E+00	2.52E+00	2.01E+00	1.50E+03	2.90E+02	2.21E+01	7.32E+00	1.85E+01
SP84384	2.17E+03	2.52E+01	1.35E+03	2.26E+03	8.49E+01	1.55E+00	9.74E-01	1.91E+00	2.13E+03	1.05E+02	4.45E+01	1.80E+01	1.71E+01
SP135184	0.00E+00	0.00E+00	5.00E-02	7.77E-02	0.00E+00	0.00E+00	0.00E+00	1.35E-01	6.00E-02	5.09E-02	8.92E-02	2.30E-01	1.31E-01
SP135226	2.02E+00	7.69E-02	2.44E+00	1.92E+00	2.58E+00	3.41E-01	0.00E+00	3.87E-01	2.27E+00	2.69E+00	2.03E+00	1.21E+00	1.64E+00
SP135436	1.35E+01	1.97E+00	1.47E+01	1.34E+01	1.20E+01	7.30E-01	8.63E-01	1.14E+00	1.63E+01	1.19E+01	5.55E+00	3.63E+00	3.71E+00
SP135262	7.53E-01	2.83E-01	1.61E+00	8.41E-01	1.51E+00	1.44E-01	4.84E-01	2.78E-01	1.59E+00	2.12E+00	2.05E+00	9.99E-01	1.62E+00
SP135431	1.73E+01	1.41E+00	1.90E+01	1.56E+01	1.80E+01	1.01E+00	2.38E+00	1.30E+00	2.20E+01	1.81E+01	5.56E+00	2.80E+00	3.52E+00
SP135425	6.69E+00	9.29E-01	8.92E+00	6.78E+00	8.98E+00	1.63E+00	1.26E+00	1.36E+00	8.93E+00	9.75E+00	4.68E+00	5.66E+00	4.22E+00
SP135222	4.31E+00	1.28E+00	5.56E+00	4.06E+00	5.43E+00	5.00E-02	4.70E-01	7.34E-01	6.48E+00	6.61E+00	2.97E+00	1.40E+00	2.12E+00
SP135230	3.60E+00	9.50E-01	2.89E+00	3.39E+00	2.64E+00	3.10E-01	3.55E-01	3.92E-01	3.86E+00	3.15E+00	2.16E+00	1.88E+00	1.44E+00
SP135205	1.27E+00	4.75E-01	1.18E+00	1.45E+00	9.26E-01	9.00E-02	0.00E+00	2.18E-01	1.49E+00	1.13E+00	9.80E-01	6.93E-01	5.13E-01
SP135180	0.00E+00	8.75E-02	2.00E-02	2.81E-02	0.00E+00	1.03E-01	7.79E-02	0.00E+00	4.22E-02	2.23E-02	1.00E-02	1.66E-01	1.87E-01
SP135213	3.13E+00	5.78E-01	2.88E+00	3.04E+00	1.97E+00	0.00E+00	3.53E-01	1.29E+00	3.31E+00	2.63E+00	2.73E+00	1.89E+00	1.75E+00
SP135217	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-02	4.09E-02	0.00E+00	4.98E-02	0.00E+00	2.56E-02	0.00E+00	1.41E-02	3.27E-02
SP135405	6.04E+00	1.85E+00	8.18E+00	6.10E+00	7.59E+00	1.70E-01	5.68E-01	1.43E+00	1.00E+01	1.07E+01	5.87E+00	3.64E+00	2.93E+00
SP135238	1.37E-01	1.60E-01	5.86E-02	2.02E-01	5.00E-02	0.00E+00	7.95E-02	0.00E+00	6.57E-02	7.39E-02	1.59E-01	1.50E-01	1.70E-01
SP135270	5.35E+00	1.21E+00	5.43E+00	5.96E+00	6.00E+00	1.42E+00	5.90E-01	2.07E+00	7.06E+00	7.61E+00	4.62E+00	2.43E+00	4.32E+00
SP135411	3.29E+00	9.21E-01	4.77E+00	2.94E+00	3.40E+00	4.65E-01	0.00E+00	4.92E-01	4.00E+00	4.06E+00	2.94E+00	2.49E+00	1.19E+00
SP135188	1.36E+00	3.16E-01	1.58E+00	1.50E+00	1.58E+00	3.30E-01	1.21E+00	5.51E-01	1.95E+00	2.28E+00	1.75E+00	2.07E+00	1.45E+00
SP135194	3.59E+00	7.06E-02	4.13E+00	2.80E+00	3.52E+00	5.76E-01	2.49E-01	4.85E-01	4.19E+00	3.79E+00	1.85E+00	1.77E+00	1.90E+00
