MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.00235486370898343	0.009606224708259106	0.08493506146594881	0.0010836001281859353	0.018377542961388826	0.0014736602289485744	0.0012720855278894306	0.5770214775204658	0.04445874512195587	0.0033897212702140678	0.011684824295761906	0.014649775167927146	0.023664035401307047	0.004145861109027465	0.03557863022841048	0.016363349662860856	0.0036316144187003374	0.0035826171539663242	0.03060116750792517
1:Del:C:1	1.1345231828272517e-05	0.00024319475509400944	0.2182981763035059	0.000806461735337507	0.008379485419718549	0.027456291047856213	0.009904341604051297	0.15992298599332572	0.00030511223114444876	0.0013066448314930311	0.006069079603330465	0.017382078356458806	0.027793021046090872	0.001445552059158217	0.007318215550621971	0.03093963967752643	0.018224776595670848	0.0028604046555301466	0.02220762837328948
1:Del:C:2	0.0007801506050964236	0.00010117231227923185	0.20817749908193947	0.001351701333769597	0.009867295680305688	0.013676644705701619	0.0026877378619974478	0.011233923643594608	0.007979031694849254	0.0005972812090476509	0.009612071670708246	0.0031556749378796665	0.013126345576019958	0.0036041729625139853	0.007829889075946995	0.009529050762066617	0.0018104910047259182	0.001510935452260469	0.0071412651590071615
1:Del:C:3	0.0010629224921649438	0.0002881196113230544	0.06817935581265828	0.021515480808538996	0.006886826566042146	0.00799361331271939	0.0014299768512137233	0.010111651841289131	0.004655035735631827	0.0001388345545365155	0.0004332701858947985	0.01765696974354796	0.01131000219256748	0.0001956850578153535	0.0004306181311221735	0.0109135944328591	0.00791937134694308	0.0005888435805536574	0.006270219385041856
1:Del:C:4	0.0026649536039622035	0.0001619679056466339	0.04941814284771681	0.06437220329185948	0.0070741190581247795	0.00016280828051094432	2.6975512737408282e-05	0.0002612837737417417	0.00030122347921860635	5.279287249777553e-05	0.005398185774455441	0.003159513066787495	0.002603071650446509	8.382938262883499e-05	0.0005521312890414265	0.00622201116754951	0.00047911788336932657	0.0003564940980595566	0.001548787546926178
1:Del:C:5	0.01732462165877223	0.0003691067762702005	0.018307947733055698	0.18239045806229115	0.011083186171599773	0.0	0.0	0.0	0.0024827177441329694	0.000613885387461437	0.0002416486232141324	1.401298464324817e-47	0.0005352802481502295	0.00473997617358691	5.974884785246104e-05	0.001022479382372694	0.0005859742395114153	0.0	0.0002457902155808256
1:Del:T:0	0.0002311807436217353	0.004333935061367811	0.03677637070883066	0.003087113632936962	0.01590925212818547	0.05545719453599304	0.002450523798906943	0.002035077429109151	0.004113494657649426	0.0007436373060772894	0.009783660670509562	0.13107643734663724	0.21411333070369437	0.006793524617387447	0.03910102611524053	0.02445871666452149	0.012978897858411075	0.016231234187725933	0.018216705263475887
1:Del:T:1	0.000498143856493698	0.001737119401605014	0.03659112744964659	0.01093370522314217	0.013058882103068754	0.06388858359307051	0.004160961615998531	0.010684978914214298	0.009718937967045349	0.0016985392347123706	0.0003347665537148714	0.05977849015762331	0.1136497744928056	0.017823406502138824	0.003777032224661525	0.027454912651446648	0.004604303751984844	0.003422474398248596	0.022523430197616108
1:Del:T:2	0.0009406052772101248	0.0022119675829890186	0.023467977899126708	0.0034428985146223567	0.012436722134589217	0.04795366195030511	0.001055944661857211	0.002990147466844064	0.010409172715153545	0.0002008498196664732	0.002899440350884106	0.13774542804807424	0.05515390270622447	0.010070852336939424	0.004755036545948315	0.019367366660153495	0.01465765017705735	0.0002801962336525321	0.006203116530523403
1:Del:T:3	0.010311961695551873	0.00019196684792404994	0.027560804801760243	0.006015162089315709	0.013913552500162041	0.005505899665367906	0.001671612152713351	0.004191143153148005	0.009455555075546726	0.0035478843996133947	0.009547328237531474	0.21780081573873758	0.041728835995309056	0.023577321097254755	0.002017023770604283	0.01544714992342051	0.0037883704178966584	2.961259160656482e-06	0.009477458888432011
1:Del:T:4	0.030796853695064783	0.0013055964423256228	0.01798356565843278	0.04788844873663038	0.010074041126936209	0.0030910804102313705	0.0010566599148296519	0.002867107098645647	0.0004817739059217274	0.004139446503904765	0.008842909583181608	0.16299047355540097	0.007233653310977388	0.005783721827610861	0.0006175052805338055	0.012191681237891317	0.003176359124481678	0.000716473605716601	0.029660366098687517
1:Del:T:5	0.7924519622325897	0.010306232029382727	0.009345014709906568	0.09873860758030788	0.032197827027166816	0.004861581609584391	0.00017249453627982803	0.03841226470363382	0.006589436212088913	0.023582909318538573	0.004720664336351362	0.012501341289607807	0.014751897361948067	0.005413600699976087	0.0009300229807183768	0.04520393944578245	0.009877530775384002	0.004063934251535102	0.0013732961598552152
