Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP53460	1017	16	1	134	22
SP50827	1457	62	145	254	8
SP50263	86	44	213	170	7
SP50317	143	134	68	183	2
SP54113	3501	64	43	265	0
SP50406	9	0	2	2	0
SP51824	593	27	125	155	10
SP55387	249	0	8	6	3
SP52779	1266	29	98	169	46
SP55235	2757	64	84	329	0
SP50713	299	2	17	118	6
SP50611	1674	20	72	127	0
SP50485	41	11	43	58	2
SP51037	24	23	120	59	5
SP55142	4022	227	376	1203	0
SP53387	986	24	33	205	55
SP54745	502	86	214	250	48
SP52284	61	30	205	130	9
SP53618	1963	13	77	235	40
SP52232	848	3	0	74	9
SP50412	35	5	30	43	6
SP50321	329	0	71	151	46
SP53548	21	16	99	103	20
SP55004	1	0	5	12	3
SP56079	1393	5	26	79	0
SP56168	161	29	146	230	31
SP54363	1014	50	261	156	30
SP53810	5280	12	5	145	0
SP50518	44	12	159	155	32
SP56303	78	35	179	458	54
SP55711	81	9	156	159	21
SP55509	1928	13	98	138	0
SP55309	19	3	9	33	5
SP52607	40	0	30	47	7
SP52667	940	14	18	205	3
SP51446	102	0	161	123	23
SP50592	39	8	148	126	20
SP53073	615	26	62	171	15
SP56638	1029	39	205	210	26
SP56537	1165	125	229	205	9
SP57586	754	85	210	232	28
SP56541	1147	26	15	272	18
SP56553	2065	166	314	270	9
SP56771	220	42	299	197	30
SP57941	2156	76	145	422	32
SP57818	1480	52	89	367	61
SP56460	351	90	553	361	32
SP56474	138	158	253	204	16
SP56704	1939	81	116	44	0
SP56533	596	70	177	250	12
SP56730	1091	105	261	207	32
SP59245	1035	54	191	711	55
SP57024	564	29	180	159	7
SP57933	1063	167	227	1958	0
SP56754	632	57	164	213	26
SP56827	1035	29	26	73	0
SP57084	1191	113	444	227	5
SP57538	1005	138	132	324	32
SP57735	1195	107	59	173	13
SP57669	1421	81	135	296	11
SP56566	320	43	290	186	10
SP56569	843	78	129	162	5
SP58342	1745	114	469	184	34
SP58349	1030	82	109	538	75
SP56644	1314	119	402	312	0
SP57629	482	234	982	344	0
SP56941	38	3	132	47	0
SP57619	1094	39	51	279	10
SP58245	1493	161	83	220	33
SP57251	1110	99	287	333	51
SP56502	1283	126	210	242	10
SP58668	1753	115	223	184	19
SP58101	1118	144	117	257	36
SP58991	683	132	408	227	18
SP56607	540	32	209	136	0
SP58326	2394	203	373	163	0
SP57267	1551	127	249	235	71
SP57066	1403	51	564	285	22
SP57901	639	47	427	226	18
SP57651	316	33	107	235	23
SP57450	235	80	305	203	19
SP57846	1221	53	224	128	6
SP58612	850	82	257	290	4
SP56821	1030	84	329	70	0
SP58882	354	100	267	249	57
SP57189	3834	357	416	100	0
CPCT02020306T	1029	5	46	43	125
CPCT02110002T	1506	45	182	147	209
CPCT02020308T	0	64504	6826	91	495
CPCT02020305T	504	57	147	91	180
CPCT02010356T	425	87	183	110	165
CPCT02020337T	1890	79	184	28	109
CPCT02010373T	5188	289	138	88	267
CPCT02020343T	45	11	136	150	176
CPCT02020353T	916	214	242	108	328
CPCT02020334T	1436	103	127	100	266
CPCT02140018T	18	92	188	100	317
CPCT02140021T	69	50	81	155	73
CPCT02040039T	537	56	206	62	111
CPCT02010409T	586	114	239	196	329
CPCT02110010T	226	57	173	61	139
CPCT02070025T	14	3	38	19	121
CPCT02040045T	3041	139	111	336	229
CPCT02040051T	1113	270	137	185	159
CPCT02040054T	499	32	233	38	216
CPCT02140028T	1167	91	243	208	327
CPCT02011006T	3774	121	190	104	499
CPCT02040302T	40	340	289	33	86
CPCT02011015T	7409	985	461	491	544
DRUP01040009T	820	36	818	46	434
CPCT02011018T	1666	109	83	175	203
CPCT02270045T	310	51	236	166	108
CPCT02120088T	0	21	52	0	365
CPCT02011022T	31	38	102	167	124
CPCT02010722T	855	88	171	510	250
CPCT02011021T	52	201	547	262	156
CPCT02011019T	615	68	132	288	214
CPCT02011008T	214	102	96	111	39
CPCT02011017T	1364	258	333	98	128
DRUP01010116T	2362	375	216	638	405
CPCT02011029T	148	271	285	136	107
CPCT02020887T	32	8	30	126	121
CPCT02040214T	1057	195	187	14	305
