MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.01E-03	2.69E-03	5.53E-03	5.12E-03	4.07E-03	5.63E-03
1:Del:C:1	7.13E-04	2.79E-03	3.63E-03	3.71E-03	2.73E-03	4.04E-03
1:Del:C:2	8.26E-04	3.92E-03	3.51E-03	4.05E-03	3.13E-03	4.82E-03
1:Del:C:3	3.74E-04	9.87E-04	2.81E-03	1.90E-03	1.93E-03	1.86E-03
1:Del:C:4	1.90E-04	6.81E-04	9.81E-04	9.61E-04	7.83E-04	1.11E-03
1:Del:C:5	4.56E-04	1.01E-03	4.33E-04	5.56E-04	1.16E-03	1.11E-03
1:Del:T:0	5.74E-04	3.02E-03	3.13E-03	4.25E-03	4.39E-03	4.37E-03
1:Del:T:1	6.19E-04	1.94E-03	3.11E-03	2.94E-03	2.11E-03	2.40E-03
1:Del:T:2	8.78E-04	1.95E-03	2.36E-03	2.70E-03	3.02E-03	3.03E-03
1:Del:T:3	7.89E-04	1.89E-03	3.63E-03	2.35E-03	2.72E-03	4.31E-03
1:Del:T:4	8.03E-04	2.72E-03	2.20E-03	3.17E-03	3.95E-03	2.97E-03
1:Del:T:5	3.88E-03	5.20E-03	2.83E-03	3.65E-03	6.74E-03	3.58E-03
1:Ins:C:0	3.18E-04	8.83E-04	3.81E-04	5.75E-04	1.07E-03	9.42E-04
1:Ins:C:1	2.20E-04	8.42E-04	7.48E-04	7.51E-04	1.73E-03	1.15E-03
1:Ins:C:2	2.26E-04	1.32E-03	3.68E-04	9.61E-04	1.50E-03	6.56E-04
1:Ins:C:3	8.46E-05	4.34E-04	3.25E-04	4.37E-04	5.54E-04	3.89E-04
1:Ins:C:4	2.46E-04	3.83E-04	2.02E-04	2.14E-04	3.65E-04	4.06E-04
1:Ins:C:5	1.20E-03	2.16E-03	6.60E-04	1.39E-03	3.13E-03	1.49E-03
1:Ins:T:0	4.83E-04	1.17E-03	9.84E-04	1.55E-03	1.79E-03	1.30E-03
1:Ins:T:1	5.12E-04	2.00E-03	3.62E-03	2.66E-03	2.87E-03	2.70E-03
1:Ins:T:2	4.00E-04	9.89E-04	1.45E-03	1.20E-03	1.40E-03	1.16E-03
1:Ins:T:3	3.63E-04	1.51E-03	1.14E-03	1.71E-03	2.12E-03	1.78E-03
1:Ins:T:4	4.19E-04	5.75E-04	8.29E-04	3.73E-04	2.82E-04	6.40E-04
1:Ins:T:5	5.33E-03	9.34E-03	4.62E-03	7.26E-03	4.50E-03	3.02E-03
2:Del:R:0	4.92E-04	8.67E-04	1.02E-03	1.22E-03	1.37E-03	1.73E-03
2:Del:R:1	5.36E-04	1.34E-03	1.24E-03	1.73E-03	1.50E-03	2.03E-03
2:Del:R:2	2.57E-04	5.92E-04	8.45E-04	4.85E-04	4.45E-04	5.79E-04
2:Del:R:3	2.40E-04	5.54E-04	2.57E-04	5.65E-04	5.71E-04	3.40E-04
2:Del:R:4	1.75E-04	3.24E-04	9.96E-08	2.56E-05	6.51E-05	2.36E-04
2:Del:R:5	2.70E-04	3.01E-04	6.38E-08	1.95E-07	9.01E-08	9.93E-05
3:Del:R:0	2.36E-04	8.13E-04	8.08E-04	1.02E-03	8.91E-04	1.05E-03
3:Del:R:1	3.82E-04	1.50E-03	1.07E-03	2.11E-03	1.88E-03	2.29E-03
3:Del:R:2	8.26E-05	6.94E-04	7.01E-04	9.51E-04	7.47E-04	9.01E-04
3:Del:R:3	1.08E-08	1.30E-05	9.62E-05	1.26E-04	1.74E-04	8.59E-05
3:Del:R:4	1.25E-05	2.09E-04	2.06E-04	1.37E-04	2.61E-04	3.37E-04
3:Del:R:5	2.80E-05	1.03E-04	2.00E-05	3.35E-05	2.57E-05	1.06E-04
4:Del:R:0	1.62E-04	5.83E-04	4.75E-04	6.29E-04	6.74E-04	7.19E-04
4:Del:R:1	1.81E-04	1.25E-03	1.81E-03	1.35E-03	1.44E-03	2.66E-03
4:Del:R:2	2.18E-04	4.59E-04	8.57E-04	6.20E-04	1.21E-03	7.76E-04
4:Del:R:3	7.64E-05	4.07E-04	2.52E-04	4.44E-04	4.06E-04	3.16E-04
4:Del:R:4	3.34E-05	2.99E-04	1.59E-04	2.40E-04	3.07E-04	5.07E-04
4:Del:R:5	4.96E-05	1.91E-04	1.62E-04	1.98E-04	3.34E-04	1.85E-04
5:Del:R:0	1.18E-03	2.50E-03	2.91E-03	2.17E-03	4.35E-03	3.60E-03
5:Del:R:1	5.84E-04	9.31E-04	3.78E-04	6.95E-04	6.82E-04	7.08E-04
5:Del:R:2	9.76E-05	4.04E-04	1.04E-04	5.48E-04	4.78E-04	3.15E-04
5:Del:R:3	7.74E-05	2.03E-04	6.29E-05	1.29E-04	2.23E-04	2.81E-04
5:Del:R:4	1.46E-08	1.31E-07	6.56E-08	8.69E-08	1.15E-07	1.46E-07
5:Del:R:5	1.46E-08	1.31E-07	6.56E-08	8.69E-08	1.15E-07	1.46E-07
2:Ins:R:0	5.60E-04	1.43E-03	8.35E-04	7.43E-04	1.20E-03	1.51E-03
2:Ins:R:1	3.15E-04	9.96E-04	1.35E-03	8.77E-04	1.48E-03	9.72E-04
2:Ins:R:2	8.33E-05	3.52E-04	2.04E-04	2.83E-04	2.79E-04	2.65E-04
2:Ins:R:3	7.74E-05	1.56E-04	1.21E-07	3.57E-05	5.80E-05	1.87E-04
2:Ins:R:4	1.51E-04	1.86E-04	9.33E-05	5.89E-05	7.89E-05	6.64E-05
2:Ins:R:5	8.91E-04	1.96E-03	1.13E-03	1.03E-03	2.34E-03	1.60E-03
3:Ins:R:0	3.55E-04	1.22E-03	8.42E-04	1.10E-03	1.69E-03	1.04E-03
3:Ins:R:1	1.13E-04	2.26E-04	1.76E-04	2.69E-04	4.21E-04	3.94E-04
3:Ins:R:2	7.51E-06	1.11E-04	1.26E-04	2.09E-04	3.27E-04	1.59E-04
3:Ins:R:3	2.19E-05	1.38E-04	7.46E-05	1.22E-04	1.27E-04	2.29E-04
3:Ins:R:4	6.20E-05	3.78E-05	1.66E-04	1.93E-04	1.20E-04	2.12E-04
3:Ins:R:5	1.40E-04	2.06E-04	2.44E-04	2.30E-04	5.85E-04	5.07E-04
4:Ins:R:0	4.16E-04	8.17E-04	4.28E-04	1.74E-04	7.40E-04	8.32E-04
4:Ins:R:1	8.16E-05	6.25E-04	7.62E-04	6.24E-04	9.46E-04	1.05E-03
4:Ins:R:2	1.38E-08	6.55E-05	4.60E-05	6.71E-05	1.69E-04	1.53E-04
4:Ins:R:3	6.58E-05	2.05E-04	5.00E-05	8.90E-05	3.15E-04	2.26E-04
4:Ins:R:4	1.06E-08	1.65E-04	2.04E-04	1.54E-04	2.37E-04	2.15E-04
4:Ins:R:5	1.73E-04	1.64E-04	5.74E-05	1.03E-04	2.77E-04	2.01E-05
5:Ins:R:0	2.57E-03	5.77E-03	8.36E-04	6.82E-04	1.98E-03	4.74E-03
5:Ins:R:1	3.78E-04	2.10E-03	1.61E-03	1.99E-03	2.90E-03	3.46E-03
5:Ins:R:2	1.14E-04	2.97E-04	2.98E-04	4.03E-04	2.69E-04	2.82E-04
5:Ins:R:3	5.67E-09	4.27E-05	2.79E-04	2.15E-04	3.45E-04	1.92E-04
5:Ins:R:4	2.33E-05	9.51E-05	5.13E-05	1.47E-05	2.79E-05	1.16E-04
5:Ins:R:5	1.46E-08	1.31E-07	6.56E-08	8.69E-08	1.15E-07	1.46E-07
2:Del:M:1	7.77E-04	1.85E-03	1.87E-03	1.65E-03	1.58E-03	2.51E-03
3:Del:M:1	2.35E-04	6.15E-04	1.17E-03	8.11E-04	1.35E-03	1.12E-03
3:Del:M:2	4.41E-04	1.26E-03	1.16E-03	1.29E-03	1.76E-03	1.51E-03
4:Del:M:1	1.05E-04	4.03E-04	8.08E-04	6.73E-04	6.17E-04	8.09E-04
4:Del:M:2	4.00E-05	1.21E-03	1.60E-03	1.85E-03	2.79E-03	1.61E-03
4:Del:M:3	2.66E-04	1.57E-03	1.36E-03	1.25E-03	1.08E-03	2.28E-03
5:Del:M:1	8.99E-04	1.56E-03	1.63E-03	2.13E-03	3.28E-03	3.55E-03
5:Del:M:2	7.25E-04	1.23E-03	1.45E-03	1.68E-03	8.87E-04	2.43E-03
5:Del:M:3	6.00E-04	1.99E-03	1.15E-03	2.21E-03	2.13E-03	2.11E-03
5:Del:M:4	4.91E-04	7.50E-04	6.95E-04	9.33E-04	8.44E-04	6.38E-04
5:Del:M:5	5.17E-04	1.10E-03	1.01E-03	1.07E-03	1.06E-03	9.10E-04
