Samples	ID83A	ID83B
SP53460	1164	26
SP50827	1620	306
SP50263	131	389
SP50317	203	327
SP54113	3743	130
SP50406	10	3
SP51824	676	234
SP55387	258	8
SP52779	1418	190
SP55235	3022	212
SP50713	399	43
SP50611	1774	119
SP50485	63	92
SP51037	35	196
SP55142	4838	990
SP53387	1202	101
SP54745	628	472
SP52284	92	343
SP53618	2194	134
SP52232	934	0
SP50412	56	63
SP50321	461	136
SP53548	59	200
SP55004	8	13
SP56079	1467	36
SP56168	273	324
SP54363	1073	438
SP53810	5442	0
SP50518	104	298
SP56303	294	510
SP55711	143	283
SP55509	2031	146
SP55309	39	30
SP52607	67	57
SP52667	1120	60
SP51446	150	259
SP50592	82	259
SP53073	742	147
SP56638	1144	365
SP56537	1240	493
SP57586	864	445
SP56541	1397	81
SP56553	2166	658
SP56771	280	508
SP57941	2488	343
SP57818	1806	243
SP56460	445	942
SP56474	179	590
SP56704	1936	244
SP56533	716	389
SP56730	1176	520
SP59245	1532	514
SP57024	628	311
SP57933	2291	1124
SP56754	751	341
SP56827	1095	68
SP57084	1220	760
SP57538	1205	426
SP57735	1315	232
SP57669	1616	328
SP56566	368	481
SP56569	921	296
SP58342	1763	783
SP58349	1455	379
SP56644	1405	742
SP57629	494	1548
SP56941	45	175
SP57619	1316	157
SP58245	1650	340
SP57251	1290	590
SP56502	1392	479
SP58668	1833	461
SP58101	1285	387
SP58991	724	744
SP56607	574	343
SP58326	2385	748
SP57267	1692	541
SP57066	1466	859
SP57901	691	666
SP57651	454	260
SP57450	287	555
SP57846	1255	377
SP58612	970	513
SP56821	983	530
SP58882	456	571
SP57189	3746	961
CPCT02020306T	1171	77
CPCT02110002T	1741	348
CPCT02020308T	0	71916
CPCT02020305T	646	333
CPCT02010356T	543	427
CPCT02020337T	1944	346
CPCT02010373T	5442	528
CPCT02020343T	182	336
CPCT02020353T	1117	691
CPCT02020334T	1684	348
CPCT02140018T	156	559
CPCT02140021T	162	266
CPCT02040039T	595	377
CPCT02010409T	849	615
CPCT02110010T	298	358
CPCT02070025T	81	114
CPCT02040045T	3488	368
CPCT02040051T	1281	583
CPCT02040054T	607	411
CPCT02140028T	1480	556
CPCT02011006T	4248	440
CPCT02040302T	23	765
CPCT02011015T	7966	1924
DRUP01040009T	944	1210
CPCT02011018T	1947	289
CPCT02270045T	414	457
CPCT02120088T	139	299
CPCT02011022T	144	318
CPCT02010722T	1335	539
CPCT02011021T	133	1085
CPCT02011019T	927	390
CPCT02011008T	264	298
CPCT02011017T	1396	785
DRUP01010116T	3031	965
CPCT02011029T	179	768
CPCT02020887T	177	140
CPCT02040214T	1208	550
CPCT02190052T	2046	529
CPCT02010699T	2101	245
CPCT02040213T	1042	491
CPCT02070276T	1887	128
CPCT02040208T	95	292
DRUP01040010T	3541	351
CPCT02040315T	1607	147
CPCT02040313T	591	332
CPCT02040312T	225	348
CPCT02010727T	1308	2469
CPCT02010728T	654	410
CPCT02011031T	671	637
CPCT02011035T	730	365
CPCT02011038T	62	20
CPCT02010927T	686	720
CPCT02070447T	70	1087
DRUP01020043T	134	136
DRUP01270007T	93	624
CPCT02011040T	127	169
CPCT02011032T	229	261
CPCT02010738T	1378	1218
CPCT02011044T	410	450
CPCT02011036T	629	1282
CPCT02020906T	774	2958
CPCT02011046T	689	236
CPCT02011047T	192	475
CPCT02011050T	0	43027
CPCT02390011T	584	376
CPCT02080188T	5106	1085
CPCT02020912T	346	405
CPCT02120100T	191	235
CPCT02011053T	727	678
CPCT02011055T	2224	499
DRUP01010119T	220	429
DRUP01010116TII	3150	1313
CPCT02040317T	2145	331
CPCT02040320T	1680	780
CPCT02010955T	99	2030
CPCT02011057T	280	1041
CPCT02011059T	199	182
CPCT02011052T	3737	489
CPCT02011056T	305	932
CPCT02270046T	883	543
CPCT02011042T	146	228
CPCT02100145T	1265	479
CPCT02130173T	145	1190
CPCT02011067T	211	834
CPCT02190029T	250	1087
CPCT02020925T	2474	651
CPCT02011051T	99	592
DRUP01010066T	809	447
CPCT02011065T	193	819
CPCT02011080T	61	246
CPCT02010741T	201	559
CPCT02011082T	805	1022
CPCT02011079T	2805	1469
CPCT02011077T	33	381
CPCT02270047T	1642	365
CPCT02410018T	2446	204
CPCT02011074T	520	661
CPCT02011089T	177	812
CPCT02011086T	1028	652
CPCT02011088T	2267	1012
CPCT02011087T	1123	804
CPCT02020671T	8359	1250
CPCT02011071T	91	543
CPCT02040216T	63	595
CPCT02140057T	1968	557
CPCT02040221T	810	784
WIDE01010002T	1126	819
CPCT02010500T	86	991
CPCT02010966TII	214	574
CPCT02010942TII	185	681
WIDE01010003T	59	417
CPCT02190031T	213	739
CPCT02011093T	82	291
CPCT02011097T	1126	887
DRUP01060011T	117	401
CPCT02011069T	1494	425
DRUP01060014T	110	454
DRUP01010064T	304	381
CPCT02120107T	1016	262
CPCT02011102T	86	743
CPCT02040330T	1484	353
CPCT02040299TII	977	1151
WIDE01010034T	51	281
CPCT02040332T	1335	248
CPCT02230086T	0	34084
CPCT02011070T	190	713
WIDE01010026T	185	1360
CPCT02390020T	881	635
CPCT02011106T	342	451
CPCT02410019T	2697	509
CPCT02270022T	506	808
CPCT02011040TII	126	190
CPCT02010760T	1211	788
WIDE01010057T	98	371
WIDE01010065T	2796	807
CPCT02020964T	1667	586
CPCT02050321T	483	669
CPCT02010779T	436	689
CPCT02011105T	666	622
CPCT02011107T	1892	568
WIDE01010615T	94	603
WIDE01010130TII	91	132
WIDE01010041T	1648	314
CPCT02040225T	2339	599
WIDE01010058T	156	806
WIDE01010083T	490	337
CPCT02040234T	1600	358
CPCT02011089TII	189	582
CPCT02010781T	1572	430
WIDE01010088T	1068	313
WIDE01010081T	151	727
DRUP01010078T	7980	622
WIDE01010079T	88	271
