MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	2.92E-03	6.34E-05	2.87E-03	1.78E-04	3.33E-03	2.19E-03	3.09E-03	1.24E-03	1.09E-03	1.66E-03	1.84E-03
1:Del:C:1	1.49E-03	3.16E-06	3.34E-03	9.70E-05	2.88E-03	1.12E-03	2.49E-03	7.05E-04	5.22E-04	5.77E-04	1.04E-03
1:Del:C:2	1.58E-03	3.08E-05	2.97E-03	4.83E-05	3.26E-03	5.33E-04	1.50E-03	5.20E-04	4.82E-04	4.83E-04	1.46E-04
1:Del:C:3	5.82E-04	2.82E-05	1.00E-03	5.76E-05	8.78E-04	5.27E-04	1.55E-03	8.87E-05	2.15E-04	2.41E-04	5.83E-04
1:Del:C:4	7.08E-04	5.78E-05	6.46E-04	1.08E-05	6.21E-04	3.35E-04	1.55E-03	9.59E-05	1.87E-04	8.29E-05	2.44E-04
1:Del:C:5	5.85E-04	1.51E-04	3.35E-04	9.26E-05	2.05E-04	1.05E-04	1.31E-03	1.66E-04	1.76E-04	1.17E-04	3.08E-04
1:Del:T:0	4.96E-04	3.09E-05	7.73E-04	1.67E-04	1.24E-03	1.18E-03	1.92E-03	6.50E-04	4.42E-04	4.59E-04	9.56E-04
1:Del:T:1	2.89E-04	2.05E-05	3.85E-04	1.11E-04	7.70E-04	8.54E-04	1.27E-03	3.10E-04	2.78E-04	4.12E-04	7.70E-04
1:Del:T:2	4.73E-04	3.27E-05	4.46E-04	1.23E-04	1.22E-03	8.32E-04	1.70E-03	4.49E-04	3.78E-04	3.60E-04	8.66E-04
1:Del:T:3	8.43E-04	7.22E-05	7.18E-04	1.95E-04	1.97E-03	1.26E-03	2.88E-03	5.62E-04	5.23E-04	5.55E-04	9.10E-04
1:Del:T:4	6.82E-04	1.72E-04	3.76E-04	1.45E-04	1.70E-03	1.00E-03	2.02E-03	1.70E-04	4.06E-04	3.65E-04	4.12E-04
1:Del:T:5	3.56E-04	2.62E-03	1.33E-03	1.23E-03	1.98E-03	1.81E-03	2.56E-03	8.78E-04	9.11E-04	3.12E-03	1.38E-03
1:Ins:C:0	2.40E-04	3.45E-05	1.57E-04	4.18E-05	5.92E-04	2.28E-04	2.65E-09	0.00E+00	2.96E-04	2.51E-04	4.69E-03
1:Ins:C:1	1.13E-04	7.33E-06	1.50E-04	9.15E-06	2.15E-04	3.00E-04	4.43E-04	1.95E-04	2.34E-05	1.18E-04	5.96E-04
1:Ins:C:2	1.18E-04	5.82E-06	2.20E-04	3.35E-05	1.81E-04	1.73E-04	4.25E-04	1.28E-04	1.93E-05	8.06E-05	2.84E-04
1:Ins:C:3	2.34E-04	9.31E-06	2.24E-04	2.80E-05	6.61E-05	1.23E-04	6.89E-04	1.82E-04	5.26E-05	1.05E-05	2.75E-04
1:Ins:C:4	1.80E-04	1.58E-05	1.92E-04	5.88E-05	6.40E-05	1.91E-04	6.56E-04	2.66E-04	2.79E-05	3.52E-05	2.73E-04
1:Ins:C:5	1.87E-04	6.64E-05	2.40E-04	1.48E-04	1.29E-04	3.44E-04	1.40E-03	4.23E-04	9.41E-06	6.44E-06	5.21E-04
1:Ins:T:0	4.33E-04	2.44E-05	8.18E-04	8.53E-05	4.50E-04	3.77E-04	1.62E-03	3.99E-04	2.08E-04	3.38E-04	8.64E-04
1:Ins:T:1	1.06E-03	2.84E-06	3.00E-03	1.15E-04	6.78E-04	7.04E-04	4.55E-03	4.84E-04	1.74E-04	3.44E-04	1.10E-03
1:Ins:T:2	1.25E-03	2.44E-05	2.80E-03	4.68E-05	9.35E-04	1.34E-04	5.03E-03	8.09E-05	9.99E-05	2.94E-04	1.09E-03
1:Ins:T:3	4.60E-04	1.91E-05	1.08E-03	9.49E-05	5.14E-04	2.77E-04	2.18E-03	2.65E-04	1.31E-04	2.73E-04	5.50E-04
1:Ins:T:4	1.77E-04	6.47E-05	2.99E-04	9.83E-05	2.70E-04	2.30E-04	6.78E-04	6.09E-05	1.42E-04	1.24E-04	3.38E-05
1:Ins:T:5	1.04E-03	3.10E-03	1.31E-03	1.35E-03	3.53E-03	1.88E-03	5.62E-03	6.89E-04	2.26E-03	1.86E-03	4.61E-03
2:Del:R:0	1.62E-04	2.36E-05	2.51E-04	6.52E-05	4.33E-04	6.48E-04	4.72E-04	3.44E-04	1.94E-04	1.04E-03	4.17E-04
2:Del:R:1	1.89E-04	4.91E-05	2.32E-04	8.74E-05	3.87E-04	1.04E-03	1.66E-03	3.94E-05	2.63E-04	1.75E-03	5.79E-04
2:Del:R:2	3.41E-04	2.40E-05	2.34E-04	1.86E-05	2.13E-04	2.93E-04	9.39E-04	1.32E-04	1.30E-04	5.91E-04	3.53E-04
2:Del:R:3	4.04E-04	4.23E-05	8.14E-05	8.17E-07	1.38E-04	4.25E-05	9.44E-04	1.57E-04	4.31E-05	3.52E-04	2.60E-04
2:Del:R:4	2.30E-04	2.70E-05	6.02E-05	2.06E-05	2.18E-05	0.00E+00	6.07E-04	1.00E-04	7.11E-06	1.63E-04	1.01E-04
2:Del:R:5	1.95E-04	6.02E-05	8.09E-05	1.52E-05	2.35E-04	1.18E-04	9.30E-04	3.01E-04	2.36E-05	2.05E-04	4.00E-04
3:Del:R:0	4.23E-05	9.75E-06	5.60E-05	3.85E-05	2.68E-04	3.72E-04	3.61E-04	2.07E-04	1.22E-04	1.62E-04	1.55E-04
3:Del:R:1	5.11E-05	4.85E-05	8.51E-05	9.70E-05	2.19E-04	2.53E-03	4.25E-03	3.03E-04	2.36E-04	3.04E-03	3.19E-04
3:Del:R:2	2.25E-05	1.72E-05	3.36E-05	3.55E-05	4.00E-05	7.16E-04	1.11E-03	2.70E-05	7.93E-05	8.74E-04	1.63E-04
3:Del:R:3	1.75E-06	8.59E-06	6.98E-06	1.86E-05	4.29E-05	1.26E-04	2.28E-04	3.68E-05	9.55E-06	1.88E-04	6.64E-05
3:Del:R:4	1.75E-07	6.31E-06	0.00E+00	1.46E-05	2.89E-05	7.93E-05	1.52E-04	6.20E-06	3.02E-05	1.13E-04	6.21E-05
3:Del:R:5	0.00E+00	7.47E-06	0.00E+00	1.04E-05	6.18E-05	5.41E-05	1.07E-04	6.02E-06	6.22E-06	6.75E-05	8.60E-06
4:Del:R:0	2.15E-05	7.73E-06	3.01E-05	2.81E-05	2.13E-04	3.39E-04	3.77E-04	1.48E-04	1.33E-04	1.50E-04	2.70E-04
4:Del:R:1	2.23E-05	2.69E-05	5.43E-05	9.97E-05	2.39E-04	1.83E-03	3.04E-03	1.75E-04	1.79E-04	2.10E-03	1.55E-04
