Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP116788	0	3	0	3	0	2	0	0	5	0	3	0	0	0	0
SP116789	0	1	0	0	0	0	0	0	1	0	3	0	0	1	0
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP109002	0	1	13	0	9	0	0	0	0	1	0	20	9	0	0
SP109001	0	0	3	0	0	0	0	6	0	2	0	0	0	0	0
SP109006	16	0	12	17	0	1	0	5	11	0	0	3	0	0	0
SP108998	14	15	29	42	0	0	0	0	0	2	0	36	0	0	0
SP127706	13	0	17	0	13	0	0	72	0	0	12	0	10	0	18
SP108999	48	6	13	0	11	14	4	0	0	14	0	0	0	1	0
SP109007	0	1	25	0	0	0	25	15	6	0	4	0	0	0	0
SP109003	11	3	0	0	0	0	15	0	3	14	0	6	0	0	0
SP116868	0	5	5	0	0	9	4	0	0	0	16	16	0	0	0
SP116794	1	2	0	2	0	2	0	0	0	0	0	0	0	8	0
SP116791	0	2	0	0	0	0	0	2	0	0	0	0	0	9	0
SP116866	0	3	0	6	0	8	3	0	4	0	10	6	2	6	0
SP116815	0	5	0	0	0	0	5	0	1	3	2	0	28	3	0
SP116853	0	11	0	0	5	0	0	0	20	0	0	0	1	0	5
SP116901	1	5	0	3	8	2	2	1	0	0	0	0	0	2	0
SP116830	0	12	0	0	17	16	0	28	0	14	5	0	0	0	0
SP116802	0	0	0	0	0	0	0	3	1	3	3	1	1	3	0
SP116885	28	8	0	0	0	0	28	0	15	0	0	9	2	0	0
SP116834	0	4	0	0	0	0	0	0	0	0	0	13	0	14	0
SP116913	1	0	0	0	10	5	0	4	0	0	0	0	0	5	0
SP116799	0	1	0	0	7	7	0	9	3	4	0	0	4	0	0
SP116920	0	0	0	0	0	2	0	0	0	10	0	0	6	0	0
SP116835	3	9	1	0	0	0	14	0	8	0	6	2	8	24	13
SP116852	0	9	0	0	0	0	0	0	18	0	0	0	0	3	8
SP116902	1	4	0	0	4	0	8	4	0	0	0	0	0	0	10
SP116871	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0
SP116820	0	11	0	1	0	4	0	8	0	0	0	27	0	0	0
SP116889	3	6	0	0	4	10	10	4	0	1	7	0	0	4	14
SP116923	0	14	0	0	6	12	6	7	0	13	0	0	4	0	0
SP116829	0	10	0	0	2	27	3	19	0	11	2	0	0	0	0
SP116872	0	0	0	0	2	0	0	3	0	0	0	0	0	3	0
SP116904	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0
SP116806	0	19	0	0	7	0	9	0	0	0	7	0	10	0	0
SP116857	15	3	0	0	15	13	17	10	0	0	8	0	0	0	0
SP116888	0	3	0	0	14	4	0	0	0	0	5	0	0	0	1
SP116818	2	1	0	0	0	0	0	4	0	5	0	8	2	0	0
SP116837	0	5	0	0	3	21	6	0	16	8	0	0	7	7	0
SP116905	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
SP116804	7	17	0	0	2	0	13	2	0	0	4	0	8	0	6
SP116819	3	5	0	0	0	1	0	4	3	1	0	14	0	0	0
SP116856	0	3	0	0	12	16	20	0	0	0	0	0	0	0	0
SP116839	1	11	5	0	0	18	0	8	14	7	0	6	8	0	0
SP116925	6	3	0	1	1	1	0	0	6	3	7	0	0	0	0
SP116878	0	0	0	0	2	2	12	0	6	0	0	0	0	0	0
SP116893	0	1	0	0	8	0	0	0	0	1	0	0	0	0	42
SP116876	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP116927	0	8	0	6	0	0	0	0	13	3	13	0	0	0	0
SP116909	0	4	0	11	11	0	2	0	0	0	0	0	0	0	0
SP116795	2	0	0	0	1	0	0	0	0	0	3	1	0	0	0
SP116826	0	26	0	0	4	2	3	6	0	0	6	1	0	0	0
SP116891	0	0	0	4	9	4	0	0	0	4	0	0	2	0	8
SP116860	1	3	4	3	6	9	0	5	0	0	3	2	0	0	0
SP116848	0	3	0	0	0	20	0	6	10	4	6	0	0	7	0
SP116910	11	10	0	17	0	0	23	10	0	0	0	0	0	1	0
SP116797	0	0	8	0	1	0	0	0	0	0	0	0	2	0	0
SP116862	0	9	5	0	0	26	0	1	4	3	1	0	17	0	0
SP116823	0	14	0	0	11	0	0	0	2	0	3	0	5	0	0
SP116897	0	1	0	0	2	0	0	0	0	0	9	0	0	3	0
SP116846	0	0	0	0	6	0	0	0	5	3	2	0	0	3	0
SP116784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SP116896	0	0	0	0	1	0	0	0	0	0	5	0	1	7	0
SP116824	0	12	0	0	2	4	1	0	0	0	3	0	1	0	12
SP116881	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0
SP116812	0	5	0	0	1	0	8	2	4	0	0	3	17	3	0
SP116915	14	4	2	0	26	6	0	0	0	0	8	0	0	18	0
SP116786	0	11	0	0	1	0	0	0	14	0	11	6	21	2	0
SP116851	0	2	0	0	2	0	0	0	8	0	0	0	3	0	0
CPCT02220038T	837	183	100	153	0	0	0	0	0	0	0	0	0	0	0
CPCT02290013T	131	189	391	22	22	1	27	0	0	39	0	0	0	24	0
