Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP85623	6	44	5	0	13
SP85491	0	96	0	0	2
SP87582	1	0	5	11	46
SP89090	0	59	2	11	0
SP85511	9	94	16	13	25
SP85952	0	37	2	7	9
SP85840	8	22	0	2	60
SP87675	7	4	0	13	43
SP85836	0	118	0	8	29
SP120767	4	96	11	0	27
SP105708	14	41	2	3	36
SP85818	0	0	0	0	2
SP105922	0	50	0	0	11
SP86118	12	69	0	0	13
SP86306	3	112	0	44	0
SP87099	18	36	4	6	39
SP87434	5	20	0	9	36
SP85864	1	0	1	6	16
SP105807	3	91	0	10	0
SP89291	3	10	1	8	30
SP88050	1	0	2	13	26
SP88593	3	0	0	6	63
SP88158	1	14	0	2	12
SP87534	0	74	19	50	42
SP88776	0	87	0	6	10
SP85725	0	71	0	13	0
SP86660	0	54	4	32	72
SP87903	0	37	0	6	5
SP88098	0	83	13	25	0
SP85487	12	100	5	93	31
SP105759	12	6	5	1	36
SP86775	0	4	3	0	13
SP88322	1	76	0	16	0
SP85582	5	0	3	14	65
SP87446	5	57	4	63	72
SP87337	2	13	0	0	25
SP86929	0	103	14	33	7
SP86130	8	0	0	8	57
SP86425	20	109	0	7	0
SP85495	4	0	0	0	25
SP85787	0	0	2	0	39
SP86836	0	0	0	0	16
SP89245	4	17	0	3	8
SP86989	7	87	7	10	40
SP88757	0	49	4	2	4
SP85733	3	70	3	0	23
SP85737	0	13	2	0	10
SP85647	3	5	0	7	52
CPCT02011098T	13	35	99	41	0
WIDE01010618T	69	0	99	848	0
WIDE01010310T	393	58	105	180	21
CPCT02080230T	4	23	234	120	8
CPCT02010914T	0	0	206	23	1
DRUP01010057T	109	114	332	97	49
CPCT02010635T	99	0	637	0	13
WIDE01010556T	3522	19	291	89	5
WIDE01010540T	33	149	89	237	3
