MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	4.51E-04	1.56E-04	3.11E-03	3.36E-03	3.10E-03	1.08E-03	9.84E-04
1:Del:C:1	2.20E-04	6.80E-05	1.34E-03	1.34E-03	1.20E-03	6.33E-04	4.78E-04
1:Del:C:2	1.22E-04	4.76E-05	7.71E-04	7.17E-04	6.98E-04	4.42E-04	3.16E-04
1:Del:C:3	8.42E-05	1.10E-04	3.25E-04	4.64E-04	4.08E-04	3.36E-04	1.71E-04
1:Del:C:4	1.03E-04	1.15E-04	2.83E-04	5.09E-04	4.27E-04	2.78E-04	2.61E-04
1:Del:C:5	1.22E-04	2.61E-04	3.83E-04	4.98E-04	2.80E-04	2.52E-04	5.22E-04
1:Del:T:0	2.66E-04	1.38E-04	2.74E-03	2.89E-03	3.21E-03	7.19E-04	8.80E-04
1:Del:T:1	3.04E-05	1.29E-04	2.64E-03	1.44E-03	3.74E-03	7.21E-04	1.37E-03
1:Del:T:2	2.78E-04	1.13E-04	1.84E-03	2.29E-03	1.74E-03	5.83E-04	5.60E-04
1:Del:T:3	4.20E-04	1.84E-04	1.81E-03	2.49E-03	1.92E-03	8.50E-04	5.06E-04
1:Del:T:4	7.00E-04	3.30E-04	2.19E-03	2.20E-03	2.29E-03	1.12E-03	6.98E-05
1:Del:T:5	4.72E-03	2.66E-03	1.27E-02	4.42E-03	3.05E-03	4.11E-03	1.81E-03
1:Ins:C:0	2.38E-04	1.03E-04	2.11E-03	0.00E+00	2.27E-03	1.47E-04	5.63E-04
1:Ins:C:1	7.79E-05	2.98E-05	2.86E-04	3.15E-04	3.74E-04	1.87E-04	2.81E-04
1:Ins:C:2	2.27E-05	1.73E-05	1.92E-04	2.22E-04	3.02E-04	1.51E-04	1.81E-04
1:Ins:C:3	4.30E-05	2.28E-05	2.22E-04	5.20E-05	3.59E-04	1.18E-04	2.45E-04
1:Ins:C:4	5.97E-05	4.80E-05	1.78E-04	1.40E-04	1.56E-04	2.30E-04	1.78E-04
1:Ins:C:5	2.86E-04	1.55E-04	9.57E-04	1.54E-04	3.46E-04	5.05E-04	6.12E-04
1:Ins:T:0	2.59E-04	5.73E-05	1.05E-03	6.32E-04	1.50E-03	2.54E-04	6.12E-04
1:Ins:T:1	1.42E-04	3.47E-05	7.73E-04	7.28E-04	9.41E-04	4.01E-04	4.22E-04
1:Ins:T:2	9.55E-05	3.58E-05	5.19E-04	4.31E-04	4.00E-04	2.61E-04	2.54E-04
1:Ins:T:3	1.84E-04	4.75E-05	4.44E-04	3.90E-04	4.52E-04	3.53E-04	9.71E-05
1:Ins:T:4	4.21E-04	1.52E-04	6.36E-04	2.97E-04	4.28E-04	4.13E-04	1.20E-05
1:Ins:T:5	3.52E-03	2.58E-03	1.43E-02	5.71E-04	3.65E-03	7.81E-03	6.75E-03
2:Del:R:0	1.55E-04	2.50E-05	1.10E-03	1.16E-03	1.03E-03	4.75E-04	5.13E-04
2:Del:R:1	5.84E-04	3.93E-05	2.44E-03	2.25E-03	7.60E-04	6.57E-04	1.58E-04
2:Del:R:2	1.92E-04	2.96E-05	7.30E-04	7.21E-04	4.02E-04	2.81E-04	2.05E-04
2:Del:R:3	1.45E-05	4.47E-05	1.65E-04	2.50E-04	1.70E-04	1.46E-04	1.13E-04
2:Del:R:4	1.04E-05	3.62E-05	6.47E-05	8.16E-05	9.13E-05	4.69E-05	1.38E-04
2:Del:R:5	6.60E-06	6.65E-05	4.69E-05	6.72E-05	1.58E-05	1.34E-05	2.76E-04
3:Del:R:0	3.13E-05	2.22E-05	3.38E-04	3.96E-04	3.49E-04	2.16E-04	1.85E-04
3:Del:R:1	4.39E-04	1.99E-05	1.49E-03	1.36E-03	5.66E-04	6.78E-04	2.00E-04
3:Del:R:2	1.67E-04	1.74E-05	7.04E-04	6.88E-04	1.64E-04	3.17E-04	2.36E-04
3:Del:R:3	4.08E-05	1.52E-05	1.96E-04	2.12E-04	1.30E-04	3.56E-05	6.27E-05
3:Del:R:4	1.34E-05	4.71E-06	1.16E-04	1.38E-04	5.56E-05	4.63E-05	1.23E-04
3:Del:R:5	1.55E-05	7.25E-06	5.80E-05	3.75E-05	1.42E-04	2.70E-05	8.95E-05
4:Del:R:0	4.13E-05	8.73E-06	1.38E-04	2.77E-04	3.19E-04	2.91E-04	2.33E-04
4:Del:R:1	2.45E-04	2.33E-05	1.73E-03	1.50E-03	5.34E-04	6.30E-04	3.85E-04
4:Del:R:2	1.04E-04	1.85E-05	6.24E-04	5.88E-04	1.48E-04	1.37E-04	2.34E-04
4:Del:R:3	1.58E-05	0.00E+00	2.34E-04	2.82E-04	2.01E-04	3.67E-05	2.52E-04
4:Del:R:4	3.52E-09	4.73E-06	1.26E-04	1.32E-04	7.04E-05	3.00E-06	1.11E-04
4:Del:R:5	1.07E-05	1.45E-05	6.61E-05	5.64E-05	8.82E-05	2.63E-05	1.08E-04
5:Del:R:0	1.33E-04	0.00E+00	7.53E-04	1.24E-03	1.66E-03	1.21E-03	1.10E-03
5:Del:R:1	1.30E-04	3.99E-05	7.29E-04	7.54E-04	1.68E-04	3.65E-04	3.31E-04
5:Del:R:2	4.03E-05	1.39E-05	2.38E-04	2.35E-04	1.19E-04	1.23E-04	1.93E-04
5:Del:R:3	1.19E-05	8.75E-06	1.28E-04	1.44E-04	3.60E-05	4.21E-05	1.19E-04
5:Del:R:4	1.27E-09	7.49E-06	1.30E-05	3.10E-05	1.39E-05	8.10E-06	6.49E-05
5:Del:R:5	5.24E-06	6.57E-06	2.13E-05	1.21E-05	4.12E-09	1.86E-05	4.79E-05
2:Ins:R:0	7.90E-05	7.19E-05	6.94E-04	6.77E-05	8.88E-04	2.32E-05	6.01E-04
2:Ins:R:1	1.09E-04	1.90E-05	3.91E-04	4.17E-04	4.32E-04	1.39E-04	2.82E-04
2:Ins:R:2	6.59E-05	2.24E-05	2.45E-04	2.16E-04	1.56E-04	5.29E-05	1.37E-04
2:Ins:R:3	4.69E-05	1.91E-05	8.46E-05	1.22E-05	5.51E-05	9.86E-05	1.35E-04
2:Ins:R:4	6.05E-05	3.89E-05	9.77E-05	3.33E-05	8.53E-05	1.24E-04	2.93E-04
2:Ins:R:5	3.26E-04	1.52E-04	9.02E-04	6.26E-04	1.15E-04	9.96E-05	8.26E-04
3:Ins:R:0	2.64E-05	1.11E-05	8.07E-05	6.42E-05	7.48E-05	7.94E-05	3.50E-04
3:Ins:R:1	1.09E-04	6.29E-06	3.64E-04	3.64E-04	2.20E-04	2.03E-04	1.56E-04
3:Ins:R:2	2.58E-05	5.37E-06	8.85E-05	6.98E-05	5.63E-05	6.15E-05	7.48E-05
3:Ins:R:3	4.21E-06	9.68E-06	7.19E-06	3.92E-06	1.61E-05	2.53E-05	1.41E-05
3:Ins:R:4	5.80E-06	8.87E-06	2.13E-05	3.26E-05	2.68E-05	1.16E-05	2.26E-05
3:Ins:R:5	4.75E-05	3.06E-05	1.05E-04	8.93E-05	9.52E-05	9.15E-05	1.01E-04
4:Ins:R:0	3.88E-06	2.08E-05	8.01E-05	4.63E-05	1.81E-04	1.47E-05	5.36E-04
4:Ins:R:1	1.73E-04	1.88E-05	4.43E-04	4.36E-04	2.93E-04	1.46E-04	1.32E-04
4:Ins:R:2	4.49E-06	0.00E+00	4.84E-05	7.50E-05	3.63E-05	7.00E-05	9.72E-05
4:Ins:R:3	1.94E-05	0.00E+00	4.37E-05	2.02E-05	6.85E-06	1.15E-05	1.16E-04
4:Ins:R:4	3.12E-05	1.50E-05	9.12E-05	6.23E-05	5.45E-05	1.76E-05	1.19E-04
4:Ins:R:5	9.31E-05	2.66E-05	2.89E-04	2.19E-04	1.01E-04	5.61E-47	1.57E-04
5:Ins:R:0	1.07E-08	8.85E-08	9.83E-09	1.90E-08	2.47E-08	2.09E-07	2.84E-03
5:Ins:R:1	2.91E-04	1.50E-05	1.16E-03	9.97E-04	1.04E-03	3.83E-04	4.05E-04
5:Ins:R:2	2.13E-05	2.17E-06	6.89E-05	8.95E-05	1.09E-04	9.73E-05	1.19E-04
5:Ins:R:3	1.32E-05	1.45E-05	4.53E-05	6.32E-06	3.98E-05	2.91E-05	9.36E-05
5:Ins:R:4	1.84E-05	6.71E-06	5.28E-05	5.72E-05	1.04E-05	8.05E-06	2.92E-05
5:Ins:R:5	1.30E-05	1.28E-05	6.68E-05	5.86E-05	6.20E-05	0.00E+00	4.77E-05
2:Del:M:1	3.01E-04	3.86E-05	1.61E-03	1.26E-03	6.12E-04	6.01E-04	4.13E-04
3:Del:M:1	4.12E-05	6.77E-06	2.52E-04	3.12E-04	3.38E-04	2.00E-04	1.84E-04
3:Del:M:2	2.54E-04	2.52E-05	1.02E-03	1.08E-03	2.98E-04	4.55E-04	2.26E-04
4:Del:M:1	4.52E-05	1.39E-05	5.29E-04	5.50E-04	2.88E-04	2.28E-04	2.24E-04
4:Del:M:2	1.25E-04	8.60E-06	6.89E-04	7.16E-04	3.98E-04	3.76E-04	2.27E-04
4:Del:M:3	1.89E-04	1.73E-05	8.69E-04	7.39E-04	5.89E-04	4.66E-04	3.05E-04
5:Del:M:1	9.55E-05	2.61E-05	8.00E-04	9.29E-04	1.14E-03	1.13E-03	7.62E-04
5:Del:M:2	1.97E-04	1.54E-05	4.92E-04	3.07E-04	8.44E-04	2.01E-03	7.20E-04
5:Del:M:3	1.09E-04	1.83E-05	1.32E-04	1.01E-04	1.37E-04	1.49E-03	4.18E-04
5:Del:M:4	8.88E-05	2.15E-05	2.69E-04	3.11E-04	1.75E-04	8.36E-04	3.32E-04
5:Del:M:5	8.32E-05	4.46E-05	4.25E-04	3.29E-04	2.19E-04	9.27E-04	4.83E-04
