Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP95454	16296	1921	1813	3448	2170	2107	567	0	0	0	0	0	0	0	0	0	0
SP94741	33260	2751	5038	5731	4570	2453	1304	0	0	0	0	25	0	0	0	0	0
SP90209	52741	45443	0	7882	20380	0	766	0	0	0	0	0	0	0	0	0	0
SP90989	35292	3540	6432	2595	1915	0	854	0	0	0	0	0	0	0	0	0	0
SP93540	54325	3394	21467	8452	6440	0	1962	0	0	0	0	0	0	0	0	0	0
SP93227	52386	70009	0	5139	1295	0	510	0	0	0	0	0	0	0	0	0	0
SP94348	31600	1907	5189	6314	4305	69	982	0	0	0	0	0	0	0	0	0	0
SP94588	17	42	0	0	116	0	3	4	37	112	41	52	34	6	30	0	39
SP90725	34	22	0	15	66	89	3	1	5	76	26	0	14	0	56	0	0
SP94236	25	19	1	9	48	0	16	7	24	174	43	0	105	0	37	3	0
SP93772	28	29	0	2	37	0	0	5	34	36	31	48	2	105	28	0	0
SP92195	20	76	0	2	82	20	2	7	48	0	32	32	43	134	7	3	6
SP89957	141	18	0	0	88	21	7	7	6	0	30	0	1	122	38	0	0
SP92268	89	40	0	11	50	65	1	4	5	93	45	8	27	0	0	0	0
SP92707	30	12	0	0	62	0	0	3	2	103	37	16	4	61	0	3	0
SP89687	92	8	0	0	64	0	0	0	52	54	28	0	76	98	6	8	14
SP90269	2	13	8	16	193	0	9	5	22	36	27	18	12	71	20	36	0
SP94933	21626	1516	920	1177	6906	29175	119	0	0	0	0	2824	0	0	0	23	0
SP95126	154	36	0	17	0	0	0	0	88	169	0	0	120	178	2	0	52
SP95646	31	69	0	8	80	11	8	5	23	34	31	8	79	102	4	12	0
SP89443	26	17	0	0	80	0	20	2	6	15	62	0	50	42	36	9	6
SP89651	22	4	2	10	45	0	1	1	41	12	18	3	33	73	5	13	0
SP94060	25	0	0	12	103	0	0	4	0	70	37	7	32	65	22	0	0
SP92787	7	26	3	0	23	0	2	1	20	44	53	9	21	74	0	9	0
SP92723	16	2	42	11	140	0	0	2	13	81	14	11	16	83	2	1	0
SP92364	33163	5885	4704	3717	2859	7902	452	0	0	0	0	1002	0	0	0	0	0
SP95406	1	50	17	18	0	13	0	0	8	100	41	0	7	35	9	5	0
SP91746	9	46	9	0	14	45	0	0	22	90	16	0	18	23	22	9	0
SP92332	31	155	0	15	12	0	0	0	119	97	23	7	197	35	9	0	20
SP91730	32	38	0	26	19	18	2	0	524	53	15	30	109	105	18	0	0
SP92947	48	25	10	11	63	132	2	0	8	119	19	0	14	23	22	11	0
SP91666	90	36	0	1	171	0	27	0	8	18	20	35	81	53	0	6	0
SP90245	19	52	3	5	64	0	11	3	36	10	77	32	82	126	10	0	0
SP90893	15	30	0	8	55	15	0	3	25	0	51	9	78	133	13	6	0
SP89519	54	0	0	11	88	0	5	0	8	163	0	17	0	30	32	0	0
SP94917	9464	1626	985	2351	2632	0	604	0	0	0	0	193	0	0	18	0	0
SP92659	350	643	0	0	2047	101	0	26	2	0	26	0	46	101	14	302	44
SP94332	73	9	0	0	5	0	0	9	734	0	238	0	0	0	0	8	0
SP94661	43	5	16	0	68	48	0	0	22	123	20	0	55	27	30	9	12
SP93652	19	53	0	1	47	96	2	6	16	42	77	0	0	74	7	1	0
SP90125	6	85	17	6	41	0	1	18	3	77	62	2	78	0	43	13	0
SP94540	40	20	0	0	282	0	9	9	31	47	50	7	0	54	15	3	0
SP95222	145	119	0	3	45	0	5	3	60	0	26	0	101	211	0	0	24
SP89389	85	6	0	6	31	0	0	5	35	201	39	12	64	0	11	0	52
SP90503	19	56	0	3	24	0	10	0	5	97	68	0	12	34	9	6	0
SP92460	7578	1148	716	1944	1004	1335	346	0	0	0	0	115	0	0	0	0	0
SP92931	69	21	4	20	69	0	0	2	30	95	37	0	0	158	0	10	0
SP91265	123	134	0	34	29	0	0	3	17	181	79	0	129	0	22	7	0
SP89909	7079	1880	1190	1995	366	0	105	0	0	0	0	47	0	0	0	0	0
SP90629	104	100	0	22	0	0	12	8	44	82	62	0	284	131	29	26	28
SP95550	114	63	0	0	3	26	5	1	88	192	10	7	75	16	3	4	34
