MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	7.19E-05	3.75E-05	1.56E-04	8.30E-04	6.46E-04
1:Del:C:1	8.67E-05	2.73E-05	9.10E-05	4.26E-04	4.85E-04
1:Del:C:2	8.73E-05	2.47E-05	3.41E-05	2.36E-04	3.21E-04
1:Del:C:3	3.70E-05	2.15E-05	6.40E-05	2.29E-04	1.71E-04
1:Del:C:4	3.10E-05	3.48E-05	7.01E-06	1.76E-04	1.40E-04
1:Del:C:5	2.40E-05	6.18E-05	8.49E-05	1.30E-04	1.37E-04
1:Del:T:0	3.42E-05	1.84E-05	1.46E-04	9.75E-04	6.62E-04
1:Del:T:1	3.56E-05	1.66E-05	9.41E-05	3.77E-04	3.06E-04
1:Del:T:2	2.88E-05	2.18E-05	1.11E-04	7.85E-04	5.11E-04
1:Del:T:3	3.51E-05	4.30E-05	1.10E-04	9.62E-04	6.69E-04
1:Del:T:4	3.50E-05	7.75E-05	1.15E-04	6.56E-04	5.57E-04
1:Del:T:5	2.39E-04	5.32E-04	1.25E-03	2.50E-03	5.28E-04
1:Ins:C:0	4.79E-05	1.59E-05	1.40E-04	2.27E-04	8.53E-04
1:Ins:C:1	1.89E-05	6.81E-06	4.57E-05	9.18E-05	2.40E-04
1:Ins:C:2	1.36E-05	5.07E-06	3.74E-05	7.40E-05	1.27E-04
1:Ins:C:3	1.39E-05	7.18E-06	3.17E-05	4.07E-05	1.29E-04
1:Ins:C:4	1.52E-05	1.38E-05	5.20E-05	3.39E-05	1.49E-04
1:Ins:C:5	2.35E-05	4.28E-05	1.04E-04	3.76E-05	3.66E-04
1:Ins:T:0	3.38E-05	1.77E-05	1.18E-04	1.27E-04	5.68E-04
1:Ins:T:1	4.74E-05	4.73E-06	1.39E-04	5.28E-04	8.44E-04
1:Ins:T:2	5.18E-05	2.01E-05	9.87E-05	1.80E-04	5.00E-04
1:Ins:T:3	3.59E-05	1.59E-05	8.89E-05	1.79E-04	3.02E-04
1:Ins:T:4	1.77E-05	2.49E-05	7.44E-05	9.42E-05	8.10E-05
1:Ins:T:5	1.93E-04	5.90E-04	1.42E-03	8.02E-04	1.08E-03
2:Del:R:0	2.48E-05	3.86E-05	7.89E-05	9.13E-04	5.89E-04
2:Del:R:1	4.54E-05	1.18E-04	1.18E-04	3.09E-03	1.95E-03
2:Del:R:2	2.10E-05	3.65E-05	2.72E-05	8.80E-04	5.59E-04
2:Del:R:3	1.39E-05	3.07E-05	6.78E-06	3.01E-04	1.76E-04
2:Del:R:4	1.13E-05	1.73E-05	2.83E-05	1.03E-04	8.42E-05
2:Del:R:5	1.38E-05	3.39E-05	4.56E-05	2.28E-04	2.01E-04
3:Del:R:0	1.16E-05	1.02E-05	4.29E-05	1.64E-04	1.71E-04
3:Del:R:1	2.19E-05	1.35E-04	8.34E-05	2.24E-03	1.10E-03
3:Del:R:2	9.61E-06	3.85E-05	3.38E-05	6.11E-04	3.03E-04
3:Del:R:3	2.40E-06	1.06E-05	1.66E-05	1.36E-04	6.04E-05
3:Del:R:4	2.54E-07	7.52E-06	1.46E-05	6.79E-05	1.98E-05
3:Del:R:5	1.62E-06	7.39E-06	1.38E-05	4.64E-05	1.58E-05
4:Del:R:0	9.31E-06	8.42E-06	4.01E-05	1.38E-04	1.51E-04
4:Del:R:1	1.59E-05	6.50E-05	9.37E-05	1.52E-03	7.17E-04
4:Del:R:2	3.20E-06	2.14E-05	3.28E-05	4.47E-04	2.18E-04
4:Del:R:3	1.52E-06	1.71E-05	2.65E-05	2.41E-04	1.21E-04
4:Del:R:4	1.02E-06	7.44E-06	7.09E-06	7.46E-05	3.22E-05
4:Del:R:5	2.32E-07	1.19E-05	5.20E-06	8.07E-05	4.25E-05
5:Del:R:0	3.79E-05	2.75E-06	9.89E-05	2.59E-03	1.30E-03
5:Del:R:1	1.01E-05	1.14E-05	5.08E-05	3.01E-04	1.94E-04
5:Del:R:2	2.32E-06	9.09E-06	1.95E-05	1.61E-04	9.18E-05
5:Del:R:3	7.43E-07	9.05E-06	7.23E-06	6.69E-05	3.79E-05
5:Del:R:4	7.67E-07	2.78E-06	6.22E-06	2.29E-05	1.29E-05
5:Del:R:5	1.86E-07	3.19E-06	2.24E-06	1.60E-05	7.39E-06
2:Ins:R:0	5.01E-05	2.25E-05	1.72E-04	9.78E-05	9.10E-04
2:Ins:R:1	1.42E-05	7.87E-06	5.23E-05	1.14E-04	1.65E-04
2:Ins:R:2	8.99E-06	6.85E-06	3.60E-05	9.61E-05	8.26E-05
2:Ins:R:3	6.47E-06	1.03E-05	2.92E-05	3.49E-05	7.67E-05
2:Ins:R:4	6.84E-06	2.20E-05	3.65E-05	2.36E-05	7.99E-05
2:Ins:R:5	3.11E-06	5.89E-05	9.35E-05	3.36E-05	2.51E-04
3:Ins:R:0	1.61E-05	9.28E-06	7.16E-05	4.51E-05	3.21E-04
3:Ins:R:1	7.57E-06	5.83E-07	3.92E-05	1.46E-04	1.12E-04
3:Ins:R:2	3.71E-06	1.70E-06	1.49E-05	3.92E-05	3.64E-05
3:Ins:R:3	1.54E-06	2.32E-06	4.16E-06	1.51E-05	1.43E-05
3:Ins:R:4	4.40E-07	3.23E-06	7.74E-06	8.37E-06	5.05E-06
3:Ins:R:5	6.10E-07	1.12E-05	2.30E-05	1.56E-05	3.06E-05
4:Ins:R:0	5.62E-05	2.00E-05	1.49E-04	8.21E-05	8.49E-04
4:Ins:R:1	7.98E-06	3.47E-06	3.79E-05	2.01E-04	1.27E-04
4:Ins:R:2	2.68E-06	4.15E-06	1.70E-05	2.09E-05	2.76E-05
4:Ins:R:3	1.96E-06	5.18E-06	1.31E-05	1.49E-05	2.20E-05
4:Ins:R:4	1.51E-06	5.11E-06	1.42E-05	1.88E-05	2.19E-05
4:Ins:R:5	2.20E-06	6.13E-06	1.91E-05	3.16E-05	2.99E-05
5:Ins:R:0	1.30E-04	4.34E-05	3.12E-04	1.34E-04	3.55E-03
5:Ins:R:1	1.30E-05	1.31E-07	8.57E-05	3.58E-04	2.30E-04
5:Ins:R:2	2.60E-06	3.44E-06	1.65E-05	1.32E-05	4.87E-05
5:Ins:R:3	1.90E-06	1.42E-06	1.00E-05	1.18E-05	1.85E-05
5:Ins:R:4	1.42E-06	2.69E-06	9.16E-06	1.26E-05	1.47E-05
5:Ins:R:5	1.07E-07	3.08E-06	7.98E-06	7.31E-06	9.15E-06
2:Del:M:1	4.02E-05	1.14E-04	9.98E-05	3.41E-03	2.12E-03
3:Del:M:1	1.07E-05	6.96E-06	3.18E-05	1.68E-04	1.52E-04
3:Del:M:2	1.24E-05	5.90E-05	7.10E-05	1.04E-03	5.72E-04
4:Del:M:1	9.46E-06	1.29E-05	3.83E-05	8.79E-05	1.27E-04
4:Del:M:2	9.66E-06	2.44E-05	4.57E-05	4.45E-04	3.07E-04
4:Del:M:3	1.03E-05	3.42E-05	8.06E-05	1.02E-03	4.89E-04
5:Del:M:1	4.07E-05	1.54E-05	9.89E-05	2.79E-03	1.87E-03
5:Del:M:2	6.23E-05	1.07E-05	4.81E-05	3.43E-03	2.78E-03
5:Del:M:3	5.10E-05	1.15E-05	3.85E-05	2.37E-03	2.02E-03
5:Del:M:4	2.77E-05	8.87E-06	3.00E-05	1.14E-03	1.04E-03
5:Del:M:5	2.19E-05	7.94E-06	5.60E-05	1.11E-03	8.35E-04
