Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP116788	4	0	4	1	0	5	2	0
SP116789	1	0	0	0	0	5	0	0
SP116919	0	0	0	0	0	1	0	0
SP109002	0	14	6	0	33	0	0	0
SP109001	0	3	0	6	2	0	0	0
SP109006	13	13	0	0	1	0	38	0
SP108998	42	44	0	0	5	0	47	0
SP127706	4	19	20	65	28	17	2	0
SP108999	27	24	1	34	25	0	0	0
SP109007	0	28	0	4	0	6	0	38
SP109003	10	0	0	0	15	0	0	27
SP116868	2	9	1	0	2	27	14	0
SP116794	4	0	0	10	0	1	0	0
SP116791	2	0	0	8	0	0	3	0
SP116866	5	0	1	0	1	27	14	0
SP116815	5	0	0	0	40	2	0	0
SP116853	5	0	20	0	0	0	14	3
SP116901	4	0	14	6	0	0	0	0
SP116830	4	5	20	58	0	5	0	0
SP116802	0	0	0	2	6	7	0	0
SP116885	21	0	24	0	40	0	0	5
SP116834	0	0	0	0	0	4	27	0
SP116913	0	0	2	22	0	1	0	0
SP116799	0	0	6	18	9	0	0	2
SP116920	0	0	0	0	10	0	0	8
SP116835	13	0	0	0	0	28	18	29
SP116852	3	0	15	0	0	0	20	0
SP116902	3	0	21	4	1	0	2	0
SP116871	0	0	2	0	0	7	0	1
SP116820	9	0	0	7	0	0	35	0
SP116889	5	2	26	12	2	16	0	0
SP116923	15	0	0	31	0	0	0	16
SP116829	9	2	2	61	0	0	0	0
SP116872	0	0	0	0	0	8	0	0
SP116904	0	0	0	0	0	0	0	5
SP116806	17	0	26	0	2	7	0	0
SP116857	5	0	30	22	13	11	0	0
SP116888	0	0	19	0	0	8	0	0
SP116818	0	0	0	1	10	0	9	2
SP116837	6	0	0	28	14	0	0	25
SP116905	0	0	0	3	0	0	0	1
SP116804	21	0	27	0	7	4	0	0
SP116819	3	0	1	0	4	0	23	0
SP116856	0	0	24	15	5	0	0	7
SP116839	10	7	0	24	10	0	14	13
SP116925	6	0	1	0	4	14	2	1
SP116878	0	0	2	0	0	0	0	20
SP116893	0	0	52	0	0	0	0	0
SP116876	0	0	0	0	0	1	0	0
SP116927	9	0	0	0	0	19	14	1
SP116909	8	1	18	0	0	1	0	0
SP116795	2	0	0	0	2	3	0	0
SP116826	19	0	29	0	0	0	0	0
SP116891	1	0	17	1	3	0	0	9
SP116860	4	5	6	18	0	3	0	0
SP116848	0	0	0	32	0	9	13	2
SP116910	27	0	10	14	0	0	13	8
SP116797	0	8	0	0	3	0	0	0
SP116862	10	6	0	34	16	0	0	0
SP116823	10	0	24	0	0	1	0	0
SP116897	0	0	0	0	0	15	0	0
SP116846	0	0	0	0	0	4	0	15
SP116784	0	0	0	0	1	0	0	0
SP116896	0	0	0	0	0	14	0	0
SP116824	11	0	24	0	0	0	0	0
SP116881	0	0	0	0	0	0	0	9
SP116812	3	0	3	3	29	0	5	0
SP116915	5	5	18	22	3	25	0	0
SP116786	9	0	1	0	28	18	10	0
SP116851	0	0	5	0	8	0	1	1
CPCT02220038T	859	203	0	10	164	37	0	0
CPCT02290013T	200	539	91	16	0	0	0	0
