NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	333.991	18.954	77.443	12.055	32.848	0.988	1000000.0
2	344.4	18.967	82.464	11.898	8.259	0.989	1000000.0
3	338.459	18.957	80.327	12.081	8.269	0.988	1000000.0
4	329.612	18.976	76.383	11.98	8.26	0.989	1000000.0
5	353.66	18.885	82.564	11.906	8.26	0.989	1000000.0
6	360.306	19.001	90.087	11.966	8.261	0.989	1000000.0
7	354.834	18.864	83.52	11.987	0.063	0.989	1000000.0
8	333.561	18.958	74.37	11.897	24.657	0.988	1000000.0
9	336.583	19.309	77.945	12.327	16.457	0.988	1000000.0
10	360.518	19.328	86.016	12.308	24.661	0.988	1000000.0
11	316.498	19.154	73.605	12.31	0.063	0.988	1000000.0
12	344.765	18.926	79.801	11.913	16.455	0.989	1000000.0
13	333.64	18.966	77.864	11.986	0.063	0.989	1000000.0
14	338.122	19.312	77.509	12.464	0.067	0.987	1000000.0
15	349.195	18.726	81.55	11.766	8.257	0.989	1000000.0
16	347.913	19.14	81.963	12.044	0.063	0.988	1000000.0
17	356.086	19.097	83.542	12.21	0.063	0.988	1000000.0
18	349.238	19.096	80.343	12.093	32.853	0.989	1000000.0
19	342.505	19.024	77.754	12.121	8.259	0.989	1000000.0
20	342.075	19.075	78.307	12.098	0.064	0.988	1000000.0
21	335.56	19.106	77.653	12.082	32.849	0.988	1000000.0
22	359.56	19.188	85.725	12.158	41.048	0.989	1000000.0
23	323.199	19.455	73.666	12.508	24.655	0.988	1000000.0
24	352.522	18.849	83.863	11.842	16.456	0.989	1000000.0
25	329.069	19.366	73.835	12.284	8.264	0.988	1000000.0
26	341.788	19.02	78.343	12.141	32.847	0.988	1000000.0
27	354.147	19.119	81.877	12.118	8.262	0.989	1000000.0
28	343.229	19.677	80.651	12.707	16.457	0.987	1000000.0
29	352.032	18.966	83.428	12.049	0.064	0.988	1000000.0
30	359.388	19.378	85.198	12.387	8.259	0.988	1000000.0
31	344.33	18.704	78.995	11.997	0.062	0.988	1000000.0
32	334.338	19.053	77.195	12.05	16.457	0.988	1000000.0
33	338.318	19.067	77.104	12.087	8.262	0.988	1000000.0
34	335.585	19.613	77.38	12.723	16.458	0.988	1000000.0
35	330.179	19.045	77.123	12.165	24.652	0.988	1000000.0
36	377.709	19.272	92.318	12.412	8.259	0.988	1000000.0
37	335.637	19.329	75.774	12.303	16.468	0.988	1000000.0
38	340.132	19.114	78.206	12.3	0.065	0.988	1000000.0
39	352.75	18.798	83.644	11.787	16.456	0.989	1000000.0
40	363.713	19.198	87.942	12.392	0.067	0.988	1000000.0
41	341.233	19.487	75.72	12.324	24.652	0.988	1000000.0
42	341.454	18.812	78.381	11.814	8.257	0.989	1000000.0
43	353.066	19.243	84.949	12.439	8.26	0.987	1000000.0
44	354.491	19.044	82.366	11.981	0.064	0.989	1000000.0
45	356.69	18.906	82.681	11.903	0.064	0.988	1000000.0
46	326.992	18.855	74.663	11.826	0.062	0.989	1000000.0
47	347.946	19.608	80.12	12.553	41.054	0.987	1000000.0
48	341.33	19.04	77.535	12.194	8.26	0.988	1000000.0
49	337.14	19.033	77.094	11.957	0.065	0.989	1000000.0
50	347.986	19.074	86.314	12.126	0.062	0.989	1000000.0
51	336.054	19.151	76.065	12.143	16.457	0.989	1000000.0
52	340.831	19.249	80.188	12.418	8.26	0.988	1000000.0
53	352.733	19.075	83.973	12.085	0.064	0.988	1000000.0
54	332.854	18.756	77.863	11.851	8.258	0.989	1000000.0
55	349.688	19.048	82.57	11.913	0.063	0.989	1000000.0
56	348.202	19.275	81.31	12.316	24.652	0.988	1000000.0
57	338.76	18.858	78.409	12.074	0.061	0.989	1000000.0
58	341.73	18.941	77.188	11.878	16.456	0.989	1000000.0
59	356.405	19.143	84.376	12.313	16.456	0.988	1000000.0
60	336.483	18.982	77.588	11.836	8.261	0.989	1000000.0
61	339.972	19.168	77.586	12.165	16.455	0.988	1000000.0
62	359.446	19.202	83.577	11.981	0.065	0.988	1000000.0
63	372.858	19.221	92.537	12.143	8.261	0.988	1000000.0
64	348.014	19.236	82.882	12.269	0.067	0.988	1000000.0
65	381.631	19.063	99.137	11.92	24.65	0.989	1000000.0
66	350.871	18.92	83.422	11.921	24.653	0.989	1000000.0
67	336.944	19.114	80.071	12.198	16.455	0.988	1000000.0
68	326.837	19.163	75.924	12.215	24.652	0.988	1000000.0
69	350.458	19.055	81.886	11.967	49.24	0.989	1000000.0
70	341.904	19.092	78.18	12.287	8.267	0.988	1000000.0
71	341.961	19.425	77.203	12.407	24.651	0.988	1000000.0
72	342.169	19.287	77.951	12.17	8.26	0.988	1000000.0
73	349.208	19.097	82.041	11.986	24.653	0.988	1000000.0
74	346.248	19.096	81.339	12.093	0.063	0.988	1000000.0
75	340.218	18.985	77.663	12.074	8.26	0.989	1000000.0
76	337.898	19.048	77.374	11.921	0.065	0.989	1000000.0
77	337.893	18.84	78.302	12.16	0.066	0.988	1000000.0
78	337.224	19.088	77.018	12.165	0.065	0.989	1000000.0
79	332.571	19.007	74.866	12.109	8.261	0.988	1000000.0
80	344.948	18.745	80.723	11.741	0.062	0.989	1000000.0
81	344.092	18.862	82.906	11.822	16.453	0.989	1000000.0
82	353.975	18.934	80.822	12.082	0.065	0.988	1000000.0
83	338.801	19.23	78.685	12.27	0.064	0.988	1000000.0
84	346.958	19.157	79.445	12.078	65.634	0.988	1000000.0
85	346.29	18.922	81.11	12.039	16.456	0.988	1000000.0
86	345.368	18.971	78.784	12.011	0.066	0.988	1000000.0
87	345.633	19.301	79.413	12.372	24.654	0.988	1000000.0
88	338.349	19.405	77.563	12.467	24.656	0.988	1000000.0
89	353.855	19.13	84.163	12.201	24.651	0.988	1000000.0
90	336.481	18.853	78.34	11.888	0.063	0.988	1000000.0
91	366.112	19.091	86.734	11.939	24.652	0.989	1000000.0
92	332.427	19.133	75.524	12.189	49.238	0.987	1000000.0
93	332.484	18.855	76.533	11.817	16.455	0.989	1000000.0
94	336.67	18.998	77.325	12.099	32.848	0.989	1000000.0
95	328.242	19.12	72.614	12.047	16.454	0.989	1000000.0
96	336.67	18.988	77.906	12.062	0.062	0.988	1000000.0
97	374.557	19.859	86.675	13.011	0.063	0.987	1000000.0
98	357.019	19.32	80.739	12.466	24.65	0.988	1000000.0
99	347.978	19.132	80.867	12.296	8.258	0.987	1000000.0
100	352.696	19.601	82.49	12.539	90.222	0.987	1000000.0
