MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.81E-04	2.81E-04	2.95E-05	4.42E-04
1:Del:C:1	9.85E-05	1.80E-04	1.73E-05	2.42E-04
1:Del:C:2	5.36E-05	1.20E-04	1.70E-05	1.73E-04
1:Del:C:3	4.07E-05	7.90E-05	2.15E-05	1.32E-04
1:Del:C:4	3.70E-05	7.40E-05	2.33E-05	1.16E-04
1:Del:C:5	2.91E-05	6.24E-05	7.70E-05	1.19E-04
1:Del:T:0	9.65E-05	1.72E-04	2.75E-05	2.35E-04
1:Del:T:1	7.73E-05	1.32E-04	1.87E-05	2.07E-04
1:Del:T:2	9.00E-05	1.52E-04	3.57E-05	2.24E-04
1:Del:T:3	7.74E-05	1.49E-04	4.43E-05	2.13E-04
1:Del:T:4	9.69E-05	1.40E-04	5.43E-05	2.01E-04
1:Del:T:5	2.50E-04	6.92E-04	6.69E-04	7.22E-04
1:Ins:C:0	3.89E-05	7.15E-05	5.24E-05	1.74E-04
1:Ins:C:1	2.61E-05	5.74E-05	2.06E-05	9.44E-05
1:Ins:C:2	1.94E-05	3.93E-05	1.88E-05	6.74E-05
1:Ins:C:3	1.69E-05	3.29E-05	3.23E-05	7.65E-05
1:Ins:C:4	9.79E-06	3.62E-05	5.60E-05	6.33E-05
1:Ins:C:5	1.83E-05	5.01E-05	1.29E-04	1.47E-04
1:Ins:T:0	4.73E-05	9.59E-05	5.66E-05	1.80E-04
1:Ins:T:1	6.30E-05	1.02E-04	3.62E-05	1.63E-04
1:Ins:T:2	3.72E-05	7.89E-05	5.86E-05	1.28E-04
1:Ins:T:3	2.84E-05	7.00E-05	4.85E-05	1.08E-04
1:Ins:T:4	3.08E-05	7.73E-05	8.80E-05	1.08E-04
1:Ins:T:5	3.05E-04	7.72E-04	7.17E-04	1.69E-03
2:Del:R:0	5.28E-05	1.09E-04	1.49E-05	1.93E-04
2:Del:R:1	6.20E-05	1.16E-04	2.85E-05	1.72E-04
2:Del:R:2	2.98E-05	6.97E-05	1.38E-05	9.51E-05
2:Del:R:3	1.80E-05	3.88E-05	1.78E-05	8.38E-05
2:Del:R:4	8.01E-06	3.10E-05	2.08E-05	5.60E-05
