MutationType	ID83A	ID83B	ID83C	ID83D
2:Del:R:5	1.82E-05	6.30E-05	6.25E-05	1.09E-04
3:Del:R:0	3.44E-05	5.98E-05	4.52E-06	1.20E-04
3:Del:R:1	5.92E-05	1.07E-04	2.45E-05	1.63E-04
3:Del:R:2	2.14E-05	4.96E-05	1.42E-05	8.11E-05
3:Del:R:3	1.03E-05	2.50E-05	4.01E-06	4.95E-05
3:Del:R:4	5.65E-06	2.14E-05	6.08E-06	2.48E-05
3:Del:R:5	7.10E-06	1.76E-05	2.24E-10	2.16E-05
4:Del:R:0	3.24E-05	6.38E-05	5.19E-06	1.14E-04
4:Del:R:1	4.80E-05	1.03E-04	2.18E-05	1.29E-04
4:Del:R:2	1.83E-05	4.91E-05	1.01E-05	8.14E-05
4:Del:R:3	1.30E-05	3.40E-05	0.00E+00	5.84E-05
4:Del:R:4	4.72E-06	2.06E-05	7.04E-06	2.77E-05
4:Del:R:5	3.74E-06	1.43E-05	4.28E-11	2.39E-05
5:Del:R:0	1.83E-04	2.30E-04	2.17E-05	5.52E-04
5:Del:R:1	3.38E-05	6.92E-05	1.05E-05	1.41E-04
5:Del:R:2	7.58E-06	3.32E-05	1.44E-05	5.82E-05
5:Del:R:3	4.45E-06	1.58E-05	1.42E-05	2.62E-05
5:Del:R:4	8.70E-07	6.11E-06	4.04E-06	4.59E-06
5:Del:R:5	3.26E-07	3.06E-06	3.15E-06	4.94E-06
2:Ins:R:0	3.52E-05	5.64E-05	4.63E-05	2.46E-04
2:Ins:R:1	2.04E-05	5.68E-05	2.12E-05	1.08E-04
2:Ins:R:2	1.51E-05	4.03E-05	2.16E-05	7.60E-05
2:Ins:R:3	1.19E-05	2.52E-05	3.12E-05	7.28E-05
2:Ins:R:4	7.39E-06	1.29E-05	5.40E-05	6.74E-05
2:Ins:R:5	2.43E-05	7.59E-05	1.44E-04	1.69E-04
3:Ins:R:0	2.27E-05	4.03E-05	6.82E-06	1.43E-04
3:Ins:R:1	1.70E-05	4.43E-05	1.42E-05	8.16E-05
3:Ins:R:2	1.18E-05	2.22E-05	1.41E-05	3.85E-05
3:Ins:R:3	5.08E-06	7.92E-06	8.31E-06	3.02E-06
3:Ins:R:4	4.47E-06	8.37E-06	1.40E-05	1.03E-05
3:Ins:R:5	8.54E-06	1.49E-05	3.72E-05	3.57E-05
4:Ins:R:0	2.49E-05	5.53E-05	2.05E-05	1.85E-04
4:Ins:R:1	1.85E-05	5.33E-05	1.04E-05	9.92E-05
4:Ins:R:2	8.86E-06	1.75E-05	1.36E-05	3.93E-05
4:Ins:R:3	3.22E-06	7.76E-06	1.75E-05	2.42E-05
4:Ins:R:4	6.92E-06	1.65E-05	2.04E-05	3.03E-05
4:Ins:R:5	4.79E-06	2.08E-05	3.30E-05	2.42E-05
5:Ins:R:0	2.82E-09	7.85E-10	8.66E-08	1.37E-03
5:Ins:R:1	4.95E-05	9.67E-05	2.17E-05	1.53E-04
5:Ins:R:2	1.27E-05	2.80E-05	6.38E-06	4.08E-05
5:Ins:R:3	5.65E-06	1.27E-05	1.55E-05	2.81E-05
5:Ins:R:4	1.34E-06	1.32E-05	1.48E-05	6.80E-06
5:Ins:R:5	4.98E-06	8.76E-06	1.40E-05	1.69E-05
2:Del:M:1	5.91E-05	1.29E-04	2.47E-05	1.87E-04
3:Del:M:1	3.27E-05	6.16E-05	0.00E+00	9.82E-05
3:Del:M:2	4.66E-05	8.02E-05	1.76E-05	1.21E-04
4:Del:M:1	3.50E-05	6.32E-05	1.07E-05	1.31E-04
4:Del:M:2	3.96E-05	7.72E-05	1.35E-05	1.23E-04
4:Del:M:3	3.96E-05	7.34E-05	1.54E-05	1.18E-04
5:Del:M:1	2.64E-04	2.68E-04	2.13E-05	4.43E-04
5:Del:M:2	4.47E-04	3.12E-04	2.27E-05	4.01E-04
5:Del:M:3	3.38E-04	1.94E-04	1.45E-05	2.80E-04
5:Del:M:4	1.98E-04	1.37E-04	1.21E-05	8.05E-05
5:Del:M:5	1.80E-04	1.35E-04	1.78E-05	1.89E-04
