MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
3:Ins:R:0	5.14E-06	3.55E-05	1.54E-04	3.59E-05	6.46E-05
3:Ins:R:1	1.79E-05	4.97E-05	8.87E-05	6.91E-05	7.29E-05
3:Ins:R:2	1.49E-05	2.00E-05	2.90E-05	3.28E-05	2.78E-05
3:Ins:R:3	5.25E-06	7.29E-06	1.72E-05	7.06E-06	1.31E-05
3:Ins:R:4	8.40E-06	3.85E-06	1.37E-05	1.16E-05	1.82E-05
3:Ins:R:5	2.20E-05	4.08E-05	4.78E-05	2.44E-06	4.57E-05
4:Ins:R:0	2.25E-05	4.70E-05	2.93E-04	1.65E-05	7.50E-05
4:Ins:R:1	8.65E-06	5.54E-05	8.07E-05	8.17E-05	8.12E-05
4:Ins:R:2	1.10E-05	1.61E-05	3.20E-05	2.09E-05	1.98E-05
4:Ins:R:3	3.20E-06	1.47E-05	2.42E-05	3.35E-06	1.25E-05
4:Ins:R:4	1.47E-05	2.22E-05	3.14E-05	1.66E-05	2.64E-05
4:Ins:R:5	2.49E-05	3.88E-05	4.83E-05	1.70E-05	4.13E-05
5:Ins:R:0	3.60E-06	2.25E-06	1.56E-03	3.12E-05	9.12E-06
5:Ins:R:1	3.52E-05	1.22E-04	1.91E-04	1.72E-04	1.37E-04
5:Ins:R:2	1.58E-05	2.04E-05	3.45E-05	2.27E-05	2.00E-05
5:Ins:R:3	9.52E-06	1.45E-05	2.42E-05	1.93E-05	1.55E-05
5:Ins:R:4	5.49E-06	1.13E-05	2.01E-05	4.65E-06	1.69E-05
5:Ins:R:5	5.17E-06	1.02E-05	1.41E-05	1.15E-05	1.30E-05
2:Del:M:1	4.51E-05	8.91E-05	1.35E-04	1.39E-04	9.79E-05
3:Del:M:1	1.55E-05	3.33E-05	6.72E-05	5.74E-05	3.54E-05
3:Del:M:2	3.19E-05	7.30E-05	9.90E-05	1.13E-04	8.42E-05
4:Del:M:1	1.91E-05	3.73E-05	7.83E-05	7.50E-05	4.27E-05
4:Del:M:2	2.37E-05	5.55E-05	7.83E-05	8.72E-05	6.11E-05
4:Del:M:3	4.54E-05	6.31E-05	8.63E-05	1.05E-04	8.16E-05
5:Del:M:1	2.15E-05	9.23E-05	4.41E-04	1.99E-04	1.33E-04
5:Del:M:2	1.69E-05	8.47E-05	3.58E-04	1.99E-04	1.42E-04
5:Del:M:3	1.51E-05	4.36E-05	2.43E-04	1.57E-04	9.59E-05
5:Del:M:4	1.84E-05	5.35E-05	1.47E-04	1.21E-04	1.61E-05
5:Del:M:5	2.53E-05	6.15E-05	1.99E-04	1.35E-04	9.26E-05
