hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17
1	0.00095476905136104	0.00492595551287964	0.00227179223323166	0.00836213068875112	0.00203247597193086	0.00413929640980506	0.0747298931400952	0.0206910977819894	0.0604979489757644	0.00674356144789374	0.00455970705186858	0.00242513740609315	0.00111172421572051	0.00483457817224437	0.00115638931137085	0.0167747678037462	0.00817667516809645
2	0.000559667264431845	0.00641307278797398	0.00205378746574029	0.00955905403774047	0.00532299194089197	0.0219320896269374	0.152926749268912	0.0145131277011925	0.0349690995939059	0.0143300422469943	0.00643358481503193	0.00124362436314927	0.00999006261187314	0.00970427919570684	0.000601186118637867	0.0246715806073528	0.0155657778808254
3	0.000167533621198022	0.00269414779471802	0.000655699007716557	0.00437230046363649	0.00173936123072985	0.00387877396268352	0.0716151974545685	0.0125733438412828	0.0852207258921625	0.00330768412511607	0.00279797722007861	0.00448962933870918	0.00651954404678054	0.00372982371076487	0.000226232853924025	0.00971227578492054	0.00736721539531649
4	0.000127459853306576	0.00298221130069917	0.000595468903789448	0.00486990405543055	0.0028652407213049	0.00651362238964946	0.0707528367585263	0.0121990196501998	0.0550341161859308	0.00498391737812804	0.00777623256011904	0.000602771979431996	0.00209898928656964	0.00468215016708384	0.000199801179833678	0.0128440225037259	0.00614300950614422
5	0.000266037300231684	0.00163984203800119	0.000264235803118491	0.00175268632641715	0.00175461119879875	0.00499410186640141	0.03187755239028	0.00956128206019709	0.0904045932788543	0.00160933412306163	0.00205651850054335	0.00107209478878055	0.00267299439614049	0.00133113497657311	0.000324379424049347	0.00772508199428094	0.00318339902619986
6	0.000282322040579585	0.00127254099278462	0.00051024312073407	0.00227030899717389	0.000923782112810003	0.00125553059010158	0.0207676030153168	0.00764440102012915	0.0372400863435804	0.00167431539185413	0.00185918260360384	0.000860471749107061	0.000853950702533672	0.00116304655992349	0.000223845768644661	0.0043413013130201	0.00108935775562254
7	0.0057372786863605	0.00263924076962318	0.00104661304380184	0.00279097355101577	0.00080696571002907	0.00489923706087547	0.012043262391671	0.00699753012549633	0.0515781444957554	0.00181898476037174	0.00408527947747429	0.000838621649291387	0.00463029038727197	0.00261564579646534	0.00166463618051276	0.00678914950708539	0.0085408764201252
8	0.00498014758468256	0.00168930565683913	0.00126344507485949	0.00216728109699563	0.000669586560951519	0.0011928552791192	0.00821523293012781	0.00547934489835859	0.0252134375604672	0.00109292579089382	0.0028097270677435	0.00051689535552433	0.00196284630132529	0.00133159067584337	0.000923585428078609	0.00429993815691334	0.00292195687456527
9	0.00209843355000159	0.00182778412756244	0.000512208400015747	0.00188850980574662	0.000476067290225231	0.0039171768714914	0.0139705630271298	0.0074646721118794	0.0433555130070325	0.000948779475419255	0.00283767927082015	0.000427593731965455	0.000462823939699019	0.00145835329001406	0.000744049483692375	0.00614595327688378	0.00868286575469511
10	0.0351658316083264	0.00760891991246945	0.0141639928727839	0.0129660103915752	0.00159270384104864	0.00360851048545726	0.00222885851642057	0.00430918181496381	0.0180464819015204	0.00133888018385844	0.00158464687911517	0.00326314395340636	0.00314480964394682	0.00977596681225193	0.0159280395316744	0.00567022614615086	0.00649821469974496
