hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
0.0106414622502881	0.00964169525878843	0.000841331686020314	0.0261427077319315	0.0139192565900396	0.0361666154783716	0.011284711275332	0.00712382066218514
0.0250260514928756	0.00371215808223445	0.00105300897182337	0.0375032149332084	0.0255626928294956	0.137217262972973	0.00436477848198184	0.0242845427697679
0.00614158679000648	0.00673011410583613	0.000355359364452086	0.0133764266402916	0.00703648432227986	0.0227458311950247	0.00580980083465597	0.002085805466353
0.0114303620907778	0.00663976119052354	0.00017699771780046	0.0218613145420608	0.0124048912387439	0.0505867824793192	0.00586038485062487	0.00635815317855905
0.00500130650597607	0.00266646507773017	0.000298745137384025	0.00862147248789468	0.00700494894717187	0.0169777425426521	0.00168814652959308	0.0029280318568695
0.00294942644509868	0.00255064072568247	0.000200687596780953	0.0075522206831585	0.00620226242632155	0.0133846738639121	0.00297042459271563	0.00183009505798533
0.00431239694511445	0.00438723796197454	0.000887481672066316	0.00685886558439627	0.0073100831430819	0.0155287550565968	0.00474596014711419	0.00244852583197889
0.0034828524247928	0.00339794422439884	0.00085516103019156	0.0063746494382645	0.00295390942671266	0.0107690448591929	0.00464935227688311	0.00269811989203234
0.0030192077970256	0.00374717820752167	0.000258509236274636	0.0152229947386355	0.00747353059971006	0.0157468015328008	0.00737262736475349	0.00385810887424114
0.00193880109275557	0.00523583115369016	0.00648936105869767	0.00459401958079138	0.00635177412589992	0.00809987847013756	0.00794411133370205	0.0107075302859874
0.0105990543781068	0.0152223952808347	0.00258794319764019	0.0248580560217175	0.0133883107890513	0.0456008313081088	0.0123867081307345	0.0106684797544427
0.00485541456082374	0.00197122134398263	0.00108307130527242	0.0142922025019461	0.00427357982106566	0.0181316370650456	0.00525930205430218	0.00588745574077055
0.00607656377602797	0.00619444507895687	0.0005416027311043	0.0148625521788058	0.00664388853001225	0.0207735430920768	0.00587954034470769	0.00502071168051584
0.0081818741056219	0.00334474438817993	0.000636183371111368	0.0163894978083113	0.00852592233350051	0.0301427310308398	0.00527499520338546	0.00867099540327672
0.00704536464145883	0.010220990631546	0.00103420464126877	0.0143082513560125	0.00761655203121641	0.0173340575084015	0.00801321748796117	0.00643897261867689
0.0086654190152473	0.00712731474781554	0.000837653550020039	0.0154564341177525	0.00799285672721454	0.0287283243246669	0.00627610551831361	0.00542232574824243
0.00623101421121627	0.00173223131050691	0.00075790843120557	0.0134670370001003	0.00404957397605586	0.0181165591894571	0.00452470785689965	0.00236527553547976
0.00541768714954617	0.00212553807170014	0.000737214723799768	0.00751376290419138	0.00221497408740844	0.0168973089961853	0.00376555352931745	0.003403329625014
0.00686823714089724	0.00323182184538054	0.000524352385060458	0.0129983906377643	0.00735297648731592	0.025919286966535	0.00245088987333335	0.00324921855808814
0.00503043665979994	0.00168890258608992	0.0130830626745095	0.0155761603862509	0.00391762263888202	0.0234989601546742	0.00767959380556641	0.0498041696871582
0.00278339956032631	0.000659603563749141	0.00877306986431513	0.00948918438567258	0.00109414666406829	0.0140557121675797	0.00481700859247062	0.0244146327935281
0.00372509745426475	0.00211432766332207	0.00633841214600554	0.00950173933069621	0.00217389958846074	0.0183561480893582	0.00338299255601455	0.024776203076565
0.00225111427808558	0.00114544579763829	0.00540880519597863	0.00667442353020043	0.00256597197201286	0.0148826462356354	0.00652778703571924	0.0159626497087337
0.00143751670816225	0.00278553846406443	0.00538361723121079	0.00719540418968758	0.00395457529419528	0.00897235573486816	0.00171636604879666	0.0137608165920951
0.00226354462119189	0.00138904896376516	0.00393219569816617	0.00520248012366357	0.00147911377430771	0.0131517680320557	0.002951452068084	0.00994988724224362
0.00206435277274626	0.00303110097147861	0.00242612757311746	0.0107653449883311	0.00103056559035472	0.0108878468644338	0.00236293786560111	0.00904474610646074
0.00152199676155993	0.00122947425689688	0.00384080128539338	0.00527573657591	0.0031354799101145	0.00689470460274733	0.00321529401670753	0.0107138034637456
0.00231016329654394	0.00135559135115009	0.00248193685856844	0.0078605189219789	0.00137516480341233	0.0155228185983337	0.00187421238688547	0.0098894294915992
0.00106645434484734	0.00242209305616144	0.0222467528180028	0.00529741863557252	0.00285709189956577	0.00450342273238858	0.0102707649496738	0.0881190665866976
0.000883675503188127	0.00142208494597662	0.0169141264022852	0.00641641940996483	0.0043812319086231	0.00590158612331393	0.00847356862716839	0.0552389372379543
0.000812577460486444	0.00113458261429848	0.0117419405024944	0.00238167307098267	0.00224505700333096	0.00423151109194448	0.00366738338146462	0.0329454749503909
0.000596112193460984	0.00120442445056536	0.0131366807300029	0.00173103782462979	0.00280791765074593	0.00344540383194375	0.00494656503849002	0.0359935074701262
0.000677316815599657	0.00388222394561583	0.0146752707323306	0.00215688173623392	0.0015849731870146	0.0013053834680709	0.00537575507270136	0.0396651199972649
