hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21
0.00110406400145148	0.00928250363788101	0.00173942926325085	0.0258176591040208	0.195745470058747	0.0510853304907679	0.00725516767534138	0.0218787860343531	0.0059969795899657	0.0113139474040492	0.00305158538225067	0.00830527782022905	0.00902374230954501	0.0170477065437963	0.0319459707179601	0.00319081170445631	0.00632084134344823	0.0059295769597537	0.00116674278021595	0.00180023234047235	0.0126068829287639
0.000814221742609924	0.0045205416524761	0.000986074912487792	0.0221337048533087	0.18377708092839	0.0264313866163258	0.0204925503508274	0.0183374068351844	0.00574640974576861	0.0135953352237018	0.00126457947897582	0.0253125270882981	0.0178632657290613	0.0215442228316626	0.119111131899784	0.0150391262610402	0.0163698731061532	0.00803548874997959	0.00160882123036433	0.00350607175856858	0.0134626471569966
0.00045521949274671	0.00629298007971825	0.000163815436645643	0.0183152942623159	0.031944563511087	0.0948818370853373	0.00330485705968842	0.014447643127951	0.00292485466462094	0.00572006168995812	0.00419391325743013	0.00480731028687696	0.00353894183476247	0.0107501359023603	0.0156574515662353	0.0027218943639474	0.000973394166317425	0.00161376444683968	0.00145773620708438	0.00259468967109884	0.0100794508652614
0.000452707899894171	0.00667278445115472	0.000179243971154713	0.0222705689413597	0.0438490588150173	0.0515513335742326	0.00646338935749853	0.0131046025398282	0.00389198041456563	0.00572498255301694	0.000700926532398675	0.00865620602013642	0.00485447851286778	0.0128467139144976	0.0540122223190613	0.00119170218159135	0.00432027533506878	0.00337141371871967	0.00212680839198998	0.00126379616907544	0.00871074606022329
0.000877244855998162	0.00116445290242458	0.000292197604222917	0.0129910396918761	0.00917258687703226	0.0904986458096903	0.00513468308951113	0.00811348053642572	0.0033174347453771	0.000415118960602687	0.000687266316449432	0.00229154412082517	0.00385427684166185	0.00764577928928376	0.0139764580967552	0.00147623563406902	0.00146624567676349	0.00156314015378247	0.0027567573915393	0.000731936938719523	0.00513428953074291
0.000408138930229674	0.00241903822574054	0.000520836515733552	0.0105624543093744	0.010679469001273	0.0381798607843449	0.00300944681393064	0.0058885833538481	0.00208181861346211	0.00294999431577229	0.00074636129011978	0.00132022367429819	0.000945060308441591	0.00509140706353274	0.0116965178154399	0.0017079770680788	0.000906909774032058	0.00157047917851561	0.00129129085638285	0.00168306887695349	0.0040973556510457
0.00681183326502103	0.00595242814502903	0.00565435291118659	0.00792201794226672	0.0129966549819589	0.0516894481281987	0.00349087775603527	0.00530987094579657	0.00107774249574616	0.00139752510870376	0.0029042214880748	0.00123526472584983	0.00170799003815842	0.00528896875671051	0.0155596494465125	0.000395940138509177	0.00155433894708002	0.00156956942790621	0.0140074447624291	0.0206939279861191	0.0067656845106277
0.00458792842268094	0.000872282381229552	0.00677620822437462	0.00674576573958682	0.00393618505127023	0.02584283548111	0.00194658508302264	0.00454753146815851	0.00143887179835284	0.00393908779059431	0.00057893971645042	0.0019424082591793	0.00442602664367005	0.00393600971739023	0.00977361920954499	0.000352076181988062	0.00280847446319241	0.00234768356193369	0.0167707185044977	0.0086171034184114	0.00393408666302365
0.00273860733381669	0.00778729838955007	0.00244015021154569	0.00877126717858209	0.0154639146375587	0.0510289019202387	0.00222447935966008	0.0121614754768264	0.00286997334318704	0.001961153192902	0.000691034814930411	0.00376833567989537	0.00180882564112151	0.00834270002081323	0.0126881129049267	0.00140054119582462	0.00361237943197197	0.000697235085947912	0.00434062686860678	0.0111303214632703	0.00776499353337927
0.0163364358408162	0.00604021342379471	0.0432077526076502	0.0026181309917646	0.0105444153460933	0.0198152797962406	0.000923204924639565	0.00512286910844467	0.00389840181040241	0.00371575631330958	0.00350502038705666	0.00117672558357463	0.00466329858515915	0.00569954082117275	0.0077723273501075	0.00608195106878606	0.00843343865043497	0.017565104194403	0.088550642194371	0.039059895064753	0.00836058464022685
