hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
0.00758029372631204	0.00160647283034296	0.0233354146107872	0.0193833176743513	0.018921668179792	0.00591784642768669	0.00869145216067355	0.0182932503958582
0.00951279039996438	0.00113312186335248	0.0301707766177604	0.0154189139257689	0.0127673182466975	0.0111564930437681	0.0150978035162396	0.017726787532589
0.00877446864855079	0.00046621467396674	0.0172926626676381	0.0160034860592825	0.0676184749210937	0.00180856523321497	0.00211971284300476	0.0102503096851538
0.00421377649873127	0.000402868685679414	0.0238918427197739	0.0147027090742873	0.0417075821320287	0.00252448978967682	0.00460997483985552	0.00928054908943199
0.0072925888212455	0.000602793344645406	0.013709626648782	0.0100043745321343	0.0338402601805313	0.00262920791624997	0.00318042767953536	0.00258132701223724
0.00190452078623082	0.000851236119828728	0.0153893980121087	0.00757576048451079	0.0196185091805341	0.00222127209280277	0.00144414021579982	0.00178457708245436
0.00376048656366462	0.00334839206845931	0.00998832386832585	0.00550451294806478	0.0194265965596351	0.00509091576368691	0.00523461484205307	0.00642253792641659
0.00144690996802839	0.00392395036896913	0.00964657675652478	0.00249942182712356	0.024202402383501	0.00213693485394819	0.00427547911719454	0.00652414384888009
0.00735007853754364	0.00128818548514006	0.00963681491066487	0.00965062360120239	0.0161613930366492	0.00113134723662198	0.00564150356542682	0.0134489517495676
0.00121131198416711	0.0328852529415681	0.00190818466058252	0.00395317305242131	0.00602936273058894	0.00361568692216177	0.00138834323896586	0.00906783630311183
0.0120156802651938	0.00487496444596869	0.057780050092831	0.00900234686353853	0.126289658787925	0.00799970639777596	0.00728851586622804	0.00760003931322174
0.00211331464758877	0.00147746860806518	0.0452511957070621	0.0019574687457085	0.0100390119418052	0.00527838078373444	0.00744760878479049	0.00201838392777434
0.00416265825417573	0.00163905250244526	0.0407966399228615	0.00349604212349363	0.0406061012876371	0.00132793839246666	0.00487064687009004	0.00345981949737411
0.00319240028427017	0.00164036263040464	0.0258507284739115	0.0104659209484416	0.0739702150018902	0.00505883972071088	0.00351950161568015	0.0107119668270447
0.00803709895613322	0.00239802437909533	0.0293209865128621	0.0122372673022153	0.0089304601082678	0.00379754903310059	0.00309286934665746	0.0074784715682975
0.00390768953151081	0.00106968043528004	0.0276608445077362	0.0145729641371555	0.0255167100420395	0.00260234331275059	0.0082053031163613	0.0135552343012143
0.00269919710667806	0.00137483613368485	0.0191953338538908	0.00537323218923576	0.0698786020714214	0.00578117459239754	0.000663554816809941	0.00506656160167953
0.00172992781342222	0.0013669493368963	0.0207498195104325	0.00401239817662129	0.00720832568139437	0.00242972967186893	0.000784019059102733	0.00176604286258638
0.00522486315250462	0.0010795454385238	0.0186856711239138	0.007169919601014	0.0279665588025449	0.00179995290130989	0.00115828801140433	0.0078685762836861
0.00285906978270205	0.0518701653648282	0.015565429684516	0.00569684261935926	0.00536757790138619	0.00879994372624039	0.00261044010080082	0.00482647822771901
0.00205937684369886	0.0191142723756461	0.0098886789292695	0.001216242799076	0.00170440715831088	0.00480869062583149	0.00156889653323368	0.00421137842094502
