hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13
0.0101107116451714	0.00173605126359102	0.0410692605435028	0.00586173260581022	0.00766360056257143	0.00178903268856311	0.0065989397456729	0.00537701880511102	0.0176980848460773	0.0182524961350363	0.0014505011903329	0.00413104438504947	0.00284789836963848
0.0118258752254785	0.00106245192159323	0.028835284445067	0.00401397892378191	0.00969249531825059	0.00379847917142862	0.014766822941907	0.0109899934343454	0.0222716423749964	0.0268890078331204	0.00272932861801926	0.00317112842259981	0.0066266707909444
0.00673268300028901	0.000391209458388027	0.0691314022048602	0.00235437737703734	0.0120214789349101	0.00113036353907032	0.00145119040569954	0.00514758017443018	0.00557297387659334	0.00830810053648249	0.000896869934992848	0.00142591873298981	0.00138107969917572
0.0149287471500985	0.000269766767827748	0.0317174458234184	0.0029049573627982	0.0100473241832493	0.00120549049431142	0.00437694717808657	0.00468135018200516	0.00769318165302743	0.00843956923657434	0.00068567915794352	0.00144133964053189	0.00237318345715003
0.00537788873985251	0.000207103675815089	0.0606470874410532	0.00220693969888729	0.00501625212853386	0.00033474513468702	0.00420589291183431	0.0088037256956728	0.00257985038952453	0.00417279527688324	0.000948112043646134	0.000927581801474328	0.00154847276425312
0.00537840876623901	0.000361844327403015	0.0239588808553248	0.00094939984854748	0.00264635262872102	0.00163877877808092	0.00162029667520281	0.000827182244625028	0.0036747362046404	0.00282214704529847	0.00104641175078182	0.00151371841625361	0.00180134406375607
0.00439282427424355	0.00416753541919071	0.0604592613315823	0.00242579491446985	0.00640165163098267	0.00100325972931767	0.00232705004742868	0.00431237676864515	0.00212969245006853	0.00459370497788558	0.0176761631161975	0.00207674143574228	0.0148113312415863
0.00366909996576612	0.00485320248806842	0.0315135804239557	0.00165538201727334	0.00177786395073458	0.00331889068620003	0.000463018675545591	0.00325274795790428	0.00295122805494416	0.00203872034305972	0.010777744126334	0.00140230768906881	0.0226462131925377
0.00512312064032965	0.00143751704217542	0.0427843006776146	0.000796662029720147	0.00334555440289463	0.000914828118484876	0.0035593930942239	0.00687664172698273	0.005842214061592	0.00634460344404354	0.00597214259105414	0.00308759258473935	0.00798558785689336
0.00258130339090737	0.033406139226917	0.022568669524764	0.00794981078955184	0.00214639978303159	0.00539193342279384	0.00240060371777866	0.00524868022655101	0.00373669315857365	0.0107517756074799	0.0863882026322444	0.002459243900467	0.105385276519698
0.016285424264693	0.00308936204474245	0.0299516231123371	0.00858622217967879	0.0029455042611681	0.263337008079208	0.0107515314361166	0.00656030718373522	0.0186274774769898	0.0129175450675003	0.00549148024356389	0.00502901022699309	0.00539755722587452
0.00903197966818766	0.0011786367425983	0.0156393491217325	0.00422055862476455	0.00321138428068589	0.189966444771621	0.00318608302758461	0.00536431863327435	0.00484779872365226	0.00420224526636414	0.00102501753548617	0.00204796047926973	0.00302107110181227
0.01164651991797	0.000940477805611423	0.0140567888265344	0.00368168240164274	0.0019232515269503	0.0887125164611851	0.00541022510882501	0.00399386982758347	0.00412887962311854	0.00706758053361255	0.000966337641413541	0.000725013612770601	0.00560154036384786
0.0100118886997926	0.000930138268563849	0.0293968331580701	0.00205660895581523	0.00796676470467636	0.0012784000069539	0.00555750038027919	0.00358545903852012	0.00852208464580698	0.00656827187524267	0.00208268271607727	0.00136460818929427	0.0100431058870646
0.0096573562278118	0.00137227717119575	0.0168631540948292	0.00499357871090264	0.00348039815811162	0.00485806194275113	0.00435716493523902	0.00417367752358681	0.00903767725286219	0.00566434204237901	0.00128596891108493	0.00334637246867713	0.00813972679817828
0.010178162653889	0.000788873550742086	0.0217553927824563	0.00310571091129956	0.00852093036333421	0.00148772658826322	0.00506324658444799	0.00755844042558276	0.00536067047483658	0.00691269360214961	0.000516152073202563	0.00030022801446275	0.00365666065784084
0.00763457014197491	0.000358160999481364	0.010568534227074	0.00289448858439463	0.00263949914507185	0.00134900337929382	0.00299981423499968	0.000298621145685844	0.00678187696536928	0.00426227793722906	0.0031560881856493	0.00433750333268375	0.00475614454660598
0.00713905672342025	0.00066707704643962	0.00818297826214732	0.00240650972082964	0.00168176873768789	0.00268691954559457	0.00153720453801292	0.00210538769697591	0.0038709635636107	0.00305247959634474	0.00219296753760413	0.00399058621105441	0.00169870065261567
0.00727201312489217	0.000979825840668817	0.0111545247352652	0.00162542793204325	0.00573475495281347	0.00325139173349817	0.00372866729448139	0.00245514374505675	0.00540634061545817	0.0049128739294802	0.00286610525899503	0.00460974986168707	0.0046347280814382
0.00674765617383126	0.0506910879605815	0.0144198219732739	0.00779452867449862	0.00256985134969695	0.0359488246179413	0.00553677772520799	0.00206812271908674	0.00366996512638792	0.0346959512692317	0.0166253431169842	0.0459611976921439	0.0243421326519642
0.00346642416461482	0.0243899431040297	0.00662951534217303	0.00181149889018942	0.00454503119506596	0.0370921380217875	0.000991866206746873	0.00317253634630427	0.00650978179780188	0.0222952472629942	0.00226987302944417	0.0446779223539184	0.0296187079741067
0.00332122921111585	0.034033988055702	0.00613012270649001	0.00384193875875554	0.00210109064112875	0.0547939822865363	0.00162812224834964	0.00136810930035255	0.00526490401256399	0.0164625927630369	0.00155747226681114	0.0107066579359694	0.0358690920177756
