Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP1086	9.11E-01	1.93E+00	2.70E+00	1.19E+00	2.88E+00
SP1003	1.25E+00	2.91E+00	4.83E+00	1.61E+00	5.93E+00
SP1677	8.26E-01	2.86E+00	3.07E+00	1.53E+00	3.93E+00
SP1305	1.83E+00	3.05E+00	4.37E+00	4.11E+00	5.63E+00
SP963	8.58E-01	1.99E+00	2.76E+00	1.65E+00	3.50E+00
SP1144	6.97E-01	1.53E+00	2.04E+00	1.15E+00	1.64E+00
SP1132	1.01E+00	2.96E+00	3.04E+00	1.67E+00	2.69E+00
SP1712	2.59E-01	1.37E+00	1.44E+00	6.49E-01	1.32E+00
SP1114	8.66E-01	2.73E+00	2.57E+00	7.67E-01	9.95E-01
SP1431	1.19E+00	2.00E+00	1.58E+00	8.52E-01	1.57E+00
SP975	1.76E+00	2.70E+00	3.15E+00	4.05E+00	4.70E+00
SP1059	1.33E+00	4.06E+00	5.98E+00	1.93E+00	7.54E+00
SP1419	1.64E+00	4.32E+00	4.57E+00	2.00E+00	7.72E+00
SP1009	7.65E-01	2.06E+00	2.54E+00	1.24E+00	2.49E+00
SP1724	7.23E-01	1.34E+00	1.70E+00	7.99E-01	1.55E+00
SP96136	1.66E+00	3.17E+00	4.03E+00	3.28E+00	5.83E+00
SP967	9.87E-01	1.59E+00	1.21E+00	4.97E-01	1.03E+00
SP1781	2.09E+00	2.94E+00	2.56E+00	1.05E+00	2.60E+00
SP1174	2.83E+00	3.77E+00	1.98E+00	1.48E+00	3.63E+00
SP953	1.58E+00	3.36E+00	3.44E+00	1.07E+00	3.87E+00
SP1377	5.00E-01	1.73E+00	1.71E+00	9.13E-01	1.83E+00
SP1365	1.18E+00	2.83E+00	3.92E+00	2.30E+00	5.85E+00
SP1491	1.22E+00	2.21E+00	1.82E+00	1.85E+00	2.84E+00
CPCT02060013T	1.71E+00	2.99E+00	7.06E+00	4.38E+00	9.55E+00
CPCT02100026T	1.47E+00	2.14E+00	1.67E+00	1.48E+00	2.52E+00
CPCT02070020T	1.87E+00	4.13E+00	3.63E+00	2.01E+00	4.56E+00
CPCT02030269T	8.22E-01	3.20E+00	1.59E+00	1.38E+00	3.19E+00
CPCT02010944TIII	1.39E+00	2.38E+00	2.86E+00	1.25E+00	2.86E+00
CPCT02020867T	1.43E+00	9.21E+00	3.84E+00	7.07E+00	1.67E+01
CPCT02070272T	3.09E+00	5.68E+00	3.46E+00	4.55E+00	7.64E+00
CPCT02020648T	1.28E+00	2.75E+00	2.74E+00	1.86E+00	4.24E+00
