Samples	ID83A	ID83B	ID83C	ID83D	ID83E
CPCT02330034T	75	232	864	274	345
CPCT02070156T	459	281	152	111	119
CPCT02070162T	166	282	86	57	137
CPCT02070172T	42	64	204	232	75
CPCT02070188T	175	399	183	220	156
CPCT02270003T	36	292	102	40	86
CPCT02160026T	97	122	473	218	83
CPCT02070149T	217	138	171	353	118
CPCT02080119T	437	313	278	163	115
CPCT02110041T	627	895	304	168	237
CPCT02050216T	65	309	20	49	181
CPCT02070194T	70	127	126	53	177
CPCT02330046T	37	123	154	147	267
CPCT02070204T	238	353	388	901	256
CPCT02120020T	282	549	204	149	294
CPCT02260007T	0	177	20	43	148
CPCT02020583T	374	1243	386	96	229
CPCT02070041T	11223	2804	0	0	294
CPCT02070043T	126	493	419	388	34
CPCT02050086T	72	185	36	38	102
CPCT02070044T	33	113	63	52	116
CPCT02220005T	192	188	253	41	103
CPCT02070057T	707	560	606	146	142
CPCT02330015T	358	423	294	207	162
CPCT02140037T	39	257	276	71	88
CPCT02070096T	75	357	349	98	84
CPCT02040064T	30	76	98	48	140
CPCT02070094T	127	270	520	107	125
CPCT02070102T	161	121	215	68	100
CPCT02050124T	84	564	142	128	123
CPCT02060073T	16	36	0	37	103
CPCT02060082T	286	605	314	68	348
CPCT02040105T	89	209	420	42	83
CPCT02010665T	24	1	135	1000	295
CPCT02020629T	162	376	27	225	148
CPCT02080164T	12	219	0	1181	509
CPCT02120080T	241	244	71	46	62
CPCT02050289T	139	126	87	331	257
CPCT02050297T	89	302	191	16	138
WIDE01010621T	79	86	523	75	120
WIDE01010461T	50	300	357	42	61
CPCT02120204T	160	639	421	48	37
CPCT02120206T	30	397	81	43	77
WIDE01010518T	157	611	375	425	121
CPCT02020991T	486	480	172	48	366
WIDE01010609T	172	144	669	332	43
CPCT02020993T	82	352	62	45	16
WIDE01010723T	188	324	355	195	226
