Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP117655	2.71E+01	2.18E+01	1.61E+01	3.28E+01	1.42E+01	0.00E+00	1.55E+00	3.46E+01	1.20E+01	4.60E+00
SP117556	7.37E+00	6.68E+00	5.77E+00	7.04E+00	2.18E+00	4.08E-01	9.83E-01	9.44E+00	2.36E+00	1.19E+00
SP117627	4.30E+00	3.46E+00	4.74E+00	7.88E+00	2.77E+00	3.01E-01	9.49E-01	6.92E+00	3.99E+00	1.03E+00
SP117775	1.48E+01	1.17E+01	8.89E+00	1.62E+01	5.70E+00	8.33E-01	1.40E+00	1.80E+01	6.71E+00	1.81E+00
SP117332	9.15E-01	8.25E-01	1.47E+00	2.41E+00	1.48E+00	2.77E-01	6.50E-01	1.53E+00	1.78E+00	4.38E-01
SP117712	1.76E+00	1.59E+00	3.37E+00	6.18E+00	4.72E+00	1.86E-01	9.65E-01	5.32E+00	3.57E+00	5.98E-01
SP117017	1.47E+00	1.04E+00	3.08E+00	4.29E+00	2.31E+00	4.81E-01	7.80E-01	2.54E+00	2.56E+00	1.53E-01
SP117031	1.21E+01	9.92E+00	5.91E+00	7.46E+00	2.55E+00	0.00E+00	1.10E+00	1.07E+01	2.48E+00	1.86E+00
SP117759	2.52E+01	2.16E+01	1.52E+01	2.64E+01	7.20E+00	3.24E-01	1.17E+00	2.78E+01	8.61E+00	3.40E+00
SP117621	8.09E+00	6.65E+00	6.33E+00	1.11E+01	4.27E+00	4.27E-01	9.31E-01	1.05E+01	4.64E+00	1.50E+00
SP117425	6.86E+00	5.79E+00	5.63E+00	1.10E+01	4.49E+00	2.21E-01	1.11E+00	1.11E+01	5.56E+00	2.89E+00
SP117930	1.41E+01	1.29E+01	1.20E+01	1.08E+01	5.65E+00	0.00E+00	1.44E+00	1.61E+01	3.24E+00	1.32E+00
SP99287	5.20E-01	4.51E-01	1.59E+00	3.09E+00	2.57E+00	0.00E+00	5.39E-01	2.43E+00	1.67E+00	1.30E-01
SP99293	9.56E-01	9.64E-01	1.65E+00	4.23E+00	4.86E+00	4.31E-01	6.47E-01	4.71E+00	2.88E+00	3.01E-01
SP99289	2.21E+00	1.88E+00	4.47E+00	1.31E+01	1.18E+01	0.00E+00	1.43E+00	1.06E+01	7.85E+00	1.47E+00
SP99297	1.78E-01	1.18E-01	2.80E-01	4.71E-01	4.82E-01	2.61E-01	0.00E+00	2.74E-01	5.02E-01	3.23E-01
SP99301	4.60E+01	3.84E+01	2.45E+00	1.25E+01	1.28E+00	1.61E-01	3.71E-02	2.70E+01	1.09E+01	5.00E-02
SP99305	8.60E-01	7.14E-01	2.17E+00	3.25E+00	1.86E+00	4.57E-01	6.78E-01	2.11E+00	2.09E+00	6.75E-01
SP99309	2.02E+00	1.70E+00	5.46E+00	9.34E+00	4.87E+00	0.00E+00	3.38E-01	5.95E+00	4.32E+00	1.03E+00
SP99313	9.27E-01	7.14E-01	2.26E+00	6.94E+00	8.99E+00	0.00E+00	4.66E+00	6.50E+00	8.08E+00	6.23E-01
SP99317	0.00E+00	0.00E+00	1.91E-01	4.95E-01	1.04E+00	0.00E+00	1.14E-01	4.84E-01	1.05E+00	1.23E-01
SP99321	2.19E+00	1.90E+00	2.19E+00	3.31E+00	1.97E+00	0.00E+00	5.00E-01	2.48E+00	2.38E+00	7.82E-02
SP99325	5.06E+03	4.74E+03	2.02E+02	6.84E+02	4.26E+01	1.15E-01	1.16E+00	2.31E+03	3.14E+02	2.97E+01
SP99329	9.13E-01	7.70E-01	3.00E-02	2.23E+00	2.88E+00	2.93E-01	1.98E+00	2.78E+00	1.79E+00	1.82E-01
SP99333	8.64E-01	6.39E-01	2.50E+00	3.49E+00	2.02E+00	8.00E-02	5.81E-01	1.81E+00	2.25E+00	1.00E-02
SP99337	1.84E+00	1.61E+00	3.36E+00	4.22E+00	2.39E+00	0.00E+00	6.68E-01	3.05E+00	2.09E+00	8.30E-01
SP99341	1.24E+00	1.04E+00	2.95E+00	3.61E+00	1.98E+00	2.61E-01	3.45E-01	2.19E+00	2.14E+00	7.00E-01
SP99345	1.19E-01	9.14E-02	4.31E-01	1.10E+00	1.01E+00	0.00E+00	4.28E-01	8.93E-01	7.38E-01	9.00E-02
SP99113	1.89E-01	2.64E-01	0.00E+00	9.09E-01	1.74E+00	0.00E+00	3.63E-01	1.38E+00	1.25E+00	4.52E-01
SP99185	7.01E-01	4.71E-01	1.74E+00	7.72E+00	7.87E+00	0.00E+00	1.05E+00	7.36E+00	5.29E+00	0.00E+00
SP99209	1.33E+00	1.07E+00	3.68E+00	7.31E+00	5.64E+00	0.00E+00	1.01E+00	6.41E+00	5.15E+00	4.96E-01
SP99213	4.93E+00	4.29E+00	5.97E+00	7.13E+00	2.75E+00	3.40E-01	6.30E-01	5.69E+00	3.79E+00	8.95E-01
SP99221	8.57E-02	1.00E-02	1.54E-01	7.95E-01	1.15E+00	2.00E-02	3.20E-01	9.46E-01	7.41E-01	4.09E-01
SP99225	7.48E-01	7.12E-01	1.48E+00	2.62E+00	2.18E+00	3.00E-02	6.49E-01	2.14E+00	2.09E+00	4.04E-01
SP99241	3.09E+00	2.36E+00	4.11E+00	1.41E+01	1.15E+01	2.59E-01	2.36E+00	9.00E+00	8.37E+00	1.33E+00
CPCT02020318T	6.17E+00	4.66E+00	3.04E+00	4.28E+00	1.74E+00	1.61E+00	5.53E-01	4.58E+00	2.44E+00	9.89E-01
CPCT02010377T	2.85E+00	1.88E+00	3.95E+00	5.70E+00	4.59E+00	1.47E+00	9.22E-01	4.06E+00	3.28E+00	1.77E+00
CPCT02060017T	4.84E+00	2.98E+00	7.15E+00	1.24E+01	2.10E+00	1.82E+00	1.13E+00	4.56E+00	7.82E+00	1.61E+00
CPCT02060166T	7.71E+00	6.03E+00	4.03E+00	5.19E+00	1.54E+00	2.62E+00	1.03E+00	5.30E+00	1.98E+00	3.20E+00
DRUP01080024T	1.06E+00	1.05E+00	2.26E+00	3.04E+00	1.13E+00	1.42E+00	4.46E-01	2.15E+00	1.64E+00	3.88E+00
CPCT02300029T	9.52E+00	8.72E+00	6.62E+00	8.22E+00	2.73E+00	4.26E+00	1.26E+00	8.58E+00	4.62E+00	1.72E+00
CPCT02130024T	4.43E+00	3.78E+00	3.56E+00	4.53E+00	1.92E+00	2.36E+00	9.65E-01	3.39E+00	2.21E+00	1.71E+00
CPCT02370015T	1.50E+00	1.32E+00	1.40E+00	3.03E+00	2.98E+00	1.50E+00	7.56E-01	3.17E+00	2.25E+00	1.37E+00
CPCT02080291T	3.38E+00	2.51E+00	3.81E+00	4.78E+00	1.89E+00	1.33E+00	5.92E-01	3.18E+00	2.55E+00	1.87E+00
CPCT02330082T	1.26E+00	1.09E+00	3.00E+00	3.89E+00	2.29E+00	1.54E+00	2.29E-01	2.80E+00	1.89E+00	9.16E-01
CPCT02130035T	9.30E+00	7.65E+00	6.16E+00	8.11E+00	2.91E+00	2.86E+00	1.05E+00	6.51E+00	3.87E+00	1.57E+00
CPCT02020667T	1.58E+00	1.15E+00	4.40E+00	5.54E+00	2.19E+00	2.86E+00	9.60E-01	3.45E+00	2.87E+00	7.93E-01
CPCT02190030T	3.59E+00	3.06E+00	3.64E+00	6.66E+00	5.84E+00	2.36E+00	1.32E+00	5.77E+00	4.24E+00	1.13E+00
CPCT02070304T	6.92E+00	5.29E+00	5.73E+00	8.87E+00	3.69E+00	2.34E+00	1.36E+00	5.70E+00	4.97E+00	2.13E+00
