NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	108.361	54.84	26.343	33.278	14.165	0.887	1000000.0
2	105.848	55.904	24.814	33.221	17.197	0.883	1000000.0
3	98.455	54.663	21.039	33.037	43.749	0.885	1000000.0
4	95.809	54.422	20.201	32.616	22.26	0.884	1000000.0
5	110.955	55.811	27.75	34.054	17.165	0.875	1000000.0
6	100.438	54.835	21.844	32.765	22.195	0.888	1000000.0
7	104.035	54.953	23.843	32.92	24.919	0.887	1000000.0
8	100.214	54.789	21.634	32.8	22.419	0.884	1000000.0
9	94.982	55.308	19.543	33.086	19.807	0.882	1000000.0
10	105.206	54.805	24.615	32.989	19.479	0.882	1000000.0
11	99.837	54.948	21.764	33.138	17.142	0.888	1000000.0
12	102.075	54.782	22.678	32.998	22.292	0.886	1000000.0
13	106.207	55.076	25.008	33.303	22.297	0.883	1000000.0
14	100.397	54.831	21.381	33.16	19.524	0.884	1000000.0
15	101.804	55.367	22.923	32.922	27.771	0.887	1000000.0
16	99.402	55.429	21.192	33.32	14.137	0.884	1000000.0
17	97.915	54.855	20.739	32.698	22.228	0.885	1000000.0
18	105.606	55.379	25.223	33.68	22.382	0.881	1000000.0
19	104.991	55.436	24.599	32.979	35.717	0.879	1000000.0
20	97.621	54.972	20.301	33.151	19.555	0.883	1000000.0
21	99.679	55.412	21.377	33.356	25.018	0.884	1000000.0
22	99.2	54.972	21.128	33.003	11.679	0.884	1000000.0
23	98.675	54.701	20.834	32.802	16.894	0.885	1000000.0
24	109.68	55.092	26.542	33.509	14.361	0.884	1000000.0
25	97.951	55.535	20.877	33.021	27.639	0.881	1000000.0
26	107.65	55.596	26.222	34.316	17.124	0.88	1000000.0
27	110.216	56.125	27.122	33.568	25.07	0.879	1000000.0
28	98.643	55.803	20.196	33.178	19.704	0.879	1000000.0
29	102.378	55.015	22.88	32.959	27.61	0.885	1000000.0
30	108.768	56.537	27.088	34.704	25.006	0.876	1000000.0
31	106.693	54.999	25.056	33.263	14.211	0.885	1000000.0
32	95.37	54.197	19.703	32.264	16.71	0.887	1000000.0
33	105.383	55.268	24.531	33.322	14.437	0.88	1000000.0
34	98.35	55.47	21.433	32.843	25.124	0.882	1000000.0
35	98.013	56.283	20.414	33.628	16.834	0.878	1000000.0
36	94.422	54.465	19.274	32.589	14.224	0.887	1000000.0
37	107.245	55.533	25.562	33.406	19.647	0.881	1000000.0
38	107.851	54.512	25.616	32.714	32.993	0.887	1000000.0
39	96.443	55.24	20.114	32.925	27.46	0.885	1000000.0
40	99.757	55.05	21.363	33.298	22.334	0.886	1000000.0
41	104.388	54.927	24.97	33.181	16.871	0.887	1000000.0
42	105.882	55.29	25.392	33.511	25.023	0.878	1000000.0
43	97.285	54.878	20.734	32.969	22.271	0.884	1000000.0
44	106.417	55.9	25.521	33.645	24.982	0.877	1000000.0
45	104.677	55.383	24.431	33.717	32.891	0.879	1000000.0
46	99.691	54.678	21.464	32.83	22.349	0.887	1000000.0
47	106.9	55.988	25.098	34.091	24.855	0.879	1000000.0
48	99.672	55.339	20.951	33.49	38.594	0.882	1000000.0
49	97.94	55.62	21.078	33.072	19.608	0.881	1000000.0
50	99.766	54.986	21.163	32.992	19.782	0.884	1000000.0
51	95.053	54.962	19.88	32.709	3.492	0.884	1000000.0
52	102.255	55.091	22.527	33.09	25.017	0.887	1000000.0
53	105.566	54.885	24.884	33.226	19.63	0.883	1000000.0
54	105.786	54.82	25.172	33.14	22.118	0.886	1000000.0
55	102.119	55.018	23.453	33.033	16.971	0.881	1000000.0
56	102.927	55.28	23.241	32.937	19.49	0.882	1000000.0
57	99.055	55.343	20.966	33.435	11.98	0.883	1000000.0
58	103.131	55.329	22.846	33.292	41.15	0.882	1000000.0
59	104.368	55.274	23.211	33.504	22.151	0.882	1000000.0
60	110.692	55.316	27.842	33.681	19.578	0.882	1000000.0
61	98.518	55.426	21.022	33.379	30.446	0.883	1000000.0
62	108.898	56.143	26.559	33.847	25.344	0.876	1000000.0
63	96.736	55.781	20.967	33.545	19.539	0.882	1000000.0
64	102.343	54.262	23.396	33.143	22.258	0.886	1000000.0
65	104.526	54.49	24.047	33.35	27.461	0.887	1000000.0
66	99.581	54.419	21.148	32.392	32.972	0.887	1000000.0
67	104.788	55.243	24.45	33.216	32.878	0.882	1000000.0
68	99.954	55.06	20.945	33.24	19.602	0.883	1000000.0
69	96.388	54.505	20.431	32.542	19.786	0.888	1000000.0
70	100.016	54.389	21.484	32.572	32.963	0.889	1000000.0
71	109.164	55.32	26.902	33.854	27.562	0.88	1000000.0
72	99.508	54.694	21.43	32.714	16.901	0.885	1000000.0
73	101.209	55.723	22.367	33.15	11.583	0.877	1000000.0
74	98.608	55.248	20.861	33.506	19.649	0.88	1000000.0
75	99.464	54.825	21.481	32.773	27.521	0.886	1000000.0
