Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
SP95454	1:Del:C:0	0.7361548520814275	0.05504683761890497	0.11889563586809115	0.07288638432006253	0.017016290111514
SP95454	1:Del:C:1	0.43750018138054797	0.23866347685161815	0.23518310517697977	0.07688880222983957	0.011764434361014556
SP95454	1:Del:C:2	0.7694988358252242	0.1555730014240122	0.0437925660395095	0.02640213632323673	0.00473346038801746
SP95454	1:Del:C:3	0.9305827889964778	0.062423810536750814	0.0032384947840758587	0.002893537243005426	0.0008613684396899695
SP95454	1:Del:C:4	0.9507439686511245	0.047823244830722395	0.0006052852922532255	0.0005914929301063856	0.00023600829579354155
SP95454	1:Del:C:5	0.9710920529340212	0.01993159124431679	0.00875481889134844	0.00013724659436857307	8.429033594498142e-05
SP95454	1:Del:T:0	0.7474421311244078	0.0316564353082383	0.1424005779315191	0.06636827037182072	0.012132585264014244
SP95454	1:Del:T:1	0.6455037235534187	0.1936287888666512	0.11835684414212909	0.03802420204922746	0.004486441388573507
SP95454	1:Del:T:2	0.014307481061430129	0.9154028406780278	0.05518426364224234	0.01185763526547057	0.003247779352829164
SP95454	1:Del:T:3	0.3875173178087539	0.6096775980069057	0.0006257556276115949	0.0014564956393157051	0.0007228329174130054
SP95454	1:Del:T:4	0.6161876542186528	0.37059777023434815	0.01297585832562497	3.545995453239926e-05	0.00020325726684174625
SP95454	1:Del:T:5	0.9258597904742113	0.05063667176810192	0.023464867719976	9.053578743633435e-07	3.776467983649108e-05
SP95454	1:Ins:C:0	0.00812675393779494	0.024899574864718565	0.9542691903349441	0.011552689307179656	0.0011517915553627635
SP95454	1:Ins:C:1	0.16389556940960573	0.034716116767672646	0.7627971286970711	0.03391938293298421	0.004671802192666215
SP95454	1:Ins:C:2	0.05859590750740916	0.10724243142949606	0.8018898182033539	0.02365563418159473	0.00861620867814624
SP95454	1:Ins:C:3	0.395314120135	0.05251605954609873	0.5417410424762606	0.009917014758614244	0.0005117630840264036
SP95454	1:Ins:C:4	0.6009373952508447	0.004017345879659216	0.39378150307986326	0.001141399134016633	0.00012235665561625652
SP95454	1:Ins:C:5	0.5585753871978673	0.022004183215205753	0.41871137790128293	0.0006539643711205921	5.508731452358989e-05
SP95454	1:Ins:T:0	0.2722199740695518	0.1433820538961062	0.5665101035917325	0.014841885469716674	0.0030459829728928804
SP95454	1:Ins:T:1	0.01922382364023778	0.1632059301531752	0.7566445273741218	0.05621371968052927	0.0047119991519359765
SP95454	1:Ins:T:2	0.378197373922082	0.03676466326617774	0.5785497372394843	0.006005459815509584	0.00048276575674623454
SP95454	1:Ins:T:3	0.20233719478178305	0.13281208859322616	0.6579927444902637	0.0066133354182602525	0.0002446367164669522
SP95454	1:Ins:T:4	0.04292692630171864	0.3301871277464695	0.6261134232457313	0.0007111409761191531	6.138172996115038e-05
SP95454	1:Ins:T:5	0.15319406135924793	0.1776496414754008	0.6689343057754632	9.463326398239456e-05	0.00012735812590553472
SP95454	2:Del:R:0	0.9241168630864449	0.0001654455032685552	0.051406645422581804	0.02105723346232988	0.0032538125253746674
SP95454	2:Del:R:1	0.811487574391639	0.0037571342817896564	0.16896824368747343	0.014054344190751624	0.0017327034483463838
SP95454	2:Del:R:2	0.9416929706478032	0.031237998824368795	0.0192160963619431	0.007136138841503029	0.0007167953243817109
SP95454	2:Del:R:3	0.9745009952214195	0.022108204995483254	0.0029040934468197643	0.0003334678148367529	0.00015323852144067602
SP95454	2:Del:R:4	0.9941052240370513	0.0020975875325338145	0.003511632237101382	0.000180552003850468	0.0001050041894629839
SP95454	2:Del:R:5	0.9986470923498698	0.0	0.0008741971370658919	0.0003620175568225606	0.00011669295624165763
SP95454	3:Del:R:0	0.9081975066929556	0.00029957955664532224	0.03886510398601771	0.04232713543307611	0.010310674331305166
SP95454	3:Del:R:1	0.8658254507304337	0.004233810157366392	0.11415058208391117	0.014253688565667492	0.001536468462621198
SP95454	3:Del:R:2	0.9168256419914689	0.003012663068052048	0.07162049002210365	0.007416858164769907	0.0011243467536056688
SP95454	3:Del:R:3	0.8167632467146992	0.0006615558704170908	0.1749659792441472	0.007166625533953727	0.00044259263678291227
SP95454	3:Del:R:4	0.9664088009925761	0.024358373499545755	0.0005748307308217455	0.008164504291691571	0.0004934904853647619
SP95454	3:Del:R:5	0.9830462238121997	0.012170285878342	0.001276879537437303	0.003472976400430058	3.36343715909372e-05
