Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP124389	19	178	25	24	0	22	3	57	28	5	7	0	14	16	10	8	7	0
SP124362	5	436	73	65	14	39	0	34	66	66	20	17	38	57	30	64	2	0
SP124394	9	190	30	129	0	59	11	50	0	0	9	44	24	41	0	6	3	0
SP124334	16	188	68	66	5	109	0	10	9	0	10	2	6	22	8	16	12	1
SP124339	2	0	18	29	2	14	0	0	0	3	12	2	3	11	16	5	12	0
SP124454	22	107	60	59	0	46	5	35	14	62	6	4	4	21	7	0	8	0
SP124380	16	282	27	47	0	58	4	24	3	0	6	13	58	145	23	24	11	5
SP124273	19	5	217	4	0	26	5	34	12	69	4	0	6	9	36	33	10	2
SP124357	36	9	44	24	4	34	0	5	22	10	7	5	8	43	21	31	10	0
SP124399	19	297	107	160	11	81	0	56	54	0	6	38	64	59	39	0	1	2
SP124311	10	349	57	230	2	36	3	54	0	0	33	24	61	95	10	49	2	0
SP124355	8	4	52	17	1	31	2	0	0	42	2	2	4	23	12	7	16	0
SP124434	27	219	41	56	5	61	5	39	36	8	12	46	33	24	20	0	6	4
SP124428	24	540	148	186	27	210	12	66	28	102	20	219	76	14	41	0	1	4
SP124449	51	218	134	60	32	51	1	23	40	0	6	0	34	59	20	49	1	2
SP124298	27	614	112	467	43	103	6	108	115	34	27	108	143	94	6	97	1	2
SP124431	9	185	37	167	5	84	5	25	8	0	6	30	33	79	3	6	8	6
SP124396	98	130	115	54	0	33	1	44	8	16	27	20	16	24	19	37	23	4
SP124409	19	403	95	74	17	79	0	101	87	31	18	21	66	62	0	67	14	0
SP124341	28	6	64	0	0	74	0	51	15	48	5	8	6	26	16	13	3	0
SP124353	2	1	22	19	0	47	2	7	10	0	2	1	5	0	10	0	11	1
SP124278	31	4	140	15	0	21	2	21	13	1	11	14	0	27	33	0	7	0
SP124376	22	119	39	78	0	39	6	30	0	42	17	54	1	23	17	20	14	0
SP124346	23	43	193	11	0	94	0	24	18	0	21	6	1	29	53	20	7	2
SP124439	33	564	29	125	32	70	13	44	129	0	9	11	89	47	14	0	9	4
SP124351	7	6	28	24	3	16	0	7	18	0	4	4	0	12	4	0	2	0
SP124406	79	167	5	78	1	87	4	53	1	0	76	32	24	4	0	5	112	0
SP124323	19	7	64	14	0	14	1	16	0	27	1	11	0	19	9	6	13	0
SP124391	7	9	64	22	0	34	6	10	25	31	8	11	0	6	22	62	5	0
SP124423	0	29	10	7	0	6	0	11	0	0	3	1	0	7	4	0	0	1
SP124382	25	1243	26	746	10	415	0	206	121	0	55	132	89	0	4	54	23	4
SP124415	42	751	79	105	71	187	22	112	397	0	8	19	362	58	0	0	5	16
SP124436	32	787	186	295	14	197	6	101	114	148	53	12	68	107	6	133	25	0
SP124460	53	392	93	63	19	81	0	48	68	0	21	27	52	29	29	39	10	0
SP124425	4	136	9	84	0	16	3	26	12	51	4	17	9	38	3	2	1	0
SP124456	31	87	8	162	0	3	5	19	0	21	1	40	15	26	0	0	26	0
SP124367	19	261	33	123	5	95	3	25	13	84	19	18	26	19	0	0	11	2
SP124281	9	5	69	5	1	3	4	13	12	0	8	4	7	13	8	20	1	0
SP124377	3	146	28	145	0	64	5	21	4	0	15	68	0	8	2	36	11	2
SP124412	8	193	33	114	4	12	4	20	11	0	12	3	0	38	2	0	13	0
SP124333	9	64	37	67	5	57	0	35	10	12	9	14	10	23	6	26	2	0
SP124359	29	0	118	13	0	66	2	8	7	55	11	6	12	28	29	24	9	0
SP124286	18	2	29	9	0	20	0	0	0	0	4	2	2	19	1	0	5	0
SP124329	0	85	2	37	0	17	0	10	15	7	8	20	0	10	5	0	2	0
SP124326	18	70	78	78	0	31	2	18	0	101	13	12	7	2	18	43	7	0
SP124458	32	293	28	288	2	110	10	47	43	0	21	106	37	98	0	0	13	0
SP124401	69	1124	124	350	2	193	23	99	174	42	31	124	136	83	19	99	17	12
SP124264	18	9	95	0	11	218	0	73	13	0	11	2	8	81	0	0	8	2
SP124384	16421	311	2910	4	0	210	12	226	0	651	100	58	0	154	160	121	141	521
SP124403	3	27	0	45	1	0	0	6	2	12	1	10	4	0	0	41	3	0
SP124462	41	247	76	182	0	87	10	56	0	0	29	37	31	61	5	82	20	0
SP124271	45	18	276	54	3	151	3	41	32	72	11	13	12	127	18	2	4	2
SP124336	0	4	173	10	0	39	2	27	22	50	9	1	3	6	51	38	19	0
SP124452	19	191	39	201	0	78	9	7	30	0	11	26	9	0	6	10	11	2
SP124386	23	256	67	159	22	1	0	52	71	0	13	108	30	1	18	25	26	0
SP124441	110	3	86	14	0	125	2	20	26	17	10	17	4	41	7	5	52	0
SP124418	11	252	22	98	9	16	2	53	42	21	10	9	18	18	5	38	4	0
SP124291	19	0	99	31	1	31	0	21	6	0	8	13	2	17	10	12	27	4
SP124319	5	334	9	87	0	1	0	29	20	80	8	28	14	28	3	0	11	0
SP124305	1	66	88	55	0	6	3	41	35	0	17	13	0	53	33	34	10	0
SP124447	84	981	76	930	42	400	16	119	279	0	65	453	211	21	0	209	0	6
SP124344	7	0	39	2	0	54	4	8	8	38	6	9	7	15	7	9	12	0
SP124369	26	246	40	128	9	37	7	56	64	0	20	19	44	104	23	73	7	0
SP124348	0	0	41	7	0	26	0	0	40	65	0	0	0	1	23	10	0	0
SP124295	100	19	153	2	0	112	2	16	2	14	8	3	0	34	8	90	17	0
SP124444	29	51	127	37	3	1	7	6	3	0	1	13	6	21	37	31	13	3
SP124365	27	199	48	124	0	96	4	55	49	15	21	12	23	33	9	0	22	3
SP124420	22	119	60	93	6	45	3	24	29	51	11	71	0	23	12	37	13	0
SP124364	91	210	127	82	0	40	0	19	23	0	454	25	11	20	0	17	666	0
SP124307	30	275	51	54	0	29	3	25	57	0	27	81	7	38	4	39	24	1
SP82445	14	819	53	56	0	233	9	72	243	0	16	0	172	0	0	51	0	0
SP83242	23	154	39	60	0	74	5	35	0	0	18	0	20	22	6	42	8	9
SP103894	34	349	24	236	0	108	5	42	3	0	3448	54	21	12	1	48	336	11
SP83382	15	124	26	113	0	35	0	16	0	66	22	78	7	20	2	66	22	0
SP82451	27	98	97	49	0	80	6	34	6	83	35	20	4	36	16	19	33	29
SP104330	0	7	3	43	0	0	1	6	0	0	3	0	2	3	2	4	7	0
SP83312	23	151	3	56	0	28	0	15	14	77	9	34	0	40	9	0	0	25
SP82614	25	143	11	110	8	42	3	1	33	0	8	35	15	46	3	40	9	11
SP82431	55	741	17	452	0	131	10	94	110	0	37	50	137	123	0	103	1	0
SP82459	5	125	39	33	1	64	0	30	26	2	6	10	6	35	5	37	0	20
SP113197	0	6	31	2	0	39	3	8	8	0	6	4	0	28	22	2	11	8
SP82532	6	335	72	119	0	156	5	55	44	61	11	15	60	8	19	15	18	7
SP82636	56	14	86	7	0	47	1	24	25	32	13	7	0	29	19	23	5	6
SP82796	17	114	52	11	10	60	0	19	0	0	4	3	19	19	13	45	6	24
SP83482	39	99	25	23	0	66	3	24	6	40	6	1	25	15	10	4	15	19
SP104530	82	133	424	120	0	164	13	35	37	77	15	24	29	26	39	46	16	4
SP82429	14	52	38	47	0	23	9	28	11	24	8	10	10	29	16	27	2	5
SP82644	16	472	65	137	0	58	8	55	63	0	12	112	0	15	0	110	19	0
SP82988	33	137	55	23	0	26	1	34	46	0	8	5	9	0	20	70	9	3
SP82461	6	159	64	182	6	72	4	29	33	0	16	66	18	28	17	11	18	13
SP82900	24	202	0	161	11	112	0	74	61	88	13	44	58	47	11	27	0	16
SP82399	11	174	73	161	0	89	10	40	40	0	12	26	39	85	1	29	2	13
SP82756	0	31	6	12	0	0	0	8	0	102	12	9	8	0	2	16	10	10
SP82836	12	55	101	23	0	34	1	20	20	55	8	0	0	42	14	40	1	0
SP82417	0	390	26	69	0	57	4	59	1	0	11	3	0	82	6	64	0	17
SP82471	3	7	195	7	0	17	8	20	19	83	13	0	0	25	19	31	12	6
SP82435	20	7	70	16	0	3	2	12	22	0	2	5	0	2	24	35	10	19
SP104056	33	856	44	445	23	202	0	122	93	65	53	149	125	56	7	187	1	3
SP83083	16	200	35	79	0	71	3	34	34	0	4	22	9	43	22	12	7	3
SP82433	26	67	50	20	1	18	0	20	13	52	6	11	10	43	12	24	5	21
SP82780	19	73	50	52	6	63	0	26	39	0	5	20	8	5	9	9	0	6
SP83019	17	239	36	61	8	41	1	39	23	18	12	11	9	32	6	38	4	24
SP83099	9	53	31	26	0	21	0	1	12	21	5	5	1	7	9	11	8	25
SP83146	16	551	38	361	19	123	0	99	61	0	25	111	67	0	0	189	13	27
SP103866	30	222	44	55	0	96	5	32	12	0	24	16	37	28	0	65	4	3
SP83844	23	160	25	122	0	39	6	16	21	0	11	46	1	11	4	41	0	7
SP83027	19	4	65	29	0	1	1	12	9	19	4	2	0	0	11	32	22	0
CPCT02060044T	74	148	40	52	148	88	54	38	44	0	14	22	58	77	7	31	8	3
CPCT02030247T	22	70	44	47	30	40	36	11	6	0	10	41	19	15	37	0	14	8
CPCT02050043T	19	25	93	21	14	2	26	2	21	0	1	6	5	12	18	30	0	7
CPCT02020342T	19	176	35	25	82	0	59	14	38	92	1	17	13	26	14	36	0	0
CPCT02010371T	16	108	28	86	42	35	78	18	35	61	10	22	3	0	21	37	12	8
CPCT02030256T	14	50	13	0	8	20	21	17	5	43	15	4	9	18	0	21	6	0
CPCT02050045T	33	167	74	16	136	0	77	38	1	60	6	21	42	47	50	38	16	9
CPCT02050047T	7	10	249	30	12	20	40	8	56	0	14	13	20	31	35	25	29	0
CPCT02010393T	68	291	67	9	193	128	81	26	130	0	10	10	51	26	124	0	18	13
CPCT02020358T	22	54	30	29	25	0	20	12	13	25	15	4	2	12	19	10	19	0
CPCT02090002T	0	191	20	66	23	58	113	25	27	0	6	185	39	0	17	27	19	3
CPCT02010403T	0	5	10	19	5	10	39	4	0	0	0	3	5	16	0	9	17	6
CPCT02030272T	35	85	44	54	52	1	86	15	0	100	13	5	19	7	15	52	22	11
CPCT02020373T	35	48	71	74	32	18	50	18	0	131	13	21	7	7	38	15	9	3
CPCT02050052T	53	68	15	47	54	40	36	12	25	0	80	13	5	9	50	0	119	11
CPCT02030270T	9	0	25	29	12	17	66	5	10	0	7	5	9	18	49	20	3	10
CPCT02050056T	30	151	32	73	53	3	88	19	29	23	1	23	19	64	10	0	16	2
CPCT02050055T	175	85	75	42	53	77	50	50	0	10	26	29	28	41	46	56	19	11
CPCT02030279T	27	19	52	12	4	12	32	16	9	12	13	14	4	16	23	52	7	6
CPCT02020320T	38	172	71	43	98	0	53	42	24	74	8	18	9	69	66	9	12	5
