Samples	ID83A	ID83B	ID83C
SP23435	21	165	29
SP112829	20	294	97
SP112947	15	247	63
SP112985	3	29	0
SP112925	26	232	78
SP112937	24	56	42
SP112989	9	88	25
SP111145	53	176	40
SP111143	21	162	36
SP125584	3	7	4
SP111144	24	253	38
SP116296	1	59	10
SP116254	24	165	65
SP116256	24	148	69
SP116274	19	73	27
SP116259	13	170	8
SP116290	6	45	32
SP116258	12	176	38
SP116261	0	25	22
SP23463	1	44	15
SP116268	8	37	17
SP23471	8	69	11
SP116266	11	98	19
SP116264	16	138	25
SP116269	9	136	20
SP116275	24	101	16
SP23447	11	66	7
SP116255	31	169	65
SP23455	16	60	19
SP23475	20	51	11
SP116227	15	199	0
SP116226	7	45	15
SP23443	26	163	10
SP116260	26	129	14
SP116280	40	377	33
SP116224	7	57	17
SP116249	0	2	1
SP116232	2	5	10
SP116251	8	41	9
SP116272	18	95	10
SP116286	6	33	10
SP116282	10	93	17
SP116288	4	17	1
SP23467	7	93	14
SP116263	4	41	19
SP116292	10	42	9
SP116248	5	43	7
SP116276	2	3	12
SP116265	35	192	38
SP116267	22	143	20
SP116253	8	91	52
SP23481	4	22	24
SP116233	20	112	71
SP116284	23	110	13
SP116270	3	57	15
SP116257	11	169	16
SP116298	1	11	1
SP116294	0	9	23
SP23439	18	128	174
SP23483	0	2	8
SP116262	7	49	11
SP116228	47	218	157
SP116222	9	71	18
SP23451	11	71	21
SP116247	22	114	15
SP116225	3	42	56
SP116273	16	84	5
SP116221	11	53	14
SP116271	4	28	4
SP23459	6	78	1
SP23479	14	54	11
SP116223	14	57	12
SP116229	41	310	0
SP23477	5	39	25
SP116252	25	66	49
SP116278	0	0	6
SP23431	331	490	0
SP116231	6	107	1
SP116250	3	22	11
SP112815	26	279	47
SP112799	6	128	22
SP112835	15	160	63
SP112955	20	142	45
SP112807	36	240	28
SP112953	51	325	47
SP112911	9	110	37
SP112847	21	153	16
SP112859	31	343	78
SP112919	31	152	21
SP102652	27	170	25
SP112981	18	170	59
