Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP85623	68	0.867	44.558	65.526%	7.558	50.054%	0.38963	0.82
SP85491	98	0.882	58.48	59.673%	10.618	47.58%	0.354	0.845
SP87582	63	0.827	45.069	71.538%	7.272	57.311%	0.52295	0.747
SP89090	72	0.876	48.798	67.775%	8.511	48.814%	0.47213	0.843
SP85511	157	0.914	70.858	45.132%	12.452	41.165%	0.22313	0.872
SP85952	55	0.798	46.285	84.155%	8.02	60.282%	0.6657	0.737
SP85840	92	0.904	49.597	53.91%	7.978	42.767%	0.27624	0.861
SP87675	67	0.888	39.762	59.346%	7.327	46.433%	0.39031	0.856
SP85836	155	0.914	72.148	46.547%	12.907	40.714%	0.26819	0.876
SP120767	138	0.925	59.376	43.026%	10.089	37.97%	0.20675	0.887
SP105708	96	0.935	42.984	44.775%	6.941	35.607%	0.30603	0.906
SP85818	2	0.226	3.833	191.65%	1.95	97.5%	3.17367	0.201
SP105922	61	0.854	42.87	70.279%	7.46	52.359%	0.45967	0.81
SP86118	94	0.872	54.418	57.891%	9.989	48.975%	0.33856	0.824
SP86306	159	0.934	81.662	51.36%	15.127	37.028%	0.3087	0.92
SP87099	103	0.912	57.592	55.915%	10.292	42.122%	0.361	0.89
SP87434	70	0.864	47.485	67.836%	8.065	50.604%	0.51943	0.819
SP85864	24	0.644	26.539	110.579%	5.843	76.722%	1.21791	0.58
SP105807	104	0.862	57.556	55.342%	10.238	52.246%	0.30218	0.79
SP89291	52	0.79	41.028	78.9%	7.118	61.49%	0.63098	0.711
SP88050	42	0.794	39.881	94.955%	7.421	61.0%	0.82338	0.755
SP88593	72	0.82	53.351	74.099%	9.636	57.382%	0.51956	0.762
SP88158	29	0.764	26.239	90.479%	4.799	64.71%	0.73734	0.702
SP87534	185	0.963	75.779	40.962%	11.985	27.316%	0.21942	0.952
SP88776	103	0.881	55.278	53.668%	10.048	47.314%	0.31475	0.829
SP85725	84	0.814	63.048	75.057%	11.475	58.106%	0.51171	0.754
SP86660	162	0.955	68.037	41.998%	11.009	30.819%	0.19326	0.941
SP87903	48	0.824	35.873	74.735%	6.212	56.708%	0.61697	0.763
SP88098	121	0.91	69.652	57.564%	12.616	41.707%	0.37848	0.888
SP85487	241	0.961	95.486	39.621%	18.642	28.373%	0.18785	0.953
SP105759	60	0.861	37.846	63.077%	6.414	51.027%	0.45802	0.803
SP86775	20	0.56	26.673	133.365%	4.717	83.386%	1000.0	0.445
SP88322	93	0.89	55.368	59.535%	10.013	46.04%	0.34973	0.857
SP85582	87	0.869	55.165	63.408%	9.055	49.621%	0.42072	0.814
SP87446	201	0.955	81.242	40.419%	13.893	29.735%	0.18817	0.942
SP87337	40	0.714	37.845	94.612%	6.347	70.962%	0.80606	0.603
SP86929	157	0.961	64.072	40.81%	10.261	28.189%	0.19482	0.951
SP86130	73	0.833	49.536	67.858%	9.073	55.319%	0.47045	0.774
SP86425	136	0.852	75.339	55.396%	15.892	52.394%	0.32919	0.799
SP85495	29	0.631	31.017	106.955%	6.446	77.601%	0.98115	0.542
SP85787	41	0.667	43.353	105.739%	9.107	74.607%	1000.0	0.6
SP86836	16	0.271	27.49	171.812%	9.911	96.264%	3.00159	0.215
SP89245	32	0.773	27.283	85.259%	4.683	63.728%	0.70751	0.693
SP86989	151	0.943	60.002	39.736%	10.33	33.533%	0.17566	0.92
SP88757	59	0.754	46.637	79.046%	7.974	68.126%	0.59842	0.634
SP85733	99	0.866	59.769	60.373%	9.951	50.196%	0.38981	0.802
SP85737	25	0.643	26.571	106.284%	5.039	76.844%	0.92448	0.54
SP85647	67	0.879	40.704	60.752%	7.183	48.101%	0.40877	0.839
CPCT02011098T	188	0.941	102.463	54.502%	19.546	41.863%	0.30802	0.932
WIDE01010618T	1016	0.963	442.506	43.554%	169.43	34.19%	0.1456	0.964
WIDE01010310T	757	0.991	189.237	24.998%	36.15	13.665%	0.09536	0.99
CPCT02080230T	389	0.979	140.499	36.118%	26.404	20.23%	0.16865	0.977
CPCT02010914T	230	0.883	137.815	59.92%	42.798	62.348%	0.32198	0.873
DRUP01010057T	701	0.97	232.402	33.153%	46.566	26.128%	0.09171	0.964
CPCT02010635T	749	0.865	359.105	47.945%	116.521	51.849%	0.17903	0.844
WIDE01010556T	3926	1.0	136.818	3.485%	44.859	2.737%	0.00168	1.0
WIDE01010540T	511	0.982	154.256	30.187%	33.185	19.749%	0.10394	0.98
