MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	5.98E-05	4.81E-04	9.44E-04	4.00E-04	2.08E-03	1.05E-03	1.19E-03
1:Del:C:1	3.59E-05	2.30E-04	7.09E-04	3.88E-04	8.12E-04	3.28E-04	6.42E-04
1:Del:C:2	4.06E-05	1.67E-04	5.55E-04	2.23E-04	4.41E-04	2.22E-04	3.44E-04
1:Del:C:3	4.99E-05	1.16E-04	4.03E-04	1.36E-04	5.64E-04	1.16E-04	2.42E-04
1:Del:C:4	9.82E-05	3.01E-05	2.96E-04	7.14E-05	1.04E-03	1.11E-04	3.87E-05
1:Del:C:5	1.60E-04	1.09E-04	2.51E-04	6.20E-05	1.96E-03	1.63E-04	1.61E-04
1:Del:T:0	3.93E-05	2.17E-04	7.38E-04	4.09E-04	4.79E-04	2.37E-03	9.52E-04
1:Del:T:1	3.08E-05	1.97E-04	8.97E-04	4.44E-04	3.59E-04	3.34E-03	1.04E-03
1:Del:T:2	4.81E-05	2.29E-04	9.75E-04	5.61E-04	4.80E-04	3.44E-03	8.97E-04
1:Del:T:3	7.88E-05	3.99E-04	1.49E-03	5.41E-04	4.33E-04	4.96E-03	1.56E-03
1:Del:T:4	8.27E-05	2.39E-04	6.37E-04	3.06E-04	4.12E-04	2.09E-03	6.41E-04
1:Del:T:5	7.13E-04	1.80E-03	1.65E-03	6.09E-04	3.02E-03	2.36E-03	1.42E-03
1:Ins:C:0	2.61E-05	1.97E-04	2.04E-04	2.23E-04	2.12E-03	1.63E-03	2.28E-03
1:Ins:C:1	6.23E-06	8.36E-05	1.46E-04	7.06E-05	3.47E-04	2.00E-04	2.72E-04
1:Ins:C:2	4.72E-06	6.06E-05	1.02E-04	5.80E-05	2.12E-04	6.28E-05	8.55E-05
1:Ins:C:3	8.37E-06	5.39E-05	1.11E-04	5.22E-05	1.64E-04	3.84E-05	1.63E-04
1:Ins:C:4	2.07E-05	7.84E-05	9.33E-05	5.45E-05	1.97E-04	1.86E-05	1.87E-04
1:Ins:C:5	4.43E-05	1.66E-04	1.71E-04	9.47E-05	4.32E-04	1.54E-04	3.40E-04
