NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	101.122	31.216	20.22	19.405	35.265	0.965	1000000.0
2	101.226	31.704	20.149	19.802	22.12	0.963	1000000.0
3	101.408	31.239	20.411	19.538	26.512	0.965	1000000.0
4	101.319	31.244	20.293	19.394	26.518	0.966	1000000.0
5	100.572	31.247	20.078	19.595	17.758	0.965	1000000.0
6	101.766	31.763	20.475	19.784	30.899	0.964	1000000.0
7	100.484	31.34	19.796	19.381	35.282	0.965	1000000.0
8	101.759	31.535	20.487	19.921	4.603	0.963	1000000.0
9	99.411	31.141	20.006	19.399	35.276	0.966	1000000.0
10	102.254	31.556	20.622	19.612	39.664	0.965	1000000.0
11	100.587	31.167	20.017	19.364	8.959	0.966	1000000.0
12	102.046	31.267	20.533	19.563	26.512	0.966	1000000.0
13	101.933	31.501	20.163	19.529	26.498	0.964	1000000.0
14	103.645	31.504	21.289	19.603	17.74	0.965	1000000.0
15	101.297	31.197	20.337	19.494	35.282	0.966	1000000.0
16	101.88	31.667	20.581	20.029	30.884	0.964	1000000.0
17	102.121	31.641	20.467	19.64	8.966	0.967	1000000.0
18	99.394	31.304	19.688	19.571	44.073	0.964	1000000.0
19	101.803	31.58	20.365	19.758	35.297	0.965	1000000.0
20	100.6	31.239	19.758	19.433	39.652	0.965	1000000.0
21	99.197	31.228	19.498	19.801	48.424	0.963	1000000.0
22	103.306	31.422	21.078	19.543	48.433	0.965	1000000.0
23	102.41	31.784	20.58	20.021	17.737	0.964	1000000.0
24	101.204	31.335	20.19	19.548	17.726	0.965	1000000.0
25	102.091	31.757	20.61	19.716	35.264	0.964	1000000.0
26	101.477	31.04	20.538	19.141	52.809	0.966	1000000.0
27	99.73	30.992	19.603	19.181	30.891	0.966	1000000.0
28	102.879	31.572	20.644	19.658	17.74	0.964	1000000.0
29	101.322	31.569	20.237	19.864	13.346	0.965	1000000.0
30	102.08	31.104	20.468	19.325	79.112	0.966	1000000.0
31	103.476	31.89	20.664	19.888	30.921	0.964	1000000.0
32	100.943	31.495	20.176	19.758	30.903	0.965	1000000.0
33	102.485	31.64	20.713	19.502	48.429	0.966	1000000.0
34	101.566	31.714	20.186	20.072	39.664	0.964	1000000.0
35	99.505	31.205	19.407	19.5	22.123	0.966	1000000.0
36	101.851	31.469	20.289	19.519	74.73	0.965	1000000.0
