MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.21E-04	2.72E-04	3.07E-04	3.32E-03	2.76E-04	2.48E-03	2.01E-03	4.08E-03	6.51E-04	2.10E-03	5.35E-03	1.44E-03	5.07E-03
1:Del:C:1	1.04E-05	1.54E-04	2.01E-04	1.93E-03	1.44E-04	1.96E-03	9.78E-04	1.80E-03	2.97E-04	9.80E-04	1.70E-03	1.02E-03	2.75E-03
1:Del:C:2	5.16E-05	1.70E-04	1.61E-04	1.28E-03	7.01E-05	1.10E-03	5.28E-04	7.77E-04	2.02E-04	7.77E-04	1.54E-03	6.05E-04	1.84E-03
1:Del:C:3	1.00E-04	4.28E-05	3.16E-04	1.78E-03	2.28E-04	1.03E-03	3.48E-04	5.92E-04	1.37E-04	3.27E-04	9.51E-04	2.79E-04	1.16E-03
1:Del:C:4	3.78E-04	4.93E-05	7.99E-04	4.54E-03	4.02E-04	2.63E-03	1.92E-04	6.81E-04	1.09E-04	2.18E-04	1.64E-03	1.33E-04	2.70E-03
1:Del:C:5	1.25E-03	1.17E-04	2.45E-03	8.78E-03	6.92E-04	6.62E-03	2.34E-04	1.41E-03	4.73E-05	0.00E+00	1.31E-03	4.44E-04	4.75E-03
1:Del:T:0	3.34E-05	6.40E-05	1.87E-04	1.72E-03	2.82E-04	1.77E-03	6.68E-04	2.19E-03	2.57E-04	1.36E-03	2.39E-03	7.54E-04	2.05E-03
1:Del:T:1	4.18E-05	1.57E-04	2.66E-04	1.25E-03	2.03E-04	1.07E-03	2.42E-04	1.25E-03	1.88E-04	8.66E-04	1.51E-03	6.72E-04	1.30E-03
1:Del:T:2	1.91E-05	2.85E-04	2.47E-03	1.34E-03	2.45E-04	2.92E-03	4.79E-04	1.28E-03	2.18E-04	7.08E-04	1.36E-03	7.30E-04	1.68E-03
1:Del:T:3	3.01E-04	1.42E-04	5.06E-03	1.56E-03	4.25E-04	5.40E-03	5.87E-04	1.17E-03	3.10E-04	6.49E-04	2.12E-03	6.61E-04	3.33E-03
