Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP18310	114690	16082	0	3178	32	0
SP17172	32970	6683	0	0	227	0
SP96133	63828	5724	0	7762	74	0
SP110242	94959	25711	0	3791	34	0
SP114330	115	870	185	0	22	96
SP21017	92177	16867	0	3259	76	0
SP22383	66025	3720	0	9543	0	0
SP81312	2568	7782	0	459	612	168
SP22031	13	3315	0	0	166	0
SP96112	81	472	118	0	6	76
SP19215	59525	1083	0	13123	0	0
SP96120	276	1195	210	0	185	149
SP16886	0	6835	0	0	711	117
SP96124	450	1046	60	0	15	66
SP19295	413	3675	0	0	126	64
SP19670	168	843	85	0	15	39
SP17905	1261	3443	0	19850	782	330
SP16934	353	769	111	0	239	62
SP20993	346	1340	72	0	151	95
SP19983	683	1112	171	0	243	63
SP18121	68739	31093	0	0	198	0
SP96122	770	1456	120	0	56	72
SP119755	872	1061	236	12	118	112
SP96126	653	2518	42	0	42	45
SP19606	110	313	110	199	132	136
SP96118	5934	128	0	3403	0	0
SP21528	141	967	89	0	44	61
SP21400	516	9528	0	0	457	50
SP23078	65	378	195	0	325	90
SP17430	31	317	114	48	20	96
SP96110	335	610	134	0	72	94
SP18946	4376	7360	0	4610	343	112
SP21057	804	929	164	0	107	128
SP22750	167	832	105	0	56	66
SP19750	146	980	62	0	21	23
SP17016	535	721	141	0	18	97
SP16958	368	1307	484	0	24	98
SP17329	107	346	85	225	33	67
SP96116	235	906	96	0	33	49
SP96129	515	885	190	0	29	88
SP21193	258	550	147	0	21	65
SP18787	361	1694	107	0	24	73
SP96114	111	921	164	0	104	127
SP19582	0	67	50	369	36	60
SP17294	566	1285	127	0	218	69
SP80367	0	430	124	0	485	54
SP82087	89	648	110	0	116	83
SP80615	385	13665	0	3012	1857	420
SP80271	312	807	137	0	43	74
SP81172	158	0	83	709	195	158
SP81840	661	1449	188	0	24	42
SP80657	47	449	99	7	26	54
SP81494	0	63	70	870	71	111
SP81711	207	1226	334	472	122	68
SP80423	239	292	137	324	37	118
SP80754	70	0	148	1070	5	27
SP81440	9	302	81	4	29	52
SP80950	246	407	81	0	8	47
SP82103	24	1306	75	0	8	65
SP81137	0	1079	239	0	1336	0
DRUP01010006T	341	1027	322	0	65	63
CPCT02020319T	449	893	261	0	160	48
CPCT02040021T	351	982	319	0	152	65
CPCT02110003T	84	891	155	0	32	34
CPCT02140012T	334	0	963	1202	51	45
CPCT02040027T	924	1006	333	0	133	89
CPCT02100013T	675	469	1185	707	61	115
CPCT02050048T	305	749	422	0	84	55
CPCT02060015T	665	948	311	0	188	60
CPCT02010397T	593	1255	317	0	49	83
CPCT02040040T	325	1087	330	0	190	79
CPCT02110008T	440	899	631	0	43	164
CPCT02050057T	462	1677	274	0	61	99
CPCT02050061T	110	529	266	173	53	65
CPCT02110011T	395	828	137	0	54	59
CPCT02020383T	255	691	432	0	181	90
CPCT02010414T	648	552	437	0	413	111
CPCT02210001T	585	1023	224	0	86	52
CPCT02210003T	475	1469	349	0	95	154
CPCT02330007T	129	845	374	0	348	78
CPCT02050068T	145	0	306	446	11	74
CPCT02050075T	556	830	487	24	477	187
CPCT02040058T	523	929	468	0	248	60
CPCT02330009T	215	586	170	0	28	56
DRUP01010007T	2341	1172	396	0	341	36
DRUP01070001T	88553	7531	0	8704	70	324
CPCT02040021TII	564	1233	400	0	154	49
CPCT02340048T	195	1022	477	0	532	113
CPCT02330131T	160	460	283	0	80	306
CPCT02190027T	251	623	466	0	83	137
CPCT02050300T	427	854	420	0	142	65
DRUP01070063T	262	608	1443	0	1649	188
CPCT02060160T	382	578	736	0	119	210
CPCT02030443T	294	0	458	1045	397	39
CPCT02020651T	432	1298	412	0	310	85
DRUP01090009T	377	582	384	0	129	86
CPCT02070273T	329	1098	565	0	279	70
CPCT02210041T	583	582	419	0	199	12
CPCT02010750TII	444	985	357	0	243	85
CPCT02160059T	111	1092	254	0	43	83
DRUP01340003T	0	181	468	113	2533	201
CPCT02080283T	309	1018	544	25	374	147
DRUP01330002T	724	857	587	0	134	271
CPCT02330078T	164	1527	145	0	110	524
CPCT02010730T	557	441	310	571	179	163
CPCT02050307T	218	438	500	400	48	40
DRUP01340004T	1077	1586	271	0	183	613
CPCT02120078T	30	856	44	0	77	778
CPCT02100139T	469	779	242	0	89	53
CPCT02230077T	203	200	599	782	108	752
CPCT02230078T	266	811	320	0	299	64
CPCT02010735T	191	746	233	0	25	77
DRUP01010051TII	453	1387	332	0	165	109
CPCT02440004T	1263	1652	313	0	63	359
CPCT02220032T	482	6	529	1734	249	496
CPCT02130031T	428	955	675	0	131	25
DRUP01020018T	418	964	586	0	93	365
CPCT02310005T	380	570	709	0	21	293
CPCT02250005T	33904	2191	975	0	80	705
CPCT02330080T	556	926	522	0	166	70
CPCT02100144T	702	921	247	0	540	182
CPCT02330085T	627	1153	574	0	339	321
CPCT02010742T	354	716	279	0	75	66
DRUP01010123T	162185	30846	2652	0	331	776
DRUP01220007T	283	685	504	243	267	478
CPCT02300033T	62	430	505	0	451	30
DRUP01010059T	573	542	247	0	12	235
DRUP01010070T	271	729	491	0	199	18
CPCT02160038T	187	542	314	0	49	127
CPCT02440024T	0	175	128	0	5	42
CPCT02030442T	369	1125	638	0	45	1051
CPCT02330089T	519	1297	415	0	99	82
CPCT02210042T	322	389	303	0	43	83
DRUP01070039T	301	30	709	0	18	62
CPCT02220067T	342	910	338	13	202	471
CPCT02340057T	517	863	289	0	30	170
CPCT02010743T	451	542	363	0	182	161
CPCT02030454T	552	670	437	0	79	107
CPCT02320001T	910	1121	584	0	1004	177
CPCT02390017T	463	763	524	0	189	94
CPCT02370012T	684	1486	1146	0	95	486
CPCT02240007TII	243	741	599	0	128	9
CPCT02010747T	101	857	330	0	52	13
CPCT02010750T	411	897	274	0	94	57
CPCT02330092T	172	276	326	0	14	75
DRUP01340017T	172335	16557	3082	0	1239	1860
CPCT02060259T	576	1010	430	53	142	72
CPCT02080197T	397	1010	490	0	41	134
CPCT02110059T	597	120	328	467	44	20
CPCT02220076T	192	908	236	0	20	101
CPCT02010751T	12	517	308	0	21	12
CPCT02220077T	232	100	140	423	291	33
DRUP01060010T	1019	702	536	0	354	80
CPCT02140061T	774	325	360	0	35	56
CPCT02270018T	242	720	201	0	52	67
CPCT02310007T	252	1063	322	0	172	52
CPCT02230087T	490	1316	370	0	83	118
CPCT02150048T	698	1250	351	0	273	1431
DRUP01010122T	134358	21858	2896	0	383	848
CPCT02330095T	477	992	420	0	35	194
CPCT02340075T	762	1653	397	0	40	110
DRUP01010072T	212	923	494	0	191	70
CPCT02330087T	38	47	340	633	407	49
CPCT02240010T	519	1141	455	0	201	103
CPCT02110062T	186	1519	1193	0	182	345
WIDE01010038T	117	261	195	230	277	46
CPCT02050325T	428	1046	625	0	286	222
CPCT02050327T	390	1147	536	0	59	73
CPCT02050329T	524	1257	767	21	239	89
WIDE01010060T	118	304	207	620	78	29
WIDE01010100T	376	687	174	0	77	44
DRUP01340006T	361	0	825	1178	225	357
CPCT02220036T	426	690	319	0	223	119
WIDE01010066T	627	694	372	0	72	140
WIDE01010077T	305	768	313	0	83	46
CPCT02040226T	414	1287	264	0	27	91
CPCT02330098T	258	173	460	0	26	1
WIDE01010091T	185	787	269	0	73	267
CPCT02110064T	195	559	299	0	52	240
WIDE01010063T	145	465	320	0	61	100
WIDE01010097T	159	787	225	0	24	37
WIDE01010096T	300	588	747	0	22	224
CPCT02370022T	332	1211	319	0	171	180
CPCT02020695T	173	760	744	0	34	126
CPCT02100201T	476	1027	231	0	44	153
CPCT02050335T	80	326	407	274	279	8
CPCT02160040T	342	402	1485	0	600	687
CPCT02240012T	265	145	523	458	146	68
WIDE01010128T	433	1196	197	0	245	18
CPCT02220081T	209	499	165	0	60	182
CPCT02100165T	331	532	343	51	168	98
DRUP01230004T	155591	15664	4834	0	385	1970
DRUP01060002T	113	775	933	0	253	0
WIDE01010206T	164	343	180	787	758	53
WIDE01010001T	277	410	160	0	42	17
CPCT02120112T	571	1543	540	0	237	99
CPCT02120119T	370	702	522	0	11	64
WIDE01010154T	273	1185	704	437	12	162
CPCT02370020T	502	797	490	0	42	51
CPCT02230090T	345	841	746	0	87	138
CPCT02210048T	72	277	445	0	150	34
WIDE01010159T	961	1231	312	0	39	110
WIDE01010179T	377	1278	309	0	80	45
WIDE01010177T	115	929	353	61	137	108
WIDE01010166T	475	663	1033	0	73	49
CPCT02130069T	174	876	249	0	81	48
WIDE01010168T	545	1250	361	114	109	52
CPCT02340074T	393	708	643	0	323	251
CPCT02290032T	299	410	395	0	10	0
WIDE01010200T	530	387	329	1265	67	116
DRUP01340016T	126034	34392	1235	0	264	307
WIDE01010228T	310	1136	635	0	29	113
WIDE01010227T	539	1284	319	0	90	75
WIDE01010232T	461	732	173	0	25	65
WIDE01010196T	241	860	214	0	77	85
CPCT02050352T	393	932	282	0	566	10
CPCT02100173T	356	672	472	0	483	13
CPCT02210049T	343	615	423	0	172	102
WIDE01010236T	272	852	252	0	85	56
CPCT02210050T	307	1689	327	0	105	43
WIDE01010218T	899	1624	331	0	123	84
WIDE01010261T	247	1250	255	0	50	69
CPCT02350002T	739	838	642	0	220	37
CPCT02130089T	378	534	749	0	83	56
WIDE01010251T	149	475	256	0	130	62
WIDE01010273T	155	539	174	0	32	35
WIDE01010252T	114	1070	232	0	76	63
WIDE01010258T	250	697	249	0	120	226
WIDE01010291T	873	570	409	1	42	196
CPCT02120124T	175	641	463	0	313	11
WIDE01010269T	270	667	920	0	388	126
CPCT02060231T	480	1144	435	0	761	59
WIDE01010300T	280	776	388	0	169	167
WIDE01010319T	187	1772	253	0	1127	38
WIDE01010327T	228	891	169	0	30	67
CPCT02230100T	993	1549	424	0	471	111
WIDE01010338T	596	1492	513	0	149	101
CPCT02380040T	217	882	293	0	302	223
WIDE01010299T	239	552	394	0	461	97
WIDE01010353T	144	371	290	0	16	80
CPCT02190017T	80	365	315	0	355	71
WIDE01010366T	125	1624	229	0	89	91
CPCT02190037T	162	808	463	0	914	0
WIDE01010389T	87	291	148	0	23	27
CPCT02050354T	320	702	332	0	79	113
CPCT02040122T	119	735	255	0	201	208
DRUP01070080T	119074	0	1858	11396	11	1046
WIDE01010027T	163	495	149	0	92	25
CPCT02050358T	684	2811	459	0	49	62
WIDE01010407T	579	976	233	0	566	669
DRUP01050026T	469	477	870	0	236	106
CPCT02060136T	756	1208	609	0	1518	178
CPCT02290036T	106	1023	159	0	8	63
WIDE01010426T	203	532	156	0	28	38
WIDE01010379T	90	374	205	0	78	107
CPCT02390022T	79	321	614	0	36	0
WIDE01010429T	168	933	407	0	240	71
WIDE01010434T	284	389	160	440	91	25
CPCT02050355T	335	1013	501	0	78	35
CPCT02010835T	1436	889	715	0	91	241
DRUP01020053T	168669	31221	6190	0	377	1980
DRUP01040016T	127959	23130	1807	0	125	625
CPCT02010841T	544	751	494	0	162	95
WIDE01010441T	396	0	511	512	68	201
CPCT02010786T	92280	12091	1353	681	117	282
WIDE01010439T	67	418	181	0	10	58
CPCT02010839T	307	817	477	0	30	34
DRUP01050025T	853	500	1500	0	69	551
WIDE01010446T	344	384	410	86	160	49
WIDE01010447T	248	1058	129	0	53	81
WIDE01010425T	951	1657	311	0	259	111
WIDE01010442T	831	1486	356	0	154	98
WIDE01010451T	3192	2069	796	0	234	336
CPCT02160049T	552	889	802	0	225	250
WIDE01010456T	320	886	397	0	363	259
CPCT02330111T	270	1000	381	230	24	29
CPCT02120136T	0	349	185	0	5	44
CPCT02030493T	49	285	175	125	84	32
CPCT02020757T	676	1385	574	0	263	112
DRUP01030018T	179647	24972	5176	0	367	1643
CPCT02060239T	336	645	769	0	27	125
CPCT02330112T	481	766	1576	0	53	129
DRUP01330008T	527	960	371	0	410	1021
CPCT02330043T	354	0	1392	1726	415	346
CPCT02010873T	183	574	247	0	28	52
CPCT02010860T	186	490	209	0	5	59
CPCT02090050T	50	490	248	0	22	121
CPCT02380047T	238	910	276	0	211	419
CPCT02050375T	527	1356	282	0	512	69
CPCT02390027T	114	414	215	89	17	36
DRUP01050028T	57513	5856	986	0	59	28
CPCT02310013T	391	1228	479	0	209	47
CPCT02120145T	18	318	218	0	14	63
WIDE01010606T	92479	65810	2044	0	536	0
CPCT02110071T	623	1440	436	0	211	599
CPCT02320005T	527	1058	432	0	492	93
CPCT02290044T	265	762	457	0	423	60
CPCT02020758T	68	361	161	0	15	23
DRUP01010047TII	113600	3962	1545	2352	199	664
CPCT02010880T	166	562	372	0	52	202
CPCT02010884T	112	455	278	0	521	79
WIDE01010460T	165113	32357	5470	60	322	975
CPCT02010882T	155865	19418	4201	0	329	1336
CPCT02080244T	321	742	352	0	181	244
CPCT02010881T	511	601	357	0	32	78
CPCT02170033T	290	325	599	0	100	42
CPCT02120079T	169	656	355	0	17	64
CPCT02040258T	554	605	566	118	1205	175
CPCT02040269T	316	636	649	0	157	198
CPCT02090059T	552	604	975	0	242	311
CPCT02330102T	291	229	273	863	64	340
CPCT02390033T	341	463	332	0	31	83
CPCT02030514T	112	1120	1113	0	176	186
CPCT02010898T	0	546	241	0	16	46
CPCT02110073T	522	682	275	0	25	61
CPCT02340095T	244	240	414	0	62	55
CPCT02050387T	183	869	235	0	12	52
CPCT02390034T	860	1105	690	0	500	83
CPCT02130144T	180	2394	666	0	58	233
CPCT02210064T	2208	1415	408	0	57	84
CPCT02410008T	76	371	201	0	12	45
CPCT02170037T	370	561	464	0	1302	32
CPCT02170035T	121495	16125	3775	0	213	767
CPCT02020802T	318	1026	255	0	72	44
CPCT02230117T	737	1204	710	0	88	140
CPCT02350009T	1203	497	948	0	205	230
CPCT02210070T	205	785	375	0	52	69
CPCT02120160T	534	889	378	0	120	81
CPCT02180072T	206	509	422	0	56	26
CPCT02350012T	222	736	289	0	76	56
CPCT02050397T	360	484	359	108	119	75
CPCT02030528T	543	650	808	0	420	286
CPCT02100182T	318	547	227	0	221	64
DRUP01050031T	988	676	910	0	89	680
CPCT02370036T	240	1048	628	0	172	67
CPCT02050398T	161	1675	507	0	25	0
CPCT02120162T	144	625	456	0	16	66
CPCT02130137T	232	1018	544	0	49	20
CPCT02300048T	71	737	425	0	26	214
