Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP21057	4.88E+00	1.27E+01	7.62E+00	2.26E+01	1.32E+00	2.14E+00
SP22750	2.98E+00	1.71E+01	6.88E+00	2.54E+01	8.52E-01	1.49E+00
SP19750	3.34E+00	1.70E+01	5.51E+00	2.36E+01	6.04E-01	1.16E+00
SP17016	3.73E+00	1.59E+01	8.51E+00	2.67E+01	5.23E-01	1.67E+00
SP16958	4.96E+00	4.28E+01	2.48E+01	6.97E+01	6.46E-01	2.28E+00
SP17329	1.88E+00	3.51E+00	2.21E+00	4.50E+00	7.31E-01	1.81E+00
SP96116	3.60E+00	2.33E+01	8.43E+00	3.40E+01	7.55E-01	1.22E+00
SP96129	4.82E+00	2.33E+01	1.30E+01	3.93E+01	5.99E-01	1.86E+00
SP21193	2.17E+00	4.75E+00	3.95E+00	7.76E+00	5.76E-01	1.66E+00
SP18787	4.91E+00	4.04E+01	1.20E+01	5.54E+01	6.01E-01	1.72E+00
SP96114	2.53E+00	1.31E+01	6.79E+00	2.02E+01	1.21E+00	1.76E+00
SP19582	1.89E+00	7.23E+00	3.01E+00	1.15E+01	8.04E-01	2.09E+00
SP17294	4.13E+00	1.33E+01	5.31E+00	2.05E+01	1.71E+00	1.72E+00
SP80367	7.64E-01	6.60E+00	2.00E+00	6.42E+00	2.28E+00	2.00E+00
SP82087	1.99E+00	8.30E+00	4.76E+00	1.31E+01	1.28E+00	1.66E+00
SP80615	3.76E+01	1.59E+02	1.34E+01	2.03E+02	6.33E+00	1.08E+01
SP80271	2.82E+00	1.26E+01	5.43E+00	1.86E+01	7.82E-01	1.49E+00
SP81172	4.48E+00	1.41E+01	5.99E+00	2.30E+01	1.62E+00	3.18E+00
SP81840	4.95E+00	1.94E+01	8.36E+00	2.90E+01	6.44E-01	1.58E+00
SP80657	1.70E+00	5.19E+00	3.04E+00	7.56E+00	5.76E-01	1.19E+00
SP81494	4.29E+00	1.47E+01	7.08E+00	2.56E+01	1.14E+00	3.37E+00
SP81711	4.68E+00	6.19E+00	5.31E+00	5.98E+00	1.49E+00	3.48E+00
SP80423	2.24E+00	4.07E+00	4.11E+00	5.11E+00	7.00E-01	2.69E+00
SP80754	5.99E+00	1.80E+01	6.79E+00	2.93E+01	6.71E-01	3.90E+00
SP81440	8.42E-01	4.18E+00	2.45E+00	5.87E+00	6.76E-01	1.04E+00
SP80950	2.42E+00	9.10E+00	5.41E+00	1.50E+01	3.03E-01	1.15E+00
SP82103	2.51E+00	2.06E+01	5.36E+00	2.61E+01	4.04E-01	1.29E+00
SP81137	1.22E+00	7.16E+00	8.92E+00	1.66E+01	4.42E+00	1.30E+00
DRUP01010006T	4.62E+00	3.29E+01	1.60E+01	5.19E+01	1.13E+00	1.71E+00
CPCT02020319T	4.95E+00	3.57E+01	1.81E+01	5.74E+01	1.53E+00	1.55E+00
CPCT02040021T	4.17E+00	2.75E+01	1.43E+01	4.42E+01	1.59E+00	1.63E+00
CPCT02110003T	2.92E+00	2.46E+01	9.82E+00	3.61E+01	6.89E-01	1.23E+00
CPCT02140012T	1.36E+01	4.26E+01	2.26E+01	7.78E+01	1.60E+00	1.04E+01
CPCT02040027T	6.87E+00	3.52E+01	2.05E+01	6.13E+01	1.54E+00	1.67E+00
CPCT02100013T	7.60E+00	1.86E+01	1.39E+01	1.99E+01	1.09E+00	9.15E+00
CPCT02050048T	4.10E+00	2.41E+01	1.53E+01	4.18E+01	1.24E+00	1.87E+00
CPCT02060015T	6.33E+00	3.30E+01	1.78E+01	5.63E+01	1.51E+00	1.36E+00
CPCT02010397T	6.44E+00	4.43E+01	2.09E+01	7.02E+01	1.04E+00	1.50E+00
CPCT02040040T	4.64E+00	3.27E+01	1.79E+01	5.34E+01	1.89E+00	1.66E+00
CPCT02110008T	5.10E+00	3.67E+01	2.25E+01	6.22E+01	8.86E-01	2.50E+00
CPCT02050057T	6.73E+00	5.13E+01	2.05E+01	7.68E+01	1.05E+00	1.55E+00
CPCT02050061T	2.13E+00	7.72E+00	5.23E+00	1.08E+01	8.80E-01	2.02E+00
CPCT02110011T	4.45E+00	2.04E+01	8.33E+00	3.16E+01	8.22E-01	1.27E+00
CPCT02020383T	3.21E+00	1.50E+01	1.19E+01	2.76E+01	1.50E+00	2.61E+00
CPCT02010414T	4.20E+00	1.46E+01	1.21E+01	2.88E+01	2.30E+00	2.42E+00
CPCT02210001T	5.28E+00	2.48E+01	1.23E+01	4.02E+01	1.03E+00	1.33E+00
CPCT02210003T	6.27E+00	4.53E+01	2.15E+01	7.14E+01	1.20E+00	1.89E+00
CPCT02330007T	3.13E+00	2.03E+01	1.23E+01	3.43E+01	2.10E+00	1.95E+00
CPCT02050068T	4.75E+00	1.34E+01	6.37E+00	2.30E+01	6.08E-01	3.92E+00
CPCT02050075T	4.00E+00	1.78E+01	1.48E+01	3.36E+01	2.65E+00	3.21E+00
CPCT02040058T	5.48E+00	3.44E+01	2.04E+01	5.87E+01	2.02E+00	1.74E+00
CPCT02330009T	2.70E+00	1.49E+01	7.73E+00	2.35E+01	6.31E-01	1.10E+00
DRUP01010007T	1.10E+01	2.86E+01	1.84E+01	5.67E+01	2.50E+00	1.96E+00
DRUP01070001T	3.23E+02	3.87E+02	2.12E+02	1.30E+02	3.57E+00	6.70E+00
CPCT02040021TII	5.54E+00	3.62E+01	1.93E+01	5.94E+01	1.39E+00	1.46E+00
CPCT02340048T	4.12E+00	3.31E+01	2.11E+01	5.73E+01	2.89E+00	2.38E+00
CPCT02330131T	2.61E+00	1.69E+01	1.19E+01	3.00E+01	1.22E+00	2.33E+00
CPCT02190027T	3.07E+00	1.85E+01	1.36E+01	3.26E+01	1.17E+00	2.51E+00
CPCT02050300T	4.98E+00	3.19E+01	2.06E+01	5.61E+01	1.50E+00	1.83E+00
DRUP01070063T	3.26E+00	7.52E+00	2.56E+01	2.15E+01	5.30E+00	9.37E+00
CPCT02060160T	3.62E+00	1.96E+01	1.73E+01	3.91E+01	1.27E+00	3.59E+00
CPCT02030443T	6.07E+00	1.97E+01	7.07E+00	2.74E+01	2.42E+00	6.00E+00
CPCT02020651T	5.86E+00	3.64E+01	1.90E+01	5.99E+01	2.27E+00	1.67E+00
DRUP01090009T	4.02E+00	2.16E+01	1.39E+01	3.83E+01	1.42E+00	1.98E+00
CPCT02070273T	3.86E+00	2.69E+01	1.89E+01	4.74E+01	2.11E+00	2.13E+00
CPCT02210041T	4.53E+00	2.12E+01	1.63E+01	4.03E+01	1.69E+00	1.48E+00
CPCT02010750TII	4.97E+00	3.20E+01	1.74E+01	5.36E+01	2.12E+00	1.80E+00
CPCT02160059T	3.10E+00	2.65E+01	1.31E+01	4.10E+01	7.85E-01	1.71E+00
DRUP01340003T	7.43E-01	1.21E+01	9.33E+00	5.31E+00	7.34E+00	4.33E+00
CPCT02080283T	3.06E+00	1.74E+01	1.44E+01	3.04E+01	2.50E+00	3.41E+00
DRUP01330002T	4.01E+00	1.19E+01	1.27E+01	2.43E+01	1.59E+00	4.28E+00
CPCT02330078T	5.13E+00	4.44E+01	1.39E+01	6.27E+01	1.23E+00	3.09E+00
CPCT02010730T	3.47E+00	7.55E+00	7.65E+00	1.26E+01	1.61E+00	3.02E+00
CPCT02050307T	3.24E+00	1.01E+01	1.15E+01	1.77E+01	9.45E-01	3.36E+00
DRUP01340004T	8.96E+00	5.24E+01	2.05E+01	8.20E+01	2.18E+00	3.21E+00
CPCT02120078T	2.33E+00	2.81E+01	7.04E+00	3.87E+01	1.14E+00	4.21E+00
CPCT02100139T	4.42E+00	2.44E+01	1.24E+01	3.99E+01	1.18E+00	1.38E+00
CPCT02230077T	4.82E+00	8.85E+00	7.67E+00	1.34E+01	1.43E+00	6.56E+00
CPCT02230078T	3.35E+00	2.03E+01	1.22E+01	3.40E+01	2.19E+00	1.79E+00
CPCT02010735T	2.87E+00	1.89E+01	9.39E+00	2.94E+01	5.84E-01	1.39E+00
DRUP01010051TII	6.27E+00	5.13E+01	2.29E+01	7.95E+01	1.94E+00	1.92E+00
CPCT02440004T	9.28E+00	5.40E+01	2.24E+01	8.50E+01	1.01E+00	3.24E+00
CPCT02220032T	5.80E+00	6.30E+00	1.23E+01	8.78E+00	2.23E+00	7.80E+00
CPCT02130031T	5.14E+00	3.72E+01	2.37E+01	6.39E+01	1.51E+00	2.12E+00
DRUP01020018T	3.84E+00	2.76E+01	1.66E+01	4.54E+01	1.31E+00	3.39E+00
CPCT02310005T	3.23E+00	1.20E+01	1.26E+01	2.20E+01	6.36E-01	5.03E+00
CPCT02250005T	1.35E+02	4.73E+01	7.49E+01	1.13E+02	1.32E+00	6.01E+00
CPCT02330080T	5.35E+00	2.78E+01	1.87E+01	5.02E+01	1.52E+00	2.02E+00
CPCT02100144T	5.98E+00	2.19E+01	1.23E+01	3.99E+01	2.86E+00	2.38E+00
CPCT02330085T	5.02E+00	3.16E+01	2.05E+01	5.54E+01	2.51E+00	3.64E+00
CPCT02010742T	4.18E+00	2.66E+01	1.33E+01	4.29E+01	1.23E+00	1.62E+00
DRUP01010123T	6.52E+02	1.55E+02	3.82E+02	9.26E+02	6.96E+00	2.22E+01
DRUP01220007T	3.15E+00	1.47E+01	1.16E+01	2.50E+01	2.61E+00	5.18E+00
CPCT02300033T	2.44E+00	1.43E+01	1.70E+01	3.23E+01	2.77E+00	2.08E+00
DRUP01010059T	4.62E+00	2.11E+01	1.06E+01	3.54E+01	4.45E-01	2.03E+00
DRUP01010070T	3.43E+00	2.36E+01	1.44E+01	4.01E+01	1.89E+00	1.49E+00
CPCT02160038T	2.43E+00	1.10E+01	8.04E+00	1.85E+01	8.94E-01	2.27E+00
CPCT02440024T	1.53E-01	6.13E+00	4.04E+00	9.79E+00	3.72E-01	1.56E+00
CPCT02030442T	5.38E+00	4.58E+01	2.49E+01	7.49E+01	9.92E-01	5.89E+00
CPCT02330089T	6.31E+00	4.27E+01	2.31E+01	7.06E+01	1.26E+00	1.72E+00
CPCT02210042T	2.95E+00	1.53E+01	1.14E+01	2.81E+01	8.37E-01	1.83E+00
DRUP01070039T	2.39E+00	0.00E+00	1.20E+01	1.11E+01	5.91E-01	4.11E+00
CPCT02220067T	3.43E+00	1.71E+01	9.22E+00	2.64E+01	1.77E+00	3.22E+00
CPCT02340057T	4.81E+00	2.60E+01	1.47E+01	4.37E+01	8.23E-01	1.90E+00
CPCT02010743T	4.04E+00	2.24E+01	1.48E+01	4.03E+01	1.73E+00	2.18E+00
CPCT02030454T	3.15E+00	1.04E+01	9.72E+00	2.00E+01	9.44E-01	2.45E+00
CPCT02320001T	6.92E+00	3.00E+01	2.13E+01	5.76E+01	3.97E+00	3.24E+00
CPCT02390017T	4.21E+00	2.51E+01	1.82E+01	4.56E+01	1.58E+00	2.46E+00
CPCT02370012T	9.14E+00	5.33E+01	4.76E+01	1.06E+02	1.23E+00	5.47E+00
CPCT02240007TII	2.93E+00	1.90E+01	1.48E+01	3.33E+01	1.53E+00	2.42E+00
CPCT02010747T	2.80E+00	2.74E+01	1.46E+01	4.34E+01	8.76E-01	1.08E+00
CPCT02010750T	4.42E+00	2.49E+01	1.27E+01	4.04E+01	1.24E+00	1.33E+00
CPCT02330092T	2.08E+00	9.03E+00	8.34E+00	1.73E+01	5.18E-01	1.60E+00
DRUP01340017T	6.70E+02	4.70E+02	4.15E+02	1.85E+02	5.97E+00	1.74E+01
CPCT02060259T	3.84E+00	2.17E+01	1.08E+01	3.33E+01	1.41E+00	2.11E+00
CPCT02080197T	3.99E+00	2.47E+01	1.56E+01	4.20E+01	7.81E-01	2.50E+00
CPCT02110059T	2.74E+00	6.79E+00	5.29E+00	5.85E+00	8.53E-01	2.93E+00
CPCT02220076T	3.42E+00	2.77E+01	1.29E+01	4.25E+01	5.81E-01	1.56E+00
CPCT02010751T	1.13E+00	9.13E+00	6.78E+00	1.50E+01	6.36E-01	1.22E+00
CPCT02220077T	2.73E+00	5.85E+00	3.12E+00	6.06E+00	2.14E+00	2.45E+00
DRUP01060010T	6.52E+00	1.95E+01	1.84E+01	4.26E+01	2.63E+00	2.93E+00
CPCT02140061T	4.67E+00	1.07E+01	1.31E+01	2.72E+01	6.61E-01	1.58E+00
CPCT02270018T	3.16E+00	2.13E+01	1.08E+01	3.35E+01	1.05E+00	1.43E+00
CPCT02310007T	4.25E+00	3.29E+01	1.57E+01	5.19E+01	1.83E+00	1.40E+00
CPCT02230087T	5.64E+00	4.12E+01	2.08E+01	6.55E+01	1.20E+00	1.65E+00
CPCT02150048T	7.27E+00	4.51E+01	1.81E+01	7.17E+01	2.09E+00	7.33E+00
DRUP01010122T	5.10E+02	2.03E+02	3.05E+02	3.51E+02	5.08E+00	1.04E+01
CPCT02330095T	4.56E+00	2.92E+01	1.60E+01	4.76E+01	7.39E-01	2.30E+00
CPCT02340075T	8.03E+00	5.33E+01	2.51E+01	8.47E+01	8.37E-01	1.63E+00
DRUP01010072T	3.60E+00	2.85E+01	1.82E+01	4.84E+01	1.81E+00	2.45E+00
CPCT02330087T	3.71E+00	1.24E+01	4.73E+00	1.52E+01	2.20E+00	3.87E+00
CPCT02240010T	4.28E+00	2.53E+01	1.48E+01	4.18E+01	1.65E+00	2.00E+00
CPCT02110062T	4.26E+00	3.31E+01	2.79E+01	6.01E+01	1.50E+00	7.22E+00
WIDE01010038T	2.05E+00	4.13E+00	4.39E+00	4.17E+00	1.87E+00	2.29E+00
CPCT02050325T	3.74E+00	2.28E+01	1.63E+01	4.06E+01	2.08E+00	4.03E+00
CPCT02050327T	4.88E+00	4.26E+01	2.52E+01	7.01E+01	9.23E-01	2.09E+00
CPCT02050329T	4.24E+00	2.73E+01	2.12E+01	4.88E+01	1.76E+00	3.54E+00
WIDE01010060T	2.51E+00	4.50E+00	4.22E+00	5.29E+00	1.01E+00	2.02E+00
WIDE01010100T	3.75E+00	1.78E+01	9.64E+00	2.99E+01	1.09E+00	1.21E+00
DRUP01340006T	1.12E+01	3.73E+01	1.64E+01	6.21E+01	2.25E+00	9.95E+00
CPCT02220036T	3.25E+00	1.66E+01	8.75E+00	2.64E+01	1.56E+00	2.34E+00
WIDE01010066T	4.11E+00	2.33E+01	1.41E+01	3.95E+01	1.16E+00	2.58E+00
WIDE01010077T	4.61E+00	2.86E+01	1.48E+01	4.65E+01	1.06E+00	1.46E+00
CPCT02040226T	5.66E+00	4.50E+01	1.99E+01	6.86E+01	6.95E-01	1.79E+00
CPCT02330098T	2.16E+00	4.49E+00	9.64E+00	1.35E+01	6.42E-01	2.15E+00
WIDE01010091T	2.99E+00	2.02E+01	9.83E+00	3.12E+01	1.08E+00	2.58E+00
CPCT02110064T	2.52E+00	1.73E+01	9.14E+00	2.76E+01	8.61E-01	2.36E+00
WIDE01010063T	1.86E+00	7.23E+00	6.43E+00	1.21E+01	9.99E-01	2.42E+00
WIDE01010097T	2.50E+00	1.73E+01	8.18E+00	2.59E+01	6.14E-01	1.34E+00
WIDE01010096T	2.51E+00	8.02E+00	1.33E+01	1.85E+01	5.99E-01	5.44E+00
CPCT02370022T	4.71E+00	3.56E+01	1.60E+01	5.53E+01	1.81E+00	2.02E+00
CPCT02020695T	2.41E+00	1.96E+01	1.67E+01	3.54E+01	7.99E-01	4.05E+00
CPCT02100201T	4.90E+00	3.10E+01	1.41E+01	4.86E+01	8.74E-01	1.76E+00
CPCT02050335T	2.19E+00	4.24E+00	7.39E+00	7.99E+00	1.85E+00	2.62E+00
CPCT02160040T	5.37E+00	7.62E+00	1.93E+01	1.00E+01	2.93E+00	1.10E+01
CPCT02240012T	2.83E+00	4.76E+00	1.06E+01	7.50E+00	1.39E+00	4.63E+00
WIDE01010128T	5.43E+00	3.58E+01	1.48E+01	5.46E+01	1.78E+00	1.22E+00
CPCT02220081T	2.83E+00	1.51E+01	7.82E+00	2.46E+01	9.81E-01	1.91E+00
CPCT02100165T	2.72E+00	9.31E+00	8.69E+00	1.72E+01	1.54E+00	2.90E+00
DRUP01230004T	6.46E+02	1.54E+02	4.10E+02	6.10E+02	4.03E+00	1.41E+01
DRUP01060002T	4.00E+00	3.28E+01	2.69E+01	6.20E+01	1.87E+00	2.07E+00
WIDE01010206T	2.92E+00	7.34E+00	4.16E+00	7.16E+00	3.21E+00	3.10E+00
WIDE01010001T	2.91E+00	1.35E+01	8.25E+00	2.32E+01	7.85E-01	1.02E+00
CPCT02120112T	6.88E+00	4.58E+01	2.42E+01	7.49E+01	1.82E+00	2.46E+00
CPCT02120119T	4.26E+00	2.74E+01	1.99E+01	4.93E+01	3.78E-01	2.17E+00
WIDE01010154T	4.72E+00	8.41E+00	1.06E+01	1.15E+01	7.67E-01	5.28E+00
CPCT02370020T	4.90E+00	2.94E+01	1.91E+01	5.09E+01	7.82E-01	1.96E+00
CPCT02230090T	3.74E+00	3.16E+01	2.02E+01	5.30E+01	1.43E+00	3.47E+00
CPCT02210048T	1.67E+00	3.88E+00	7.41E+00	8.17E+00	1.46E+00	2.57E+00
WIDE01010159T	7.25E+00	4.37E+01	2.15E+01	7.14E+01	8.31E-01	1.76E+00
WIDE01010179T	4.55E+00	3.37E+01	1.59E+01	5.26E+01	1.05E+00	1.40E+00
WIDE01010177T	2.53E+00	9.52E+00	7.24E+00	1.53E+01	1.41E+00	2.05E+00
WIDE01010166T	3.92E+00	1.35E+01	2.22E+01	3.41E+01	1.07E+00	6.87E+00
CPCT02130069T	3.73E+00	2.95E+01	1.31E+01	4.48E+01	1.17E+00	1.14E+00
WIDE01010168T	4.26E+00	2.33E+01	1.14E+01	3.59E+01	1.46E+00	1.71E+00
CPCT02340074T	5.39E+00	2.81E+01	2.26E+01	5.45E+01	2.13E+00	2.66E+00
CPCT02290032T	3.67E+00	1.67E+01	1.56E+01	3.46E+01	3.57E-01	9.77E-01
WIDE01010200T	4.89E+00	5.82E+00	7.03E+00	6.93E+00	1.11E+00	4.97E+00
DRUP01340016T	5.05E+02	3.24E+02	2.91E+02	9.56E+02	7.40E+00	1.96E+01
WIDE01010228T	5.09E+00	4.32E+01	2.97E+01	7.59E+01	7.10E-01	2.32E+00
WIDE01010227T	6.34E+00	4.48E+01	2.17E+01	7.09E+01	1.06E+00	1.62E+00
WIDE01010232T	4.50E+00	2.85E+01	1.35E+01	4.52E+01	6.61E-01	1.40E+00
WIDE01010196T	3.78E+00	2.75E+01	1.31E+01	4.27E+01	1.20E+00	1.57E+00
CPCT02050352T	4.67E+00	2.39E+01	1.48E+01	4.21E+01	2.62E+00	1.57E+00
CPCT02100173T	3.88E+00	2.37E+01	1.65E+01	4.37E+01	2.97E+00	1.78E+00
CPCT02210049T	3.41E+00	2.19E+01	1.56E+01	3.89E+01	1.64E+00	2.09E+00
WIDE01010236T	3.54E+00	2.16E+01	1.14E+01	3.45E+01	1.18E+00	1.38E+00
CPCT02210050T	6.36E+00	5.05E+01	2.21E+01	7.72E+01	1.27E+00	1.50E+00
WIDE01010218T	8.81E+00	5.76E+01	2.58E+01	9.06E+01	1.53E+00	1.90E+00
WIDE01010261T	4.79E+00	3.95E+01	1.93E+01	6.19E+01	8.82E-01	1.46E+00
CPCT02350002T	5.30E+00	2.91E+01	2.21E+01	5.38E+01	2.03E+00	2.23E+00
CPCT02130089T	4.58E+00	2.03E+01	2.21E+01	4.52E+01	1.16E+00	3.21E+00
WIDE01010251T	2.44E+00	1.25E+01	8.69E+00	2.14E+01	1.24E+00	1.40E+00
WIDE01010273T	2.47E+00	1.33E+01	6.39E+00	2.04E+01	7.08E-01	1.10E+00
WIDE01010252T	3.59E+00	3.50E+01	1.51E+01	5.28E+01	1.23E+00	1.35E+00
WIDE01010258T	2.49E+00	1.47E+01	7.89E+00	2.34E+01	1.19E+00	2.19E+00
WIDE01010291T	4.17E+00	1.66E+01	1.43E+01	3.18E+01	8.00E-01	2.92E+00
CPCT02120124T	2.96E+00	2.09E+01	1.56E+01	3.76E+01	2.03E+00	1.74E+00
WIDE01010269T	2.65E+00	8.48E+00	1.60E+01	2.06E+01	2.00E+00	6.00E+00
CPCT02060231T	4.18E+00	1.44E+01	1.20E+01	2.89E+01	3.82E+00	2.35E+00
WIDE01010300T	3.48E+00	2.17E+01	1.33E+01	3.72E+01	1.60E+00	2.51E+00
WIDE01010319T	4.38E+00	2.27E+01	1.12E+01	3.83E+01	4.71E+00	2.12E+00
WIDE01010327T	3.86E+00	2.32E+01	1.01E+01	3.56E+01	7.07E-01	1.45E+00
CPCT02230100T	8.55E+00	5.40E+01	2.75E+01	8.98E+01	3.02E+00	2.13E+00
WIDE01010338T	5.32E+00	3.88E+01	1.99E+01	6.17E+01	1.58E+00	2.18E+00
CPCT02380040T	2.71E+00	1.60E+01	9.23E+00	2.66E+01	2.17E+00	2.43E+00
WIDE01010299T	2.69E+00	1.11E+01	1.07E+01	2.23E+01	2.55E+00	2.23E+00
WIDE01010353T	1.80E+00	9.93E+00	7.75E+00	1.67E+01	5.52E-01	2.03E+00
CPCT02190017T	1.79E+00	9.35E+00	9.75E+00	1.97E+01	2.27E+00	1.75E+00
WIDE01010366T	4.25E+00	4.89E+01	1.87E+01	7.08E+01	1.18E+00	1.66E+00
CPCT02190037T	2.80E+00	1.46E+01	1.31E+01	2.93E+01	3.84E+00	2.31E+00
WIDE01010389T	1.61E+00	7.07E+00	4.86E+00	1.20E+01	5.57E-01	1.03E+00
CPCT02050354T	3.95E+00	2.24E+01	1.34E+01	3.80E+01	9.50E-01	1.71E+00
CPCT02040122T	2.74E+00	2.00E+01	1.11E+01	3.28E+01	1.75E+00	2.38E+00
DRUP01070080T	4.12E+02	5.33E+02	3.43E+02	3.08E+02	4.67E+00	2.38E+01
WIDE01010027T	2.27E+00	1.15E+01	6.18E+00	1.81E+01	9.81E-01	1.12E+00
CPCT02050358T	1.07E+01	9.45E+01	3.55E+01	1.39E+02	1.11E+00	2.23E+00
WIDE01010407T	5.07E+00	2.07E+01	1.04E+01	3.62E+01	3.14E+00	4.11E+00
DRUP01050026T	5.38E+00	1.75E+01	2.38E+01	4.44E+01	2.11E+00	3.41E+00
CPCT02060136T	6.19E+00	2.25E+01	2.00E+01	4.88E+01	5.49E+00	3.86E+00
CPCT02290036T	3.64E+00	3.00E+01	1.13E+01	4.37E+01	3.99E-01	1.36E+00
WIDE01010426T	2.88E+00	1.89E+01	8.87E+00	2.97E+01	7.29E-01	1.05E+00
WIDE01010379T	2.00E+00	1.32E+01	7.77E+00	2.14E+01	1.09E+00	1.86E+00
CPCT02390022T	1.85E+00	1.16E+01	1.29E+01	2.34E+01	8.91E-01	1.95E+00
WIDE01010429T	3.03E+00	2.20E+01	1.46E+01	3.70E+01	2.00E+00	1.87E+00
WIDE01010434T	3.04E+00	4.17E+00	3.34E+00	4.21E+00	1.31E+00	1.92E+00
CPCT02050355T	5.03E+00	3.86E+01	2.22E+01	6.43E+01	1.04E+00	1.91E+00
CPCT02010835T	7.13E+00	2.79E+01	2.12E+01	5.45E+01	1.25E+00	3.98E+00
DRUP01020053T	7.11E+02	1.89E+02	4.94E+02	1.08E+03	6.44E+00	1.76E+01
DRUP01040016T	5.02E+02	2.14E+02	3.11E+02	3.22E+02	4.92E+00	1.37E+01
CPCT02010841T	4.60E+00	2.08E+01	1.69E+01	3.96E+01	1.45E+00	2.33E+00
WIDE01010441T	4.66E+00	1.56E+01	7.07E+00	2.00E+01	1.00E+00	6.21E+00
CPCT02010786T	3.41E+02	2.24E+02	1.93E+02	1.26E+02	2.89E+00	6.84E+00
WIDE01010439T	2.00E+00	1.77E+01	8.68E+00	2.71E+01	3.93E-01	1.02E+00
CPCT02010839T	3.60E+00	2.71E+01	1.64E+01	4.44E+01	7.07E-01	1.97E+00
DRUP01050025T	6.71E+00	1.41E+01	3.48E+01	5.00E+01	1.13E+00	7.51E+00
WIDE01010446T	2.39E+00	8.42E+00	9.87E+00	1.67E+01	1.63E+00	3.03E+00
WIDE01010447T	4.14E+00	3.09E+01	1.05E+01	4.47E+01	1.01E+00	1.73E+00
WIDE01010425T	7.43E+00	4.09E+01	1.94E+01	6.67E+01	2.32E+00	1.87E+00
WIDE01010442T	7.90E+00	5.13E+01	2.46E+01	8.26E+01	1.73E+00	1.65E+00
WIDE01010451T	2.00E+01	7.30E+01	6.21E+01	1.53E+02	1.74E+00	4.35E+00
CPCT02160049T	4.98E+00	2.64E+01	2.34E+01	5.22E+01	1.87E+00	4.45E+00
WIDE01010456T	3.89E+00	2.24E+01	1.47E+01	3.94E+01	2.44E+00	2.80E+00
CPCT02330111T	3.09E+00	1.57E+01	9.97E+00	2.44E+01	6.40E-01	1.79E+00
CPCT02120136T	7.16E-01	1.15E+01	7.03E+00	1.82E+01	2.86E-01	1.03E+00
