MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	0.11592438213527202	0.0034035310009494424	0.04980290416628122	0.015013083824887872
1:Del:C:1	0.16743536174297333	0.0006944972509518266	0.019101398028433324	0.004159292422700673
1:Del:C:2	0.1464448806643486	0.0011677138204686343	0.004150982740684412	0.000641234695995081
1:Del:C:3	0.05090297166258097	0.004677500762045384	0.005925042605958879	0.001885554290493019
1:Del:C:4	0.03575664449483156	0.011109761353582144	0.0026715493900701403	3.4899701192188106e-05
1:Del:C:5	0.018304962385445833	0.03331387493759394	0.0009717889058811124	0.002913046849425882
1:Del:T:0	0.039039650708436964	0.00090670048200991	0.03861419823020697	0.012836415655910968
1:Del:T:1	0.034501167796552185	0.0010701079241698607	0.025611263625323774	0.0077665470307692885
1:Del:T:2	0.022394410967826843	0.002644108682870865	0.03156063873320818	0.008850996633991599
1:Del:T:3	0.028418849352747202	0.013670856850221753	0.02725251078605652	0.011427200511097907
1:Del:T:4	0.016948634460568428	0.038687975704669954	0.017714110538363456	0.008966637142002583
1:Del:T:5	0.00885290264384821	0.6711851155757904	0.003605484473529963	0.030690539330244064
1:Ins:C:0	0.009204197395592927	0.0006516764740808866	0.015422597834840417	0.008179244264028966
1:Ins:C:1	0.0045507807144895196	0.00019899761406122707	0.007061033844947815	0.002012051895726472
1:Ins:C:2	0.004070845681708306	8.583618308648511e-05	0.0028845019545406104	0.0018405867426190526
1:Ins:C:3	0.00686969121452421	0.0005063981330022216	0.0020112837047781794	0.0012234708073083312
1:Ins:C:4	0.005890498762018978	0.0019048320094589143	0.0019598187500378117	0.002062200416112319
1:Ins:C:5	0.006414657454006374	0.011297261230647565	0.0030897062376607208	0.025875255577266217
1:Ins:T:0	0.021158565189689397	0.0011391266388818622	0.010478227036073803	0.00985726214479655
1:Ins:T:1	0.045234630331397054	1.9212725610486815e-05	0.011606100564822554	0.011592289861291648
1:Ins:T:2	0.05292091239243746	0.002643278925679624	0.0017630992373051412	0.0056795823900029066
1:Ins:T:3	0.02881517767906189	0.001714976562652737	0.003931868701474741	0.006706066643819213
1:Ins:T:4	0.008418534528464078	0.002566338051110506	0.0018346765410387888	0.014458545157685876
1:Ins:T:5	0.02344399718567729	0.09755211658775806	0.00043874766677618024	0.6682573837041855
2:Del:R:0	0.007307756179943681	0.0023596503597218543	0.02249107202515006	0.0026171063678339123
2:Del:R:1	0.011724848374724388	0.005831935219466686	0.030394449699670076	0.0026328001415822657
2:Del:R:2	0.011071906555444003	0.002568954792805016	0.009570916090160609	0.0001893655139258499
2:Del:R:3	0.0067894019139930605	0.007727992380969226	0.0025958761596120896	0.00013708633190486096
2:Del:R:4	0.003321878551505506	0.004312470855657011	0.0006356949008841184	0.0008138335726471269
2:Del:R:5	0.0027208488597534595	0.013151663411408663	0.00286770383361727	0.0016079302690923214
3:Del:R:0	0.0010121980053372681	0.0004888085782295093	0.009137158626690506	0.0012050160931539721
3:Del:R:1	0.000532442824478494	0.007603462566621601	0.023426995053887366	0.003479164716554806
3:Del:R:2	0.00016248716830887132	0.00219423956470564	0.005470891217701137	0.0008137845783494413
