MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	7.77E-05	3.37E-05	1.83E-04	1.53E-04
1:Del:C:1	9.63E-05	2.51E-05	2.23E-04	8.85E-05
1:Del:C:2	9.57E-05	2.33E-05	1.80E-04	3.10E-05
1:Del:C:3	4.18E-05	2.28E-05	8.71E-05	5.77E-05
1:Del:C:4	3.31E-05	3.21E-05	6.28E-05	1.02E-05
1:Del:C:5	2.08E-05	5.30E-05	6.62E-05	7.30E-05
1:Del:T:0	3.45E-05	1.65E-05	1.20E-04	1.18E-04
1:Del:T:1	3.56E-05	1.47E-05	8.96E-05	9.18E-05
1:Del:T:2	2.82E-05	2.12E-05	1.07E-04	9.90E-05
1:Del:T:3	3.19E-05	4.10E-05	1.03E-04	9.62E-05
1:Del:T:4	2.71E-05	6.53E-05	1.00E-04	1.08E-04
1:Del:T:5	2.42E-04	4.27E-04	7.36E-04	1.01E-03
1:Ins:C:0	2.31E-05	1.46E-05	1.05E-04	9.35E-05
1:Ins:C:1	1.37E-05	5.93E-06	4.54E-05	3.92E-05
1:Ins:C:2	1.22E-05	4.51E-06	3.32E-05	3.13E-05
1:Ins:C:3	1.34E-05	7.54E-06	3.44E-05	3.28E-05
1:Ins:C:4	1.41E-05	1.25E-05	3.93E-05	4.58E-05
1:Ins:C:5	2.03E-05	3.60E-05	6.13E-05	8.18E-05
1:Ins:T:0	2.33E-05	1.70E-05	7.57E-05	7.11E-05
1:Ins:T:1	3.86E-05	4.14E-06	9.39E-05	9.06E-05
1:Ins:T:2	4.43E-05	1.85E-05	9.21E-05	7.06E-05
1:Ins:T:3	3.32E-05	1.41E-05	6.94E-05	6.94E-05
1:Ins:T:4	1.82E-05	2.30E-05	5.32E-05	6.37E-05
1:Ins:T:5	2.24E-04	4.93E-04	2.52E-04	9.71E-04
2:Del:R:0	2.03E-05	1.79E-05	7.55E-05	6.05E-05
2:Del:R:1	2.32E-05	2.36E-05	8.37E-05	5.75E-05
2:Del:R:2	1.85E-05	1.43E-05	4.85E-05	2.25E-05
2:Del:R:3	1.31E-05	2.25E-05	3.68E-05	2.02E-05
2:Del:R:4	1.10E-05	1.70E-05	3.06E-05	3.14E-05
2:Del:R:5	1.13E-05	3.40E-05	3.77E-05	4.29E-05
3:Del:R:0	1.05E-05	7.58E-06	4.38E-05	3.86E-05
3:Del:R:1	1.17E-05	3.56E-05	7.53E-05	5.26E-05
3:Del:R:2	6.16E-06	1.64E-05	3.45E-05	2.81E-05
3:Del:R:3	2.37E-06	9.16E-06	1.61E-05	1.46E-05
3:Del:R:4	5.49E-07	5.99E-06	1.16E-05	1.35E-05
3:Del:R:5	1.87E-06	6.98E-06	1.19E-05	1.33E-05
4:Del:R:0	8.51E-06	5.69E-06	3.63E-05	3.71E-05
4:Del:R:1	1.09E-05	1.82E-05	5.95E-05	5.44E-05
4:Del:R:2	3.18E-06	1.08E-05	2.71E-05	2.76E-05
4:Del:R:3	9.72E-07	1.11E-05	1.93E-05	2.29E-05
4:Del:R:4	1.18E-06	6.78E-06	1.05E-05	6.52E-06
4:Del:R:5	1.82E-07	9.49E-06	7.81E-06	4.52E-06
5:Del:R:0	4.03E-05	8.62E-06	1.59E-04	6.99E-05
5:Del:R:1	9.02E-06	9.66E-06	4.50E-05	4.69E-05
5:Del:R:2	2.52E-06	8.09E-06	1.72E-05	1.73E-05
5:Del:R:3	7.69E-07	7.46E-06	8.62E-06	6.95E-06
5:Del:R:4	7.55E-07	3.02E-06	5.06E-06	5.54E-06
5:Del:R:5	2.04E-07	3.59E-06	3.33E-06	1.80E-06
2:Ins:R:0	1.82E-05	1.33E-05	6.72E-05	6.57E-05
2:Ins:R:1	1.17E-05	7.27E-06	4.34E-05	4.25E-05
2:Ins:R:2	8.75E-06	7.14E-06	3.23E-05	3.28E-05
2:Ins:R:3	5.72E-06	9.99E-06	2.45E-05	2.62E-05
2:Ins:R:4	6.07E-06	2.04E-05	2.23E-05	3.27E-05
2:Ins:R:5	8.57E-06	4.62E-05	5.39E-05	7.45E-05
3:Ins:R:0	8.42E-06	6.40E-06	3.88E-05	4.10E-05
3:Ins:R:1	6.73E-06	7.35E-07	3.37E-05	3.60E-05
3:Ins:R:2	3.50E-06	1.80E-06	1.23E-05	1.34E-05
3:Ins:R:3	1.41E-06	2.35E-06	6.95E-06	4.44E-06
3:Ins:R:4	3.94E-07	3.29E-06	4.75E-06	7.63E-06
3:Ins:R:5	1.05E-06	1.11E-05	1.29E-05	2.16E-05
4:Ins:R:0	1.25E-05	1.01E-05	4.82E-05	4.86E-05
4:Ins:R:1	7.49E-06	3.34E-06	3.73E-05	3.41E-05
4:Ins:R:2	2.37E-06	3.94E-06	1.37E-05	1.62E-05
4:Ins:R:3	1.85E-06	5.27E-06	8.44E-06	1.24E-05
4:Ins:R:4	1.69E-06	5.27E-06	1.13E-05	1.34E-05
4:Ins:R:5	2.31E-06	6.30E-06	1.45E-05	1.82E-05
5:Ins:R:0	3.59E-05	2.26E-05	1.88E-04	1.37E-04
5:Ins:R:1	1.33E-05	1.06E-06	6.56E-05	6.46E-05
5:Ins:R:2	2.85E-06	3.31E-06	1.46E-05	1.66E-05
5:Ins:R:3	1.96E-06	1.32E-06	9.21E-06	1.00E-05
5:Ins:R:4	1.48E-06	2.67E-06	6.89E-06	8.38E-06
5:Ins:R:5	2.29E-07	2.73E-06	5.29E-06	7.35E-06
2:Del:M:1	1.99E-05	2.10E-05	8.44E-05	4.64E-05
3:Del:M:1	9.34E-06	5.31E-06	3.88E-05	2.99E-05
