Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP24708	47	77	29	110	29	133	0	0
SP24301	129	101	2	161	51	132	4	61
SP27201	39	134	29	106	27	149	1	12
SP28791	0	28	26	20	3	79	0	11
SP23739	35	28	4	64	29	92	1	0
SP24702	123	75	0	95	42	106	0	42
SP25332	20	19	0	36	20	19	3	37
SP28335	18	38	0	56	35	111	2	52
SP26709	71	29	14	32	28	33	0	25
SP25350	13	62	28	161	12	113	3	51
SP25380	30	120	50	100	32	161	6	5
SP24565	9	17	0	89	30	90	2	0
SP25833	99	40	0	84	35	135	0	18
SP25905	4	24	9	32	34	104	1	0
SP26439	15	20	0	7	28	35	0	56
SP24236	48	145	24	125	21	240	0	0
SP23925	4	102	41	1483	81	46	0	0
SP24815	53	122	22	116	53	172	6	32
SP27957	47	77	0	76	39	115	0	21
SP27603	27	50	0	74	41	133	0	54
SP27825	59	111	0	117	49	139	1	42
SP24135	25	96	0	163	486	174	5	115
SP26499	33	38	1	37	23	71	0	46
SP25518	55	116	17	91	38	231	9	0
SP28659	93	126	0	205	552	213	2	0
SP23622	34	63	0	118	6	124	11	36
SP27939	37	34	0	55	27	97	0	66
SP23754	9	24	0	17	15	48	0	16
SP29697	50	54	17	65	20	63	0	44
SP27339	47	46	0	59	25	101	5	29
SP29559	6	14	72	8	601	107	6	0
SP29331	35	99	0	75	46	169	2	27
SP26475	83	71	0	54	28	108	1	62
SP23775	54	98	0	141	539	172	1	15
SP28275	40	20	0	91	37	56	0	44
SP28581	51	84	0	93	39	108	0	46
SP23639	58	79	0	120	43	136	4	33
SP24391	69	62	0	95	38	143	2	17
SP28041	86	135	0	129	28	151	0	8
SP25494	137	200	0	235	863	511	10	0
SP26649	50	55	0	156	40	87	3	45
SP78927	29	5	17	1	0	11	0	0
SP78913	11	2	15	4	12	7	0	0
SP107375	33	12	35	6	37	40	0	32
SP107408	118	54	75	23	19	28	3	0
SP107439	9	1	0	0	0	123	8	146
SP78816	29	2	2	5	3	3	0	0
SP78663	88	4	56	11	40	5	0	7
SP78709	36	6	66	8	12	3	0	0
SP107462	116	9	72	0	8	18	0	0
SP78951	30	10	38	3	1	31	0	0
SP107435	61	21	35	21	12	23	0	26
SP78679	0	58	82	27	12	40	0	0
SP107360	30	43	150	37	31	0	7	0
SP78819	9	4	0	4	2	3	0	13
SP78821	33	9	41	6	4	45	3	0
SP107552	36	0	13	6	7	9	0	0
SP78865	15	1	11	0	7	4	0	27
SP107470	53	34	35	7	0	11	4	0
SP78673	1	5	0	9	4	15	0	13
SP78824	17	3	11	2	11	7	0	0
SP107550	6	10	31	0	0	9	0	6
SP78718	164	37	52	2	0	19	0	0
SP107451	42	7	10	4	6	0	0	21
SP107557	36	7	24	0	7	5	0	0
SP107358	4	5	24	18	11	17	2	12
SP78731	10	5	34	2	6	7	0	0
SP107455	0	5	40	0	0	10	0	3
SP107549	21	7	15	6	5	0	2	0
SP78814	0	3	53	1	12	28	3	13
SP107357	172	79	42	42	25	27	19	90
SP78919	37	3	38	8	16	7	3	0
SP107453	40	14	10	5	3	12	0	16
SP78719	2	3	0	3	0	0	0	6
SP78662	12	5	0	0	0	18	0	0
SP107457	66	2	81	9	9	15	3	0
SP107404	42	62	99	37	19	16	4	0
SP78714	11	15	39	3	0	16	0	0
SP107454	10	6	41	3	0	9	0	0
SP107359	38	62	162	28	25	40	1	0
SP78664	48	2	43	2	0	18	0	0
SP78931	28	11	59	0	5	0	0	0
SP78815	0	3	33	3	1	8	0	0
SP107466	45	35	46	20	12	28	1	15
SP78901	144	16	61	7	0	1	2	0
SP107384	148	50	0	15	335	60	9	123
SP107467	11	5	1	0	0	32	0	0
SP78680	31	2	0	0	1	11	0	0
SP78672	20	3	15	0	11	4	0	0
SP107365	53	16	0	23	6	18	0	28
SP78660	26	5	6	2	12	0	0	7
SP78659	8	15	10	9	4	7	0	0
SP107449	21	6	22	0	10	37	0	0
SP78813	20	6	32	9	3	14	0	0
SP78953	10	4	14	4	0	1	0	0
SP78804	60	1	13	15	15	28	0	0
SP107460	6	27	34	8	10	17	4	0
