Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP24708	2.24E+00	1.64E+00	2.87E+00	2.08E+00	9.33E-01	2.98E+00	0.00E+00	4.63E+00
SP24301	4.09E+00	2.20E+00	4.66E+00	2.43E+00	1.48E+00	3.07E+00	3.40E-01	5.32E+00
SP27201	1.85E+00	2.13E+00	2.53E+00	2.04E+00	9.70E-01	2.74E+00	1.96E-01	3.99E+00
SP28791	4.99E-01	8.86E-01	9.24E-01	8.23E-01	4.66E-01	1.37E+00	0.00E+00	1.55E+00
SP23739	1.23E+00	8.93E-01	1.30E+00	1.46E+00	1.03E+00	1.82E+00	0.00E+00	2.50E+00
SP24702	2.47E+00	1.61E+00	2.94E+00	2.22E+00	1.09E+00	2.80E+00	0.00E+00	4.57E+00
SP25332	9.48E-01	7.30E-01	1.22E+00	1.09E+00	8.60E-01	1.11E+00	2.76E-01	1.60E+00
SP28335	9.50E-01	1.20E+00	1.72E+00	2.05E+00	8.68E-01	2.81E+00	1.60E-01	4.37E+00
SP26709	2.64E+00	8.76E-01	2.88E+00	1.02E+00	8.13E-01	1.27E+00	0.00E+00	1.75E+00
SP25350	9.73E-01	1.35E+00	1.86E+00	1.98E+00	8.69E-01	2.33E+00	2.56E-01	3.27E+00
SP25380	1.94E+00	1.77E+00	2.33E+00	1.66E+00	9.64E-01	2.67E+00	4.20E-01	3.38E+00
SP24565	4.66E-01	9.98E-01	1.29E+00	1.79E+00	9.31E-01	2.35E+00	0.00E+00	3.71E+00
SP25833	1.57E+00	1.45E+00	1.99E+00	2.22E+00	1.07E+00	2.67E+00	0.00E+00	4.38E+00
SP25905	6.78E-01	8.44E-01	1.12E+00	8.72E-01	9.49E-01	1.89E+00	0.00E+00	1.62E+00
SP26439	9.45E-01	6.77E-01	1.27E+00	5.98E-01	9.37E-01	1.41E+00	2.15E-01	1.36E+00
SP24236	2.45E+00	2.25E+00	2.66E+00	1.92E+00	7.93E-01	3.48E+00	0.00E+00	4.20E+00
SP23925	1.83E+00	7.01E+00	1.63E+00	6.61E+00	2.05E+00	3.01E+00	0.00E+00	7.07E+00
SP24815	2.17E+00	2.16E+00	3.20E+00	2.49E+00	1.30E+00	4.15E+00	3.75E-01	6.20E+00
SP27957	1.36E+00	1.45E+00	1.48E+00	1.34E+00	1.01E+00	2.77E+00	2.01E-01	3.42E+00
SP27603	8.19E-01	1.35E+00	2.14E+00	1.74E+00	1.06E+00	3.16E+00	0.00E+00	3.96E+00
SP27825	1.79E+00	1.84E+00	2.50E+00	2.56E+00	1.20E+00	3.41E+00	0.00E+00	5.69E+00
SP24135	1.56E+00	2.25E+00	3.02E+00	3.73E+00	4.50E+00	4.96E+00	5.06E-01	8.06E+00
