Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP85623	6	0	0	4	0	10	0	13	5	0	25	0	0	5	0
SP85491	1	0	0	0	0	14	7	17	0	21	37	0	0	1	0
SP87582	1	0	0	1	0	0	0	0	8	1	1	34	7	10	0
SP89090	0	2	3	3	11	0	20	11	0	0	22	0	0	0	0
SP85511	0	14	2	7	5	0	1	0	0	88	14	23	0	3	0
SP85952	0	0	2	0	5	12	20	0	0	11	0	0	4	1	0
SP85840	6	0	0	0	0	16	53	5	0	0	0	0	0	12	0
SP87675	5	0	12	0	0	0	21	6	13	2	0	0	0	8	0
SP85836	0	4	0	0	13	0	19	19	18	10	61	0	4	7	0
SP120767	4	0	0	6	0	33	52	6	35	0	0	0	0	2	0
SP105708	11	0	4	0	0	11	10	18	0	22	0	0	12	8	0
SP85818	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP105922	1	0	0	0	0	0	7	8	19	0	0	0	26	0	0
SP86118	11	0	2	0	0	0	0	38	0	40	0	0	0	3	0
SP86306	3	0	0	0	53	0	0	42	0	4	5	29	23	0	0
SP87099	15	0	6	4	0	0	0	13	4	0	0	10	45	6	0
SP87434	4	0	9	0	0	0	30	1	0	17	4	0	0	5	0
SP85864	0	3	2	2	3	0	0	0	0	0	0	3	0	11	0
SP105807	0	7	3	0	0	8	0	16	15	0	40	15	0	0	0
SP89291	2	0	7	0	0	0	0	12	24	0	0	0	0	7	0
SP88050	0	0	8	0	4	0	0	22	0	0	0	0	0	8	0
SP88593	2	0	5	0	0	0	27	0	0	0	0	0	28	10	0
SP88158	1	0	2	0	0	0	0	11	7	0	0	0	6	2	0
SP87534	0	0	0	4	62	58	39	0	0	0	0	0	13	9	0
SP88776	0	0	6	0	4	0	36	1	34	13	9	0	0	0	0
SP85725	2	0	12	0	0	6	0	0	0	0	64	0	0	0	0
SP86660	0	1	14	3	12	0	42	0	25	0	0	25	29	11	0
SP87903	0	0	7	0	0	0	0	0	0	12	16	0	13	0	0
SP88098	0	0	6	0	4	105	0	0	3	0	0	0	3	0	0
SP85487	0	22	32	0	34	13	20	0	0	40	0	76	0	4	0
SP105759	9	0	0	1	2	0	12	0	0	13	0	0	12	6	5
SP86775	0	0	0	1	0	0	0	0	0	11	6	0	0	2	0
SP88322	2	0	11	0	10	0	13	33	9	0	12	0	3	0	0
SP85582	2	4	9	0	0	0	17	0	13	1	10	1	9	14	7
SP87446	0	11	1	0	23	0	5	26	4	0	0	115	0	16	0
SP87337	2	0	0	0	0	0	0	0	17	0	16	0	1	4	0
SP86929	0	0	13	7	7	39	0	25	2	0	17	31	14	2	0
SP86130	6	0	5	0	0	0	7	0	0	13	10	7	10	15	0
SP86425	9	14	1	1	10	0	6	95	0	0	0	0	0	0	0
SP85495	4	0	0	0	0	0	13	0	0	0	0	0	0	11	1
SP85787	0	0	0	2	0	0	1	0	0	0	0	0	26	12	0
SP86836	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
SP89245	4	0	4	0	0	0	5	0	10	0	9	0	0	0	0
SP86989	6	0	6	0	0	50	0	0	46	12	2	0	21	8	0
SP88757	0	0	3	2	0	0	0	0	44	2	6	0	0	0	2
SP85733	4	0	0	6	0	0	7	31	39	7	0	0	0	5	0
SP85737	0	0	0	1	0	0	0	0	4	17	0	0	2	1	0
SP85647	2	0	3	0	0	0	0	15	0	10	6	7	11	13	0
CPCT02011098T	5	0	0	19	0	0	0	0	0	0	17	0	0	0	147
WIDE01010618T	61	0	737	57	140	0	6	0	5	0	0	0	8	2	0
WIDE01010310T	162	292	153	63	0	0	27	0	54	4	0	0	2	0	0
CPCT02080230T	3	0	58	161	120	0	3	0	0	0	32	0	12	0	0
CPCT02010914T	0	0	12	130	0	0	0	0	0	0	0	51	0	0	37
DRUP01010057T	0	153	60	199	0	221	0	0	0	49	3	0	0	16	0
CPCT02010635T	85	0	47	444	0	169	0	0	0	0	0	0	0	4	0
WIDE01010556T	1912	1587	0	102	325	0	0	0	0	0	0	0	0	0	0
WIDE01010540T	30	0	63	33	238	84	0	0	0	32	0	0	18	1	12
