Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP86929	3.27E-01	5.50E-01	1.09E+00	5.59E-01	2.06E+00	2.55E+00	1.00E+00	1.62E+00	1.39E+00	1.47E+00	1.64E+00	2.46E+00	1.77E+00	5.62E-01	1.57E+00
SP86130	3.20E-01	3.99E-01	4.00E-01	1.80E-01	3.38E-01	4.98E-01	1.26E+00	6.49E-01	9.84E-01	1.24E+00	1.43E+00	1.36E+00	1.31E+00	7.25E-01	4.17E-01
SP86425	1.08E+00	9.59E-01	3.36E-01	2.53E-01	9.54E-01	2.16E+00	1.16E+00	3.32E+00	6.64E-01	1.26E+00	9.98E-01	1.66E+00	1.57E+00	0.00E+00	8.30E-01
SP85495	2.00E-01	1.38E-01	1.05E-01	2.23E-02	1.20E-01	2.25E-01	6.82E-01	2.74E-01	4.45E-01	2.76E-01	3.37E-01	3.39E-01	4.19E-01	7.09E-01	1.55E-01
SP85787	0.00E+00	0.00E+00	0.00E+00	3.26E-01	1.07E-01	3.52E-01	7.93E-01	5.48E-01	5.66E-01	4.45E-01	4.37E-01	1.82E-01	9.26E-01	9.86E-01	9.73E-02
SP86836	9.47E-02	8.21E-02	0.00E+00	1.00E-02	8.30E-02	5.00E-02	7.00E-02	1.02E-01	1.74E-01	1.82E-01	1.00E-02	8.08E-02	2.81E-02	2.97E-01	0.00E+00
SP89245	2.63E-01	4.05E-01	2.54E-01	0.00E+00	2.99E-01	2.21E-01	6.69E-01	3.27E-01	6.09E-01	2.95E-01	6.54E-01	4.13E-01	3.75E-01	2.31E-01	2.06E-01
SP86989	5.27E-01	7.68E-01	7.01E-01	2.98E-01	8.45E-01	2.41E+00	1.65E+00	1.77E+00	2.74E+00	2.08E+00	1.54E+00	1.05E+00	1.99E+00	6.64E-01	5.02E-01
SP88757	0.00E+00	0.00E+00	2.41E-01	1.99E-01	2.65E-01	9.77E-01	7.62E-01	7.61E-01	1.57E+00	1.01E+00	1.35E+00	6.24E-01	9.35E-01	1.00E-01	4.32E-01
SP85733	4.24E-01	2.39E-01	1.55E-01	3.85E-01	3.44E-01	1.53E+00	1.24E+00	1.83E+00	2.14E+00	1.28E+00	7.87E-01	8.34E-01	1.63E+00	6.64E-01	2.96E-01
SP85737	0.00E+00	2.00E-02	0.00E+00	9.82E-02	9.18E-02	4.11E-01	4.72E-01	4.47E-01	5.18E-01	7.10E-01	2.01E-01	2.40E-01	7.18E-01	4.17E-01	2.00E-02
SP85647	1.95E-01	1.49E-01	2.51E-01	0.00E+00	5.94E-01	5.93E-01	8.48E-01	1.07E+00	6.42E-01	1.08E+00	6.98E-01	1.18E+00	1.36E+00	8.68E-01	2.39E-01
CPCT02011098T	8.67E-01	1.77E+00	2.09E+00	2.81E+00	2.04E+00	3.44E+00	1.36E+00	2.58E-01	1.36E+00	1.60E+00	2.17E+00	3.90E+00	8.16E-01	1.70E-01	5.86E+00
WIDE01010618T	3.85E+00	9.49E+00	1.78E+01	3.47E+00	1.63E+01	3.24E+00	1.55E+00	1.39E+00	1.72E+00	1.71E+00	1.29E+00	2.01E+00	1.66E+00	2.91E-01	4.03E+00
WIDE01010310T	1.37E+01	2.67E+01	1.13E+01	3.40E+00	1.13E+01	3.93E+00	1.73E+00	1.18E+00	2.66E+00	2.04E+00	2.03E+00	3.03E+00	2.27E+00	1.84E-01	8.00E+00
CPCT02080230T	9.40E-01	1.76E+00	4.97E+00	8.51E+00	8.58E+00	2.16E+00	1.63E+00	1.16E+00	5.86E-01	1.48E+00	1.78E+00	6.30E+00	1.63E+00	2.00E-02	1.54E+01
CPCT02010914T	6.53E-01	7.49E-01	1.67E+00	5.67E+00	3.17E+00	1.98E+00	3.64E-01	6.59E-01	9.36E-01	1.91E+00	8.65E-01	3.33E+00	1.20E+00	0.00E+00	7.72E+00
DRUP01010057T	4.17E+00	1.00E+01	5.12E+00	1.05E+01	8.01E+00	1.49E+01	2.88E+00	2.33E+00	1.39E+00	3.53E+00	2.94E+00	4.06E+00	1.93E+00	9.94E-01	1.60E+01
CPCT02010635T	4.49E+00	7.44E+00	2.86E+00	1.26E+01	6.27E+00	1.08E+01	1.55E+00	1.60E+00	1.51E+00	2.38E+00	1.32E+00	1.57E+00	1.78E+00	5.19E-01	1.21E+01
WIDE01010556T	1.19E+02	1.32E+02	1.86E+01	9.39E+00	4.62E+01	5.10E+00	3.88E+00	4.64E+00	1.24E+00	4.65E+00	2.26E+00	5.32E+00	4.61E+00	1.09E+00	1.97E+01
WIDE01010540T	1.71E+00	3.37E+00	8.38E+00	2.43E+00	1.44E+01	6.83E+00	1.24E+00	2.52E+00	5.23E-01	3.80E+00	8.79E-01	7.29E+00	2.69E+00	2.74E-01	1.15E+01
