Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
CPCT02020598T	12	36	41	11	5	0	5	0	36	136	9	67	51	11	0	24
DRUP01070059T	0	0	0	51	31	0	0	23	26	60	11	45	28	18	39	17
CPCT02080152T	15174	0	2553	2573	0	419	835	0	0	323	4	0	0	0	0	0
CPCT02070406T	14	0	3	0	0	7	28	123	78	70	0	59	108	65	154	0
CPCT02450002T	315	0	356	0	123	0	1	0	47	156	54	41	98	74	8	214
DRUP01070024T	18	39	98	0	18	0	3	0	71	74	28	94	75	70	18	0
DRUP01060027T	37	3	44	40	0	0	0	81	33	55	485	177	65	5	17	18
CPCT02030381T	2	0	79	0	59	0	1	58	0	101	101	197	13	21	7	61
DRUP01220005T	110	71	100	0	0	0	0	0	143	98	33	0	60	12	376	154
CPCT02370010T	2	96	90	19	0	86	18	0	129	270	2025	0	69	83	75	0
CPCT02020623T	212	39	112	0	144	4	0	0	65	79	44	0	206	10	24	0
CPCT02290023T	119	19	191	0	200	3	16	23	82	77	29	182	63	26	17	5
DRUP01010022T	36370	1188	3741	5257	0	5584	1077	0	0	192	0	0	0	0	0	0
CPCT02070159T	0	3	254	31	38	0	10	0	0	109	26	48	85	73	31	43
CPCT02030354T	68	0	28	0	0	0	5	43	83	35	37	9	8	22	26	0
CPCT02020565T	45	28	64	0	27	0	6	0	164	49	31	39	7	9	24	0
CPCT02060114T	11	54	14	22	0	0	1	0	0	64	14	262	24	25	0	29
CPCT02060118T	50	0	84	32	0	21	1	23	16	149	110	58	76	4	17	0
CPCT02220002T	14	20	58	0	0	0	6	0	0	46	7	59	31	13	9	98
DRUP01030002T	11	37	48	1	101	37	0	7	126	82	33	19	35	112	35	5
CPCT02070060T	74	41	108	0	0	81	0	16	167	86	283	215	107	79	21	83
CPCT02030320T	133	0	322	0	235	0	0	0	326	78	24	16	0	0	9	0
CPCT02060035T	92	3	98	1	87	0	0	0	115	34	26	23	13	26	22	0
CPCT02070110T	23	30	118	0	0	0	0	0	101	38	42	80	77	74	18	0
CPCT02020492T	8	0	17	22	25	39	0	0	83	46	88	188	195	0	39	16
CPCT02030327T	35	0	46	0	71	52	0	57	0	7	14	29	44	15	20	44
CPCT02020503T	90	32	57	0	0	0	7	0	103	33	86	414	124	118	14	182
CPCT02380029T	64382	2661	1549	5096	0	5554	6922	0	0	128	0	0	0	0	0	0
CPCT02020636T	27	0	42	0	72	52	17	90	56	107	89	318	68	74	22	0
CPCT02130013T	70	92	39	0	0	0	14	0	0	106	99	364	0	450	7	0
DRUP01110002T	50292	496	8177	8068	3574	8508	3290	0	0	1091	0	0	0	0	0	0
WIDE01010639T	158	0	142	8	100	0	4	0	96	36	9	7	27	13	22	4
DRUP01010167T	28432	3414	2695	5428	0	673	1788	0	0	254	0	0	0	0	0	0
WIDE01010570T	201	70	105	29	41	0	0	28	81	45	36	0	98	249	59	0
