InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_M	InsDel_N_alpha	InsDel_N_beta
A[Del(C):R4]G	0.000393903291997551	1.11234860504505e-05	3.55356309988487e-05	0.00018429262451224	0.000413387950268231	0.00011924999834967	0.00238523141029985	0.00183352356631461	0.000404358575788255	0.000757488060020603	0.000815574809209135	0.000273841912854108	6.0155453054191e-05	0.000161240307659004	0.000257549451280827	0.000687046817433032	0.000344150919797927	2.2839747061678e-07	0.000560412198770005	0.000506462006000077	4.54745247485355e-05	0.00515589923695561	0	4.41411703913992e-06	9.46209502781859e-05	0.000291772712903196	0.000182647406917791	0.000251678620358934	0.000846917805216198	0.000239524359884456	0.000983792953028282	0.000503529264818956	3.31172601076919e-05	5.15994937916215e-06	0.00019463910491949	6.68652927263447e-05	0.000668930630323842	0.00129305318637157	3.37707774708389e-06	0.000844354603886976	1.7264705176883e-05	0.000119857493807599	3.96192746186249e-06	4.45146090001852e-05	0.000136699369663727
A[Del(C):R4]T	0.0002091962979766	0.000185867412182088	9.02680677032902e-05	0.000819811135274858	0.000848080378688225	0.00021830500039784	0.00532151564098088	0.00318267098915126	0.000273759147739768	0.00217425203564374	0.00249450060268999	0.000974626120047354	0.000346908849895469	0.000484258530212071	0.000929134812273323	0.00218513094681244	0.000681935691773122	4.56794941233559e-07	0.000901763963652168	0.000497507952456102	0.000260592185554564	0.0100589207243385	0	0.000216179985119397	0.000157542319059273	0.00137336530988679	0.000255619601320576	0.000463155445590469	0.0022686631643367	0.00107761697102126	0.000856984515136977	0.0015079903459119	3.78482972659336e-05	3.88080226415977e-06	0.00244535295565141	0.000288833586176742	0.00212521927214316	0.00116502003812383	2.36395442295873e-05	0.00117630668532908	0.00057726257829001	0.000120453094226425	1.70362880860087e-05	0.000147447806095358	0.000118343792482408
A[Del(C):R5]A	0.000911302398826557	0.000255464196532263	0.000364102950206079	0.000969773760245973	0.00420332174198565	0.000397830492893606	0.00752351624925613	0.00702792547996476	0.000391011540602999	0.000974232653059466	0.00359151521360417	0.000882120958698533	0.000616728078482455	0.00161295720863765	0.000729893108965823	0.0025659030713902	0.000781921023648853	9.13589882467118e-08	0.000430036685952824	0.000798448507680882	0.000261763817223451	0.0145637654044718	0	0.00023182495690369	0.000266538386588748	0.00127658295338032	0.000918905901058613	0.000584598759195887	0.00192739565959617	0.00153674576887627	0.0021139940874995	0.000761141834758653	5.00138213871266e-05	0.000256393114949461	0.000297179073801412	0.000146766488662505	0.000612674521908393	0.00131374395761071	1.01312332412517e-05	0.00286123774276494	0.00148163151723932	0.000163194514758383	0.00155505652878103	0.000849120037575859	0.000308911464505652
A[Del(C):R5]G	0.000137920170184612	2.78187146641077e-05	7.8174446155519e-05	0.000336156911265517	0.000774809639082772	0.000123379066144453	0.000548417017660644	0.000937599735135092	0.000249135455112575	0.000204408812181302	0.000276230981546143	0.000188534257588882	0.000180008153560415	0.000422695891872881	0.000165525761745814	0.000300247807175565	0.000338477686023928	4.56794941233559e-08	0.000249484601264929	4.25339511085479e-05	5.15365774353509e-05	0.00219714609173316	0	4.30236724068068e-06	5.76951259067974e-05	0.000172233860119772	0.000151989251520664	0.000155679560039158	0.000465348993947598	7.5433339626775e-05	0.000185074859983618	0.000181549769541802	2.50069106935633e-05	7.21417292401767e-05	0.000702942809184108	6.36900284369742e-05	0.000291652762066341	0.000341661760809596	6.75415549416779e-06	0.00144048910679756	5.06760698640736e-05	2.43628933224628e-05	2.37715647711749e-06	0.000100548156136838	4.51568116697125e-05
A[Del(C):R5]T	0.000352145490833994	7.57445003011081e-05	7.57050384494899e-05	0.000972602547993953	0.0027272321902107	0.000612460474693127	0.00324042185427361	0.00275264126819284	0.000517967103823246	0.000890138732335362	0.00188072458922894	0.000463057015613059	0.000283568173655369	0.0017812238665942	0.00042355592675872	0.00144348663072765	0.000907522521763672	1.82717976493424e-07	0.000531305929821298	0.00023978893881074	0.000346261284543791	0.00768689404325775	0	0.000233724703477497	0.000389844685735634	0.000380539187742372	0.000805788876758457	0.000213390303114407	0.00126691263602234	0.000522444880070885	0.000577678655087671	0.000578743225823071	5.27172711918361e-05	0.000356242471528164	0.000604249462929054	0.000349637010714289	0.00123109874901513	0.000254530090742234	1.01312332412517e-05	0.00358849521421405	0.000216848857191572	0.000272926801445936	5.54669844660748e-06	0.000648975468865067	0.000247656480445676
A[Del(C):R6]A	0.00035807538853601	0.000378218524791281	0.000282874360122237	0.00147411448236764	0.00420238713750014	0.000858343867305579	0.00261020992638203	0.00270191446130308	0.000261060830914085	0.000213462345360576	0.00107488639660161	0.000138054451407994	0.000144656897103031	0.00270703970972717	0.000409737763401316	0.00124199006607811	0.000329643031902586	1.37038482370068e-07	0.00143597891317513	0.000166803297263875	9.5264305877545e-05	0.0026198437453412	0	1.93327151334483e-05	0.000111261166021267	0.000351488341431369	0.000754855846895871	0.00114295285605709	0.000745634943958871	0.00016434125148081	0.00172778399514627	0.000351696796560485	3.98758846194658e-05	0.000596429442944331	0.000536329097688938	0.000239172452690987	0.000878970670402183	0.000354047419695204	0	0.00890384582590899	0.000639769131370171	0.000350610113215698	4.75431295423498e-06	0.00120619575570413	0.00086223711377253
A[Del(C):R6]G	3.08713649865152e-05	2.11310236621827e-05	3.91848355450446e-05	5.47636451173145e-05	0.00120613523929591	0.000175881979351896	0.00045701418138387	0.000409284961968016	8.72733231399895e-05	4.18327025274973e-05	0.000121805478006928	5.59789402468357e-05	2.49847018340207e-05	0.000678912008853281	7.83563383288507e-05	0.000146003307435284	0.000317506209267751	2.2839747061678e-07	0.000325842350450632	2.72553832973739e-05	1.76901166006315e-05	0.000347204750032275	0	7.82248589214669e-07	5.2586856912289e-05	5.67701954994187e-05	7.76576860766855e-05	0.000195750038056949	9.78969264133044e-05	8.20682584218522e-05	0.000242009260669511	0.00014344480326206	1.41931114747251e-05	0.000111188236937114	6.25350935625012e-05	5.08042286299286e-06	0.000256472011913886	0.000452508607192813	3.37707774708389e-06	0.00398545992700468	0.000131149356795478	8.81772239109858e-05	1.18857823855875e-06	0.000114385371130961	4.73270579746263e-05
A[Del(C):R6]T	0.000362507279484432	7.27886368738219e-05	9.80948981330042e-05	0.000542294941347351	0.0023780054008879	0.000560480181377124	0.00154304992814037	0.00113494520520738	0.000519029897731483	0.000155950072153263	0.000698703381883465	9.76601319222061e-05	0.000178022595951065	0.00117575032803488	0.000211240695090566	0.00051092189340222	0.000537419805484302	1.82717976493424e-07	0.000489438546822191	0.000103812980453292	0.000181782457426823	0.00224673559059202	0	3.96711784530297e-06	0.000150393101944556	0.000146088098439869	0.000348500314872753	0.000249089797340931	0.000219043938755558	0.000221704863691963	0.000156417370868326	0.000182088499610388	0.00199176664361976	0.000256187150583486	9.03406799795711e-05	0.000363354152444369	0.000302655795035833	0.000452412594333235	6.75415549416779e-06	0.00529490264939219	0.000211843652753997	0.000360423339163978	3.16954196948999e-06	0.000679958273118921	0.00076260624826462
A[Del(C):R7]A	0.000135186480440726	0.000159000653533804	0.000254829547406102	0.000618435161290182	0.00318944477962589	0.000691374225038561	0.0012964748349286	0.000707569620529488	0.000333123778899834	5.14743050824646e-05	0.000173961107688545	0.000115758642541973	4.97805674198794e-05	0.00307558158755547	3.99557943192588e-05	0.000337612363089283	0.000300150877703399	0.000182489579022807	0.0003840709602801	5.4526144017419e-05	3.78573973011967e-05	4.73982742906569e-05	0	2.96136965916982e-06	0.000125730662376381	0.000249743132013434	0.000613654795340423	0.000208350227383704	0.000180791556902328	6.77368338244854e-05	0.000759518605941409	5.77357919932421e-05	2.9737947851805e-05	0.000456785602813308	0.00043708623391576	0.000194233803184695	0.00053648058683394	0.000278629318496402	1.68853887354195e-05	0.00765330723890833	0.000381305574426187	0.000353247772213357	1.18857823855875e-06	0.00218156812817862	0.000625745635401532
A[Del(C):R7]G	4.23583845163813e-05	1.75711881408231e-05	2.88341596871617e-05	6.19699423970843e-05	0.000722077677568659	0.000336928596182592	0.000209588829229998	0.000126011829813442	0.000148335664049576	2.0514047989292e-08	1.14223188985987e-05	3.34437132990318e-06	1.67897640645203e-05	0.000663172675723615	6.99014320999347e-05	2.14576347902359e-05	8.1947913044657e-05	9.13589882467118e-08	0.000152667282575247	1.67262423169344e-05	3.64392665019718e-05	7.6614601866626e-05	0	4.24649234145106e-06	2.60132404916651e-05	1.47137156778877e-05	8.08488336982104e-05	5.59160759105941e-05	0.000124359309501966	5.36783887432589e-05	2.64501393560795e-05	3.77258180171866e-05	1.41931114747251e-05	9.52422589187367e-05	0.000171009851640161	3.57938883529043e-06	0.000450927869017579	0.000130913534035095	0	0.00395264909824814	9.41238444884281e-06	8.8801186254518e-05	6.73527668516623e-06	0.000182358328187088	3.7861646379701e-05
A[Del(C):R7]T	0.000104580890845978	0.000109526939417291	4.87837076885491e-05	0.000125272628370032	0.000581425332646005	0.000123999908923291	0.000424619315689497	0.000293490811290732	0.000167327929214944	3.50972567710131e-05	0.00010757477904855	2.35826810556036e-05	1.80866247688092e-05	0.000478687465073363	1.83142506162585e-05	7.582452098729e-05	0.000233468727294885	1.82717976493424e-07	0.000395819542611136	1.15484444260736e-05	6.63417412512932e-05	7.41103452172572e-05	0	1.41363495050937e-05	0.000119985334431057	5.49276186732115e-05	0.000283935010880753	5.10198236808921e-05	0.000108957646903775	0.000199987826630133	0.000163838632989816	3.32235738725741e-05	3.24413976565145e-05	0.000253531294285387	0.000943191868107883	0.000114956113690811	0.000153546084145695	0.000215452856893841	3.37707774708389e-06	0.00177948692805933	0.000101131130701033	0.000246947278415231	5.15050570042123e-06	0.000621968679883622	0.000188340772702339
A[Del(C):R8]A	8.40575079960425e-05	0.000127526107783716	0.000123699399167013	0.000371988222739927	0.000942914583230583	6.2012000664817e-05	0.000476485111158178	0.000330477244121431	0.000384275911678072	1.25158486121336e-05	3.68511383474417e-05	0.000221371943868401	6.39599480539251e-05	0.00239149731237309	3.45454083935087e-05	0.000163855487320225	0.000304178440611658	0.000182763655987547	0.00160404310665754	2.87579771698172e-05	0.000272551958174636	5.38676039681929e-05	0	8.49298468290212e-06	0.000120651886851818	0.000486426832652802	0.000380344304582411	0.000106548201458355	2.19130757597712e-05	0.000402720613950344	0.000387123478460491	0.000101164678950776	4.25793344241753e-05	0.000363873993299025	0.000986274041528797	0.000319777979978608	0.000455126394755938	0.000168214529981288	6.75415549416779e-06	0.00452425115200399	0.000193577906689599	0.000129046757412346	1.58477098474499e-06	0.00090571610777356	0.000337800144737125
A[Del(C):R8]G	6.63402990877484e-06	2.79987063477719e-07	3.41343289444581e-05	6.12693301615511e-05	6.32265564599074e-05	6.93490650272691e-05	3.0439270127521e-05	1.68008317645599e-05	0.000209936303172425	2.27933866547689e-08	1.62501703338977e-06	3.10719779263711e-05	1.75867641119099e-05	0.000293346269132864	2.84280905088192e-05	1.53762989476056e-05	9.2536505851854e-05	1.37038482370068e-07	0.000139857952728687	3.93881697849532e-06	2.32652574250521e-05	2.17035576278627e-05	0	1.78799677534782e-06	2.83314272293577e-05	3.52644995497455e-05	5.23695283387406e-05	5.341479763233e-05	7.46642042527863e-06	8.30919316073784e-05	3.90472560853779e-05	2.63106258496246e-05	2.70344980470954e-05	0.000130061076998293	4.3961401449913e-05	3.45237826371561e-06	0.0001122019809389	3.93652724271278e-06	0	0.00126243830182033	1.56006372080268e-07	0.000103067234381641	0	2.65010864316129e-05	1.81986919062651e-05
A[Del(C):R8]T	2.85829353145497e-05	1.28834047351676e-05	5.31856545305396e-05	0.000197277655794866	0.000263671067865573	4.72211164322506e-05	0.000119546407260599	3.3355634042441e-05	0.000232531025611166	4.98491366139795e-06	1.33339053258435e-05	5.91213025702347e-05	1.90974540972058e-05	0.000421968800120548	2.93423891757142e-05	2.6552461798844e-05	0.000167587758755218	6.85192411850339e-07	7.83828126244319e-05	6.07847550445987e-06	0.000160099663554554	3.80594838690525e-05	0	1.173372883822e-06	4.32492243276391e-05	5.378441407301e-05	0.000122835081105282	3.65124096669603e-05	2.55941946671179e-05	0.000127830241197042	0.000233902958967575	3.62137521103986e-05	3.71724348147562e-05	8.94644164416497e-05	7.59433210047246e-05	8.14368692106561e-05	7.20988213000931e-05	6.61528602494904e-05	6.75415549416779e-06	0.00140187611859325	5.11440889803144e-05	8.00373515203608e-05	3.96192746186249e-06	0.000180755989770768	7.35181830600318e-05
A[Del(C):R(9,)]A	3.10991724651724e-05	1.75071910977425e-05	0.00023739727476297	0.00100575256903313	9.88428695645711e-05	3.63239357171158e-05	0.000290618506413036	0.000181968627154868	0.000458671485254625	2.7124130119175e-07	7.98180047002134e-06	0.000278121511065975	5.39627349159375e-05	0.000682868048978474	0.000136437868075318	2.92173168310079e-05	0.000461675638532205	4.56794941233559e-07	0.00013741501905657	1.10102346325814e-05	0.000285086895432163	2.71555330415926e-05	0	6.14623891525812e-06	0.000249898170845667	0.000282532929840391	0.000135223675345945	0.000123756996012812	8.36586362999824e-05	0.00018969801542451	0.00113906859126253	6.82704547629889e-05	0.00386322977092994	8.84671153011394e-05	0.000306410968105893	9.32603987827122e-05	0.00019174646364692	0.000184728741828766	6.75415549416779e-06	0.00114993257022768	9.8934040960903e-06	0.000128337709294696	1.18857823855875e-06	1.89283327991661e-05	0.00011847453021162
A[Del(C):R(9,)]G	2.271171529643e-06	1.01835294802039e-05	2.18933501143431e-05	5.26828794553927e-05	5.06713275279756e-07	1.7858032886231e-05	1.85356449379876e-05	9.96792192998293e-06	4.04689836227185e-05	0	3.06797821656575e-07	1.01528230306009e-05	8.85586463806735e-06	9.31415551280102e-05	1.69663670145473e-05	1.0756576301703e-05	7.10345167771164e-05	9.13589882467118e-08	4.55157115752289e-05	7.4250983755238e-07	1.98142696003289e-05	1.35908095241785e-05	0	2.79374496148096e-07	7.03242297373314e-05	1.28442399199111e-05	3.89686365142102e-05	1.77403161885882e-05	2.11837974856742e-06	4.75818462161251e-05	4.44895149744705e-05	6.62434262906408e-06	4.05517470706432e-05	0	3.7367191232426e-05	7.71300561927099e-05	5.79727470178316e-05	7.52260754796454e-05	0	0.000895458098759187	3.7701539919398e-07	1.08058933129899e-05	0	3.84958963495235e-07	1.27774340682877e-05
A[Del(C):R(9,)]T	4.2075350982292e-06	1.31993901353782e-07	2.86135930543541e-05	0.000118572036162527	3.87354148213858e-06	3.01562796933117e-05	2.63580272053953e-05	3.14097644659821e-05	0.000177679817931533	2.27933866547689e-09	1.48847514572943e-06	3.95862834597711e-05	2.66342420017886e-05	8.18903610877442e-05	1.24985570340498e-05	1.46791233322198e-05	0.000191027741810005	0	3.74315297523687e-05	2.90852965952471e-06	2.93546989041273e-05	3.86594620246305e-05	0	5.08461582989535e-06	0.000247432516758249	2.18822809944454e-05	7.09379583056799e-05	3.22727429853026e-05	5.55640589788177e-06	8.88927463253602e-05	3.91233715943162e-05	1.64629570959108e-05	4.86620964847718e-05	8.88898842628774e-07	7.07778563343599e-05	1.43983802503457e-05	6.24815086481874e-05	8.74197086460972e-05	0	0.000338359620191153	1.39105681771572e-06	4.65702803672688e-05	0	7.35257415148095e-06	1.75580770331279e-05
G[Del(C):R1]A	0.00121499047764739	0.000128642056222434	0.000103937567448866	0.00328491265211773	3.72940970605901e-05	0.000109689019555558	0.00474333956034641	0.015813679454176	0.000653066152833877	0.00510204431673948	0.00682498051231194	0.00427550565903168	0.00213017562840225	1.45175986549129e-05	0.00367742234736531	0.00996625140467007	0.000632543912236892	0.00036328901676305	0.00227114079039801	0.000991360471865793	0.001558239687629	0.00300915131029099	0	0.00180727361558203	0.000406307940659044	0.00240471070232506	0.00198761256267086	0.000487386578911153	0.00179445864848935	0.0257815731501655	0.00451159456130332	0.00645823834113151	3.37931225588693e-05	0.000262604566618074	0.000710855861445093	0.000410371156758249	0.00545314036798734	0.000754613069856124	0.0070243217139345	0.00032945398010852	0.00010887944718102	2.47032364189349e-05	0.00465605715318079	8.80575872585595e-06	0.000307072420448075
G[Del(C):R1]G	0.000224407624619665	9.45556311516183e-06	5.85205513002355e-05	0.000698025764798983	6.94985407783701e-05	0.000144984394848031	0.00264268981797061	0.00407648865881603	0.000655812853973345	0.000617623280829611	0.0011139306336632	0.00189524101720752	0.000344945508315314	0.000166737561968309	0.000366492379033126	0.0012695354426125	0.000506281980419375	1.82717976493424e-07	0.000529875527868545	0.000642115038481429	0.000103684837897835	0.001733962955627	0	0.000225846342686121	0.00016652603000458	0.00182889871940238	0.000390698662725969	0.000778235217107703	0.00115750353113936	0.00067058934692737	0.000836699732004905	0.0010756390937261	3.31172601076919e-05	5.52092903110774e-05	0.000928025184607663	0.000268511894724771	0.000415085282295531	0.000590239054257971	1.68853887354195e-05	0.00108521533480327	9.82840144105686e-06	0.000119034997991125	5.94289119279373e-06	2.81233120268585e-05	6.845863293954e-05
G[Del(C):R1]T	0.00363725359169555	0.000706527355610061	0.000258437454369985	0.00507393389719344	9.92257195947825e-05	0.000209518685130756	0.00160945515151912	0.00914081552840305	0.0019257549566879	0.00812145689483273	0.00622491431579338	0.0096230132610608	0.00654806630223955	3.34241875239078e-05	0.00452179130488206	0.0319403620049257	0.00204521160230874	3.65435952986847e-07	0.0014996237641066	0.00441188361600287	0.00420282538824792	0.00363845013747195	0	0.00110531725656033	0.000221348491938715	0.00536466915423504	0.00300564649951352	0.00372338408543686	0.00225583133946627	0.0673473906308896	0.00398753928226272	0.00646064112250884	3.51448474612241e-05	0.000391494898799246	0.00157205971584889	0.000275809229382524	0.0158781521647071	0.00190633532692835	0.0179964473142101	0.000361761541735075	0.00295424066596	4.89526820425736e-05	0.00613861040940974	0.000143424913901193	0.0011597308165937
