C_ID1	C_ID2	C_ID3	C_ID4	C_ID5	C_ID6	C_ID7	C_ID8	C_ID9	C_ID10	C_ID11	C_ID12	C_ID13	C_ID14	C_ID15	C_ID16	C_ID17	C_ID18	C_ID19	C_ID23	ID_A	ID_B	ID_C	ID_D	ID_E	ID_F	ID_G	ID_H	ID_I	ID_J	ID_K	ID_L	ID_M	ID_N
DEL:C:1:0	0.0167121316280325	0.00953812915286218	0.103655762025068	0.00465160412942897	0.0565129893339758	0.0367814878563612	0.0192422923953422	0.0330540770491554	0.176629139990681	0.0102572251645025	0.00162103771297375	0.0214282787227112	0.0487562634859092	0.0227191699784209	0.0200191964897847	0.056426732018983	0.00875535349756713	0.00205279631038514	0.0245449719288399	0.0351923357644502	0.282519076663389	0.0644930537428986	0.0300003359518021	0.00104002929494551	0.0139364398545096	0.0134105228836282	0.0475526358267347	0.0218479928270344	0.16517410688666	0.0356539669523144	0.00094116190916624	0.0246614130682204	0.220492305757714	0.0135954247531662
DEL:C:1:1	0.00529161290564348	0.00389633728050721	0.159446172865212	0.00631025385234404	0.0433919561764535	0.0171583365269615	0.00317817688248015	0.0162204031369787	0.06842282046353	0.0105634231570154	0.000415143804542058	0.016356704272698	0.0298787997344955	0.00967232073553564	0.104483751542575	0.0284225763053871	0.00511489823547345	0.00133255044715066	0.0209682539634488	0.11949200650941	0.123564324930362	0.0795936202791924	0.0176434954131914	0.000566601928533834	0.0071343832872349	0.00648547366787955	0.00529199134613206	0.00781700489411509	0.000161815494586237	0.00718807091329659	0.00177090293752636	0.00516826914106725	0.0242677327353289	0.00615368806046792
DEL:C:1:2	0.00144828052842907	0.00220966361741823	0.144099888044632	0.00328326323800066	0.0317038455344136	0.0079756255123593	0.0100749116524229	0.00564196377884674	0.0256092472083724	0.00249798462111667	0.000300263850637812	0.00512057086574318	0.0112102498398798	0.00430206957913083	0.134649664061429	0.0104495895173219	0.00322626021484301	0.00098927052675072	0.00977057955540433	0.0555831166233247	0.0279146369809463	0.0501421161409901	0.0059450137553599	0.000293284075011737	0.00389739395296279	0.0155973639341822	0.00629345766561198	0.00522766192636975	0.00317609947513451	0.00447410400915104	0.00217049695988062	0.00824460205073934	0.00890981205824256	0.00270092162569216
DEL:C:1:3	0.00321865877104069	0.00358703604116911	0.0496439737841146	0.00299512064539214	0.0157059118412319	0.00425338786762518	0.0367507960929567	0.00435062982603155	0.0164900760151623	0.00535612125705434	2.90310352826614e-06	0.00293994691542052	0.00626922385911764	0.00180985425512931	0.127519539284245	0.00705677376792858	0.00114483339129214	0.000571717967618555	0.00445633513565549	0.0386731400334121	0.011266884354215	0.02378723998742	0.00517344444983626	0.000490020073265704	0.00376495321913854	0.0028275996683948	0.00546768873827321	0.0101953743626891	0.000106309016792121	0.00907032253398816	0.00969244651586451	0.00249494927633037	0.00147230649124737	0.00237202840007048
DEL:C:1:4	0.00116746121604165	0.00752025000490871	0.0366151620290297	0.00363599913534247	0.00584412458752013	0.00328310303619904	0.103623286465644	0.00292634756281332	0.0120599633884307	0.00328436831736255	2.94918453665131e-06	0.00319626700762773	0.00481480007382701	0.00128690761470534	0.081447963800905	0.00453069788969015	0.000625624776433308	0.00107465016668816	0.00218052626273298	0.013049853213886	0.00203128088032944	0.0147605273313692	0.00664827286112019	0.00111830473650845	0.00237467001300254	0.00716627969933537	0.00253346294799419	0.00389024063697994	0.000100664290236787	0.0224955203522349	0.0190072061487165	0.00331142385255096	0.00102782013060389	0.00222508586360277
DEL:C:1:5+	0.00557177661317779	0.0284261949714445	0.0199757280825693	0.00742035281204392	0.00189556703767842	0.00232106648653028	0.242831355488462	0.00266712436401374	0.0055540784960679	0.00292136320976605	0.000300402093662967	0.00632491086296699	0.00235823325680799	0.00152672426407151	0.0180995475113122	0.00107864659566637	0.000143358676848956	0.00114633870394019	0.00123299784369172	0.00605418380973492	0.00307389402585651	0.00741486787444554	0.00613186694815517	0.00609661530803629	0.00429529031946657	0.00374522150792072	0.00945380679299189	0.00145594385411076	0.000127947135254234	0.118211038835432	0.0361964447638134	0.00806548514187925	0.000454965410403251	0.00562870044157985
DEL:T:1:0	0.0121472291476582	0.00616274119330516	0.0351530798426693	0.00683198920399058	0.0704174651689762	0.0190000963386268	0.00157723847915143	0.019684375698944	0.0679180036863474	0.00503550495640805	0.000950190392902345	0.0223585627350917	0.0344008209024504	0.0146011333635887	0.0224873166049637	0.0428337723436417	0.0168488183779263	0.0901720241569918	0.0238035359863524	0.233364835129188	0.0264799873713048	0.0504356372182488	0.462131779494035	0.000772871178673064	0.0176975653067747	0.00945339695090975	0.00536463291719293	0.0346502801691729	0.137016329253137	0.0181417950447587	0.000776630841884864	0.0130083655059642	0.0698254015659193	0.00863184714800527
DEL:T:1:1	0.0068895214645922	0.00442573135022823	0.0339764192613144	0.00395384545802397	0.0662425975391146	0.00825893605967844	0.00585822909960805	0.0104508909399807	0.0337875514758808	0.00618677883940567	0.00044196295142223	0.0178436847507443	0.288753908306571	0.0118887976176569	0.0771973124914301	0.342669194651099	0.00802591414514205	0.141467678443983	0.0157726650261004	0.110458307877792	0.0197348222598155	0.040740658113252	0.0221846039154916	0.000250917101733677	0.0168524326587673	0.00935595875557865	0.00805051974426993	0.0157174089993833	0.0268773654932221	0.00361546191084872	0.00266122988240417	0.0118269402279412	0.0218461989866759	0.00457410469198642
DEL:T:1:2	0.00896730807206881	0.00710351492887469	0.0224498489280564	0.00284036585280197	0.0826969217750249	0.0127364489777754	0.00477280667289836	0.00987864421484987	0.057350754222097	0.00717955322910748	0.000414821237483361	0.012955705134549	0.0263065733805733	0.00921691650663846	0.119840943370355	0.0291063777196426	0.00293456591481296	0.111984407369438	0.0109939532752445	0.0423013251298908	0.0128201144289058	0.0393273466268614	0.0161698934926136	0.000312937870803848	0.00411932787629025	0.00537802078113899	0.0105135450523641	0.0132733770297635	0.0187800052495957	0.00508942837843705	0.0568605327153223	0.00367935983616773	0.0172659809875107	0.00772150050675568
DEL:T:1:3	0.010089036573922	0.0148955532531318	0.0254717310406374	0.00195253613073107	0.0658148190595633	0.0193846488391848	0.041952048517439	0.00749251914751986	0.0807125079832895	0.00685822365526732	0.000511268788033536	0.0207787725174974	0.0474094380125373	0.0147960980400921	0.12491430138489	0.0539764245323631	0.000425166951664712	0.245939986931515	0.0124324381460209	0.0120015354422236	0.00502264091374079	0.0351168603350204	0.0219836194167343	0.000516871610810728	0.00197501287373694	0.0117900216350634	0.0111126616991234	0.0245670271525194	0.0135962646962808	0.00530351933904021	0.240305131997665	0.0297408700753112	0.013056022746524	0.0124735670491031
DEL:T:1:4	0.0100729352987903	0.0334361586561525	0.0171295823495126	0.00730203021876978	0.0405311069025516	0.0120072291462327	0.101092396001522	0.00335272469421353	0.0618416123868388	0.00804271568986535	0.00231547850933836	0.0102775853464921	0.0236245413839595	0.0113360181427345	0.0981763334704511	0.0269845049004933	0.000955053378654312	0.0917716351187758	0.0101715763068652	0.00615139244065029	0.0123713979940759	0.027998597556731	0.0148568018774906	0.00290958296171605	0.00493892931925118	0.0141975964614484	0.00402622960184573	0.00748245786860388	0.00575009478436674	0.00395746066640026	0.478249168422542	0.0222224378259088	0.00116492103162752	0.024853380354261
DEL:T:1:5+	0.0888820640106962	0.591759329262311	0.0219034884672808	0.0615495093567406	0.0339462349369784	0.0238313529578322	0.0114869042573646	0.0140920543621181	0.0971647638374142	0.0265401313227656	0.00949356326650573	0.00496232459080704	0.0342479614910031	0.0518910181421881	0.0689702454408337	0.021102665458514	0.00258887174707919	0.07787712424802	0.0095136545505128	0.0071957094121527	0.0170283536581576	0.0372028081397566	0.0130888421874408	0.134912516621943	0.020744620848782	0.0248883638928735	0.0143330459113242	0.0235109760979995	0.0229721555046903	0.0194965544851297	0.0158796207243618	0.01492342378986	0.125993981532421	0.396385413686127
INS:C:1:0	0.00580560140957248	0.00235843113447316	0.00763856340178396	0.000496396921131247	0.00239076967129758	0.00365599057544154	0.000934527226012537	0.00399184434066956	0.00655165725270782	0.0164656059920654	0.000493112870729777	0.00211494445750116	0.0149422232704945	0.554554290349537	0	0.0172706378097536	0.00652898442333435	0.00676244872492292	0.00580658835985051	0.00265599065759098	0.0264847107021977	0.00692608795482357	0.0177916341602191	0.00124890892154115	0.246557182071521	0.00400694869926316	0.00562549020938845	0.0114984891206871	0.142655411081915	0.00376352684600186	0.000387177809849021	0.0211178835546049	0.00993239266396656	0.00562933532106619
