C_ID1	C_ID2	C_ID3	C_ID4	C_ID5	C_ID6	C_ID7	C_ID8	C_ID9	C_ID10	C_ID11	C_ID12	C_ID13	C_ID14	C_ID15	C_ID16	C_ID17	C_ID18	C_ID19	C_ID23	ID_A	ID_B	ID_C	ID_D	ID_E	ID_F	ID_G	ID_H	ID_I	ID_J	ID_K	ID_L	ID_M	ID_N
INS:C:1:1	0.00124740700204302	0.000592727180633103	0.0050984164913223	0.000348108023374637	0.00626148738489364	0.00205680849201359	0.000675504673403394	0.00203209955704113	0.00477791177355688	0.00837438772501668	0.228937730456883	0.00296270392834635	0.00410071610710599	0.0185577758736731	0	0.00496092765790136	0.00847637303316737	0.000974652392144167	0.00561572041473692	0.00182047220254862	0.00556259221371332	0.00414481185662963	0.00464839977624543	0.00219950422651362	0.0551595751990257	0.00238487078087096	0.00376546046689665	0.00345365751883063	0.00341129641494009	0.00186669438761643	0.000380157124243968	0.00577428134937723	0.0054167954716533	0.00129861392469249
INS:C:1:2	0.00128232888721885	0.000748413146206429	0.00442753062111388	0.000457174868714436	0.00653142107825815	0.000898651927563133	0.00097763608090097	0.00164140647718242	0.00269025931412836	0.00945280584606861	0.116634442217503	0.00378398103895401	0.00245606328013425	0.00301536740665574	0	0.00260360848924333	0.0114399862165734	0.000200910993110119	0.00352374113685045	0.0023167876818607	0.00242257155535557	0.00293798976010678	0.00269945271851665	0.00125567814498762	0.0110826099842782	0.00199291066178824	0.00378644189154772	0.00184868529220155	0.0004892096347956	0.000690506813644982	0.000498338665262356	0.00414357115829681	0.00552769874827751	0.000328126881191205
INS:C:1:3	0.00106939223153552	0.00101158972550913	0.0064125191708185	0.000744464094492128	0.00226529590557463	0.000549022586762225	0.00199298175338859	0.00073018648081841	0.00102664021451207	0.00855250223114402	0.0419435789663053	0.00192794821961603	0.00106262140828101	0.000941463061213807	0	0.00123529711014709	0.0204670809838753	0.000239243763049459	0.00385353450804657	0.00598800841249331	0.000925524258654572	0.00231883504816188	0.0102655672332876	0.00219683921824125	0.0131654127731738	0.00315428565662465	0.00346334558337044	0.00171596002352248	0.000264361360341468	0.00172158033628229	0.00142181884771957	0.00706168413180915	6.6367315145196e-05	0.000564699651404989
INS:C:1:4	0.00149433819458821	0.00217069620342431	0.00652066141859388	0.000314301568153453	0.00070731950789605	0.000126645356975365	0.00441995060753932	0.000691164142122995	0.000977669157716756	0.00571927920890666	0.0149059620253783	0.00121154773441384	0.000686355105998479	0.000895513939419239	0	0.000615000436724815	0.00719035272342575	0.000341257832021943	0.00298246931153231	0.000110941107140347	0.0028640786956646	0.00190900432706052	0.00708415699294341	0.133954163599104	0.00859655195525585	0.00183145967146615	0.00242873213923168	0.00131269991618571	0.00022014433565802	0.000898413936833338	0.00203950916826783	0.0680965171463393	9.25649395446154e-05	0.00145738830613294
INS:C:1:5+	0.0210308421340874	0.0116666917877208	0.00781216302898382	0.00153458331443345	0.00193016886789987	0.000916778586286889	0.00779284197498686	0.000392250316736937	0.000987471921104947	0.0192332588285517	0.00415102331634511	0.0020477262342683	0.0032873961374454	0.00181151090630512	0	0.00414871039642389	0.00217521963942838	0.000520852884895238	0.00502284663571407	0.00198807329033374	0.00235868229011941	0.00688399699526904	0.0159149434027865	0.130672386025953	0.0244223392608728	0.00354025443036338	0.00310692583604145	0.0025516691286076	0.000422413703890816	0.00569136528216188	0.00432623747872098	0.428131952441475	0.000138847409316923	0.017791160510065
INS:T:1:0	0.00803963860673715	0.00153104447454911	0.0186976407607442	0.000597717821391241	0.00795094588161784	0.00698764436734456	0.00447766589051783	0.00592659137441071	0.00930612923998884	0.00427082514449004	0.000502421234423582	0.00404167788995032	0.0295070456458557	0.0423096995724288	0	0.0326395258488271	0.00775320010862412	0.00215120654276418	0.00784998031784684	0.011271984126555	0.00581143717286272	0.00803861322435595	0.0201620140897119	0.000221576402073913	0.0870045285927104	0.00498385332429796	0.0457423267712312	0.00347297786376896	0.212884276520101	0.00860273763472819	0.00380085617260954	0.00440179803523677	0.00402919463263071	0.0047734825023943
INS:T:1:1	0.00740910826387561	0.000765803617572734	0.038952518181222	0.00189335842319341	0.0279845543873818	0.00443942737363461	0.000878005464395467	0.00458199928989998	0.0117351787022148	0.0248050942786676	0.238157756857614	0.0119922979254189	0.0142439124332028	0.0206192487786295	0	0.0147455818149333	0.0397799854908441	0.00369861981343819	0.015968704518762	0.0188873450365749	0.0101912078924373	0.0242919169290422	0.0259755267111012	0.00172505080630841	0.0239095716104942	0.0115535211609588	0.24869485400587	0.00788963538841736	0.0385111469237651	0.00381327961509713	0.00177155300100831	0.0164839798583036	0.0279450059468607	0.00220149271582244
INS:T:1:2	0.00375783010254492	0.00279376903852913	0.0492239785977869	0.000572740430688988	0.03418621122607	0.00219828119500976	0.0282440578407732	0.00199046711280894	0.00322049105898539	0.0173705458827502	0.144481794637774	0.0152464697880002	0.0107571124196694	0.00905400081805348	0	0.0108988928947206	0.0307188665086169	0.00076929743976206	0.0034320029287609	0.00793185664159859	0.00509821420802792	0.0146556673183406	0.010880199054109	0.00264799046169467	0.0195906256917492	0.00143382354100493	0.167261801544462	0.0030793695939812	0.015840043502026	0.00468804308602822	0.00344793670825925	0.00483988814149042	0.00930277642423385	0.00230039603782358
INS:T:1:3	0.00459739007622602	0.00248106451700891	0.0272050386008071	0.00113940882815864	0.0208131237012745	0.00121672262511837	0.0113507859878091	0.00223859105847446	0.00311412876004897	0.0190975840774598	0.0938432362802783	0.0154939624267949	0.0118805686039864	0.00479277490274004	0	0.0126944602766932	0.00733592840364084	0.00215330395248577	0.00428535872830586	0.00550704735541703	0.00810921335409942	0.0115116465580601	0.00821626124038738	0.00062561453323763	0.00455982728809645	0.00201340736954397	0.0814999638114503	0.00167426875286607	0.0067181653886065	0.00390224008316979	0.00375983716689853	0.00552053239515877	9.78044644244993e-05	0.00381566098399933
INS:T:1:4	0.0114794224430614	0.00343098436470379	0.0080988809025227	0.000373052592275704	0.0106460268529854	0.00100499933899639	0.00467783647313756	0.000383666600098468	0.00342497126322229	0.00843567827160455	0.0472837687850383	0.00371052690826462	0.0104593668090703	0.00266208982174717	0	0.0119598400399102	0.00393622160912276	0.00709803428037736	0.00443389566470935	0.00353584230359585	0.00866084868312292	0.00840920780995328	0.00251510583281652	0.0509733793330947	0.00196062047029245	0.00358692385725336	0.0363884902956944	0.00198639484313822	0.000106309016792121	0.0045059128009058	0.0355439760469809	0.0202723024806946	0.00186876387382525	0.0093683041457002
INS:T:1:5+	0.563137155039872	0.119533879191518	0.040198834379445	0.0084239122050953	0.0197338573693021	0.0239145725784406	0.0249275745662417	0.00612273387043673	0.0333122035657358	0.077015010783417	0.037968999831067	0.0222256650190373	0.056008909594718	0.0588724565459632	0	0.0139240138328541	0.00741503922783854	0.0578518789671064	0.0316639350804789	0.00204127311948876	0.0141252453335355	0.156164927317646	0.0143827365567287	0.276471738014083	0.0188187565017013	0.0188188157254526	0.0168941902346984	0.0182611432839955	0.0386522650876485	0.0135354003102811	0.0164258040618957	0.0106223790158571	0.00498278816076958	0.372704466561879
DEL:repeats:2:0	0.00482782853103159	0.00462191269996065	0.00671366744019192	0.0252939897964897	0.0231445098452233	0.0061438810056579	0.00444336635996388	0.00585455498343667	0.0136611384220293	0.00660852708932621	4.10120974628073e-06	0.00232040546032254	0.0119376922477873	0.00583546415901841	0	0.0147284119881262	0.0282952067572815	0.00788208890953415	0.0115193698925923	0.0292009753302012	0.104895483874175	0.0118127951050075	0.00598346157271303	0.000455496180066602	0.0106939768136084	0.0819114662051859	0.0122364902766524	0.00806508545785308	0.0301249648380575	0.0134253713996478	0.000663844827766656	0.00422790536955177	0.0114256572547335	0.00150064027275551
DEL:repeats:2:1	0.00848759915058999	0.00859854773499531	0.0131329439334296	0.12702752574099	0.0201786311344583	0.00617236202914904	0.0172636897326416	0.0092770274978275	0.0122890484931385	0.0194929921672923	0.00139385834163483	0.00649206557712676	0.00643798555393549	0.00325257013147538	0	0.00711038027179886	0.010316938276726	0.0182714109711482	0.0066215359587035	0.0620393267842758	0.0203926082357489	0.0146522563597348	0.00447562456372926	9.12368398997731e-05	0.0106151630936823	0.179653328145038	0.00942065966833304	0.0111096984347537	0.00676520477656761	0.0105299034429589	0.00217881777244957	0.00391892870176811	0.0106921237715497	0.00815742543568092
DEL:repeats:2:2	0.00205102462734213	0.00269681557424487	0.0110063568632541	0.0369597441264894	0.0046020519885044	0.00122634670723213	0.0053311473326531	0.00229171364121096	0.0073398217594166	0.00648370428039829	0.000162389473549363	0.00622108705310612	0.00199994877983572	0.00135712077522533	0	0.00268392520305271	0.00306991623256383	0.00206244903026406	0.0042153914740404	0.0315854522255802	0.00355293921694632	0.00515498645965716	0.00388824216685713	0.000221672007751845	0.00265011611722199	0.0527184783496429	0.00309158647516209	0.00284037409322111	0.00350537519086232	0.0105087482096977	0.00228081273276742	0.0016687725342132	0.00189670800651797	0.00216982890305663
DEL:repeats:2:3	0.000776935457929367	0.00506009947516613	0.00760871159191356	0.0113429847371404	0.000905575941265755	0.00135723683213165	0.0314921409744238	0.000188495012895308	0.00195403769433693	0.00217507565663293	4.05512873789556e-06	0.00144575870018421	0.000769051230161454	0.000126740371616582	0	0.000504881655877278	0.00115813541148895	0.000875958256239283	0.00275498428707265	0.0068922973783946	0.00195123285151215	0.00171775976503268	0.00284625832347253	0.00290667893924886	0.00432633350881093	0.0168713131546924	0.00158065942854533	0.00138953121025024	0.00030575602174725	0.0319851070629469	0.00612164780951684	0.00142845734815924	9.78044644244993e-05	0.00101944330611479
DEL:repeats:2:4	0.00114696643824215	0.00324022188184131	0.00333138504172766	0.00404075758756348	0.000173576136685833	0.000210327924623093	0.0297933338194565	0.000220616963885395	0.000970139808738477	0.000345122329664375	3.04134655342167e-06	0.00295492929047845	0.000232495077661287	9.00711190733332e-05	0	6.72049494448442e-05	0.000599224338389639	0.000336883400144041	0.00188504169478223	0.00126263090455929	0.000434795038513792	0.000672845290117854	0.00172833870767341	0.00134018502805864	0.00246837374606663	0.00883408104272113	0.00459660698626783	0.000704884198203268	5.45656900348938e-05	0.0795293348987772	0.00904998877665398	0.00480705004153273	0.012966950823566	0.000425006925637387
DEL:repeats:2:5+	0.00192102863664136	0.00956233620806921	0.00370957765860944	0.00525801972813439	0.000223572268044686	0.000330694154853503	0.0775009401822439	0.000338071713040508	0.00145769574046401	0.000459602677281123	2.25796941087366e-06	0.219571403650938	0.00034146340227301	0.00018510344945154	0	8.3372785525345e-05	0.000682746546836277	0.000658094166871227	0.00611471168546739	0.000183279899223088	0.00163675845258708	0.000645306518093489	0.00318919579004399	0.00205949141842581	0.00173455255874158	0.00472654080847214	0.00144163545092035	0.00131976792848412	9.59603514406753e-05	0.304290344228626	0.00795820715872008	0.00287258742584373	0.0432121081926958	0.000689238637513736
DEL:repeats:3:0	0.00215973721411576	0.00120700625520259	0.000469219938505104	0.00746394016401842	0.012484005579618	0.00539933175877003	0.00175257245058296	0.00600989724279295	0.00368956748110309	0.00476079288059608	0.000170868379092235	0.00622351662743984	0.00320850923711849	0.000846150979713563	0	0.00374858329246881	0.0184619824190728	0.00283884405817239	0.00289103382817728	0.00325600255186172	0.00866457762856472	0.00567517618485958	0.00501480054328206	0.000143369250280931	0.00363385220372003	0.00444683958109775	0.00466598673921068	0.00535405265572477	0.00373116425307567	0.00471664062186231	0.000266916065688395	0.00541977913392497	0.00793264066814421	0.000671013107208841
DEL:repeats:3:1	0.00634904272398959	0.00628162729163254	0.00111484111684674	0.125774553480729	0.00763415518611797	0.00537740371801896	0.0129282233871875	0.00300747834324825	0.00998535396120451	0.0191397690920689	0.000474127495275084	0.00469061719448629	0.00251136078529781	0.00256447853571269	0	0.00187286738798739	0.00939984542509592	0.00357888784687282	0.00459097196133236	0.00155706817039083	0.0133018941799863	0.00935322936500061	0.0173526038131063	9.55356809182352e-05	0.00768301711321842	0.00335893740021651	0.00433619048030448	0.00532286338447401	0.00626094253762445	0.0097554483241985	0.00319954745180641	0.00322037275721375	0.00718338861032082	0.00686773188841774
DEL:repeats:3:2	0.00113778987060249	0.00217208724074408	0.000435500230591537	0.0370058915789564	0.00113065921873649	0.000347092912655749	0.00403069214065615	0.000777029679220047	0.00196747150675914	0.00173804298112939	0.000171651756234783	0.00502071536062739	0.000339568599515069	0.000615679766267938	0.000137117784176608	0.000184169474077684	0.000285902944298107	0.00144241531770534	0.00100452896384488	0.001226623703119	0.00162756038716398	0.00204072732436598	0.00313011093341809	0.000102205884198271	0.000899333826936631	0.000674814686111841	0.00261174658282677	0.000686330665919947	0.00788474221004216	0.00439772819265939	0.00124162125052322	0.00189192234983473	0.00257609973260958	0.00203278471494418
DEL:repeats:3:3	0.000428421618926148	0.000603107358279824	8.888220627614e-05	0.00811272870805448	0.000204244772238723	0.000313076085834945	0.00330525849029892	0.000150273358748616	0.000555802311950328	0.00107199866230707	0.000182849441272381	0.00280445765341021	6.73480583376582e-05	0.000100815310604065	0	4.19225762910729e-05	0.000736995261856602	0.000254481850253278	0.000474420113112088	0.000774208895833221	0.000554867081739727	0.000607342751041725	0.000921254497354779	3.16591373496266e-05	0.000577495188209957	0.000354750711156926	0.00238579956021876	0.000425314306088641	0.000145822102679458	0.00354214546655176	0.000335042718596685	0.00139487292774797	0.0027664691365787	0.000331410298332692
DEL:repeats:3:4	0.000187976163666974	0.000380668300484808	5.65925752606925e-05	0.00306289766484044	0.000148238879381939	1.92938068933792e-05	0.00167266335371659	7.00598980132154e-05	0.00046628869817827	0.000556353091221579	3.45607562888826e-06	0.0640711146125777	0.000119053776047213	6.62704181437836e-05	0	0.000106880203677804	0.000489007599616069	0.000130317512314938	0.000288244401383533	1.48137735655239e-05	0.000138468174072145	0.000143117014664045	0.000820628933768969	4.76013841448602e-05	0.00067628985121585	0.000108159550157178	0.00121322002541221	0.000627336101004696	8.37301105707853e-05	0.0047599491814411	0.000386852778108046	0.000947826976051323	0.00592153636841545	0.000109542363090451
DEL:repeats:3:5+	9.40859474854736e-05	0.000394979452742272	4.32744614580247e-05	0.00222548222939065	5.86194535842583e-05	6.98528398948197e-05	0.00428502585934533	3.32883024980677e-05	0.000565926964212649	0.000404935381779222	3.68648067081414e-06	0.172280711074858	0.000142141269185808	0.000143350594487526	0	0.00019940689019782	0.00037424374169359	0.000142085023763971	0.000234561215129012	1.97877413320502e-05	0.00120196341407329	5.54769497748041e-05	0.000845745330403265	0.00013590005669246	0.00033416404805945	0.000718015439381617	0.0011665848420491	0.00036346919847757	0.00418838710405771	0.0103157907846806	0.000613854946004752	0.00231433972656311	8.0339381491553e-05	9.3894828275552e-05
DEL:repeats:4:0	0.00171597444162676	0.000870744274534644	0.00080976222675919	0.00680093978006899	0.00874894880588096	0.00450830867678489	0.00139411820169522	0.00616171207691293	0.00254053585194836	0.0053684506936913	3.13350857019202e-06	0.00119883296206738	0.00330820463572241	0.000724712766081837	0	0.00328225322979544	0.0215349526868859	0.00519441478795295	0.00285053178140489	0.00382454869352249	0.00275370191058735	0.00446159115509312	0.00194964029160616	5.19992453297523e-05	0.00320996530014496	0.00607396284293751	0.00227445695797377	0.00460074257137321	0.000113835318865899	0.00228582837828951	0.000367610899042346	0.00322037275721375	0.00540631642189353	0.000404398994027682
DEL:repeats:4:1	0.00526702677349978	0.00626992454308874	0.00124244830017986	0.0932936395222275	0.00478983132816003	0.00292918328480812	0.00454245705013921	0.00149547068512295	0.00735835709477013	0.0030843970826515	0.000318788416008653	0.00430674444975891	0.00104860902308834	0.00157862683943193	0	7.77043808437352e-05	0.0041074511854317	0.0031989438139916	0.00538055375013888	0.00176781302206387	0.00275345331422456	0.00773291617084884	0.00483120021714218	8.37454521360673e-05	0.00392258065899064	0.0222051871806652	0.00593747870451516	0.000699416490576198	0.000264361360341468	0.00373447365898983	0.00123642074266763	0.00416969237417224	0.00210890876415327	0.00394343208385673
DEL:repeats:4:2	0.00163919076135171	0.00242814164217303	0.000331869833614609	0.0239699255148608	0.000680432680434063	0.000931449443167627	0.00359994459787509	0.00033949655326107	0.00197848699538898	0.00135904017475601	2.02756436894778e-06	0.00255728895786	0.000301003886609935	0.0002224677086886	0	3.79933412276843e-05	0.000557893061349551	0.000769158384973888	0.00329128638133246	4.79014721863292e-05	0.00172600454682748	0.00141805885318536	0.00477819448836407	0.00011941490622611	0.0023197032806986	0.00471518878571512	0.00321571187813989	0.000511247332971409	0.00368882880391067	0.00594626956970277	0.000471361030761459	0.0015404054161968	9.60579561312047e-05	0.00118715730375686
DEL:repeats:4:3	0.00104006294080234	0.000920691364852119	0.000121815790046881	0.0115840936886499	0.000394556266631958	0.000361737688013144	0.00398255344574448	0.000114431692138481	0.000760338341932925	0.00197327029085192	1.61283529348119e-06	0.0345077301766576	0.000178467858729752	0.000133668582998279	0	4.49428626239509e-05	0.000439170268844687	0.000390813482156643	0.00260054421834607	4.88746397928234e-05	0.000605083547022624	0.000545126461610509	0.00177409214358047	0.00016030852771746	0.00107732498655593	0.00255325911843345	0.000571347114132867	0.000764462207529944	0.00011007216782901	0.0106174535621475	0.000341413340719788	0.00425999714905587	0.00266429840142096	8.58786731449684e-05
DEL:repeats:4:4	0.000125357348827013	0.000243546754940214	9.72159584923776e-05	0.00449035062020404	0.000136362173912169	2.9602528994911e-05	0.00174828145711681	7.7411064814872e-05	0.000398053007989883	0.000543565121817127	2.5805364695699e-06	0.0412901298866636	4.43701008201005e-05	5.9552020103615e-05	0	3.21352740156923e-05	0.000255385214288759	0.000239411787585166	0.000708438946425088	6.07689105388645e-05	0.00145478591502728	0.000272281793015152	0.000812630081337664	4.35637514964636e-05	0.000271886281027065	0.00374869018154092	0.000186276261713123	0.000531434509606721	0.000254953482749245	0.00268929664751174	0.000474091297385646	0.00172922449095348	8.64521605180842e-05	3.6989746234565e-05
DEL:repeats:4:5+	0.00014381310051813	0.000380553076505139	1.63831616574105e-05	0.0010865657282498	1.82106627519278e-05	5.60231121419109e-05	0.00264268363164453	7.88642757477896e-05	0.000207617136032393	0.000233138438226185	2.07364537733295e-06	0.0108342008263468	4.4221328558692e-05	5.67239111042727e-05	0	4.17543849905454e-05	6.76638476337742e-05	0.000135196017799963	0.000225580381338312	1.39487356930846e-05	4.2758574399298e-05	7.25890415155423e-05	0.00222549404912042	8.51231982448437e-05	0.000152306843897887	0.000588413179572287	0.000348838224135744	0.000151645537449571	0.000190979915122128	0.00649118498316054	0.000240783513714032	0.00284049564633963	6.98603317317852e-05	0.000112008132408619
DEL:repeats:5+:0	0.0118442427900198	0.00316509250727149	0.00493474377218132	0.0039959886507463	0.0531657835440208	0.0729348152637551	0.00130650805033	0.223433731147882	0.0167205092522396	0.0615108970566935	0.000995441943136589	0.0141936542433892	0.0361199873792077	0.00533600349951169	0.000274235568353215	0.0471513718555634	0.0516666073957603	0.0118352195429731	0.159101487256348	0.0152632688699902	0.00887911628964957	0.0439936694495763	0.00951687464571749	0.000134790347930744	0.0058099759489924	0.014944307291688	0.00961813190034317	0.145085421846229	0.00017122337217846	0.00453286131342927	0.00036371051815065	0.0149555155693641	0.00373403473106392	0.001858311495296
