Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP24708	42	84	121	26	152	0
SP24301	111	114	187	54	170	5
SP27201	28	150	118	25	176	0
SP28791	7	33	26	2	99	0
SP23739	23	30	70	29	101	0
SP24702	106	85	113	45	134	0
SP25332	21	23	49	26	31	4
SP28335	5	47	74	37	146	3
SP26709	81	34	40	31	46	0
SP25350	19	70	187	13	150	4
SP25380	34	135	111	31	188	5
SP24565	0	14	99	32	90	2
SP25833	78	45	96	34	158	0
SP25905	0	25	37	36	109	1
SP26439	16	28	17	35	63	2
SP24236	18	159	138	15	273	0
SP23925	20	54	1575	98	10	0
SP24815	38	137	137	52	206	6
SP27957	26	86	86	40	137	0
SP27603	11	59	93	42	173	1
SP27825	35	125	137	51	168	2
SP24135	12	108	200	558	177	9
SP26499	27	47	49	27	99	0
SP25518	25	130	99	35	260	8
SP28659	60	132	222	612	163	2
SP23622	15	70	138	3	155	11
SP27939	29	43	74	29	140	1
SP23754	2	28	21	15	62	1
SP29697	56	63	81	23	90	0
SP27339	32	53	73	25	123	6
SP29559	56	13	8	683	48	6
SP29331	5	112	87	44	203	2
SP26475	70	85	72	29	149	2
SP23775	31	104	157	595	132	1
SP28275	37	22	109	41	79	0
SP28581	34	97	110	41	139	0
SP23639	36	88	137	43	165	4
SP24391	45	69	107	36	168	1
SP28041	52	148	141	26	170	0
SP25494	61	218	258	937	474	8
SP26649	40	59	182	44	107	4
SP78927	40	6	2	0	15	0
SP78913	23	3	4	14	7	0
SP107375	61	17	12	43	61	1
SP107408	170	62	27	24	34	3
SP107439	11	16	1	0	240	19
SP78816	31	2	5	3	3	0
SP78663	134	5	15	46	11	0
SP78709	91	7	11	14	8	0
SP107462	174	12	1	10	26	0
SP78951	57	12	5	1	38	0
SP107435	91	27	28	14	39	0
SP78679	51	68	31	12	57	0
SP107360	151	52	46	41	0	8
SP78819	11	6	6	3	9	0
SP78821	56	12	9	3	58	3
SP107552	44	0	7	8	12	0
SP78865	30	3	3	8	20	1
SP107470	76	39	8	0	17	4
SP78673	0	6	12	5	24	0
SP78824	25	4	2	12	8	0
SP107550	32	13	0	0	17	0
SP78718	202	43	3	0	26	0
SP107451	58	9	8	10	5	0
SP107557	56	8	0	8	7	0
SP107358	22	7	22	13	26	3
SP78731	37	6	3	6	12	0
SP107455	30	7	2	0	19	0
SP107549	34	8	6	6	0	2
SP78814	40	6	5	14	45	3
