Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP24708	1.03E+00	1.31E+00	1.44E+00	1.55E+00	2.17E+00	0.00E+00
SP24301	1.62E+00	1.80E+00	1.60E+00	1.78E+00	2.34E+00	3.73E-01
SP27201	1.30E+00	1.69E+00	1.34E+00	1.10E+00	1.90E+00	1.98E-01
SP28791	7.68E-01	8.45E-01	7.22E-01	5.36E-01	1.02E+00	0.00E+00
SP23739	8.04E-01	8.45E-01	1.14E+00	1.35E+00	1.78E+00	0.00E+00
SP24702	1.39E+00	1.23E+00	1.22E+00	1.34E+00	1.92E+00	0.00E+00
SP25332	6.44E-01	7.61E-01	7.63E-01	9.86E-01	1.09E+00	3.25E-01
SP28335	7.52E-01	9.79E-01	1.21E+00	1.06E+00	1.55E+00	1.75E-01
SP26709	9.96E-01	8.95E-01	8.87E-01	9.29E-01	1.22E+00	0.00E+00
SP25350	1.13E+00	1.28E+00	1.47E+00	9.75E-01	1.46E+00	2.73E-01
SP25380	1.32E+00	1.77E+00	1.41E+00	1.08E+00	1.66E+00	4.27E-01
SP24565	2.11E-01	7.69E-01	1.23E+00	1.83E+00	2.08E+00	0.00E+00
SP25833	1.16E+00	1.11E+00	1.39E+00	1.30E+00	1.77E+00	0.00E+00
SP25905	4.34E-01	6.63E-01	8.79E-01	1.72E+00	1.94E+00	0.00E+00
SP26439	7.35E-01	7.27E-01	6.56E-01	9.29E-01	1.28E+00	2.47E-01
SP24236	1.42E+00	1.58E+00	1.64E+00	9.22E-01	1.98E+00	0.00E+00
SP23925	1.62E+00	4.22E+00	5.26E+00	2.12E+00	3.21E+00	0.00E+00
SP24815	1.24E+00	1.78E+00	1.62E+00	1.72E+00	2.50E+00	3.72E-01
SP27957	1.05E+00	1.14E+00	1.19E+00	1.78E+00	2.21E+00	2.13E-01
SP27603	9.13E-01	1.26E+00	1.43E+00	1.30E+00	1.72E+00	0.00E+00
SP27825	1.28E+00	1.54E+00	1.46E+00	1.37E+00	1.90E+00	0.00E+00
SP24135	1.01E+00	1.73E+00	2.36E+00	4.92E+00	4.97E+00	5.47E-01
SP26499	9.57E-01	1.04E+00	7.88E-01	1.02E+00	1.45E+00	1.69E-01
SP25518	1.33E+00	1.60E+00	1.45E+00	1.44E+00	1.74E+00	4.62E-01
SP28659	1.22E+00	2.06E+00	2.28E+00	5.46E+00	5.56E+00	0.00E+00
SP23622	9.90E-01	1.27E+00	1.36E+00	8.26E-01	1.65E+00	5.86E-01
SP27939	8.69E-01	1.01E+00	1.10E+00	9.92E-01	1.72E+00	5.86E-02
SP23754	4.59E-01	7.36E-01	6.10E-01	6.63E-01	9.87E-01	0.00E+00
SP29697	1.17E+00	1.15E+00	1.00E+00	8.91E-01	1.39E+00	0.00E+00
SP27339	9.81E-01	1.10E+00	1.25E+00	1.12E+00	1.79E+00	6.15E-01
SP29559	1.02E+00	1.40E+00	1.38E+00	4.14E+00	3.70E+00	3.86E-01
SP29331	9.13E-01	1.35E+00	1.34E+00	1.41E+00	1.73E+00	0.00E+00
SP26475	1.17E+00	1.19E+00	1.22E+00	8.13E-01	1.50E+00	3.00E-02
SP23775	1.23E+00	1.88E+00	2.24E+00	5.11E+00	4.66E+00	0.00E+00
SP28275	8.38E-01	8.26E-01	1.38E+00	1.45E+00	1.96E+00	0.00E+00
SP28581	1.12E+00	1.40E+00	1.36E+00	1.69E+00	2.17E+00	0.00E+00
SP23639	1.16E+00	1.40E+00	1.71E+00	1.37E+00	2.16E+00	2.86E-01
SP24391	1.14E+00	1.33E+00	1.49E+00	1.38E+00	1.93E+00	2.37E-01
SP28041	1.26E+00	1.58E+00	1.58E+00	1.30E+00	2.03E+00	0.00E+00
SP25494	2.00E+00	2.68E+00	3.34E+00	9.33E+00	9.84E+00	3.53E-01
SP26649	9.75E-01	1.40E+00	1.55E+00	1.21E+00	1.64E+00	1.00E-02
SP78927	5.26E-01	3.33E-01	2.34E-01	3.11E-01	5.28E-01	0.00E+00
SP78913	4.05E-01	3.21E-01	2.47E-01	6.23E-01	6.36E-01	3.00E-02
SP107375	7.91E-01	6.37E-01	5.66E-01	1.11E+00	1.09E+00	3.00E-02
SP107408	1.04E+00	1.07E+00	7.55E-01	8.90E-01	9.56E-01	3.57E-01
SP107439	1.06E+00	6.45E-01	4.65E-01	1.30E+00	3.87E+00	3.06E+00
SP78816	3.40E-01	1.91E-01	2.95E-01	3.73E-01	2.75E-01	0.00E+00
SP78663	8.10E-01	3.97E-01	6.63E-01	8.23E-01	9.89E-01	0.00E+00
SP78709	6.21E-01	4.23E-01	3.50E-01	6.93E-01	6.77E-01	0.00E+00
SP107462	8.52E-01	5.19E-01	3.09E-01	6.17E-01	7.82E-01	4.00E-02
SP78951	6.65E-01	5.35E-01	3.30E-01	4.60E-01	5.83E-01	3.00E-02
SP107435	9.57E-01	7.13E-01	7.48E-01	5.45E-01	9.15E-01	0.00E+00
SP78679	9.26E-01	1.01E+00	5.75E-01	5.18E-01	1.05E+00	0.00E+00
SP107360	1.11E+00	1.04E+00	8.19E-01	1.04E+00	8.99E-01	1.01E+00
SP78819	3.85E-01	3.56E-01	2.78E-01	0.00E+00	3.84E-01	7.92E-02
SP78821	6.99E-01	4.42E-01	4.29E-01	3.21E-01	8.54E-01	2.50E-01
SP107552	4.33E-01	1.69E-01	2.92E-01	4.85E-01	6.66E-01	0.00E+00
SP78865	4.61E-01	2.65E-01	2.28E-01	3.86E-01	5.97E-01	0.00E+00
SP107470	8.55E-01	7.81E-01	4.19E-01	4.19E-02	5.12E-01	2.35E-01
SP78673	2.09E-01	2.61E-01	4.48E-01	5.28E-01	5.73E-01	0.00E+00
SP78824	4.10E-01	2.82E-01	2.05E-01	4.71E-01	4.56E-01	2.97E-02
SP107550	5.73E-01	4.54E-01	1.28E-01	0.00E+00	4.36E-01	0.00E+00
SP78718	9.57E-01	8.63E-01	3.05E-01	3.19E-01	6.22E-01	1.00E-01
SP107451	5.86E-01	4.30E-01	2.95E-01	4.66E-01	5.86E-01	2.06E-01
SP107557	5.39E-01	3.66E-01	1.05E-01	5.56E-01	5.39E-01	0.00E+00
SP107358	4.88E-01	4.49E-01	5.88E-01	7.46E-01	8.68E-01	2.49E-01
SP78731	5.57E-01	3.69E-01	2.20E-01	4.31E-01	5.18E-01	0.00E+00
SP107455	4.39E-01	3.45E-01	1.85E-01	0.00E+00	3.72E-01	3.59E-02
SP107549	4.45E-01	3.31E-01	2.95E-01	4.17E-01	2.85E-01	1.57E-01
SP78814	6.33E-01	4.26E-01	3.57E-01	6.28E-01	9.24E-01	3.03E-01
SP107357	1.36E+00	1.34E+00	1.17E+00	1.25E+00	1.51E+00	8.17E-01
SP78919	5.55E-01	3.29E-01	3.63E-01	5.35E-01	6.58E-01	1.81E-01
SP107453	6.43E-01	4.89E-01	3.73E-01	2.46E-01	5.95E-01	7.87E-02
SP78719	2.15E-01	2.57E-01	2.34E-01	0.00E+00	1.70E-01	2.11E-01
SP78662	3.93E-01	3.15E-01	1.22E-01	0.00E+00	3.68E-01	0.00E+00
SP107457	7.98E-01	4.60E-01	4.45E-01	5.65E-01	8.02E-01	2.93E-01
SP107404	1.14E+00	1.16E+00	8.77E-01	7.60E-01	8.87E-01	3.36E-01
SP78714	6.20E-01	6.34E-01	3.58E-01	2.64E-01	4.60E-01	0.00E+00
SP107454	5.29E-01	3.36E-01	2.86E-01	5.57E-02	4.66E-01	0.00E+00
SP107359	1.25E+00	1.11E+00	7.14E-01	9.30E-01	1.12E+00	0.00E+00
SP78664	5.50E-01	2.93E-01	3.09E-01	0.00E+00	5.66E-01	0.00E+00
SP78931	5.30E-01	4.57E-01	1.08E-01	3.68E-01	4.47E-01	2.00E-02
SP78815	4.40E-01	3.46E-01	3.09E-01	2.18E-01	4.34E-01	0.00E+00
SP107466	1.05E+00	8.92E-01	7.42E-01	5.67E-01	1.11E+00	1.98E-01
SP78901	8.00E-01	6.77E-01	4.10E-01	3.52E-01	3.81E-01	2.30E-01
SP107384	1.49E+00	1.26E+00	1.33E+00	2.79E+00	2.90E+00	6.50E-01
SP107467	4.45E-01	3.75E-01	1.38E-01	1.93E-01	4.55E-01	0.00E+00
SP78680	3.53E-01	1.97E-01	0.00E+00	2.25E-01	3.42E-01	4.00E-02
SP78672	4.65E-01	2.45E-01	0.00E+00	4.48E-01	4.22E-01	0.00E+00
SP107365	7.04E-01	6.48E-01	7.18E-01	5.97E-01	9.45E-01	1.40E-01
SP78660	4.65E-01	3.06E-01	1.38E-01	5.34E-01	5.36E-01	0.00E+00
SP78659	4.90E-01	5.44E-01	2.96E-01	5.35E-01	5.85E-01	0.00E+00
SP107449	5.57E-01	4.34E-01	3.31E-01	5.75E-01	7.60E-01	9.46E-02
SP78813	6.28E-01	4.60E-01	4.01E-01	3.49E-01	6.26E-01	0.00E+00
SP78953	3.55E-01	2.80E-01	2.64E-01	2.00E-02	3.27E-01	0.00E+00
SP78804	7.03E-01	2.38E-01	4.90E-01	6.61E-01	7.71E-01	0.00E+00
SP107460	6.43E-01	7.24E-01	4.83E-01	7.27E-01	7.81E-01	2.61E-01
SP107548	6.52E-01	1.50E-01	3.57E-01	4.70E-01	7.83E-01	0.00E+00
SP78730	9.98E-01	8.57E-01	5.70E-01	6.51E-01	8.05E-01	0.00E+00
SP78727	5.75E-01	5.48E-01	2.51E-01	4.36E-01	5.32E-01	0.00E+00
SP78822	8.82E-01	8.31E-01	6.63E-01	8.78E-01	1.08E+00	0.00E+00
SP78818	6.67E-01	4.01E-01	1.64E-01	4.03E-01	6.94E-01	0.00E+00
SP78923	3.50E-01	2.09E-01	2.82E-01	2.87E-01	2.88E-01	0.00E+00
SP107405	1.20E+00	1.09E+00	1.04E+00	7.03E-01	1.17E+00	3.27E-01
SP107437	1.17E+00	1.18E+00	3.74E-01	8.40E-01	1.06E+00	6.85E-01
SP78675	8.16E-01	5.98E-01	3.76E-01	5.68E-01	8.50E-01	4.00E-02
SP107371	1.25E+00	1.33E+00	1.09E+00	1.86E+00	1.35E+00	1.20E+00
SP107556	9.59E-01	6.06E-01	3.97E-01	4.98E-01	9.92E-01	0.00E+00
SP78807	5.21E-01	4.32E-01	5.33E-01	7.77E-01	7.47E-01	0.00E+00
SP78945	4.98E-01	1.79E-01	2.88E-01	2.51E-01	4.53E-01	0.00E+00
SP107480	5.17E-01	4.72E-01	3.67E-01	4.10E-01	6.19E-01	0.00E+00
SP107448	5.58E-01	2.82E-01	3.32E-01	4.75E-01	6.33E-01	2.42E-01
SP107436	5.89E-01	4.27E-01	1.03E-01	4.52E-01	6.12E-01	0.00E+00
SP79150	1.90E-01	1.91E-01	2.50E-01	1.23E-01	3.36E-01	3.85E-01
SP107546	1.08E+00	9.79E-01	5.35E-01	6.42E-02	6.95E-01	0.00E+00
SP107459	6.68E-01	7.70E-01	6.58E-01	4.84E-01	7.20E-01	3.33E-01
SP78823	3.10E-01	1.59E-01	1.13E-01	2.32E-01	3.98E-01	0.00E+00
SP78666	5.62E-01	3.50E-01	3.20E-01	3.68E-01	5.74E-01	0.00E+00
SP78721	3.96E-01	3.35E-01	2.79E-01	2.05E-01	3.61E-01	9.44E-02
SP78665	7.21E-01	4.72E-01	3.97E-01	7.57E-01	7.92E-01	0.00E+00
SP78935	7.25E-01	5.19E-01	2.35E-01	3.95E-01	6.31E-01	2.65E-01
SP107458	9.21E-01	6.89E-01	8.55E-01	9.06E-01	9.99E-01	2.45E-01
SP79160	5.11E-01	2.40E-01	2.47E-01	6.78E-01	7.99E-01	1.42E-01
SP107479	7.11E-01	4.86E-01	3.15E-01	5.13E-01	6.46E-01	1.84E-01
SP107377	1.02E+00	8.88E-01	9.21E-01	8.56E-01	1.13E+00	0.00E+00
SP78937	1.23E+00	8.02E-01	4.67E-01	4.47E-01	1.16E+00	0.00E+00
SP107444	5.40E-01	2.89E-01	3.03E-01	2.92E-01	5.81E-01	7.00E-02
SP79144	9.90E-01	5.43E-01	5.38E-01	8.10E-01	9.73E-01	1.96E-01
SP107469	2.64E-01	1.35E-01	0.00E+00	2.11E-01	2.74E-01	3.00E-02
SP107373	9.84E-01	7.41E-01	8.04E-01	1.10E+00	1.25E+00	9.32E-01
SP107406	1.42E+00	1.45E+00	1.34E+00	3.05E+00	2.63E+00	1.20E+00
SP107369	1.52E+00	1.28E+00	9.21E-01	6.98E-01	1.29E+00	4.26E-01
SP107403	1.49E+00	1.51E+00	1.04E+00	1.06E+00	1.60E+00	3.87E-01
SP107363	1.25E+00	1.30E+00	8.70E-01	9.97E-01	1.26E+00	1.48E+00
SP78955	3.95E-01	1.12E-01	2.66E-01	3.01E-01	5.26E-01	5.88E-02
SP78711	8.58E-02	2.00E-02	0.00E+00	2.00E-02	8.19E-02	2.00E-02
SP78677	4.90E-01	4.32E-01	3.48E-01	4.13E-01	3.67E-01	2.15E-01
SP78805	6.55E-01	1.60E-01	2.72E-01	8.67E-01	9.36E-01	1.00E-02
SP107461	4.50E-01	2.08E-01	2.92E-01	3.50E-01	4.66E-01	1.73E-01
SP107472	3.86E-01	4.09E-01	2.91E-01	1.90E-01	4.40E-01	0.00E+00
SP107356	8.95E-01	8.75E-01	8.47E-01	6.63E-01	8.78E-01	0.00E+00
SP78825	5.51E-01	4.34E-01	1.15E-01	6.36E-01	7.98E-01	0.00E+00
SP107468	5.64E-01	3.95E-01	2.55E-01	5.89E-01	7.03E-01	0.00E+00
SP78851	1.37E+00	7.90E-01	8.46E-01	1.03E+00	1.35E+00	4.53E-01
SP78726	6.16E-01	5.57E-01	3.27E-01	7.52E-02	6.54E-01	0.00E+00
SP107379	1.58E+00	1.41E+00	1.21E+00	1.11E+00	1.56E+00	6.53E-01
SP107474	6.27E-01	4.99E-01	2.38E-01	5.33E-01	6.66E-01	0.00E+00
SP107438	5.82E-01	3.61E-01	2.41E-01	5.29E-01	7.29E-01	0.00E+00
SP107478	6.66E-01	3.82E-01	3.82E-01	4.47E-01	7.12E-01	0.00E+00
SP78716	1.08E+00	9.63E-01	7.21E-01	6.72E-01	1.27E+00	0.00E+00
SP78676	8.41E-01	7.72E-01	4.57E-01	0.00E+00	6.46E-01	0.00E+00
SP107443	2.20E-01	0.00E+00	1.27E-01	2.43E-01	3.97E-01	1.06E-01
SP107361	1.42E+00	1.36E+00	1.21E+00	7.22E-01	1.32E+00	5.62E-01
SP107464	1.20E+00	1.03E+00	8.83E-01	9.83E-01	1.14E+00	2.81E-01
SP78717	4.12E-01	4.16E-01	1.96E-01	3.11E-01	3.55E-01	0.00E+00
SP78671	5.73E-01	3.09E-01	4.96E-01	5.74E-01	7.30E-01	0.00E+00
SP78817	4.52E-01	3.90E-01	2.92E-01	4.17E-01	4.82E-01	0.00E+00
SP107381	1.14E+00	1.07E+00	7.55E-01	1.03E+00	1.39E+00	0.00E+00
SP107463	1.15E+00	1.09E+00	8.69E-01	7.63E-01	1.08E+00	4.98E-02
SP107477	7.66E-01	4.48E-01	3.77E-01	3.58E-01	6.91E-01	0.00E+00
SP78661	8.35E-01	7.49E-01	5.94E-01	7.42E-01	9.47E-01	5.10E-01
SP78939	4.86E-01	4.34E-01	2.97E-01	3.14E-01	5.76E-01	0.00E+00
SP78674	9.39E-01	6.83E-01	4.55E-01	7.34E-01	8.83E-01	0.00E+00
SP107553	2.64E-01	2.26E-01	2.80E-01	1.82E-01	2.06E-01	0.00E+00
SP107555	8.68E-01	5.26E-01	4.83E-01	5.80E-01	8.71E-01	6.14E-02
SP107446	5.57E-01	4.76E-01	3.31E-01	2.71E-01	4.65E-01	0.00E+00
SP78713	1.29E+00	8.60E-01	7.20E-01	4.27E-01	9.14E-01	1.78E-01
SP78720	5.59E-01	5.04E-01	3.18E-01	1.40E-01	5.65E-01	0.00E+00
SP78947	5.46E-01	3.11E-01	3.51E-01	2.17E-01	4.80E-01	1.32E-01
SP78875	4.31E-01	2.92E-01	2.57E-01	5.00E-02	3.78E-01	0.00E+00
SP107554	1.08E+00	5.32E-01	6.21E-01	5.18E-01	1.01E+00	0.00E+00
SP107407	1.50E+00	1.47E+00	1.04E+00	7.33E-01	1.28E+00	4.87E-01
SP78820	6.27E-01	4.25E-01	3.73E-01	3.48E-01	5.95E-01	1.79E-01
SP78668	2.66E-01	2.61E-01	1.57E-01	5.27E-01	5.38E-01	0.00E+00
SP107547	4.81E-01	1.64E-01	2.44E-01	7.01E-02	4.52E-01	0.00E+00
SP79148	1.17E+00	1.15E+00	5.15E-01	5.12E-01	7.34E-01	0.00E+00
SP107386	1.22E+00	1.12E+00	9.59E-01	5.60E-01	8.71E-01	4.34E-01
