Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP116536	17	13	14	0	14	11	0	13	0	0	18
SP116539	0	0	2	0	3	11	3	4	0	0	0
SP116542	0	3	4	0	2	4	0	2	2	0	13
SP116545	0	1	16	0	6	5	0	0	1	0	0
SP116548	2	6	4	0	4	8	0	7	4	0	5
SP116550	1	1	2	0	0	0	0	0	2	0	0
SP116553	3	13	7	0	1	0	0	0	0	1	10
SP116557	0	0	0	1	0	1	3	0	0	0	4
SP116559	0	5	9	0	4	11	0	5	1	0	5
SP116562	10	18	2	2	0	0	0	6	2	0	6
SP116564	2	4	1	1	9	6	5	3	8	0	7
SP116571	2	1	3	0	10	2	1	3	3	0	1
SP116393	0	0	0	0	0	1	0	0	0	1	0
SP116442	0	0	2	0	0	0	0	0	0	0	2
SP116446	0	1	0	0	1	5	0	0	1	2	0
SP116419	9	0	43	0	11	10	2	24	1	0	31
SP116383	151	42	33	3	122	0	43	23	24	10	52
SP116385	31	54	14	0	17	0	19	5	15	14	57
SP116440	19	27	0	0	17	27	5	23	5	0	56
SP116450	149	98	40	3	54	0	0	25	20	0	55
SP116493	0	26	14	0	2	26	2	5	4	0	4
SP116391	5	13	12	0	21	15	2	1	0	0	5
SP116401	23	12	8	0	2	2	0	6	7	1	5
SP116409	11	35	13	0	14	0	3	10	21	4	33
SP116416	1	0	7	0	3	13	2	2	2	1	0
SP116424	3	2	4	0	1	0	2	7	5	0	10
SP116515	23	0	27	1	10	0	12	11	1	2	7
SP116499	8	7	59	7	44	0	20	9	2	2	0
SP116505	4	142	28	2	77	0	8	2	3	2	10
SP116509	22	13	40	1	44	20	17	9	5	4	7
SP116437	11	6	19	0	3	0	0	14	0	0	12
SP116512	22	30	80	0	19	0	7	2	226	0	0
SP116465	0	1	0	0	45	0	10	0	58	0	78
SP116496	192	43	68	0	45	67	40	22	19	0	56
SP116525	54	16	52	0	37	42	2	12	5	0	34
SP116481	2	11	16	2	5	0	4	0	1	0	0
SP116586	6	2	26	0	4	15	9	4	2	0	7
SP116528	38	189	22	0	20	59	7	9	16	5	10
SP116589	85	73	97	9	52	0	48	14	9	7	1
SP116406	14	7	37	1	29	0	5	0	12	1	11
SP116484	0	3	21	3	5	0	1	1	4	0	5
SP116453	14	10	27	0	9	16	0	2	6	4	11
SP116469	193	23	80	0	12	14	33	24	33	15	5
SP116578	422	17	24	0	30	36	120	19	25	7	19
SP116531	0	36	18	0	5	19	2	8	10	0	0
SP116593	0	3	40	1	5	0	0	7	1	0	5
SP116487	4	6	5	0	1	4	6	0	4	0	0
SP116456	1	2	8	0	2	4	0	6	1	18	7
SP116472	22	37	25	3	60	0	38	4	7	13	30
SP116518	21	123	118	3	166	61	13	6	21	3	32
SP116412	4	22	36	0	29	0	0	7	5	0	0
SP116534	14	8	13	0	16	6	15	7	0	0	10
SP116596	107	23	111	0	8	4	23	44	21	22	35
SP116490	0	21	40	0	53	0	20	8	5	0	10
SP116459	30	30	53	0	35	6	7	3	15	2	20
SP116475	3	32	31	0	24	0	1	4	0	3	15
SP116520	29	19	105	0	41	0	12	17	7	1	21
SP116431	26	54	109	5	30	0	3	18	24	15	0
SP116582	61	104	61	0	58	37	39	8	6	5	14
SP116599	0	33	21	0	58	27	1	11	8	0	0
SP116478	0	21	86	2	38	0	8	0	6	7	1
SP116462	11	28	14	0	18	5	4	3	6	0	13
SP116523	18	45	18	0	29	4	4	1	0	5	3
SP116434	13	7	0	0	1	5	0	1	0	0	0
SP122725	39	68	38	0	52	24	15	4	41	0	14
SP122476	32	15	95	7	16	21	34	32	10	2	15
SP122372	173	0	57	0	0	0	2	37	14	0	4
SP122489	11	28	50	0	23	40	2	12	9	0	6
SP122560	33	46	37	1	23	0	18	0	6	18	1
SP122590	33	12	76	0	26	0	8	5	9	7	17
SP122714	20	14	42	1	8	6	8	1	7	8	33
SP121870	5	41	29	0	59	51	6	12	11	0	12
SP123010	39	70	22	0	18	39	6	0	18	0	66
SP121865	45	15	43	2	34	35	3	15	11	0	11
SP122676	11	137	100	5	44	0	22	22	16	5	9
SP122412	34	21	17	3	6	47	19	4	11	0	26
