MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.36E-04	3.11E-05	1.69E-04	4.86E-04	5.16E-04	2.98E-03
1:Del:C:1	5.26E-04	2.30E-05	9.93E-05	4.29E-04	5.03E-04	2.32E-03
1:Del:C:2	4.64E-04	2.52E-05	3.98E-05	2.74E-04	3.62E-04	2.23E-03
1:Del:C:3	2.31E-04	2.16E-05	6.86E-05	1.82E-04	1.97E-04	5.46E-04
1:Del:C:4	1.99E-04	3.26E-05	9.12E-06	1.43E-04	1.21E-04	2.95E-04
1:Del:C:5	9.51E-05	5.09E-05	8.43E-05	1.33E-04	1.36E-04	1.89E-04
1:Del:T:0	1.91E-04	1.70E-05	1.41E-04	3.96E-04	2.65E-04	3.36E-04
1:Del:T:1	5.27E-05	1.45E-05	1.02E-04	2.15E-04	2.74E-04	6.47E-04
1:Del:T:2	1.14E-04	2.04E-05	1.06E-04	2.92E-04	2.34E-04	2.89E-04
1:Del:T:3	2.19E-04	4.35E-05	1.05E-04	4.16E-04	2.43E-04	2.84E-04
1:Del:T:4	1.75E-04	6.73E-05	1.14E-04	3.04E-04	2.05E-04	3.94E-04
1:Del:T:5	2.65E-04	4.09E-04	1.34E-03	1.49E-03	4.25E-04	2.58E-03
1:Ins:C:0	5.50E-05	1.67E-05	8.48E-05	1.41E-04	2.71E-04	4.03E-04
1:Ins:C:1	2.80E-05	6.10E-06	4.11E-05	7.64E-05	1.23E-04	1.63E-04
1:Ins:C:2	2.90E-05	4.89E-06	3.38E-05	6.71E-05	8.95E-05	1.48E-04
1:Ins:C:3	1.70E-05	7.63E-06	2.94E-05	4.28E-05	7.58E-05	1.82E-04
1:Ins:C:4	1.65E-05	1.29E-05	4.56E-05	3.14E-05	8.93E-05	1.32E-04
1:Ins:C:5	2.43E-05	3.83E-05	9.61E-05	4.91E-05	1.62E-04	1.51E-04
1:Ins:T:0	2.14E-04	1.62E-05	8.29E-05	1.21E-04	2.61E-04	1.21E-03
1:Ins:T:1	5.64E-04	2.45E-06	1.25E-04	1.52E-04	4.51E-04	2.82E-03
1:Ins:T:2	6.57E-04	2.25E-05	1.07E-04	1.70E-05	4.56E-04	3.56E-03
1:Ins:T:3	1.85E-04	1.39E-05	8.67E-05	7.94E-05	2.20E-04	1.23E-03
1:Ins:T:4	2.27E-05	2.26E-05	7.13E-05	1.01E-04	9.32E-05	2.30E-04
1:Ins:T:5	2.14E-04	4.20E-04	1.16E-03	1.24E-03	1.60E-03	1.23E-03
2:Del:R:0	1.00E-04	2.75E-05	6.73E-05	3.90E-04	1.58E-04	9.73E-04
2:Del:R:1	1.47E-04	9.07E-05	6.90E-05	1.08E-03	2.50E-05	2.63E-03
2:Del:R:2	2.38E-05	3.05E-05	2.23E-05	3.09E-04	1.02E-04	7.50E-04
2:Del:R:3	4.23E-05	2.78E-05	3.83E-06	6.67E-05	8.25E-05	2.61E-04
2:Del:R:4	2.15E-05	1.69E-05	2.89E-05	9.53E-06	6.48E-05	9.03E-05
2:Del:R:5	2.25E-05	3.40E-05	4.57E-05	4.65E-05	9.56E-05	2.41E-04
3:Del:R:0	1.84E-05	8.69E-06	4.34E-05	8.59E-05	8.67E-05	2.26E-04
3:Del:R:1	3.68E-05	1.01E-04	7.72E-05	7.87E-04	1.71E-04	2.56E-03
3:Del:R:2	1.24E-05	2.77E-05	3.05E-05	2.11E-04	5.76E-05	6.66E-04
3:Del:R:3	2.95E-06	9.21E-06	1.71E-05	4.73E-05	3.12E-05	1.47E-04
3:Del:R:4	5.90E-07	6.05E-06	1.56E-05	3.01E-05	1.05E-05	9.23E-05
3:Del:R:5	1.76E-06	7.22E-06	1.48E-05	2.50E-05	9.82E-06	6.67E-05
4:Del:R:0	1.24E-05	7.06E-06	4.11E-05	7.99E-05	8.08E-05	2.31E-04
4:Del:R:1	2.08E-05	4.90E-05	8.51E-05	5.06E-04	1.12E-04	1.75E-03
4:Del:R:2	3.59E-06	1.90E-05	3.21E-05	1.53E-04	6.59E-05	5.14E-04
4:Del:R:3	1.59E-06	1.39E-05	2.93E-05	7.34E-05	4.52E-05	2.73E-04
4:Del:R:4	1.22E-06	6.91E-06	5.04E-06	2.87E-05	1.77E-05	9.02E-05
4:Del:R:5	8.81E-08	1.04E-05	3.26E-06	2.43E-05	8.58E-06	8.94E-05
5:Del:R:0	1.09E-04	8.01E-06	6.80E-05	7.97E-04	5.07E-04	4.14E-04
5:Del:R:1	7.92E-06	9.19E-06	5.21E-05	1.52E-04	1.03E-04	4.76E-04
5:Del:R:2	2.00E-06	6.92E-06	1.98E-05	5.93E-05	4.06E-05	1.84E-04
5:Del:R:3	7.91E-07	8.80E-06	6.47E-06	1.80E-05	1.84E-05	7.68E-05
5:Del:R:4	8.91E-07	2.08E-06	6.04E-06	8.87E-06	7.63E-06	2.84E-05
5:Del:R:5	2.35E-07	2.05E-06	2.54E-06	6.34E-06	1.91E-06	2.28E-05
2:Ins:R:0	5.74E-05	1.63E-05	7.35E-05	8.87E-05	2.19E-04	2.98E-04
