MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	4.85E-04	9.60E-04	2.28E-03	4.81E-04	4.55E-03	3.66E-03	4.73E-04	1.98E-03	1.33E-03	5.56E-05	2.18E-03	3.35E-03
1:Del:C:1	4.11E-05	5.71E-04	1.25E-03	3.57E-04	2.14E-03	2.22E-03	3.93E-04	1.25E-03	4.88E-04	3.27E-05	1.18E-03	1.60E-03
1:Del:C:2	1.30E-04	4.19E-04	8.25E-04	1.47E-04	8.64E-04	1.02E-03	4.30E-04	7.91E-04	4.63E-04	2.79E-05	7.80E-04	8.62E-04
1:Del:C:3	2.03E-04	2.15E-04	7.25E-04	1.15E-04	7.10E-04	7.23E-04	2.47E-04	6.34E-04	1.86E-04	3.90E-10	7.67E-04	7.89E-04
1:Del:C:4	1.02E-03	2.52E-04	1.65E-03	9.00E-05	1.33E-03	1.73E-03	3.47E-04	8.14E-05	1.53E-04	3.97E-10	2.85E-04	8.48E-04
1:Del:C:5	2.30E-03	2.67E-04	3.18E-03	6.78E-05	1.57E-03	2.97E-03	7.93E-04	3.76E-04	5.36E-04	2.52E-05	8.81E-04	6.81E-04
1:Del:T:0	1.08E-04	4.93E-04	1.68E-03	3.31E-04	1.66E-03	2.47E-03	5.20E-04	1.73E-03	5.00E-04	4.33E-05	1.49E-03	1.82E-03
1:Del:T:1	1.24E-04	4.29E-04	1.22E-03	1.37E-04	1.23E-03	1.55E-03	4.78E-04	1.00E-03	4.55E-04	2.91E-05	7.24E-04	1.50E-03
1:Del:T:2	1.29E-04	5.67E-04	1.33E-03	2.49E-04	1.44E-03	1.69E-03	4.01E-04	9.89E-04	2.29E-04	3.17E-05	1.20E-03	1.30E-03
1:Del:T:3	8.48E-04	5.36E-04	4.07E-03	2.40E-04	2.50E-03	1.31E-03	1.73E-03	8.97E-04	3.10E-04	3.68E-05	1.54E-03	2.41E-03
1:Del:T:4	2.41E-03	2.59E-04	1.03E-02	2.97E-04	6.18E-03	9.37E-04	4.04E-03	9.02E-05	5.29E-05	7.54E-05	2.54E-03	6.18E-03
1:Del:T:5	9.71E-03	2.44E-03	2.91E-02	7.67E-04	1.13E-03	1.85E-03	6.30E-03	5.97E-04	3.88E-03	2.83E-04	4.51E-04	8.91E-03
1:Ins:C:0	1.85E-03	4.39E-05	4.38E-03	2.48E-04	2.41E-05	3.89E-09	2.82E-04	1.26E-05	1.88E-04	3.49E-05	5.93E-04	7.67E-03
1:Ins:C:1	1.36E-05	2.90E-05	8.56E-06	5.20E-05	1.71E-05	2.17E-07	2.14E-09	4.88E-08	2.81E-06	1.58E-03	5.10E-07	9.07E-05
1:Ins:C:2	1.72E-05	0.00E+00	4.82E-05	4.52E-05	2.67E-05	3.71E-05	3.44E-05	1.44E-09	1.75E-04	8.96E-04	1.49E-04	8.59E-05
1:Ins:C:3	3.51E-05	6.32E-05	9.26E-04	2.81E-05	7.16E-05	2.64E-04	3.11E-04	7.83E-05	1.77E-04	5.05E-04	2.41E-04	3.15E-04
1:Ins:C:4	1.90E-04	1.07E-04	8.29E-04	3.27E-05	3.28E-04	7.54E-05	1.39E-03	1.11E-04	1.19E-04	1.33E-04	3.86E-04	4.43E-04
1:Ins:C:5	1.13E-03	5.63E-04	3.51E-03	4.35E-05	1.59E-04	5.91E-04	9.24E-03	1.98E-05	1.27E-03	1.60E-04	6.72E-04	1.10E-03
