Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP135192	2.23E-02	0.00E+00	3.43E-02	2.23E-02	6.85E-02	0.00E+00	2.23E-02	0.00E+00	2.00E-02	2.00E-02	7.83E-02	8.97E-02	5.20E-02	2.97E-02	3.43E-02	2.23E-02	0.00E+00
SP135335	6.19E-01	1.10E-01	3.78E-01	5.12E-01	1.34E-01	4.60E-01	6.85E-01	0.00E+00	1.42E-01	1.52E-01	8.81E-01	5.23E-01	7.00E-01	7.27E-01	3.50E-01	7.90E-01	9.30E-01
SP135278	2.72E-01	1.21E-01	1.78E-01	3.22E-01	6.40E-02	1.78E-01	3.29E-01	0.00E+00	2.61E-01	0.00E+00	3.47E-01	3.13E-01	3.39E-01	2.70E-01	4.64E-01	3.42E-01	0.00E+00
SP135287	1.62E+03	4.14E+01	1.50E+03	1.84E+03	2.86E+02	1.65E+02	2.91E+02	5.19E-01	6.44E-01	3.00E-02	2.34E+01	1.29E+00	1.12E+01	5.20E+02	1.02E+01	1.11E+02	1.53E+00
SP135345	3.16E+00	8.42E-01	2.21E+00	2.71E+00	5.35E-01	1.09E+00	2.76E+00	3.43E-01	5.63E-01	2.05E-01	3.11E+00	1.74E+00	3.21E+00	2.68E+00	1.69E+00	2.22E+00	1.77E+00
SP85122	2.38E+03	6.68E+01	2.09E+03	2.66E+03	5.31E+02	2.42E+02	4.36E+02	2.52E+00	2.15E+00	1.42E+00	2.52E+01	7.02E+00	1.53E+01	7.72E+02	1.08E+01	1.85E+02	4.75E+00
SP84384	2.56E+03	2.97E+01	2.34E+03	2.79E+03	9.19E+02	1.19E+02	3.28E+02	1.16E+00	1.67E+00	1.41E+00	4.99E+01	1.84E+01	3.81E+01	9.55E+02	4.19E+01	1.19E+02	2.86E+00
SP135184	0.00E+00	0.00E+00	0.00E+00	4.00E-02	7.00E-02	0.00E+00	0.00E+00	0.00E+00	1.28E-01	0.00E+00	2.80E-01	1.88E-01	1.28E-01	2.00E-02	1.47E-01	7.00E-02	1.50E-01
SP135226	2.25E+00	3.53E-01	1.41E+00	1.95E+00	5.30E-01	2.65E+00	3.01E+00	0.00E+00	3.29E-01	2.67E-01	7.92E-01	1.65E+00	2.09E+00	2.82E+00	1.52E+00	2.92E+00	1.39E+00
SP135436	1.70E+01	2.17E+00	1.27E+01	1.51E+01	2.77E+00	1.21E+01	1.44E+01	7.30E-01	1.21E+00	0.00E+00	3.15E+00	4.04E+00	5.90E+00	1.65E+01	4.30E+00	8.19E+00	2.28E+00
SP135262	1.07E+00	4.86E-01	5.62E-01	1.18E+00	4.32E-01	1.38E+00	1.34E+00	4.34E-01	2.31E-01	5.49E-02	7.49E-01	1.29E+00	1.93E+00	1.97E+00	2.06E+00	1.90E+00	1.15E+00
SP135431	1.86E+01	2.29E+00	1.51E+01	1.81E+01	3.35E+00	2.11E+01	2.22E+01	1.97E+00	1.16E+00	7.62E-01	2.47E+00	3.02E+00	4.82E+00	1.76E+01	3.65E+00	1.29E+01	1.96E+00
SP135425	6.99E+00	8.41E-01	5.55E+00	7.00E+00	2.13E+00	7.96E+00	8.54E+00	1.14E+00	1.25E+00	3.56E-01	4.62E+00	2.94E+00	5.94E+00	8.47E+00	3.72E+00	7.55E+00	2.44E+00
SP135222	4.48E+00	1.36E+00	3.46E+00	4.10E+00	9.18E-01	5.74E+00	6.34E+00	3.77E-01	7.60E-01	0.00E+00	1.09E+00	1.14E+00	2.00E+00	5.87E+00	2.77E+00	5.16E+00	1.51E+00
SP135230	4.19E+00	9.22E-01	3.06E+00	3.62E+00	1.06E+00	2.12E+00	2.78E+00	3.15E-01	3.65E-01	0.00E+00	1.83E+00	1.83E+00	1.99E+00	2.70E+00	1.48E+00	2.38E+00	8.28E-01
SP135205	1.55E+00	4.96E-01	1.12E+00	1.51E+00	7.90E-01	7.99E-01	1.20E+00	0.00E+00	1.86E-01	0.00E+00	6.58E-01	7.93E-01	8.32E-01	1.34E+00	6.99E-01	9.40E-01	2.44E-01
SP135180	1.00E-02	8.26E-02	0.00E+00	5.63E-02	5.00E-02	0.00E+00	4.98E-02	2.00E-02	0.00E+00	6.72E-02	1.25E-01	9.30E-02	8.60E-02	3.83E-02	8.08E-02	5.95E-02	1.79E-01
SP135213	3.60E+00	5.57E-01	2.92E+00	3.62E+00	1.03E+00	1.63E+00	2.02E+00	2.64E-01	1.22E+00	2.00E-02	1.04E+00	2.21E+00	2.69E+00	2.89E+00	2.36E+00	2.75E+00	1.39E+00
SP135217	1.71E-02	0.00E+00	0.00E+00	1.41E-02	1.00E-02	0.00E+00	1.71E-02	0.00E+00	4.46E-02	4.41E-02	0.00E+00	2.56E-02	3.78E-02	1.00E-02	2.56E-02	0.00E+00	2.39E-02
