Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP135192	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SP135335	0	0	0	11	0	9	0	0	2	0	13	0	0	0	0	0	21
SP135278	1	0	3	0	0	0	3	0	3	0	4	0	0	0	10	0	0
SP135287	51251	0	12047	0	981	0	0	0	0	0	0	0	0	0	0	0	0
SP135345	84	0	0	0	0	24	0	5	9	0	112	0	0	0	16	0	33
SP85122	78525	0	17757	0	4158	0	0	0	0	0	0	0	0	0	0	0	0
SP84384	41901	0	22010	26563	11164	0	0	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
SP135226	0	0	0	66	0	42	0	0	0	0	9	20	0	0	0	79	13
SP135436	321	9	0	0	0	192	0	15	36	0	14	67	0	604	0	29	19
SP135262	0	0	0	0	2	0	0	10	1	0	4	0	0	35	43	32	6
SP135431	762	0	0	5	0	535	0	85	14	2	26	0	0	0	0	198	5
SP135425	219	0	0	0	0	176	0	39	21	2	148	0	16	85	79	0	55
SP135222	0	12	0	83	0	147	0	6	8	0	0	0	0	155	47	0	14
SP135230	140	18	0	0	1	51	0	5	1	0	32	31	0	0	26	0	5
SP135205	0	3	0	34	10	0	0	0	0	0	2	10	0	18	0	22	0
SP135180	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
SP135213	134	0	0	0	0	13	0	3	72	0	0	51	0	0	21	50	8
SP135217	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SP135405	221	2	0	0	0	0	149	7	57	0	51	0	0	0	75	246	0
SP135238	0	0	4	0	0	0	0	0	0	0	1	0	0	0	3	0	0
SP135270	168	5	0	85	0	149	0	7	167	4	0	0	229	0	22	0	29
SP135411	0	0	32	36	5	0	0	0	1	0	32	15	0	68	7	88	0
SP135188	40	0	0	0	8	15	0	27	4	2	36	17	38	0	0	0	13
SP135194	109	0	18	39	0	75	0	1	4	2	20	26	0	0	0	51	22
SP135186	102	0	14	0	0	0	0	8	14	0	31	79	0	0	0	185	0
SP135420	159	4	0	170	8	84	0	18	11	0	74	12	91	0	123	3	20
SP135258	0	4	0	23	1	29	0	0	6	0	4	3	0	0	0	0	0
SP135234	315	0	0	72	0	278	0	43	25	0	67	0	220	101	0	11	14
SP135293	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0
SP135393	137	0	1	0	0	55	0	104	11	1	52	19	0	108	0	58	51
SP135299	125	0	45	0	1	129	0	88	7	0	30	178	0	0	0	209	5
SP135415	0	0	0	21	6	0	0	3	2	0	0	40	38	18	12	58	0
SP135310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP135323	0	0	10	0	5	0	0	0	4	0	0	89	14	0	0	0	25
SP135390	7	0	0	0	0	11	0	2	3	0	8	0	1	0	11	0	2
SP135209	14	0	0	0	2	0	0	8	0	1	0	12	0	0	11	24	4
SP135240	198	0	0	0	0	197	0	9	13	0	0	12	172	0	0	91	2
SP135182	1767	32	0	0	15	467	0	40	31	0	154	0	114	138	0	0	70
SP85251	48	0	19	0	14	142	0	0	6	1	22	22	0	0	133	0	9
SP84408	15	0	0	38	5	61	0	12	0	0	29	76	33	0	12	0	0
SP84491	471	66	0	724	0	1036	0	232	145	44	403	114	0	0	0	0	12
SP84743	804	14	0	0	8	114	0	1817	41	32	141	9	141	0	0	0	63
SP83967	116	0	40	0	9	82	0	5	14	0	14	24	0	0	177	0	0
SP105253	192	14	0	273	0	586	0	191	41	9	22	80	0	579	0	73	22
SP84998	177	0	0	266	0	175	0	0	0	0	3	18	0	106	44	108	18
SP84062	0	2	17	0	9	20	0	2	5	10	29	0	70	0	0	0	47
SP84982	23113	0	16761	12185	917	0	0	0	0	0	0	0	0	0	0	0	0
SP84790	226	0	86	0	4	0	0	198	7	4	131	0	0	0	113	399	51
SP105673	215	0	8	0	0	82	0	4	746	10	81	92	0	0	139	0	0
SP85339	545	0	12	328	0	560	147	32	12	1	17	0	0	0	0	0	0
SP84719	247	0	0	186	181	61	0	17	15	0	36	5	0	0	10	103	0
SP105425	974	11	0	0	16	452	0	58	11	4	32	62	0	0	0	0	3
SP84056	0	50	0	316	0	371	0	41	185	16	6	0	320	0	0	0	23
SP105261	24	0	8	128	0	55	0	19	27	1	12	0	184	73	0	0	1
SP85379	423	11	0	466	0	613	0	150	25	18	149	0	0	0	0	0	16
SP105086	224	20	15	231	0	227	124	7	125	0	140	31	0	0	290	0	139
SP84392	67605	0	25937	1719	6914	0	0	0	0	0	0	0	0	0	0	0	0
SP105018	86	0	132	0	17	179	0	152	3610	0	163	144	0	76	0	145	3
SP84858	358	0	0	597	0	326	0	52	181	7	0	0	203	0	107	0	98
SP84086	93	0	0	0	0	366	0	9	77	7	29	33	0	0	0	0	25
SP105213	0	0	0	397	8	174	0	15	40	0	61	0	0	190	25	46	42
SP105577	248	0	0	146	16	101	0	9	37	5	5	0	222	0	15	0	9
SP85431	88	0	0	0	0	165	0	0	23	6	41	97	43	0	41	0	19
SP84962	4	0	0	0	14	7	0	8	35	0	24	0	0	326	0	283	11
SP105006	0	2	0	345	0	0	312	10	65	5	123	22	24	0	58	0	17
SP84439	48278	0	20062	13989	13351	0	0	199	0	0	0	0	0	0	0	0	0
SP105159	201	0	13	0	10	0	0	2	6	0	9	24	0	0	163	213	32
SP85230	0	0	32	24	0	0	0	0	574	12	16	111	276	0	0	0	2
SP84922	1299	0	40	6	0	102	0	197	49	20	433	0	0	180	0	0	0
SP85130	788	0	37	25	0	232	0	32	18	0	14	78	0	0	222	132	0
SP104984	86	8	6	211	0	218	0	19	16	5	24	13	32	0	53	0	56
SP85222	71	0	19	0	20	33	69	4	0	0	0	73	0	0	0	19	4
SP105375	754	0	28	0	0	827	0	888	23	24	91	0	180	0	0	222	50
SP85287	267	31	36	23	0	437	0	8	22	7	94	78	8	0	0	21	17
CPCT02060042T	0	5	7	0	1	35	0	0	2	53	7	16	77	0	0	0	14
CPCT02130027T	128	9	9	0	0	49	143	13	13	181	2	39	76	0	36	0	0
CPCT02290024T	1237	25	0	240	0	805	0	41	17	209	166	14	0	0	0	0	0
CPCT02230080T	570	37	0	390	0	508	0	75	17	153	0	47	0	0	0	0	0
CPCT02070282T	508	7	15	189	0	94	540	100	0	89	0	116	0	0	80	0	59
CPCT02060201T	714	28	0	0	0	554	0	50	51	222	0	30	0	0	0	0	18
CPCT02010752T	206	11	0	0	0	43	0	32	36	191	0	0	209	0	0	0	13
CPCT02130046T	176	0	0	475	0	376	53	135	19	170	0	0	0	0	67	0	2
CPCT02190033T	261	166	44	469	0	187	869	88	37	240	18	0	0	0	0	0	18
WIDE01010213T	0	18	0	666	0	166	77	124	463	202	89	26	0	383	0	0	0
CPCT02440010T	779	64	0	162	0	551	0	444	34	320	83	249	0	0	0	0	7
WIDE01010272T	79	31	0	323	0	0	351	10	7	55	0	29	0	0	0	0	19
DRUP01070085T	71995	2372	11277	0	840	3546	0	197	0	874	0	0	0	0	0	0	0
CPCT02380045T	478	88	0	0	0	444	545	87	16	177	112	34	0	0	0	0	0
CPCT02150013T	154	31	43	45	0	66	0	32	19	190	25	0	193	0	13	46	8
CPCT02010769T	123	56	0	314	0	263	0	166	79	149	98	0	52	0	0	0	57
CPCT02450014T	22171	231822	12403	0	0	0	0	209	0	881	0	0	0	0	0	0	0
CPCT02130122T	16	83	33	78	8	0	702	6	49	147	0	25	14	0	43	0	26
CPCT02230107T	774	78	0	551	0	217	145	63	0	123	16	62	0	0	0	0	0
DRUP01090017T	573	91	69	304	0	394	456	763	25	289	89	343	0	0	0	0	0
CPCT02020781T	710	0	0	0	0	0	434	15	465	259	111	110	275	0	0	0	8
CPCT02310016T	344	0	0	150	7	183	0	98	0	169	158	0	0	56	0	0	36
CPCT02300050T	1167	24	0	0	0	204	129	206	89	206	9	416	0	0	0	0	0
CPCT02020808T	16	73	0	834	0	200	393	25	332	108	0	0	0	0	0	0	0
CPCT02050414T	480	50	0	265	0	140	1294	25	55	134	0	42	0	0	36	0	16
CPCT02230042T	28	0	0	0	0	100	0	7	6	136	0	0	35	0	17	0	3
CPCT02040170T	0	26	56	58	0	102	0	260	21	118	20	33	13	0	64	0	45
CPCT02330059T	1052	91	0	153	0	0	1170	141	55	321	83	148	0	0	14	0	3
CPCT02330063T	0	49	0	1090	0	480	296	39	19	216	89	9	176	0	24	0	31
