Sample Names	MutationType	ID1	ID2	ID3	ID5	ID6	ID8	ID9	ID19
SP117655	1:Del:C:0	0.0005708810475488489	0.01764268011081423	0.274279845627189	0.0	0.0	0.0	0.7075065932144479	0.0
SP117655	1:Del:C:1	0.004101405799812528	0.00012002495777931643	0.6821099842422897	0.0	0.0	0.0	0.31366858500011846	0.0
SP117655	1:Del:C:2	3.0038466616921476e-17	2.8908791251930647e-05	0.9855251988990696	0.0	0.0	0.0	0.014445892309678323	0.0
SP117655	1:Del:C:3	0.038023442624884184	0.050471098657147745	0.7862075864765289	0.0	0.0	0.0	0.1252978722414391	0.0
SP117655	1:Del:C:4	0.018036177591338784	0.1009282326448308	0.6921560527573585	0.0	0.0	0.0	0.18887953700647206	0.0
SP117655	1:Del:C:5	0.10474738377745388	0.465296366734231	0.42913246602457117	0.0	0.0	0.0	0.000823783463743902	0.0
SP117655	1:Del:T:0	0.01384305471207855	0.08546801009406901	0.2444071034451892	0.0	0.0	0.0	0.6562818317486632	0.0
SP117655	1:Del:T:1	9.621514687685215e-17	1.1760677137038381e-16	0.2382833885057318	0.0	0.0	0.0	0.761716611494268	0.0
SP117655	1:Del:T:2	0.013551348803965317	0.10429607098091097	0.1470737619784155	0.0	0.0	0.0	0.7350788182367082	0.0
SP117655	1:Del:T:3	0.0224144707200514	0.20234920564044534	0.1211103748928212	0.0	0.0	0.0	0.654125948746682	0.0
SP117655	1:Del:T:4	0.036321451287219954	0.4084946179825628	0.08243652984489509	0.0	0.0	0.0	0.4727474008853222	0.0
SP117655	1:Del:T:5	3.940484363947077e-18	0.9934308247373119	0.005914291690496245	0.0	0.0	0.0	0.0006548835721918299	0.0
SP117655	1:Ins:C:0	2.5799633790868446e-15	3.153569610578932e-15	0.9999999999999918	0.0	0.0	0.0	2.494706191066228e-15	0.0
SP117655	1:Ins:C:1	2.7443652563083938e-15	0.1928010055413741	0.8062523043929496	0.0	0.0	0.0	0.0009466900656735918	0.0
SP117655	1:Ins:C:2	2.522862890758255e-15	0.020454399065224758	0.8205398314475253	0.0	0.0	0.0	0.15900576948724734	0.0
SP117655	1:Ins:C:3	0.16616454151687865	0.08651948149025523	0.7473159769928656	0.0	0.0	0.0	6.286501660948168e-16	0.0
SP117655	1:Ins:C:4	0.1952472632720666	0.32614235359304483	0.4784706467951827	0.0	0.0	0.0	0.00013973633970596687	0.0
SP117655	1:Ins:C:5	0.6376350384497675	0.24240159728752755	0.1188190853522174	0.0	0.0	0.0	0.0011442789104876075	0.0
SP117655	1:Ins:T:0	0.10088226978059293	0.06011070978338593	0.5093530622326055	0.0	0.0	0.0	0.3296539582034157	0.0
SP117655	1:Ins:T:1	0.0012308688365934733	1.2357300399917383e-16	0.8111136382109564	0.0	0.0	0.0	0.18765549295245	0.0
SP117655	1:Ins:T:2	0.007154417041709928	0.0245848204186723	0.9174629288207236	0.0	0.0	0.0	0.05079783371889434	0.0
SP117655	1:Ins:T:3	0.19487637300547744	0.050939952819009544	0.7106870496545303	0.0	0.0	0.0	0.04349662452098261	0.0
SP117655	1:Ins:T:4	0.6606406564008027	0.14174344017805943	0.16039928158099245	0.0	0.0	0.0	0.03721662184014551	0.0
SP117655	1:Ins:T:5	0.9751015587856419	0.0035118857702739243	0.017648749350841264	0.0	0.0	0.0	0.0037378060932429917	0.0
SP117655	2:Del:R:0	0.0531970111308274	0.013010426492092693	0.32940868334444207	0.0	0.0	0.0	0.6043838790326378	0.0
SP117655	2:Del:R:1	0.10177180772466621	0.3049516770414203	0.4354182929822456	0.0	0.0	0.0	0.1578582222516679	0.0
SP117655	2:Del:R:2	0.045724747601088404	0.18323658463728995	0.7029627262520595	0.0	0.0	0.0	0.06807594150956217	0.0
SP117655	2:Del:R:3	0.07977339886781021	0.14151587856095768	0.7681042665126487	0.0	0.0	0.0	0.010606456058583342	0.0
SP117655	2:Del:R:4	0.020249792751306915	0.3350293227254188	0.6447208845232731	0.0	0.0	0.0	1.1870302789811864e-15	0.0
SP117655	2:Del:R:5	5.3085284082891416e-14	7.671544545162878e-14	0.9999999999998188	0.0	0.0	0.0	5.13310335834968e-14	0.0
SP117655	3:Del:R:0	0.058346327092358055	0.005834191624231112	0.16533454887844048	0.0	0.0	0.0	0.7704849324049703	0.0
SP117655	3:Del:R:1	0.38814795274812497	0.39695219464169557	0.017764986294896645	0.0	0.0	0.0	0.19713486631528276	0.0
SP117655	3:Del:R:2	0.1958256783219884	0.5969825575531775	0.015095911527248257	0.0	0.0	0.0	0.19209585259758596	0.0
SP117655	3:Del:R:3	0.3798248520153276	0.421880470404651	0.015437678128401716	0.0	0.0	0.0	0.18285699945161973	0.0
SP117655	3:Del:R:4	1.4068850982315857e-12	1.7283867214544452e-12	0.9999999999955044	0.0	0.0	0.0	1.360393326946914e-12	0.0
SP117655	3:Del:R:5	1.403211768936894e-11	1.715189458732678e-11	0.9999999999552476	0.0	0.0	0.0	1.356841386090864e-11	0.0
SP117655	4:Del:R:0	0.09325166063580788	0.011592218675312465	0.10233410739432022	0.0	0.0	0.0	0.7928220132945594	0.0
SP117655	4:Del:R:1	0.14579531353510528	0.35087313973783757	0.06327701607003888	0.0	0.0	0.0	0.44005453065701816	0.0
SP117655	4:Del:R:2	0.0027802921565482164	0.479006052290094	0.061920298021689836	0.0	0.0	0.0	0.45629335753166783	0.0
SP117655	4:Del:R:3	1.5376119807044454e-13	0.3459178315940518	1.1787507383339974e-13	0.0	0.0	0.0	0.6540821684056765	0.0
SP117655	4:Del:R:4	0.2527871953388552	0.3089896638169529	0.1937895235510209	0.0	0.0	0.0	0.24443361729317098	0.0
SP117655	4:Del:R:5	0.1136585197894071	0.8476108357007959	0.006854828438638385	0.0	0.0	0.0	0.031875816071158594	0.0
SP117655	5:Del:R:0	0.005222500422526801	0.024664511387296605	0.6844360696603506	0.0	0.0	0.0	0.28567691852982596	0.0
SP117655	5:Del:R:1	0.05341310933077833	0.8543289564719456	0.01278427301772865	0.0	0.0	0.0	0.07947366117954738	0.0
SP117655	5:Del:R:2	0.18259292469605026	0.588404164357106	0.0024742427713213572	0.0	0.0	0.0	0.2265286681755224	0.0
SP117655	5:Del:R:3	0.10243237682882514	0.8779447109948918	1.3752405307029901e-14	0.0	0.0	0.0	0.01962291217626941	0.0
SP117655	5:Del:R:4	0.025687515691970073	0.7165803657694522	0.22230496054968074	0.0	0.0	0.0	0.03542715798889706	0.0
SP117655	5:Del:R:5	0.42843441906675034	0.2972320626759346	0.032203967525898415	0.0	0.0	0.0	0.24212955073141665	0.0
SP117655	2:Ins:R:0	0.13168269856210463	0.11133438158817738	0.5317493208336869	0.0	0.0	0.0	0.22523359901603124	0.0
