MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.36E-05	1.89E-04	5.07E-04
1:Del:C:1	4.43E-05	1.40E-04	8.65E-04
1:Del:C:2	3.88E-05	6.09E-05	7.42E-04
1:Del:C:3	3.23E-05	6.80E-05	2.82E-04
1:Del:C:4	4.14E-05	4.40E-05	2.29E-04
1:Del:C:5	7.73E-05	4.44E-05	1.46E-04
1:Del:T:0	4.17E-05	4.39E-04	5.58E-04
1:Del:T:1	3.13E-05	6.90E-04	1.00E-03
1:Del:T:2	4.17E-05	5.80E-04	8.67E-04
1:Del:T:3	8.88E-05	8.90E-04	1.30E-03
1:Del:T:4	1.15E-04	3.32E-04	4.17E-04
1:Del:T:5	1.07E-03	1.75E-04	3.65E-04
1:Ins:C:0	4.52E-05	9.61E-05	1.49E-04
1:Ins:C:1	2.07E-05	4.83E-05	7.20E-05
1:Ins:C:2	1.13E-05	4.02E-05	5.77E-05
1:Ins:C:3	2.02E-05	3.66E-05	9.68E-05
1:Ins:C:4	4.95E-05	2.32E-05	8.22E-05
1:Ins:C:5	1.03E-04	9.82E-05	1.05E-04
1:Ins:T:0	3.85E-05	8.41E-05	1.87E-04
1:Ins:T:1	3.80E-05	2.10E-04	4.76E-04
1:Ins:T:2	4.92E-05	1.07E-04	3.11E-04
1:Ins:T:3	3.83E-05	7.84E-05	2.18E-04
1:Ins:T:4	6.15E-05	6.78E-05	1.04E-04
1:Ins:T:5	9.16E-04	1.19E-03	4.63E-04
2:Del:R:0	2.77E-05	1.03E-04	8.60E-05
2:Del:R:1	5.43E-05	1.47E-04	7.46E-05
2:Del:R:2	2.15E-05	6.67E-05	1.00E-04
2:Del:R:3	3.53E-05	3.38E-05	7.15E-05
2:Del:R:4	2.90E-05	2.48E-05	4.18E-05
2:Del:R:5	4.61E-05	3.90E-05	4.00E-05
3:Del:R:0	1.76E-05	5.53E-05	6.21E-05
3:Del:R:1	1.02E-04	1.30E-04	3.88E-05
3:Del:R:2	4.50E-05	4.84E-05	1.85E-05
3:Del:R:3	1.69E-05	2.08E-05	8.97E-11
3:Del:R:4	2.41E-05	1.35E-05	1.39E-05
3:Del:R:5	3.36E-05	1.66E-05	5.46E-06
4:Del:R:0	1.03E-05	4.96E-05	4.96E-05
4:Del:R:1	4.40E-05	8.45E-05	2.79E-05
4:Del:R:2	3.24E-05	3.87E-05	1.81E-06
4:Del:R:3	2.19E-05	2.40E-05	1.01E-05
4:Del:R:4	1.91E-05	1.32E-05	1.09E-05
4:Del:R:5	1.29E-05	9.34E-06	1.02E-10
5:Del:R:0	5.44E-05	2.63E-04	1.09E-04
5:Del:R:1	2.63E-05	6.77E-05	3.60E-05
5:Del:R:2	1.33E-05	2.10E-05	1.14E-05
5:Del:R:3	1.85E-05	1.43E-05	1.55E-09
5:Del:R:4	1.11E-05	6.24E-06	2.17E-10
5:Del:R:5	5.49E-06	4.12E-06	2.27E-10
2:Ins:R:0	2.59E-05	6.83E-05	9.20E-05
2:Ins:R:1	1.76E-05	5.65E-05	6.33E-05
2:Ins:R:2	2.30E-05	3.48E-05	5.92E-05
2:Ins:R:3	2.30E-05	3.02E-05	3.78E-05
2:Ins:R:4	4.10E-05	3.59E-05	3.73E-05
2:Ins:R:5	1.21E-04	1.19E-04	7.83E-05
3:Ins:R:0	1.19E-05	3.98E-05	3.68E-05
3:Ins:R:1	3.09E-05	5.48E-05	4.17E-05
3:Ins:R:2	2.42E-05	2.50E-05	1.90E-05
3:Ins:R:3	6.97E-06	9.30E-06	1.00E-05
3:Ins:R:4	1.64E-05	1.06E-05	6.52E-06
3:Ins:R:5	2.31E-05	2.03E-05	6.08E-06
4:Ins:R:0	2.24E-05	4.83E-05	3.06E-05
4:Ins:R:1	3.44E-05	5.08E-05	2.85E-05
4:Ins:R:2	1.12E-05	1.46E-05	2.91E-06
4:Ins:R:3	1.16E-05	9.74E-06	1.24E-05
4:Ins:R:4	1.47E-05	1.37E-05	1.31E-05
4:Ins:R:5	2.29E-05	2.39E-05	1.84E-05
5:Ins:R:0	4.21E-05	2.33E-04	4.06E-05
5:Ins:R:1	6.51E-05	8.76E-05	6.02E-05
5:Ins:R:2	1.32E-05	1.90E-05	1.86E-05
5:Ins:R:3	1.37E-05	2.10E-05	2.92E-05
5:Ins:R:4	6.96E-06	1.16E-05	6.40E-10
5:Ins:R:5	1.12E-05	1.19E-05	1.38E-05
2:Del:M:1	3.75E-05	1.79E-04	7.65E-05
3:Del:M:1	8.98E-06	5.01E-05	4.21E-05
3:Del:M:2	5.32E-05	9.94E-05	3.32E-05
4:Del:M:1	1.41E-05	5.80E-05	3.39E-05
4:Del:M:2	1.72E-05	5.93E-05	2.82E-05
4:Del:M:3	3.69E-05	7.91E-05	2.13E-05
5:Del:M:1	4.80E-05	2.31E-04	1.12E-04
5:Del:M:2	3.44E-05	2.24E-04	9.89E-05
5:Del:M:3	2.64E-05	1.44E-04	7.87E-05
5:Del:M:4	1.52E-05	9.36E-05	4.87E-05
5:Del:M:5	2.27E-05	1.14E-04	7.44E-05
