MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.25E-05	9.47E-06	1.37E-04	6.47E-04	5.62E-04	3.38E-04	2.75E-04
1:Del:C:1	7.79E-06	5.81E-06	8.60E-05	4.11E-04	3.22E-04	2.42E-04	1.65E-04
1:Del:C:2	9.93E-06	5.38E-06	9.67E-05	2.18E-04	2.06E-04	1.50E-04	1.48E-04
1:Del:C:3	2.61E-05	8.90E-06	9.73E-05	9.01E-05	1.38E-04	1.10E-04	1.10E-04
1:Del:C:4	7.44E-05	1.97E-05	6.14E-05	3.53E-05	1.18E-04	1.06E-04	1.10E-04
1:Del:C:5	1.67E-04	6.27E-05	1.50E-04	1.86E-04	6.71E-05	1.88E-04	2.86E-05
1:Del:T:0	1.13E-05	6.91E-06	1.16E-04	5.04E-04	4.88E-04	3.40E-04	2.08E-04
1:Del:T:1	1.37E-05	5.92E-06	2.12E-04	4.43E-04	3.99E-04	3.60E-04	1.57E-04
1:Del:T:2	1.58E-05	8.40E-06	1.80E-04	3.28E-04	3.15E-04	2.50E-04	1.95E-04
1:Del:T:3	7.37E-05	2.99E-05	2.19E-04	3.27E-04	3.76E-04	3.15E-04	2.16E-04
1:Del:T:4	1.59E-04	8.17E-05	3.05E-04	2.60E-06	4.48E-04	3.00E-04	1.82E-04
1:Del:T:5	1.73E-03	1.03E-03	3.10E-03	4.32E-03	2.11E-03	2.77E-03	9.87E-04
1:Ins:C:0	6.75E-06	3.57E-05	1.62E-09	2.44E-04	3.51E-09	2.20E-03	2.16E-04
1:Ins:C:1	3.54E-06	9.59E-06	4.99E-05	1.31E-04	1.24E-04	1.81E-04	6.21E-05
1:Ins:C:2	3.38E-06	7.15E-06	4.69E-05	5.39E-05	7.47E-05	7.23E-05	3.74E-05
1:Ins:C:3	4.46E-06	9.94E-06	4.97E-05	7.38E-05	7.29E-05	7.26E-05	9.95E-06
1:Ins:C:4	2.33E-05	2.21E-04	9.86E-07	1.73E-05	6.43E-05	6.17E-05	3.59E-05
1:Ins:C:5	6.46E-05	1.77E-04	1.76E-04	2.81E-04	1.87E-04	2.03E-04	1.07E-04
1:Ins:T:0	1.45E-05	9.82E-06	9.71E-05	1.90E-04	1.48E-04	2.46E-04	9.33E-05
1:Ins:T:1	6.37E-06	1.06E-05	7.88E-05	3.35E-04	3.22E-04	1.90E-04	9.70E-05
1:Ins:T:2	1.32E-05	1.22E-05	8.57E-05	2.16E-04	1.94E-04	1.34E-04	6.98E-05
1:Ins:T:3	1.29E-05	1.02E-05	9.37E-05	1.67E-04	1.65E-04	1.12E-04	6.25E-05
1:Ins:T:4	4.66E-05	1.07E-04	1.31E-04	5.85E-05	1.66E-04	1.49E-04	8.79E-05
1:Ins:T:5	2.20E-03	8.40E-04	2.26E-03	4.16E-03	4.13E-03	1.93E-03	1.10E-03
2:Del:R:0	1.05E-05	5.50E-06	9.97E-05	2.72E-04	2.31E-04	1.28E-04	1.02E-04
2:Del:R:1	1.57E-05	2.48E-06	1.65E-04	3.95E-04	3.43E-04	1.76E-04	1.26E-04
2:Del:R:2	1.11E-05	4.87E-06	6.00E-05	1.46E-04	1.52E-04	7.49E-05	8.15E-05
2:Del:R:3	7.60E-05	2.81E-05	1.15E-05	2.15E-05	4.65E-05	3.86E-05	4.12E-05
2:Del:R:4	2.72E-05	1.17E-05	1.15E-05	4.74E-05	3.71E-05	1.68E-05	2.65E-05
2:Del:R:5	5.65E-05	1.81E-05	2.22E-05	9.50E-05	9.22E-05	8.22E-05	4.01E-05
3:Del:R:0	5.15E-06	3.09E-06	5.25E-05	1.02E-04	1.02E-04	7.63E-05	7.35E-05
3:Del:R:1	1.75E-05	0.00E+00	1.72E-04	3.19E-04	3.64E-04	1.66E-04	1.19E-04
3:Del:R:2	7.66E-06	1.97E-06	6.73E-05	1.06E-04	1.22E-04	8.31E-05	5.33E-05
3:Del:R:3	4.68E-06	1.36E-06	4.03E-05	6.61E-05	6.78E-05	1.88E-05	2.30E-05
3:Del:R:4	3.04E-06	1.41E-06	2.48E-05	7.52E-10	5.32E-05	2.04E-10	1.82E-05
3:Del:R:5	4.93E-06	2.88E-06	2.79E-05	1.79E-05	4.21E-05	1.64E-05	2.15E-05
4:Del:R:0	3.31E-06	2.15E-06	4.10E-05	7.84E-05	9.79E-05	8.08E-05	7.86E-05
4:Del:R:1	9.10E-06	2.07E-06	9.13E-05	2.92E-04	2.92E-04	1.10E-04	7.58E-05
